FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
2031,N948UW,US
1406,N3CKAA,AA
2402,N3LCAA,AA
440,N373SW,WN
2933,N673MQ,MQ
5487,N797SK,OO
485,N229WN,WN
1826,N584UW,US
495,N483WN,WN
1855,N824AW,US
2084,N504JB,B6
2055,N621SW,WN
938,N642VA,VX
5610,N744SK,OO
1272,N19141,UA
1406,N802DN,DL
2211,N3LGAA,AA
589,N210WN,WN
3455,N673MQ,MQ
870,N426WN,WN
321,N655JB,B6
3006,N845MQ,MQ
228,N421UA,UA
1481,N228WN,WN
4862,N11140,EV
5554,N939SW,OO
1088,N26208,UA
609,N181UW,US
665,N506JB,B6
3533,N9EAMQ,MQ
1282,N7716A,WN
4285,N435WN,WN
4169,N15983,EV
3936,N14573,EV
4979,N479CA,OO
2042,N914DE,DL
1374,N315US,DL
316,N7747C,WN
3338,N649MQ,MQ
1528,N36476,UA
1408,N798SW,WN
1906,N668DN,DL
1211,N751AT,DL
2306,N960DL,DL
845,N961DN,DL
50,N476AA,AA
3072,N852MQ,MQ
52,N715SW,WN
520,N387SW,WN
3468,N636MQ,MQ
1105,N143DA,DL
3659,N7728D,WN
1555,N016AA,AA
417,N549UA,UA
6410,N494CA,OO
2153,N956UW,US
886,N338NW,DL
4733,N613QX,OO
4909,N707SA,WN
5438,N699BR,OO
2273,N547AA,AA
6388,N790SK,OO
2054,N273JB,B6
2260,N3LLAA,AA
1528,N496AA,AA
262,N435WN,WN
44,N291WN,WN
2726,N906SW,OO
1263,N217JC,WN
4206,N356SW,WN
1621,N255WN,WN
730,N527VA,VX
5199,N795SK,OO
80,N809DN,DL
2053,N585JB,B6
4118,N14977,EV
2953,N8311Q,WN
1101,N630AA,AA
22,N845VA,VX
168,N387SW,WN
466,N915WN,WN
4392,N772SW,WN
1367,N583AA,AA
1523,N36469,UA
873,N589AS,AS
5,N651SW,WN
1693,N3DVAA,AA
242,N486UA,UA
1567,N41140,UA
574,N746JB,B6
3633,N634MQ,MQ
4593,N36915,EV
6255,N782SK,OO
5528,N925SW,OO
3062,N675MQ,MQ
3092,N631MQ,MQ
1466,N304DQ,DL
1052,N3GMAA,AA
4950,N754EV,EV
450,N623NK,NK
1561,N775SW,WN
2211,N3FUAA,AA
1060,N201FR,F9
2131,N899AT,DL
5673,N11539,EV
2409,N3GVAA,AA
4614,N432SW,OO
4011,N236WN,WN
4533,N13969,EV
2951,N528MQ,MQ
2842,N746SW,WN
123,N234WN,WN
2129,N289CT,WN
3338,N676MQ,MQ
642,N587UA,UA
553,N220FR,F9
5081,N686BR,EV
3620,N513MQ,MQ
151,N602NK,NK
3476,N692MQ,MQ
1667,N75429,UA
347,N829UA,UA
4728,N13988,EV
44,N3EWAA,AA
421,N931FR,F9
2321,N477AA,AA
2716,N886AS,OO
710,N588NK,NK
1921,N713UW,US
3217,N642MQ,MQ
2378,N359NW,DL
3685,N504MQ,MQ
679,N549UW,US
1682,N3ABAA,AA
1254,N3HKAA,AA
3036,N627MQ,MQ
1149,N564AA,AA
2942,N852MQ,MQ
3693,N941MQ,MQ
3585,N506MQ,MQ
90,N556AA,AA
753,N278WN,WN
1276,N947FR,F9
2398,N513AA,AA
246,N384DA,DL
2326,N3MFAA,AA
5382,N679SA,OO
5143,N838AS,EV
2341,N934DN,DL
5180,N611QX,EV
1662,N582AA,AA
554,N453UA,UA
3582,N528SW,WN
1868,N944WN,WN
4921,N870AS,EV
580,N438UA,UA
1946,N558UW,US
316,N3CYAA,AA
1797,N767UW,US
5426,N298SW,OO
1870,N7724A,WN
3660,N645MQ,MQ
2058,N526SW,WN
6130,N11194,EV
3482,N227AG,OO
1363,N911DE,DL
1150,N11206,UA
1533,N635AA,AA
277,N438AA,AA
3467,N223AG,OO
1096,N3FXAA,AA
206,N449WN,WN
1194,N37290,UA
451,N531NK,NK
704,N568UA,UA
5531,N920SW,OO
954,N531NK,NK
821,N436UA,UA
1209,N486WN,WN
1477,N673DL,DL
4762,N685BR,OO
1737,N349NB,DL
3213,N656MQ,MQ
2333,N3FCAA,AA
2434,N365NW,DL
5606,N580SW,OO
2290,N915DN,DL
1593,N908DA,DL
1213,N633AA,AA
5113,N860AS,EV
213,N644JB,B6
1053,N66814,UA
2182,N945UW,US
1177,N254WN,WN
2245,N901DA,DL
4456,N13908,EV
2338,N929WN,WN
456,N386SW,WN
5238,N791SK,OO
1038,N234WN,WN
399,N394SW,WN
107,N620NK,NK
1446,N8603F,WN
1566,N472AA,AA
5480,N611QX,EV
2461,N5BVAA,AA
886,N231WN,WN
2234,N410WN,WN
1594,N426AA,AA
5554,N582CA,EV
1967,N337JB,B6
2136,N663SW,WN
4742,N346SW,WN
1153,N73259,UA
4462,N807SK,OO
1346,N952DN,DL
1271,N8615E,WN
1878,N732US,US
4741,N14907,EV
231,N952WN,WN
4338,N16170,EV
4489,N554CA,OO
555,N7743B,WN
4525,N411WN,WN
3662,N480WN,WN
2238,N948WN,WN
296,N417UA,UA
418,N703TW,DL
5359,N479CA,OO
2446,N674DL,DL
1937,N568UW,US
4974,N969SW,OO
3764,N929WN,WN
5408,N908SW,OO
108,N8628A,WN
658,N552UW,US
4618,N12564,EV
1784,N461WN,WN
698,N514SW,WN
4997,N607SW,WN
536,N353JB,B6
627,N653AW,US
1827,N623DL,DL
1715,N710UW,US
137,N8614M,WN
4905,N417WN,WN
3961,N11113,EV
1995,N181UW,US
1527,N522US,DL
45,N370SW,WN
4450,N633SK,OO
4143,N645SW,WN
1619,N3EAAA,AA
2527,N967WN,WN
504,N905DL,DL
5156,N900EV,EV
5163,N787SK,OO
2517,N926DL,DL
1346,N944DN,DL
3056,N941MQ,MQ
1768,N833AW,US
2327,N126DL,DL
619,N403AS,AS
2161,N274WN,WN
6620,N889AS,OO
6290,N715SK,OO
6116,N12201,EV
4177,N18557,EV
4300,N345SA,WN
5935,N14950,EV
2603,N904DL,DL
1033,N855AA,AA
2044,N948UW,US
5597,N228PQ,EV
3032,N849MQ,MQ
511,N519NK,NK
410,N963WN,WN
859,N344NW,DL
1066,N981DL,DL
4652,N608SK,OO
692,N471AS,AS
278,N475HA,HA
6088,N13118,EV
511,N533NK,NK
4300,N640SW,WN
771,N589AS,AS
768,N530US,DL
3748,N734SA,WN
1790,N952WN,WN
4756,N15986,EV
1836,N583UW,US
1185,N76519,UA
1325,N3733Z,DL
1399,N4XRAA,AA
712,N657JB,B6
409,N197UW,US
1103,N434WN,WN
3637,N928MQ,MQ
5058,N761ND,EV
3264,N22971,EV
1539,N6706Q,DL
2970,N265WN,WN
1708,N737US,US
1688,N3CMAA,AA
486,N234WN,WN
1236,N76505,UA
1279,N912FR,F9
1668,N829DN,DL
1843,N152UW,US
1343,N930WN,WN
422,N7705A,WN
1799,N153UW,US
5500,N528CA,EV
5156,N916EV,EV
4967,N789SK,OO
1923,N940DN,DL
3883,N7738A,WN
4590,N609SK,OO
2082,N965UW,US
152,N633NK,NK
256,N490UA,UA
1520,N7752B,WN
277,N547AA,AA
1079,N353SW,WN
25,N3AVAA,AA
394,N481UA,UA
126,N609SW,WN
370,N544UA,UA
4142,N13978,EV
343,N486HA,HA
203,N446UA,UA
5176,N788SK,OO
1917,N555AY,US
544,N657JB,B6
1587,N24706,UA
101,N475HA,HA
5550,N961SW,OO
1701,N709JB,B6
840,N568AS,AS
882,N233LV,WN
206,N239WN,WN
501,N830UA,UA
1519,N456AA,AA
2525,N909EV,EV
1654,N664DN,DL
368,N632SW,WN
970,N989AT,DL
103,N488HA,HA
1169,N3LLAA,AA
743,N938UW,US
1998,N829AW,US
4176,N247WN,WN
2576,N863AS,OO
387,N705AS,AS
2229,N358NW,DL
3125,N908MQ,MQ
2164,N956UW,US
121,N240WN,WN
3031,N945WN,WN
2285,N3JVAA,AA
254,N853UA,UA
572,N181UW,US
3932,N21537,EV
604,N409AS,AS
2133,N397DA,DL
629,N179UW,US
461,N554UW,US
4120,N12195,EV
1152,N3KMAA,AA
2957,N421LV,WN
918,N927FR,F9
162,N621VA,VX
880,N262WN,WN
171,N490WN,WN
4674,N455SW,OO
546,N7712G,WN
499,N826UA,UA
904,N570JB,B6
1906,N989AT,DL
5469,N945SW,OO
2240,N722TW,DL
4170,N16919,EV
1840,N722TW,DL
826,N118US,US
1236,N667DN,DL
2950,N682MQ,MQ
2293,N5DXAA,AA
730,N784JB,B6
2113,N956UW,US
278,N404UA,UA
2869,N779SW,WN
1184,N496AA,AA
765,N812AW,US
448,N662JB,B6
2470,N5CPAA,AA
1898,N906DA,DL
3385,N707SA,WN
510,N649AW,US
3503,N281WN,WN
1899,N341NB,DL
1670,N36280,UA
3704,N551WN,WN
712,N680AW,US
688,N469UA,UA
1851,N726SW,WN
5434,N709EV,EV
823,N563JB,B6
1132,N14242,UA
2241,N713TW,DL
1544,N323NB,DL
1479,N3EAAA,AA
5134,N132EV,EV
3657,N654MQ,MQ
1492,N69819,UA
2012,N129DL,DL
1144,N3FUAA,AA
4636,N14907,EV
837,N590AS,AS
830,N623SW,WN
4704,N17185,EV
2059,N822AW,US
2998,N932MQ,MQ
2021,N355NW,DL
5214,N779SK,OO
957,N285WN,WN
1924,N644AW,US
5211,N754EV,EV
2011,N757UW,US
5917,N13908,EV
1693,N957DL,DL
4703,N824SK,OO
3161,N1EAMQ,MQ
4453,N630SK,OO
1027,N211WN,WN
5244,N780SK,OO
1543,N919WN,WN
890,N966AT,DL
1472,N476AA,AA
1031,N497WN,WN
2585,N8628A,WN
688,N463UA,UA
3365,N3AEMQ,MQ
405,N516AS,AS
5410,N744EV,EV
33,N384HA,HA
2181,N921DL,DL
1252,N266JB,B6
5082,N853AS,EV
2304,N4XCAA,AA
3008,N610MQ,MQ
5585,N937EV,EV
452,N531JB,B6
1953,N904DE,DL
4467,N823SK,OO
2257,N3HJAA,AA
1751,N561UW,US
782,N479UA,UA
2408,N967DL,DL
5339,N909SW,OO
14,N751AT,DL
7364,N564SW,OO
1823,N259WN,WN
1904,N532US,DL
4294,N241WN,WN
6232,N934SW,OO
3638,N514MQ,MQ
3110,N675MQ,MQ
663,N212UA,UA
1049,N398SW,WN
62,N792AS,AS
250,N416UA,UA
4185,N14916,EV
943,N628NK,NK
1892,N7733B,WN
1798,N915DL,DL
4270,N12136,EV
692,N909AW,US
349,N8319F,WN
2462,N691WN,WN
1543,N969DL,DL
19,N551AS,AS
943,N473WN,WN
1822,N751UW,US
5138,N538CA,EV
68,N634AA,AA
4787,N463SW,OO
3140,N519MQ,MQ
2237,N3FBAA,AA
4165,N15985,EV
724,N612AS,AS
4823,N548CA,OO
1971,N960WN,WN
2632,N495CA,OO
2565,N3764D,DL
4214,N15986,EV
344,N978DL,DL
3370,N750SA,WN
2589,N866AS,OO
2665,N975AT,DL
4913,N925EV,EV
609,N925FR,F9
6574,N885AS,OO
3172,N698MQ,MQ
178,N8326F,WN
1405,N39415,UA
710,N588NK,NK
6497,N771SK,OO
6487,N580SW,OO
346,N467WN,WN
4745,N14179,EV
3355,N615MQ,MQ
3663,N641MQ,MQ
525,N613AS,AS
2157,N3750D,DL
5365,N295SW,OO
1679,N28457,UA
572,N613SW,WN
3925,N942WN,WN
1278,N923FR,F9
819,N368NW,DL
660,N657AW,US
328,N442WN,WN
760,N723UW,US
342,N435AS,AS
880,N363NW,DL
6382,N594SW,OO
851,N329NB,DL
1642,N996DL,DL
357,N658SW,WN
4896,N352SW,WN
1350,N630AA,AA
6439,N754SK,OO
2366,N990AT,DL
6436,N580SW,OO
5424,N870AS,EV
128,N731SA,WN
2256,N794SW,WN
1698,N3CTAA,AA
795,N934FR,F9
1441,N3GCAA,AA
5200,N919EV,EV
191,N947FR,F9
1295,N8629A,WN
1202,N81449,UA
133,N933FR,F9
1133,N3GUAA,AA
629,N561UW,US
45,N3CKAA,AA
1315,N499AA,AA
978,N3758Y,DL
5251,N612QX,EV
366,N3MEAA,AA
1392,N656JB,B6
939,N7745A,WN
451,N607NK,NK
2858,N251WN,WN
5358,N883AS,EV
3354,N519MQ,MQ
1765,N8638A,WN
1090,N951DL,DL
1733,N490WN,WN
7432,N659BR,OO
601,N8609A,WN
5333,N922EV,EV
2018,N965UW,US
850,N8655D,WN
287,,UA
276,,UA
1735,N573UW,US
746,N622VA,VX
1608,N3DEAA,AA
4390,N48901,EV
1328,N4XSAA,AA
1834,N430WN,WN
490,N478UA,UA
1351,N3EXAA,AA
1521,N622SW,WN
1811,N621SW,WN
1362,N906AT,DL
4715,N438SW,OO
699,N556AS,AS
467,N665AW,US
278,N457UA,UA
1091,N226WN,WN
4633,N616QX,OO
4435,N13997,EV
4203,N14904,EV
68,N5EPAA,AA
6288,N702SK,OO
1161,N33262,UA
1065,N941DL,DL
1456,N3KMAA,AA
2346,N3CLAA,AA
4261,N13133,EV
1150,N591NW,DL
1017,N406WN,WN
475,N407UA,UA
879,N403WN,WN
118,N274WN,WN
2778,N240WN,WN
2534,N880AS,EV
1454,N37420,UA
6,N179JB,B6
1246,N3DNAA,AA
4564,N369SW,WN
2123,N839AW,US
972,N552JB,B6
5465,N919SW,OO
4114,N228WN,WN
1068,N624SW,WN
3414,N504MQ,MQ
898,N552WN,WN
5225,N743SK,OO
480,N706AS,AS
1867,N739GB,WN
5534,N181PQ,EV
1771,N8654B,WN
2152,N670SW,WN
5477,N708EV,EV
830,N623SW,WN
657,N745VJ,US
7,N530US,DL
633,N910AW,US
2575,N868CA,OO
2296,N8637A,WN
1409,N87513,UA
1538,N6707A,DL
246,N464WN,WN
649,N587NK,NK
2294,N969AT,DL
5615,N712EV,EV
3269,N511MQ,MQ
1083,N403AA,AA
2500,N8324A,WN
1286,N78524,UA
6179,N41104,EV
2851,N7703A,WN
5306,N580SW,OO
1349,N467AA,AA
2284,N3KDAA,AA
1213,N986DL,DL
5602,N973SW,OO
2608,N464SW,OO
2843,N963WN,WN
35,N582HA,HA
993,N397SW,WN
5236,N956SW,OO
4249,N22971,EV
847,N618DL,DL
4774,N294WN,WN
661,N206UW,US
3460,N224AG,OO
103,N461AS,AS
1773,N7716A,WN
2131,N821AW,US
42,N7728D,WN
5221,N751EV,EV
717,N249AU,US
3826,N8328A,WN
1337,N732SW,WN
471,N578UW,US
2058,N536UW,US
5039,N605QX,EV
1699,N944WN,WN
833,,UA
584,N622AS,AS
896,N958WN,WN
404,N584AS,AS
1141,N39418,UA
2177,N827DN,DL
735,N401UA,UA
27,N252WN,WN
205,N583JB,B6
4559,N17560,EV
2327,N504AA,AA
147,N608NK,NK
1449,N3FEAA,AA
5384,N290SW,OO
376,N684WN,WN
516,N570UW,US
4217,N11548,EV
5756,N834AS,EV
5398,N980EV,EV
3495,N672MQ,MQ
774,N221WN,WN
728,N684WN,WN
3236,N749SW,WN
4597,N432SW,OO
221,N956DL,DL
2135,N318NB,DL
1275,N5FTAA,AA
921,N3735D,DL
1494,N304JB,B6
220,N006AA,AA
454,N267WN,WN
729,N606JB,B6
309,N4YDAA,AA
1622,N18119,UA
1170,N3751B,DL
1416,N930DN,DL
776,N393DA,DL
423,N387SW,WN
927,N646JB,B6
3668,N8653A,WN
1415,N968DL,DL
250,N921WN,WN
745,N567UW,US
3062,N630MQ,MQ
23,N353AA,AA
2430,N954AT,DL
4576,N17196,EV
818,N384SW,WN
196,N3KHAA,AA
428,N338NB,DL
4569,N932WN,WN
300,N779UA,UA
1030,N339JB,B6
455,N568AS,AS
866,N916DE,DL
4924,N181PQ,EV
2337,N528SW,WN
4374,N267WN,WN
318,N401UA,UA
1666,N77295,UA
677,N922FR,F9
710,N849VA,VX
4753,N633SK,OO
588,N822DN,DL
1888,N904DE,DL
1815,N703UW,US
2409,N3GHAA,AA
5559,N870AS,EV
5081,N855AS,EV
2947,N510MQ,MQ
571,N852UA,UA
5248,N118SY,OO
1468,N858AA,AA
23,N583HA,HA
1019,N3JBAA,AA
659,N419AS,AS
1209,N551WN,WN
4216,N12924,EV
4694,N12924,EV
747,N607NK,NK
562,N711HK,WN
379,N856AA,AA
6181,N13979,EV
1735,N173US,US
1393,N7747C,WN
1488,N73270,UA
1031,N618WN,WN
2070,N174US,US
2515,N906EV,EV
628,N552UW,US
1283,N69835,UA
58,N392SW,WN
4475,N659BR,OO
5023,N846AS,EV
554,N7712G,WN
3444,N941MQ,MQ
2962,N677MQ,MQ
3407,N527MQ,MQ
3580,N465WN,WN
1879,N817AW,US
2318,N3LUAA,AA
1705,N33286,UA
3046,N655MQ,MQ
1273,N019AA,AA
139,N435WN,WN
562,N498WN,WN
1722,N755US,US
125,N4XUAA,AA
1777,N737US,US
5344,N945SW,OO
1534,N57111,UA
1368,N229JB,B6
611,N932WN,WN
1158,N3740C,DL
3660,N385SW,WN
842,N177US,US
3930,N11192,EV
295,N528NK,NK
127,N3DEAA,AA
792,N549AS,AS
5395,N930SW,OO
1361,N3DUAA,AA
1747,N489WN,WN
1395,N595AA,AA
829,N333NB,DL
4573,N16546,EV
3628,N679MQ,MQ
290,N274JB,B6
3197,N655MQ,MQ
5319,N952SW,OO
2041,N916DE,DL
2428,N906AT,DL
3096,N1EAMQ,MQ
2161,N7730A,WN
1680,N534JB,B6
595,N914WN,WN
1826,N207WN,WN
6368,N971SW,OO
1718,N68821,UA
217,N564JB,B6
383,N3GRAA,AA
350,N422WN,WN
583,N607JB,B6
2332,N759GS,WN
976,N601NK,NK
3153,N817MQ,MQ
4885,N967WN,WN
1985,N526SW,WN
803,N807JB,B6
1198,N973DL,DL
524,N520AS,AS
2994,N601MQ,MQ
546,N927WN,WN
625,N820AW,US
287,N8652B,WN
3412,N836MQ,MQ
775,N8606C,WN
3305,N528MQ,MQ
3349,N546MQ,MQ
1637,N337NB,DL
2418,N975AT,DL
794,N623JB,B6
4653,N8884E,OO
1075,N651SW,WN
2410,N3JSAA,AA
668,N960WN,WN
4558,N613SW,WN
1678,N275WN,WN
475,N959AT,DL
2053,N746SW,WN
6122,N14558,EV
3758,N8323C,WN
2788,N508SW,WN
5171,N138EV,EV
3,N590HA,HA
637,N280WN,WN
2677,N214WN,WN
7394,N433SW,OO
3645,N690MQ,MQ
4495,N822SK,OO
1472,N469AA,AA
6496,N755SK,OO
5584,N851AS,EV
2291,N719SW,WN
1624,N902DA,DL
970,N959AT,DL
449,N629SW,WN
5438,N565SW,OO
1025,N921FR,F9
5979,N12567,EV
259,N209WN,WN
1038,N193JB,B6
1776,N963UW,US
1061,N202FR,F9
4324,N14542,EV
1146,N401WN,WN
263,N472WN,WN
1595,N78506,UA
4567,N656SW,WN
2253,N612SW,WN
2154,N792SW,WN
4796,N461SW,OO
2116,N192JB,B6
2159,N992DL,DL
2903,N939MQ,MQ
1772,N678DL,DL
1224,N909DL,DL
497,N480UA,UA
1605,N64809,UA
1919,N119US,US
1294,N328JB,B6
1798,N410WN,WN
576,N413UA,UA
7391,N560SW,OO
1858,N907DL,DL
454,N459AS,AS
4484,N807SK,OO
2115,N751UW,US
1825,N347NW,DL
4090,N11184,EV
1933,N336NW,DL
830,N428WN,WN
216,N922FR,F9
3214,N437WN,WN
3045,N646MQ,MQ
514,N925FR,F9
1512,N3MCAA,AA
1619,N929DN,DL
5685,N834AS,EV
5657,N932EV,OO
3452,N447WN,WN
3162,N680MQ,MQ
970,N958AT,DL
486,N188US,US
3629,N502MQ,MQ
5222,N701SK,OO
3444,N640MQ,MQ
5807,N13118,EV
1565,N78509,UA
4828,N617QX,OO
1288,N934AT,DL
922,N468WN,WN
2915,N900MQ,MQ
2632,N423SW,OO
3133,N822MQ,MQ
83,N632JB,B6
333,N476HA,HA
5230,N107SY,OO
1823,N815DN,DL
3322,N852MQ,MQ
2056,N382DA,DL
4399,N36915,EV
3275,N640MQ,MQ
2492,N860AA,AA
5402,N237SW,OO
1329,N210FR,F9
3544,N687MQ,MQ
4,N589AS,AS
5522,N679SA,OO
3614,N642MQ,MQ
1201,N24706,UA
1391,N919DE,DL
5513,N146PQ,EV
3677,N931MQ,MQ
1768,N822AW,US
1220,N37287,UA
3348,N606MQ,MQ
5949,N11113,EV
1022,N33132,UA
1489,N937AT,DL
969,N993DL,DL
4990,N121SY,OO
458,N233LV,WN
3477,N507MQ,MQ
2109,N306DQ,DL
4486,N812SK,OO
1414,N359NW,DL
1407,N371NB,DL
2784,N765SW,WN
5422,N197PQ,EV
301,N405UA,UA
2028,N712US,US
280,N552JB,B6
574,N658AW,US
6584,N875AS,OO
447,N163US,US
2599,N224WN,WN
5993,N12563,EV
29,N317AS,AS
1916,N228JB,B6
418,N706TW,DL
3250,N682MQ,MQ
1411,N77530,UA
3248,N673MQ,MQ
2831,N431WN,WN
1150,N3HHAA,AA
2513,N909EV,EV
169,N612SW,WN
4654,N685BR,OO
617,N752SW,WN
3664,N650MQ,MQ
5167,N849AS,EV
600,N712SW,WN
4541,N725SW,WN
4218,N36915,EV
6590,N907SW,OO
35,N3GDAA,AA
2703,N731SA,WN
1407,N627JB,B6
4547,N13550,EV
3504,N440LV,WN
227,N340LV,WN
5747,N833AS,EV
636,N649AW,US
80,N811DZ,DL
2507,N956DL,DL
667,N928FR,F9
2149,N929DN,DL
1777,N949WN,WN
1290,N589JB,B6
4851,N613SK,OO
1219,N68811,UA
6318,N703SK,OO
403,N654AW,US
2314,N3HJAA,AA
2358,N493AA,AA
195,N619NK,NK
4596,N14180,EV
221,N805UA,UA
5586,N855AS,EV
4633,N788SA,WN
2396,N554NW,DL
274,N944WN,WN
865,N127UW,US
395,N317JB,B6
1323,N984DL,DL
4374,N281WN,WN
3688,N825MQ,MQ
5583,N952SW,OO
2213,N935DL,DL
3433,N631MQ,MQ
1892,N405WN,WN
1589,N816DN,DL
4284,N670SW,WN
383,N267JB,B6
2907,N671MQ,MQ
4821,N743SW,WN
341,N493AA,AA
964,N928DN,DL
1943,N519US,DL
6538,N978SW,OO
1219,N752AT,DL
1237,N66831,UA
65,N788AS,AS
814,N948UW,US
4202,N21130,EV
454,N908AW,US
1072,N916DN,DL
1172,N3KRAA,AA
1422,N317NB,DL
454,N407AS,AS
2925,N909MQ,MQ
203,N491UA,UA
4748,N16911,EV
262,N417UA,UA
1171,N639JB,B6
912,N931DL,DL
4683,N14105,EV
1198,N972DL,DL
228,N455UA,UA
662,N258WN,WN
1962,N242WN,WN
1698,N3BSAA,AA
2538,N903EV,EV
5231,N967SW,OO
695,N530NK,NK
3392,N7738A,WN
5610,N850AS,EV
983,N471UA,UA
1636,N68453,UA
302,N8606C,WN
4232,N11165,EV
6476,N107SY,OO
2528,N398SW,WN
609,N906WN,WN
4584,N12122,EV
260,N413WN,WN
4302,N14953,EV
1496,N13750,UA
1489,N3JLAA,AA
1180,N640AA,AA
4545,N18120,EV
3951,N14916,EV
1201,N510JB,B6
2555,N919DL,DL
5431,N986CA,OO
686,N569UW,US
2098,N362SW,WN
5361,N936EV,EV
2772,N289CT,WN
412,N622VA,VX
1095,N960DL,DL
507,N8608N,WN
5488,N703SK,OO
1897,N309US,DL
1489,N981DL,DL
1481,N947DL,DL
6075,N16178,EV
4656,N812SK,OO
201,N905JB,B6
4480,N10156,EV
1234,N36272,UA
3608,N646MQ,MQ
5146,N607LR,EV
5495,N186PQ,EV
4242,N14173,EV
1045,N340LV,WN
1250,N3LKAA,AA
3007,N691MQ,MQ
4557,N8635F,WN
1461,N4YRAA,AA
260,N843VA,VX
2491,N4XHAA,AA
406,N655AW,US
1434,N547US,DL
744,N778SW,WN
1844,N659DL,DL
1855,N824AW,US
913,N3FJAA,AA
4305,N10156,EV
346,N951DN,DL
987,N374NW,DL
2682,N944SW,OO
1099,N747SA,WN
1730,N635SW,WN
4226,N16546,EV
245,N345SA,WN
2715,N714CB,WN
6033,N18102,EV
175,N613SW,WN
1055,N4YRAA,AA
170,N845VA,VX
1144,N337NB,DL
5544,N937SW,OO
459,N736SA,WN
394,N493HA,HA
1903,N348NB,DL
2042,N323US,DL
2693,N910AT,DL
2433,N361SW,WN
1015,N292JB,B6
1643,N33132,UA
1295,N623JB,B6
562,N663AW,US
2875,N8EGMQ,MQ
972,N608NK,NK
4793,N548CA,OO
6341,N583SW,OO
4524,N8616C,WN
2501,N925WN,WN
1623,N39416,UA
1895,N568JB,B6
2138,N956UW,US
1129,N598AA,AA
1848,N715UW,US
422,N712TW,DL
1035,N548AA,AA
1750,N802AW,US
303,N484HA,HA
895,N616NK,NK
4558,N276WN,WN
2262,N4YAAA,AA
711,N485UA,UA
5,N370SW,WN
427,N8608N,WN
608,N473UA,UA
1800,N920DN,DL
5743,N835AS,EV
733,N6708D,DL
3633,N688MQ,MQ
426,N900WN,WN
552,N902WN,WN
628,N195UW,US
4914,N850AS,EV
4117,N400WN,WN
1507,N76519,UA
4976,N122SY,OO
2628,N464SW,OO
1978,N757UW,US
1134,N68805,UA
321,N422WN,WN
1140,N38451,UA
311,N793AS,AS
4516,N12996,EV
575,N203JB,B6
975,N435WN,WN
2595,N937DL,DL
4661,N476WN,WN
1831,N684DA,DL
50,N762AS,AS
2331,N987AT,DL
1020,N23721,UA
2448,N673DL,DL
72,N76064,UA
4921,N8621A,WN
6194,N774SK,OO
3553,N526MQ,MQ
4165,N15980,EV
3018,N688MQ,MQ
65,N746JB,B6
3399,N925MQ,MQ
570,N781WN,WN
1524,N1402A,DL
167,N276WN,WN
2874,N647SW,WN
124,N7BEAA,AA
2910,N532MQ,MQ
2437,N5BRAA,AA
3321,N387SW,WN
3174,N543MQ,MQ
1314,N8628A,WN
1422,N910AT,DL
232,N225WN,WN
6376,N291SW,OO
4707,N15527,EV
1664,N4XLAA,AA
2746,N221WN,WN
5581,N197PQ,EV
2941,N621MQ,MQ
927,N642VA,VX
4314,N941WN,WN
1152,N591NW,DL
2232,N687SW,WN
676,N845UA,UA
3649,N500MQ,MQ
1230,N69824,UA
103,N627NK,NK
2577,N910DE,DL
4258,N14570,EV
2503,N961AT,DL
7388,N432SW,OO
5384,N583SW,OO
1977,N835AW,US
6290,N772SK,OO
2638,N955SW,OO
1725,N654SW,WN
1233,N33284,UA
241,N847VA,VX
691,N519UW,US
1147,N969DL,DL
576,N274WN,WN
609,N458WN,WN
5252,N146PQ,EV
5456,N964SW,OO
6313,N948SW,OO
40,N415WN,WN
1746,N634SW,WN
2834,N650MQ,MQ
327,N524JB,B6
1730,N309JB,B6
649,N557UW,US
1232,N38458,UA
415,N721TW,DL
5334,N861AS,EV
1541,N5CFAA,AA
6378,N952SW,OO
768,N541US,DL
1089,N904DE,DL
2703,N885AS,OO
3212,N813MQ,MQ
1586,N63820,UA
1757,N6703D,DL
4347,N11539,EV
542,N409UA,UA
3336,N847MQ,MQ
1520,N946DL,DL
2216,N633SW,WN
139,N401WN,WN
796,N151UW,US
3412,N827MQ,MQ
1827,N967UW,US
600,N512NK,NK
1409,,UA
2549,N398DA,DL
3682,N511MQ,MQ
83,N431AS,AS
1982,N626AW,US
1219,N584NW,DL
3857,N652SW,WN
1657,N3HMAA,AA
4106,N14204,EV
310,N530NK,NK
1294,N3JEAA,AA
2055,N824DN,DL
1908,N611SW,WN
4248,N16541,EV
3166,N925MQ,MQ
2061,N956UW,US
6017,N12564,EV
5552,N759EV,EV
920,N718TW,DL
1093,N310DE,DL
4403,N950WN,WN
3475,N674MQ,MQ
1447,N324JB,B6
117,N607AT,DL
486,N355JB,B6
1166,N203WN,WN
4524,N8616C,WN
434,N222WN,WN
406,N384SW,WN
5574,N946SW,OO
4822,N684WN,WN
1410,N861AA,AA
840,N172US,US
5296,N137EV,EV
1366,N676DL,DL
1962,N822AW,US
426,N900WN,WN
959,N928DN,DL
111,N348JB,B6
1082,N301NB,DL
1046,N4WPAA,AA
2017,N6707A,DL
2546,N904EV,EV
883,N756SA,WN
1262,N712TW,DL
2684,N907SW,OO
4730,N448SW,OO
495,N583UW,US
2177,N958UW,US
555,N609SW,WN
