FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
3262,N942MQ,MQ
1,N790AA,AA
1238,N66814,UA
2447,N5DHAA,AA
4983,N740EV,EV
1287,N3JPAA,AA
2131,N925AT,DL
30,N791AA,AA
5398,N882AS,EV
73,N3HPAA,AA
4819,N607SK,OO
744,N843VA,VX
4909,N371CA,EV
575,N283JB,B6
2007,N386DA,DL
1571,N946WN,WN
4688,N603SK,OO
182,N481HA,HA
205,N638JB,B6
4546,N767SW,WN
4463,N14125,EV
3439,N629MQ,MQ
1503,N3DBAA,AA
824,N124US,US
1139,N609SW,WN
1986,N485WN,WN
1181,N331NW,DL
5151,N921EV,EV
5598,N861AS,EV
1245,N923FR,F9
847,N612NK,NK
2164,N316NB,DL
2204,N361NW,DL
117,N323JB,B6
2566,N930DN,DL
3444,N610MQ,MQ
1435,N821JB,B6
1249,N952FR,F9
2230,N574AA,AA
4999,N881AS,EV
1826,N542UW,US
3214,N207WN,WN
308,N405UA,UA
3378,N535MQ,MQ
4038,N626SW,WN
136,N565JB,B6
323,N401UA,UA
403,N932FR,F9
719,N178US,US
339,N213WN,WN
1964,N525US,DL
1646,N33294,UA
4939,N919EV,EV
916,N3DEAA,AA
1875,N123UW,US
1794,N633AW,US
1458,N530US,DL
139,N446WN,WN
1438,N3JJAA,AA
1596,N3KEAA,AA
4579,N441SW,OO
698,N618JB,B6
2328,N533US,DL
5111,N607LR,EV
1711,N893AT,DL
5441,N292SW,OO
910,N943WN,WN
2292,N5FJAA,AA
1049,N376SW,WN
3114,N689MQ,MQ
1071,N218WN,WN
589,N8642E,WN
469,N539UW,US
5413,N982SW,OO
42,N386HA,HA
1263,N57852,UA
1072,N310NW,DL
1430,N329NB,DL
339,N506NK,NK
3141,N626SW,WN
5036,N881AS,EV
4484,N807SK,OO
3184,N468WN,WN
4391,N14904,EV
1260,N37468,UA
567,N792AS,AS
1231,N962DL,DL
4203,N15980,EV
1904,N825AW,US
4199,N13553,EV
66,N642AA,AA
2015,N755US,US
288,N498UA,UA
1600,N905DA,DL
1450,N586NW,DL
1679,N733SA,WN
2500,N709SW,WN
3320,N814MQ,MQ
3851,N229WN,WN
1534,N192JB,B6
2513,N8318F,WN
2145,N963UW,US
6377,N495CA,OO
1929,N755US,US
2875,N916WN,WN
483,N640SW,WN
469,N532NK,NK
5019,N604QX,EV
2488,N3LJAA,AA
570,N709JB,B6
319,N261WN,WN
859,N340LV,WN
7369,N8923A,OO
3435,N818MQ,MQ
1049,N904WN,WN
449,N422UA,UA
1834,N714US,US
4909,N216WR,WN
2659,N945DL,DL
526,N715JB,B6
3045,N618MQ,MQ
1946,N909DL,DL
885,N274WN,WN
3112,N630MQ,MQ
311,N258WN,WN
892,N596AS,AS
4516,N12540,EV
889,N7750A,WN
2708,N468CA,OO
270,N705SW,WN
1046,N12109,UA
349,N8634A,WN
1839,N947DN,DL
3040,N690MQ,MQ
3498,N699MQ,MQ
2084,N809JB,B6
2331,N731SA,WN
626,N216FR,F9
469,N710TW,DL
5363,N984CA,OO
6287,N905SW,OO
14,N588AS,AS
3515,N7741C,WN
452,N535UW,US
3325,N537MQ,MQ
1125,N391DA,DL
2602,N307JB,B6
1583,N342NB,DL
1642,N314US,DL
1800,N8629A,WN
2497,N481WN,WN
1687,N3KLAA,AA
2141,N965UW,US
6212,N580SW,OO
3404,N635MQ,MQ
2607,N464SW,OO
2246,N380SW,WN
6,N535AS,AS
6294,N956SW,OO
163,N921WN,WN
1079,N353SW,WN
827,N240WN,WN
2081,N902DE,DL
7394,N629BR,OO
19,N796AA,AA
7397,N809CA,OO
711,N625JB,B6
955,N3APAA,AA
1453,N372DA,DL
2218,N443WN,WN
4512,N7739A,WN
2268,N3BGAA,AA
2939,N685MQ,MQ
2029,N534UW,US
2374,N583NW,DL
1064,N716SW,WN
322,N413UA,UA
1988,N901WN,WN
906,N628NK,NK
3156,N615MQ,MQ
870,N584AS,AS
5533,N847AS,EV
5219,N927EV,EV
477,N7714B,WN
1459,N23721,UA
556,N292WN,WN
1027,N3DYAA,AA
422,N951FR,F9
1674,N856AA,AA
6325,N923SW,OO
2016,N967UW,US
4211,N966WN,WN
718,N569AS,AS
5507,N742SK,OO
2695,N453WN,WN
1213,N913DL,DL
1294,N3JEAA,AA
320,N609AS,AS
694,N528AS,AS
744,N815AW,US
5201,N795SK,OO
1521,N3CFAA,AA
3211,N406WN,WN
1793,N714CB,WN
5420,N847AS,EV
4977,N741EV,EV
1578,N38403,UA
2714,N886AS,OO
479,N815UA,UA
292,N8323C,WN
357,N438UA,UA
482,N924AT,DL
385,N471AA,AA
19,N526SW,WN
534,N210UA,UA
4581,N606SK,OO
72,N35204,UA
4747,N16525,EV
1288,N3HLAA,AA
172,N492HA,HA
1483,N3GDAA,AA
759,N8606C,WN
804,N242WN,WN
578,N951FR,F9
6023,N12136,EV
3943,N451WN,WN
4542,N17185,EV
2370,N025AA,AA
1977,N757UW,US
1596,N3BBAA,AA
3274,N656MQ,MQ
713,N842VA,VX
1665,N943DN,DL
1169,N3LHAA,AA
7429,N487CA,OO
5634,N983CA,OO
913,N628SW,WN
6459,N976SW,OO
1699,N968WN,WN
2669,N929AT,DL
853,N724UW,US
1811,N215WN,WN
1687,N956DN,DL
2048,N368NW,DL
2618,N864AS,OO
223,N934JB,B6
5538,N753EV,EV
1041,N3DCAA,AA
5493,N604QX,EV
3055,N831MQ,MQ
3659,N7706A,WN
1887,N243WN,WN
1828,N925AT,DL
4121,N13955,EV
21,N305AS,AS
5383,N967SW,OO
4654,N358SW,WN
5560,N918SW,OO
2230,N821DN,DL
1704,N736SA,WN
4739,N548CA,OO
1764,N835AW,US
173,N487HA,HA
3254,N733SA,WN
1180,N5CCAA,AA
2807,N950WN,WN
5189,N298SW,OO
1634,N381DN,DL
775,N554NW,DL
1028,N3LFAA,AA
5494,N181PQ,EV
5185,N750EV,EV
3406,N285WN,WN
2467,N952DN,DL
745,N763JB,B6
2160,N462WN,WN
182,N512NK,NK
2148,N956UW,US
5570,N108SY,OO
2126,N902DE,DL
3506,N625SW,WN
6075,N14125,EV
4670,N13995,EV
762,N327NB,DL
5543,N954SW,OO
2025,N965DL,DL
6622,N907SW,OO
5315,N917SW,OO
547,N8633A,WN
932,N839VA,VX
6466,N728SK,OO
1129,N203FR,F9
510,N296WN,WN
3100,N812MQ,MQ
417,N508AY,US
1309,N951DL,DL
4278,N741SA,WN
1714,N489WN,WN
4386,N29917,EV
3465,N224AG,OO
1071,N964DN,DL
159,N914WN,WN
163,N571JB,B6
2500,N8324A,WN
1824,N6707A,DL
290,N365SW,WN
1060,N3ACAA,AA
4216,N14923,EV
4806,N548CA,OO
5183,N858AS,EV
2403,N967AT,DL
2066,N662AW,US
2002,N292JB,B6
2184,N970DL,DL
1450,N35204,UA
1053,N69826,UA
7401,N565SW,OO
5494,N134EV,EV
3491,N248WN,WN
699,N209WN,WN
76,N3LWAA,AA
338,N792SW,WN
337,N841VA,VX
1820,N196UW,US
1842,N712US,US
4918,N741EV,EV
4117,N734SA,WN
1245,N37464,UA
186,N8631A,WN
3957,N264LV,WN
134,N7739A,WN
6125,N12163,EV
14,N67058,UA
2006,N302NB,DL
250,N495WN,WN
3943,N384SW,WN
1338,N7713A,WN
4289,N12126,EV
168,N613NK,NK
2454,N3ETAA,AA
1847,N470WN,WN
2087,N812AW,US
677,N406UA,UA
749,N946DL,DL
490,N432UA,UA
3486,N741SA,WN
2544,N478WN,WN
1953,N958AT,DL
1542,N4XMAA,AA
2226,N426AA,AA
2315,N466AA,AA
262,N472AA,AA
1054,N3LNAA,AA
1131,N803DN,DL
4126,N922WN,WN
961,N432WN,WN
893,N7730A,WN
994,N364SW,WN
749,N473WN,WN
1785,N302NB,DL
2157,N944UW,US
1479,N29129,UA
1201,N15710,UA
5411,N983CA,OO
4817,N815SK,OO
6228,N984CA,OO
527,N762SW,WN
908,N627VA,VX
5099,N974EV,EV
222,N543UA,UA
4709,N16546,EV
6533,N103SY,OO
3444,N642MQ,MQ
895,N162UW,US
1630,N3FHAA,AA
1224,N75858,UA
1674,N3LYAA,AA
1650,N39728,UA
5376,N973SW,OO
5109,N840AS,EV
319,N413UA,UA
943,N234WN,WN
1453,N598AA,AA
333,N427UA,UA
2017,N128UW,US
475,N623NK,NK
4468,N463SW,OO
6421,N740SK,OO
2800,N667MQ,MQ
6149,N22909,EV
216,N948FR,F9
715,N247JB,B6
1137,N442WN,WN
2576,N866AS,OO
858,N704US,US
495,N279WN,WN
322,N492HA,HA
2338,N783SW,WN
197,N3CDAA,AA
4015,N7711N,WN
592,N820UA,UA
5694,N834AS,EV
6116,N14177,EV
2020,N187JB,B6
533,N553AS,AS
4740,N606SK,OO
790,N390DA,DL
2377,N957DN,DL
2279,N541AA,AA
290,N3BWAA,AA
501,N489UA,UA
4608,N606SK,OO
5335,N290SW,OO
6351,N964SW,OO
2036,N979AT,DL
4358,N623SW,WN
2549,N906EV,EV
3145,N613MQ,MQ
1616,N4WNAA,AA
1535,N4XYAA,AA
1297,N642WN,WN
4510,N461SW,OO
1559,N3CRAA,AA
1255,N4WJAA,AA
4208,N383SW,WN
219,N3JHAA,AA
936,N628NK,NK
1901,N682DA,DL
1121,N65832,UA
2701,N245WN,WN
2452,N927DA,DL
1459,N3BMAA,AA
1075,N3744F,DL
477,N563UW,US
3099,N640MQ,MQ
5268,N854AS,EV
5732,N836AS,EV
1678,N7723E,WN
4210,N8626B,WN
612,N170US,US
122,N484HA,HA
2984,N535MQ,MQ
4238,N16112,EV
324,N3KWAA,AA
1959,N733UW,US
801,N504NK,NK
1764,N945DN,DL
1810,N633AW,US
2009,N104UW,US
219,N3ABAA,AA
5743,N820AS,EV
6332,N960SW,OO
1208,N375JB,B6
596,N471UA,UA
5317,N586SW,OO
6358,N929EV,OO
4359,N14173,EV
755,N523UW,US
1780,N807AW,US
262,N826UA,UA
1556,N934WN,WN
315,N4YNAA,AA
678,N7752B,WN
6030,N14573,EV
1236,N57869,UA
122,N514AS,AS
2699,N422WN,WN
2853,N852MQ,MQ
1247,N27477,UA
3008,N674MQ,MQ
454,N548UW,US
512,N568UA,UA
299,N489UA,UA
1760,N631AW,US
2163,N961UW,US
1983,N405WN,WN
3461,N225AG,OO
4304,N705SW,WN
416,N292WN,WN
2039,N127UW,US
1766,N711UW,US
1615,N756SA,WN
2976,N291WN,WN
792,N813UA,UA
1017,N17730,UA
824,N568UA,UA
1195,N75861,UA
4590,N606SK,OO
2107,N927AT,DL
1841,N900PC,DL
1345,N914DE,DL
5418,N717EV,EV
1479,N24224,UA
1495,N634AA,AA
24,N925WN,WN
3657,N654MQ,MQ
4012,N476WN,WN
84,N788AS,AS
1027,N260WN,WN
491,N584UW,US
858,N532NK,NK
3019,N524MQ,MQ
4519,N436WN,WN
1746,N119US,US
365,N525NK,NK
11,N392HA,HA
1249,N556AA,AA
684,N563AS,AS
6285,N917SW,OO
2153,N8311Q,WN
5325,N146PQ,EV
5554,N136EV,EV
3435,N815MQ,MQ
1489,N970AT,DL
2292,N928DN,DL
1860,N6715C,DL
2208,N4YDAA,AA
5287,N604QX,EV
3543,N932MQ,MQ
1250,N68836,UA
214,N619NK,NK
584,N769US,US
1874,N931DN,DL
459,N298JB,B6
73,N73251,UA
1264,N7712G,WN
4220,N14923,EV
4809,N770SA,WN
2947,N524MQ,MQ
481,N534AS,AS
6469,N746SK,OO
1732,N801AW,US
2153,N979AT,DL
774,N670DN,DL
1430,N325NB,DL
4823,N807SK,OO
3624,N905MQ,MQ
585,N306JB,B6
497,N921DL,DL
6535,N770SK,OO
2592,N869AS,OO
1101,N338NW,DL
3479,N216AG,OO
397,N430WN,WN
1484,N4XLAA,AA
190,N489HA,HA
127,N626AS,AS
1657,N397SW,WN
5322,N842AS,EV
1315,N424AA,AA
1741,N75426,UA
4565,N13968,EV
3921,N14162,EV
800,N924FR,F9
4469,N807SK,OO
5406,N186PQ,EV
310,N506NK,NK
513,N425LV,WN
1864,N923DN,DL
1511,N68811,UA
2159,N930DL,DL
1051,N337NB,DL
470,N162UW,US
7,N377AA,AA
5435,N507CA,OO
2340,N3755D,DL
531,N497UA,UA
1206,N33264,UA
643,N435AS,AS
846,N266JB,B6
3536,N530MQ,MQ
317,N472WN,WN
1895,N911DA,DL
866,N936DL,DL
4579,N968WN,WN
293,N803UA,UA
6451,N569SW,OO
1199,N921WN,WN
5159,N713SK,OO
490,N660SW,WN
1092,N475AA,AA
1254,N926FR,F9
1062,N952DL,DL
315,N483WN,WN
296,N453UA,UA
3006,N216WR,WN
4298,N17560,EV
363,N551WN,WN
4914,N359SW,WN
4607,N14173,EV
2499,N925AT,DL
6023,N14162,EV
718,N641JB,B6
4119,N12564,EV
1492,N965DN,DL
3125,N950WN,WN
1263,N926DL,DL
5583,N717EV,EV
357,N3KEAA,AA
649,N558UW,US
1073,N3FRAA,AA
1434,N613JB,B6
234,N838UA,UA
1772,N828DN,DL
2155,N126DL,DL
999,N692DL,DL
185,N373JB,B6
5776,N827AS,EV
1688,N3GVAA,AA
4591,N912EV,OO
719,N7722B,WN
514,N648JB,B6
4304,N399WN,WN
4292,N746SW,WN
2699,N898SK,OO
339,N481HA,HA
232,N433AS,AS
42,N391DA,DL
5961,N14960,EV
4278,N238WN,WN
3775,N924WN,WN
3134,N528MQ,MQ
782,N557UW,US
2027,N584UW,US
5232,N925EV,EV
1551,N915DN,DL
25,N390HA,HA
2393,N3LBAA,AA
2618,N866AS,OO
3114,N510MQ,MQ
627,N941WN,WN
5261,N920EV,EV
10,N951WN,WN
2431,N4YJAA,AA
328,N257WN,WN
2259,N3BVAA,AA
2962,N685MQ,MQ
5493,N472CA,OO
4758,N14991,EV
4472,N453SW,OO
845,N522NK,NK
1116,N316US,DL
746,N636JB,B6
1471,N503AA,AA
4983,N726SK,OO
3152,N637MQ,MQ
360,N534NK,NK
1176,N3DWAA,AA
1347,N4XBAA,AA
1968,N243WN,WN
5556,N717EV,EV
571,N807UA,UA
4372,N12172,EV
3220,N8617E,WN
388,N512NK,NK
2875,N537MQ,MQ
1180,N5ENAA,AA
2517,N901EV,EV
1814,N466WN,WN
3936,N17185,EV
2463,N5CGAA,AA
370,N506AS,AS
3236,N927WN,WN
1396,N4YEAA,AA
6571,N885AS,OO
1289,N4XXAA,AA
5798,N19554,EV
2625,N351NW,DL
2441,N468AA,AA
5560,N494CA,OO
169,N637SW,WN
4529,N823AS,OO
3474,N527MQ,MQ
1447,N587NW,DL
548,N754UW,US
2343,N825DN,DL
768,N553NW,DL
199,N702TW,DL
650,N442WN,WN
3101,N517MQ,MQ
5626,N715SK,OO
1387,N599AA,AA
5698,N835AS,EV
263,N521JB,B6
5635,N791SK,OO
404,N8631A,WN
431,N527NK,NK
588,N948FR,F9
2570,N831DN,DL
2286,N977AT,DL
4401,N17115,EV
72,N76254,UA
3345,N821MQ,MQ
1334,N916DN,DL
1307,N3ELAA,AA
5007,N760EV,EV
4580,N549CA,OO
3259,N13914,EV
531,N585AS,AS
6260,N782SK,OO
748,N626VA,VX
1858,N908DA,DL
557,N919FR,F9
4501,N13995,EV
1118,N373JB,B6
2171,N939DN,DL
511,N762US,US
2224,N475AA,AA
834,N941DN,DL
1240,N962DN,DL
781,N324JB,B6
2141,N966DL,DL
1581,N639SW,WN
2306,N903DA,DL
532,N821JB,B6
1684,N595JB,B6
3482,N845MQ,MQ
265,N5ECAA,AA
5554,N134EV,EV
1671,N386DA,DL
92,N3GSAA,AA
4460,N659BR,OO
149,N3ERAA,AA
555,N118US,US
6408,N983CA,OO
5964,N34110,EV
5399,N563SW,OO
2272,N991DL,DL
5366,N963SW,OO
16,N515SW,WN
1071,N7736A,WN
2408,N780SW,WN
2563,N347NB,DL
5367,N927SW,OO
4740,N809SK,OO
627,N468UA,UA
1979,N176UW,US
312,N491HA,HA
4427,N34111,EV
2597,N822DN,DL
1096,N3BWAA,AA
4567,N14174,EV
2091,N983DL,DL
1872,N921DN,DL
3674,N537MQ,MQ
611,N624JB,B6
1644,N3LTAA,AA
2173,N543US,DL
2089,N321NB,DL
6357,N105SY,OO
5645,N702BR,OO
110,N257WN,WN
714,N449WN,WN
1876,N671DN,DL
1814,N648SW,WN
5268,N854AS,EV
586,N323JB,B6
20,N661JB,B6
2587,N456WN,WN
310,N772SW,WN
3592,N708SW,WN
2237,N3KAAA,AA
4275,N431WN,WN
2643,N399DA,DL
2631,N338NB,DL
1705,N38451,UA
102,N443WN,WN
3551,N933MQ,MQ
1452,N3EWAA,AA
1413,N947DL,DL
5467,N932EV,OO
370,N524VA,VX
546,N428WN,WN
358,N831UA,UA
869,N8324A,WN
199,N3HSAA,AA
1064,N13716,UA
64,N3KDAA,AA
295,N697SW,WN
345,N630NK,NK
2407,N667DN,DL
5444,N580SW,OO
3851,N903WN,WN
38,N508SW,WN
4761,N805SK,OO
4426,N11544,EV
5612,N109SY,OO
681,N768US,US
427,N803UA,UA
103,N569AS,AS
4777,N679CA,OO
1791,N631AW,US
1948,N965UW,US
3656,N922MQ,MQ
478,N526NK,NK
2164,N957UW,US
2297,N552NW,DL
4143,N17185,EV
2518,N602SW,WN
1549,N66814,UA
1864,N373NW,DL
411,N904AW,US
3268,N22971,EV
3381,N607MQ,MQ
1023,N496AA,AA
1210,N378DA,DL
184,N8601C,WN
6056,N14977,EV
3186,N825MQ,MQ
5052,N868AS,EV
1975,N960DN,DL
3353,N646MQ,MQ
4386,N742SW,WN
698,N403AS,AS
5608,N133EV,EV
1845,N734SA,WN
1798,N968DL,DL
1029,N33266,UA
3394,N364SW,WN
526,N742SW,WN
4869,N153PQ,EV
60,N353AA,AA
2513,N879AS,EV
4383,N11121,EV
4600,N12569,EV
1199,N912DN,DL
1185,N853AA,AA
643,N568UW,US
5776,N835AS,EV
487,N712JB,B6
4885,N849AS,EV
586,N442UA,UA
1628,N694SW,WN
5994,N15912,EV
4546,N295WN,WN
4512,N13978,EV
345,N624NK,NK
1715,N68805,UA
1078,N37437,UA
1487,N570AA,AA
5469,N678CA,EV
1589,N58101,UA
5087,N849AS,EV
1091,N32404,UA
4505,N629BR,OO
270,N246LV,WN
4416,N13970,EV
5213,N708SK,OO
2264,N3HUAA,AA
252,N212UA,UA
487,N969WN,WN
2939,N7735A,WN
425,N564UW,US
622,N661AW,US
4718,N913EV,OO
428,N581UW,US
501,N628VA,VX
683,N841UA,UA
1859,N644AW,US
867,N635NK,NK
4724,N14991,EV
1679,N944DL,DL
1488,N33294,UA
997,N476UA,UA
825,N261WN,WN
1604,N789JB,B6
2433,N935DL,DL
1449,N618WN,WN
4699,N16911,EV
1828,N926AT,DL
2516,N906EV,EV
6346,N237SW,OO
4353,N920WN,WN
193,N3GTAA,AA
51,N523SW,WN
1598,N36472,UA
334,N491HA,HA
3434,N504MQ,MQ
1816,N803DN,DL
1859,N918DL,DL
2148,N947DN,DL
4746,N14543,EV
174,N624NK,NK
2980,N258WN,WN
1094,N955DN,DL
1920,N201UU,US
1580,N692DL,DL
1206,N4XFAA,AA
1683,N27724,UA
1297,N39728,UA
4376,N13975,EV
349,N018AA,AA
1844,N167US,US
4189,N16112,EV
4986,N228PQ,EV
4417,N11107,EV
217,N444UA,UA
5184,N495CA,OO
248,,UA
2703,N451WN,WN
5122,N844AS,EV
3148,N527MQ,MQ
702,N448UA,UA
5973,N11192,EV
3479,N606SW,WN
466,N442AS,AS
3147,N354SW,WN
1370,N338NW,DL
1670,N36272,UA
2115,N178JB,B6
639,N179UW,US
1731,N76522,UA
4787,N455SW,OO
3315,N963WN,WN
419,N7744A,WN
1517,N15712,UA
689,N298WN,WN
2136,N333NB,DL
3502,N546MQ,MQ
1081,N555NW,DL
830,N559WN,WN
560,N431UA,UA
493,N459AS,AS
405,N3750D,DL
4,N355SW,WN
1463,N3GTAA,AA
1401,N3CGAA,AA
910,N852VA,VX
5624,N929EV,OO
2206,N3JPAA,AA
6052,N12172,EV
1847,N918DL,DL
4322,N12195,EV
5266,N755SK,OO
2968,N532MQ,MQ
2291,N980DL,DL
2463,N5CFAA,AA
4345,N24128,EV
4592,N638SW,WN
617,N7812G,WN
3745,N260WN,WN
147,N612SW,WN
3543,N629MQ,MQ
310,N491HA,HA
1552,N399DA,DL
7,N423WN,WN
724,N628NK,NK
1137,N206JB,B6
416,N613NK,NK
2424,N5FBAA,AA
968,N502NK,NK
3138,N520MQ,MQ
1120,N3APAA,AA
2149,N903DA,DL
4739,N187PQ,OO
3645,N918MQ,MQ
1874,N992DL,DL
208,N656SW,WN
4817,N370SW,WN
1729,N567UW,US
1547,N908DE,DL
84,N917DE,DL
162,N939WN,WN
6528,N924SW,OO
330,N635VA,VX
434,N7750A,WN
1138,N24715,UA
1051,N3GKAA,AA
617,N440AS,AS
3031,N454WN,WN
5982,N14171,EV
2001,N962DN,DL
5485,N961SW,OO
1624,N952DN,DL
1509,N953AT,DL
1079,N943DL,DL
562,N679AW,US
6312,N583SW,OO
2104,N939DN,DL
1837,N802AW,US
3536,N506MQ,MQ
5961,N12160,EV
1693,N985DL,DL
2456,N403AA,AA
2301,N318NB,DL
690,N163US,US
363,N3LKAA,AA
5203,N719EV,EV
2398,N3KWAA,AA
1122,N287WN,WN
3574,N707SA,WN
127,N763JB,B6
52,N3BLAA,AA
2902,N680MQ,MQ
192,N484HA,HA
348,N536JB,B6
5581,N538CA,EV
3692,N838MQ,MQ
5331,N867AS,EV
332,N475AA,AA
2552,N3764D,DL
2520,N876AS,EV
1161,N932DL,DL
1128,N968WN,WN
3294,N1EAMQ,MQ
2068,N508AY,US
229,N467UA,UA
3305,N527MQ,MQ
1768,N907WN,WN
1144,N405WN,WN
2177,,US
1248,N829DN,DL
417,N156DL,DL
1447,N632SW,WN
1760,N644AW,US
96,N561AA,AA
4158,N21144,EV
1856,N743SW,WN
2500,N892AT,DL
2374,N595NW,DL
1052,N3HWAA,AA
6345,N959SW,OO
726,N404UA,UA
1074,N3LJAA,AA
1077,N487AA,AA
355,N620NK,NK
4896,N663SW,WN
1620,N3HDAA,AA
513,N614AS,AS
6599,N885AS,OO
858,N772SW,WN
1761,N957DL,DL
4464,N7742B,WN
5385,N569SW,OO
1983,N750SA,WN
3620,N522MQ,MQ
112,N69835,UA
2335,N331NW,DL
4993,N976SW,OO
720,N479UA,UA
1124,N69813,UA
5320,N479CA,OO
2678,N989AT,DL
954,N531NK,NK
1717,N928DN,DL
1725,N905WN,WN
2233,N621SW,WN
470,N549UW,US
4300,N21129,EV
155,N3FWAA,AA
203,N700GS,WN
4364,N16919,EV
4096,N14573,EV
3136,N926WN,WN
108,N570AS,AS
142,N4XVAA,AA
154,N395SW,WN
245,N3MDAA,AA
3483,N682MQ,MQ
5337,N986CA,OO
211,N7737E,WN
1185,N355JB,B6
46,N587HA,HA
4346,N17115,EV
1383,N941DL,DL
627,N323AS,AS
577,N491WN,WN
2740,N889AS,OO
4542,N707SA,WN
2176,N961UW,US
2717,N270WN,WN
1165,N37420,UA
2681,N937AT,DL
2579,N339JB,B6
4111,N11551,EV
1639,N925DN,DL
1535,N935DN,DL
6210,N930EV,OO
167,N616NK,NK
2418,N924AT,DL
1146,N994DL,DL
1098,N304JB,B6
5363,N838AS,EV
167,N614NK,NK
240,N3JCAA,AA
391,N484HA,HA
1172,N926WN,WN
2058,N375SW,WN
147,N380SW,WN
2400,N707DN,DL
4717,N8923A,OO
200,N437AA,AA
891,N954WN,WN
4461,N15980,EV
470,N562UW,US
1654,N478WN,WN
