FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
5288,N612QX,EV
466,N915US,US
184,N8638A,WN
1987,N508SW,WN
4015,N210WN,WN
1667,N79402,UA
3650,N608MQ,MQ
3393,N632MQ,MQ
4233,N7738A,WN
4210,N8307K,WN
497,N480UA,UA
40,N764AS,AS
331,N609NK,NK
4899,N423WN,WN
1600,N17128,UA
4900,N649SW,WN
4505,N14558,EV
3602,N782SA,WN
5307,N931EV,EV
4578,N924WN,WN
689,N7713A,WN
7414,N823AS,OO
476,N608JB,B6
5223,N741EV,EV
822,N514UA,UA
2080,N330NW,DL
4999,N760SK,OO
1481,N67134,UA
2105,N833AW,US
2575,N869AS,OO
33,N512AS,AS
1675,N711HK,WN
753,N188US,US
1774,N109UW,US
1560,N3733Z,DL
644,N584JB,B6
1964,N553NW,DL
2990,N802MQ,MQ
1687,N24202,UA
218,N283JB,B6
554,N7712G,WN
4576,N441SW,OO
2450,N938DN,DL
1137,N442WN,WN
4704,N17159,EV
1129,N66808,UA
1864,N624AW,US
5466,N166PQ,EV
2199,N317WN,WN
1515,N346JB,B6
345,N3MEAA,AA
53,N822DN,DL
2679,N318JB,B6
2471,N3DRAA,AA
354,N282WN,WN
1577,N3753,DL
1516,N3KTAA,AA
1355,N308DE,DL
284,N5FBAA,AA
2527,N905EV,EV
4565,N609SK,OO
4518,N915EV,OO
1444,N595JB,B6
670,N658DL,DL
57,N373JB,B6
6161,N14179,EV
1700,N469WN,WN
5558,N855AS,EV
958,N942DN,DL
4853,N418SW,OO
1705,N73276,UA
1850,N121UW,US
1022,N4YEAA,AA
3198,N642MQ,MQ
580,N596AS,AS
5787,N17984,EV
150,N8646B,WN
5744,N834AS,EV
338,N851VA,VX
457,N490UA,UA
1683,N3737C,DL
111,N483HA,HA
640,N735SA,WN
36,N459WN,WN
1178,N256WN,WN
420,N805AW,US
1025,N3HCAA,AA
1814,N128UW,US
458,N602SW,WN
1657,N3FJAA,AA
323,N488HA,HA
508,N981DL,DL
863,N928WN,WN
397,N3EUAA,AA
307,N442WN,WN
794,N519JB,B6
1157,N69838,UA
72,N73276,UA
3298,N658SW,WN
2137,N769SW,WN
1381,N896AT,DL
4689,N431SW,OO
1133,N3JMAA,AA
4258,N11544,EV
963,N484WN,WN
2605,N346NB,DL
5378,N982SW,OO
2426,N989AT,DL
1810,N919DE,DL
356,N519NK,NK
316,N987DL,DL
863,N586AS,AS
861,N641JB,B6
2510,N830AS,EV
2302,N4YFAA,AA
96,N4UBAA,AA
3943,N487WN,WN
378,N8301J,WN
2138,N219WN,WN
589,N191UW,US
1395,N943DL,DL
5399,N584SW,OO
2107,N6706Q,DL
735,N675AW,US
1109,N929FR,F9
334,N4XMAA,AA
2065,N913WN,WN
231,N795SW,WN
2241,N739GB,WN
1554,N73278,UA
316,N987DL,DL
4020,N619SW,WN
165,N264LV,WN
2699,N898SK,OO
1954,N581UW,US
432,N742SW,WN
2311,N926DL,DL
15,N560AS,AS
936,N3LFAA,AA
4655,N13913,EV
365,N912FR,F9
526,N904WN,WN
6505,N732SK,OO
853,N827AW,US
2454,N896AT,DL
1221,N69829,UA
270,N238WN,WN
1060,N227FR,F9
2337,N571AA,AA
188,N505NK,NK
256,N493UA,UA
912,N948DL,DL
480,N703AS,AS
1704,N37471,UA
1441,N3FLAA,AA
2679,N995AT,DL
1621,N8634A,WN
84,N3BDAA,AA
5165,N978SW,OO
3320,N802MQ,MQ
1698,N37427,UA
2196,N928DN,DL
2275,N4XEAA,AA
1121,N916DL,DL
1078,N794SW,WN
2505,N904EV,EV
1279,N479AA,AA
1274,N768JB,B6
333,N915DL,DL
391,N544UA,UA
4257,N11526,EV
2411,N912DE,DL
2522,N905EV,EV
4725,N15527,EV
1343,N375NC,DL
716,N283JB,B6
3474,N407WN,WN
5209,N766SK,OO
1835,N659DL,DL
338,N3HVAA,AA
1246,N3769L,DL
1807,N203UW,US
465,N7752B,WN
1778,N630WN,WN
1808,N179JB,B6
2019,N284JB,B6
241,N486UA,UA
381,N411UA,UA
1594,N4XEAA,AA
814,N3742C,DL
2674,N635SW,WN
386,N595AA,AA
1184,N328JB,B6
1381,N4XPAA,AA
2493,N906AT,DL
1320,N955AT,DL
4194,N8611F,WN
395,N562WN,WN
46,N3LJAA,AA
3538,N729SW,WN
513,N581AS,AS
1788,N379SW,WN
4367,N13202,EV
4807,N433SW,OO
6143,N11565,EV
360,N534NK,NK
582,N924FR,F9
5254,N701BR,OO
2240,N611SW,WN
2124,N815DN,DL
3688,N627MQ,MQ
3147,N361SW,WN
638,N309AS,AS
275,N780SW,WN
1549,N68807,UA
4768,N693CA,OO
421,N826UA,UA
1672,N578AA,AA
1942,N970AT,DL
694,N850UA,UA
2680,N995AT,DL
574,N951FR,F9
1610,N392DA,DL
2137,N907WN,WN
5638,N567SW,OO
2538,N903EV,EV
2550,N314NB,DL
4021,N409WN,WN
735,N768JB,B6
3262,N13997,EV
3632,N852MQ,MQ
1939,N960DL,DL
1225,N8628A,WN
2398,N3KRAA,AA
788,N514UA,UA
2104,N816AW,US
2114,N957UW,US
1775,N959UW,US
197,N3CDAA,AA
1239,N565AA,AA
5550,N986CA,OO
31,N200WN,WN
447,N540UW,US
1125,N16234,UA
1227,N3739P,DL
5628,N965SW,OO
2567,N903EV,EV
2408,N679DA,DL
1630,N585JB,B6
2505,N919WN,WN
5174,N954SW,OO
1231,N4XXAA,AA
454,N427WN,WN
4546,N756SA,WN
4672,N8903A,OO
3078,N510MQ,MQ
742,N603NK,NK
242,N484WN,WN
2634,N709BR,OO
475,N926AT,DL
2320,N8606C,WN
1424,N627SW,WN
4465,N781WN,WN
2557,N880AS,EV
3350,N830MQ,MQ
1674,N3LCAA,AA
1310,N4YTAA,AA
387,N805UA,UA
2315,N488AA,AA
119,N490WN,WN
3540,N688MQ,MQ
4363,N257WN,WN
421,N485UA,UA
427,N281JB,B6
1213,N935DL,DL
3201,N507MQ,MQ
5554,N135EV,EV
4797,N162PQ,OO
1496,N69819,UA
5377,N580SW,OO
1797,N770UW,US
1219,N548US,DL
1122,N806DN,DL
306,N705AS,AS
2261,N969AT,DL
457,N187US,US
2638,N435SW,OO
1104,N219FR,F9
322,N713AS,AS
1537,N68801,UA
1577,N3MEAA,AA
557,N269WN,WN
1844,N555AY,US
419,N371DA,DL
748,N627VA,VX
246,N411WN,WN
1081,N534US,DL
1023,N901WN,WN
1654,N279JB,B6
664,N378SW,WN
5423,N980SW,OO
1269,N267JB,B6
1605,N481AA,AA
2926,N658MQ,MQ
1181,N263WN,WN
1649,N15712,UA
2106,N339NB,DL
894,N817UA,UA
4289,N11187,EV
4592,N418SW,OO
1645,N77510,UA
5205,N113SY,OO
948,N203WN,WN
1835,N127UW,US
745,N562UW,US
4124,N12145,EV
4856,N631SK,OO
2243,N913DE,DL
4974,N855AS,EV
1978,N959DN,DL
14,N453AS,AS
4989,N909SW,OO
3538,N661MQ,MQ
6355,N752SK,OO
2312,N353AA,AA
1899,N702UW,US
1472,N202AA,AA
5403,N840AS,EV
2214,N022AA,AA
2683,N8316H,WN
4698,N26549,EV
156,N480HA,HA
628,N588AS,AS
2258,N918WN,WN
1523,N570AA,AA
6402,N983CA,OO
1646,N5EXAA,AA
1446,N8301J,WN
2077,N968AT,DL
1176,N3FVAA,AA
6228,N969SW,OO
3,N586AS,AS
2309,N940DL,DL
100,N8621A,WN
4967,N785SK,OO
1294,N37427,UA
452,N810UA,UA
846,N455WN,WN
1873,N958DL,DL
524,N524AS,AS
357,N356SW,WN
46,N528SW,WN
4767,N804SK,OO
1970,N807AW,US
983,N549UA,UA
2248,N3LNAA,AA
4091,N13550,EV
141,N5ECAA,AA
3381,N607MQ,MQ
276,N483HA,HA
295,N523NK,NK
5950,N16918,EV
3180,N941WN,WN
2674,N929AT,DL
2615,N7733B,WN
3825,N628SW,WN
863,,US
3203,N500MQ,MQ
4508,N453SW,OO
315,N790SW,WN
927,N626VA,VX
918,N292JB,B6
4551,N14179,EV
400,N417WN,WN
4200,N14998,EV
365,N478HA,HA
921,N8643A,WN
1814,N545UW,US
4620,N17185,EV
3135,N852MQ,MQ
123,N523AS,AS
2621,N465SW,OO
1952,N485WN,WN
4022,N603SW,WN
1379,N455AA,AA
155,N3GJAA,AA
5677,N13123,EV
2058,N973DL,DL
4146,N14570,EV
2640,N709BR,OO
1450,N75425,UA
908,N960WN,WN
3322,N849MQ,MQ
5384,N147PQ,EV
1343,N930WN,WN
4618,N12564,EV
64,N3AHAA,AA
726,,US
435,N531AS,AS
134,N955WN,WN
216,N516NK,NK
5288,N717EV,EV
3,N903JB,B6
2255,N989DL,DL
4367,N15983,EV
773,N6708D,DL
4612,N455CA,OO
3556,N822MQ,MQ
6448,N794SK,OO
1478,N6710E,DL
962,N469WN,WN
1249,N912WN,WN
179,N356SW,WN
1628,N333NB,DL
4177,N18557,EV
3955,N12921,EV
4382,N18556,EV
1,N581AS,AS
1055,N467AA,AA
5142,N138EV,EV
4557,N12921,EV
2254,N228WN,WN
1049,N649SW,WN
275,N562WN,WN
2052,N801AW,US
3070,N527MQ,MQ
1449,N33289,UA
404,N932WN,WN
2246,N592NW,DL
1626,N820DN,DL
133,N7744A,WN
1189,N18220,UA
1455,N012AA,AA
5370,N920SW,OO
1877,N810AW,US
4605,N11137,EV
2456,N4XEAA,AA
6335,N578SW,OO
2235,N8602F,WN
2014,N839AW,US
1055,N594NW,DL
1285,N532US,DL
1285,N530US,DL
5758,N833AS,EV
3056,N627MQ,MQ
473,N715SW,WN
2345,N466AA,AA
1102,N647SW,WN
2376,N997DL,DL
2070,N915US,US
190,N3BLAA,AA
2332,N318US,DL
3826,N8328A,WN
4212,N432WN,WN
493,N813AW,US
662,N615SW,WN
395,N521NK,NK
40,N385SW,WN
5254,N117SY,OO
286,N520SW,WN
219,N3LFAA,AA
2415,N5EBAA,AA
5430,N919SW,OO
2625,N367NW,DL
5350,N921EV,EV
1012,N66831,UA
1076,N615JB,B6
4145,N11181,EV
2620,N863AS,OO
5262,N970SW,OO
2212,N202AA,AA
112,N281JB,B6
4706,N913EV,OO
1719,N69830,UA
4328,N11192,EV
3421,N663MQ,MQ
5594,N146PQ,EV
239,N4XDAA,AA
461,N302AS,AS
4927,N761ND,EV
1159,N481AA,AA
85,N797AA,AA
5020,N855AS,EV
1633,N954AT,DL
5467,N947SW,OO
2216,N3JNAA,AA
576,N418WN,WN
3492,N637SW,WN
849,N705UW,US
2498,N3HEAA,AA
721,N521UW,US
2777,N628MQ,MQ
5166,N953SW,OO
2031,N353NW,DL
1129,N69829,UA
825,N934DN,DL
1796,N335NB,DL
2141,N440LV,WN
1405,N488WN,WN
4540,N625CA,OO
2562,N370NW,DL
2503,N958AT,DL
6151,N14902,EV
305,N504JB,B6
265,N486HA,HA
5269,N709SK,OO
2529,N903EV,EV
755,N371NB,DL
1116,N4YUAA,AA
386,N455AA,AA
2006,N552JB,B6
458,N914UY,US
804,N516NK,NK
2830,N283WN,WN
5335,N134EV,EV
138,N526SW,WN
2589,N520SW,WN
1209,N3MAAA,AA
3197,N608MQ,MQ
66,N796AS,AS
1048,N8315C,WN
1769,N901DE,DL
293,N517NK,NK
270,N5FCAA,AA
4703,N17196,EV
620,N571UW,US
2392,N582NW,DL
4699,N442SW,OO
4728,N448SW,OO
483,N822UA,UA
5281,N917EV,EV
2456,N4WJAA,AA
1300,N3FRAA,AA
1808,N593JB,B6
292,N523NK,NK
2470,N371NW,DL
4496,N17108,EV
1962,N320US,DL
1415,N39415,UA
4311,N14562,EV
561,N528UA,UA
5669,N11194,EV
1002,N685SW,WN
1637,N786SW,WN
2493,N7736A,WN
947,N946WN,WN
2510,N901EV,EV
445,N540UW,US
4851,N625CA,OO
121,N476HA,HA
3162,N845MQ,MQ
1401,N3GRAA,AA
1854,N198UW,US
582,N221FR,F9
92,N303AS,AS
1481,N238JB,B6
2097,N344NB,DL
978,N8633A,WN
4193,N14158,EV
1250,N3GKAA,AA
3447,N923MQ,MQ
1406,N3FNAA,AA
2335,N568AA,AA
820,N321NB,DL
1613,N620SW,WN
3207,N275WN,WN
1998,N810AW,US
3656,N695MQ,MQ
12,N395HA,HA
556,N373SW,WN
3394,N629SW,WN
1435,N950DN,DL
793,N449UA,UA
4655,N482WN,WN
913,N361VA,VX
1,N838VA,VX
775,N936UW,US
371,N480HA,HA
1922,N335NW,DL
1285,N482AA,AA
5313,N576SW,OO
2065,N173US,US
1064,N411WN,WN
397,N7741C,WN
1626,N913WN,WN
1648,N372SW,WN
5652,N292SW,OO
561,N8615E,WN
901,N905JB,B6
4804,N554CA,OO
683,N586JB,B6
821,N122US,US
948,N936WN,WN
4028,N427WN,WN
1607,N305DQ,DL
3814,N7703A,WN
5620,N707SK,OO
2348,N6701,DL
105,N193JB,B6
972,N739GB,WN
1157,N317US,DL
1257,N187JB,B6
1773,N947UW,US
615,N229WN,WN
6290,N779SK,OO
22,N526JB,B6
168,N608NK,NK
486,N281JB,B6
3457,N449WN,WN
1075,N3BYAA,AA
2385,N479AA,AA
2297,N655DL,DL
845,N399WN,WN
1016,N012AA,AA
4397,N13958,EV
1555,N79521,UA
3633,N690MQ,MQ
270,N5DFAA,AA
706,N182UW,US
4760,N12996,EV
1005,N7743B,WN
566,N535UW,US
4683,N463SW,OO
2452,N906DL,DL
4584,N16183,EV
879,N558AS,AS
5632,N563SW,OO
747,N251AY,US
4453,N187PQ,OO
968,N502NK,NK
1218,N24224,UA
3258,N12528,EV
3814,N7703A,WN
1697,N015AA,AA
1942,N8643A,WN
3449,N8310C,WN
266,N491WN,WN
1170,N53441,UA
1251,N4YDAA,AA
897,N592NW,DL
342,N3HDAA,AA
626,N461AS,AS
555,N614AS,AS
435,N557WN,WN
4919,N936EV,EV
3263,N24103,EV
3032,N684MQ,MQ
1901,N670SW,WN
1251,N931FR,F9
463,N582UW,US
447,N571UW,US
2706,N889AS,OO
781,N236JB,B6
5224,N119SY,OO
222,N3MDAA,AA
894,N642WN,WN
751,N612AS,AS
5171,N707SK,OO
1483,N13716,UA
4592,N454SW,OO
1793,N714CB,WN
637,N544UW,US
2097,N523UW,US
4278,N454WN,WN
1030,N12109,UA
246,N5DEAA,AA
4988,N913SW,OO
432,N793SA,WN
384,N607JB,B6
3497,N227AG,OO
5447,N986SW,OO
750,N8642E,WN
1470,N994AT,DL
1471,N37267,UA
3599,N806MQ,MQ
461,N185UW,US
569,N828JB,B6
1524,N4WTAA,AA
1867,N701UW,US
1071,N73270,UA
947,N472WN,WN
6284,N787SK,OO
383,N253WN,WN
1773,N7716A,WN
4713,N817SK,OO
2163,N8302F,WN
480,N676AW,US
2575,N868CA,OO
4861,N10575,EV
4149,N723SW,WN
421,N624AG,DL
41,N764AS,AS
128,N3FCAA,AA
235,N608NK,NK
5677,N16147,EV
332,N786SW,WN
1347,N505AA,AA
5164,N753SK,OO
1664,N382DA,DL
875,N597AS,AS
3845,N626SW,WN
1491,N954DN,DL
5502,N479CA,OO
107,N484HA,HA
414,N520UW,US
2151,N657SW,WN
2677,N910AT,DL
162,N533AS,AS
471,N450WN,WN
239,N617NK,NK
1717,N57868,UA
2519,N953AT,DL
652,N815AW,US
4011,N947WN,WN
2659,N828DN,DL
1648,N36472,UA
5588,N881AS,EV
604,N640AW,US
4533,N11551,EV
1571,N27213,UA
2551,N371NW,DL
5098,N872AS,EV
2573,N956WN,WN
511,N769US,US
350,N3LMAA,AA
2683,N896SK,OO
48,N587HA,HA
5362,N978SW,OO
4601,N14171,EV
363,N3CTAA,AA
3843,N609SW,WN
4626,N12136,EV
1151,N582NW,DL
4653,N11107,EV
305,N480HA,HA
5134,N176PQ,EV
676,N840UA,UA
1328,N554NW,DL
3408,N849MQ,MQ
5455,N982SW,OO
624,N506NK,NK
777,N933FR,F9
4736,N487WN,WN
4452,N553WN,WN
1618,N693DL,DL
5901,N21144,EV
2290,N558AA,AA
6618,N886AS,OO
4783,N659BR,OO
723,N903DE,DL
278,N629JB,B6
113,N3KCAA,AA
3136,N913WN,WN
568,N842UA,UA
172,N481HA,HA
3666,N699MQ,MQ
1419,N3HJAA,AA
51,N523SW,WN
1308,N339JB,B6
1466,N575AA,AA
774,N523AS,AS
208,N484HA,HA
4656,N812SK,OO
3084,N633MQ,MQ
834,N834JB,B6
40,N768AS,AS
1116,N227WN,WN
1407,N321NB,DL
1133,N937WN,WN
350,N915DN,DL
2783,N606SW,WN
318,N453AS,AS
5088,N600QX,EV
2609,N900PC,DL
2547,N880AS,EV
1740,N14214,UA
897,N654AW,US
1229,N69804,UA
579,N583UW,US
2951,N528MQ,MQ
3594,N219WN,WN
476,N8609A,WN
2172,N904DA,DL
2902,N607MQ,MQ
4535,N372SW,WN
2384,N3KTAA,AA
4118,N7739A,WN
2391,N775SW,WN
420,N198DN,DL
213,N632JB,B6
1867,N607AT,DL
23,N589HA,HA
3328,N925MQ,MQ
1169,N316JB,B6
6480,N593ML,OO
3750,N620SW,WN
2214,N302NB,DL
2682,N468CA,OO
2084,N679DA,DL
4683,N12530,EV
4968,N738SK,OO
1059,N827MH,DL
794,N961WN,WN
304,N634SW,WN
4366,N385SW,WN
3622,N509MQ,MQ
114,N3ADAA,AA
1528,N923DN,DL
27,N756SA,WN
1330,N227FR,F9
48,N374SW,WN
408,N214FR,F9
1093,N78524,UA
1805,N832AW,US
1953,N906AT,DL
960,N837VA,VX
262,N621NK,NK
5588,N119SY,OO
1137,N025AA,AA
2299,N894AT,DL
5580,N758SK,OO
325,N905WN,WN
3321,N417WN,WN
422,N846UA,UA
596,N649AW,US
5313,N924EV,EV
6486,N948SW,OO
689,N940WN,WN
1173,N7815L,WN
4990,N744SK,OO
473,N539UW,US
1292,N928FR,F9
2237,N427WN,WN
293,N793AA,AA
651,N510JB,B6
4495,N13538,EV
537,N644AS,AS
348,N585AA,AA
1620,N908DA,DL
608,N435AS,AS
1080,N946DN,DL
4995,N497WN,WN
4699,N936SW,OO
2591,N758SW,WN
298,N605JB,B6
1948,N948UW,US
3415,N619MQ,MQ
5367,N479CA,OO
2527,N830AS,EV
2542,N880AS,EV
2784,N7732A,WN
1093,N608SW,WN
4726,N809CA,OO
1146,N37267,UA
1682,N37281,UA
892,N824AW,US
1764,N69833,UA
2797,N961WN,WN
555,N733SA,WN
1085,N5DXAA,AA
2165,N959AT,DL
21,N352SW,WN
4683,N187PQ,OO
4045,N262WN,WN
4808,N804SK,OO
1034,N249JB,B6
934,N183JB,B6
1499,N857AA,AA
146,N406WN,WN
1716,N951WN,WN
277,N908WN,WN
67,N553AS,AS
419,N660AW,US
412,N641VA,VX
622,N841UA,UA
856,N122US,US
107,N623NK,NK
162,N463WN,WN
1778,N335NB,DL
3212,N827MQ,MQ
3361,N636MQ,MQ
366,N552JB,B6
3590,N692MQ,MQ
106,N945WN,WN
2483,N926DL,DL
1767,N974DL,DL
711,N508NK,NK
2232,N353SW,WN
456,N830UA,UA
1289,N336NW,DL
362,N525AS,AS
3495,N649SW,WN
117,N8615E,WN
1189,N298JB,B6
5261,N792SK,OO
1887,N953UW,US
3232,N346SW,WN
1777,N975DL,DL
4955,N882AS,EV
6407,N117SY,OO
1916,N812AW,US
6566,N889AS,OO
4279,N11548,EV
1645,N958DN,DL
2154,N812DN,DL
4101,N780SW,WN
7429,N301YV,OO
84,N3BWAA,AA
1161,N7746C,WN
4996,N920SW,OO
1702,N556UW,US
4819,N613QX,OO
5221,N758SK,OO
45,N587HA,HA
1212,N33284,UA
1228,N953AT,DL
5556,N767SK,OO
1570,N3JAAA,AA
2317,N3DHAA,AA
6606,N899SK,OO
732,N444UA,UA
1293,N555NW,DL
1125,N937DL,DL
2433,N3APAA,AA
2222,N3ADAA,AA
6595,N889AS,OO
1769,N265WN,WN
4649,N8302F,WN
4971,N929SW,OO
4703,N824SK,OO
1509,N676DL,DL
921,N8642E,WN
4140,N12126,EV
4358,N12922,EV
4632,N429SW,OO
2690,N910AT,DL
295,N451UA,UA
4107,N624SW,WN
1737,N823AW,US
5318,N927SW,OO
939,N602NK,NK
1117,N371NB,DL
2116,N752US,US
315,N484HA,HA
2675,N616SW,WN
1253,N948FR,F9
1633,N603AT,DL
1930,N118US,US
844,N351JB,B6
5006,N839AS,EV
2939,N690MQ,MQ
3611,N500MQ,MQ
3090,N657MQ,MQ
1044,N39461,UA
403,N522UA,UA
962,N397SW,WN
3032,N627MQ,MQ
2013,N812AW,US
478,N7703A,WN
256,N8644C,WN
2871,N640SW,WN
419,N604AW,US
5613,N740EV,EV
688,N893AT,DL
2011,N762US,US
420,N255WN,WN
3344,N660MQ,MQ
197,N640SW,WN
1257,N227FR,F9
1732,N925AT,DL
2987,N357SW,WN
4,N907JB,B6
1003,N3BXAA,AA
608,N436WN,WN
782,N938WN,WN
437,N937AT,DL
800,N931DN,DL
5601,N964SW,OO
1268,N947DN,DL
710,N587NK,NK
2702,N875AS,OO
2695,N989AT,DL
1478,N940DL,DL
939,N359NW,DL
1470,N978AT,DL
3128,N534MQ,MQ
4099,N13133,EV
994,N372SW,WN
1867,N702UW,US
181,N794AA,AA
4764,N487CA,OO
5327,N717EV,EV
1999,N178US,US
2611,N946DL,DL
2442,N5DVAA,AA
1899,N716UW,US
2847,N622SW,WN
2783,N495WN,WN
2519,N3730B,DL
5271,N860AS,EV
4867,N14998,EV
140,N625AS,AS
591,N816AW,US
3629,N636MQ,MQ
2047,N126UW,US
1044,N257WN,WN
3003,N630MQ,MQ
1277,N424WN,WN
1935,N947UW,US
1098,N908DL,DL
3238,N531MQ,MQ
2210,N934WN,WN
5309,N983CA,OO
2118,N825DN,DL
3584,N271LV,WN
398,N3JUAA,AA
310,N429UA,UA
1078,N33286,UA
4524,N14974,EV
502,N589UA,UA
5535,N600QX,EV
6378,N979SW,OO
621,N657AW,US
5026,N840AS,EV
65,N786AS,AS
862,N592AS,AS
231,N7733B,WN
847,N626NK,NK
26,N433LV,WN
3390,N514MQ,MQ
4758,N609SK,OO
5229,N986CA,OO
2337,N523SW,WN
2970,N8633A,WN
3549,N671MQ,MQ
3365,N537MQ,MQ
406,N932FR,F9
5161,N116SY,OO
486,N564UW,US
4514,N675BR,OO
1099,N33203,UA
1279,N4XDAA,AA
1060,N757AT,DL
3281,N8EGMQ,MQ
1500,N32404,UA
4214,N11164,EV
179,N484HA,HA
5536,N913SW,OO
807,N580JB,B6
898,N448WN,WN
1305,N477AA,AA
816,N537AS,AS
5021,N713EV,EV
5481,N106SY,OO
1730,N635SW,WN
2127,N541US,DL
14,N750AT,DL
80,N533AS,AS
5286,N872AS,EV
298,N5DGAA,AA
290,N357SW,WN
44,N589HA,HA
1093,N3JDAA,AA
3502,N530MQ,MQ
1772,N509AY,US
905,N927WN,WN
4193,N24128,EV
1532,N77066,UA
361,N705SW,WN
732,N458UA,UA
3379,N696MQ,MQ
871,N562AS,AS
1299,N548US,DL
4936,N136EV,EV
4089,N12957,EV
4603,N12967,EV
2329,N919DE,DL
711,N528NK,NK
6407,N114SY,OO
4015,N915WN,WN
672,N507JB,B6
567,N659DL,DL
240,N581NW,DL
300,N618AS,AS
5491,N128SY,OO
4955,N979EV,EV
531,N746UW,US
1614,N565AA,AA
1187,N33714,UA
1220,N65832,UA
3094,N519MQ,MQ
3395,N519MQ,MQ
1557,N3765,DL
349,N009AA,AA
7414,N457SW,OO
1660,N76522,UA
3272,N14116,EV
2658,N3730B,DL
1173,N819DN,DL
1816,N732US,US
1124,N642WN,WN
466,N457AS,AS
1799,N8634A,WN
1435,N955AT,DL
1436,N76508,UA
1116,N970AT,DL
5456,N947SW,OO
6212,N579SW,OO
1955,N628SW,WN
103,N477HA,HA
6285,N956SW,OO
4639,N909WN,WN
4175,N7743B,WN
1255,N4YEAA,AA
4299,N283WN,WN
1272,N68805,UA
5324,N754EV,EV
1554,N281WN,WN
1973,N806AW,US
2058,N187US,US
262,N3ASAA,AA
2996,N928MQ,MQ
1494,N912DN,DL
2,N836VA,VX
5790,N13975,EV
5505,N874AS,OO
2909,N622MQ,MQ
520,N807AW,US
2244,N962WN,WN
5231,N924SW,OO
1991,N633AW,US
1494,N360NW,DL
2263,N3742C,DL
2038,N8653A,WN
691,N822UA,UA
1503,N950DN,DL
3357,N900MQ,MQ
1429,N369AA,AA
1489,N3LKAA,AA
599,N743SW,WN
5406,N136EV,EV
2268,N938DL,DL
1815,N722US,US
2228,N231JB,B6
586,N415UA,UA
6418,N920SW,OO
3591,N915WN,WN
4292,N426WN,WN
4099,N396SW,WN
4201,N16919,EV
1966,N961DL,DL
1038,N940WN,WN
796,N923DN,DL
3059,N650MQ,MQ
5954,N14143,EV
3059,N671MQ,MQ
5956,N11526,EV
4014,N8634A,WN
2533,N3763D,DL
2578,N417SW,OO
362,N270WN,WN
263,N663JB,B6
830,N428WN,WN
805,N710SW,WN
1228,N13750,UA
892,N586AS,AS
5177,N930EV,OO
2160,N952UW,US
63,N994DL,DL
1675,N941DL,DL
1775,N967UW,US
3172,N644MQ,MQ
1618,N3ELAA,AA
1294,N324JB,B6
156,N477HA,HA
543,N489HA,HA
624,N844UA,UA
4890,N600QX,EV
469,N637SW,WN
3245,N510MQ,MQ
2867,N760SW,WN
1182,N938DN,DL
1121,N796JB,B6
3017,N523MQ,MQ
720,N655DL,DL
576,N946WN,WN
755,N460WN,WN
358,N492UA,UA
4150,N491WN,WN
1213,N5EKAA,AA
1142,N78285,UA
688,N586AS,AS
1169,N3JNAA,AA
1334,N292JB,B6
3602,N657MQ,MQ
1546,N6702,DL
742,N454UA,UA
4634,N810SK,OO
5102,N854AS,EV
1504,N906DL,DL
5648,N580SW,OO
665,N684WN,WN
2040,N702TW,DL
1882,N3761R,DL
483,N258JB,B6
1118,N38443,UA
4602,N454SW,OO
1988,N936WN,WN
5212,N138EV,EV
2704,N897SK,OO
433,N8608N,WN
6338,N221SW,OO
957,N743SW,WN
480,N431UA,UA
3374,N636MQ,MQ
84,N3AXAA,AA
1252,N666DN,DL
598,N729SW,WN
2116,N750AT,DL
188,N3CJAA,AA
4754,N455CA,OO
1507,N346JB,B6
4466,N685BR,OO
5,N552JB,B6
611,N730US,US
5233,N974EV,EV
275,N224WN,WN
2057,N540UW,US
1693,N921DN,DL
1255,N4XPAA,AA
1116,N334NB,DL
6070,N18102,EV
563,N583UW,US
1847,N3739P,DL
1143,N75435,UA
3568,N534MQ,MQ
5242,N941SW,OO
6105,N18557,EV
1512,N7811F,WN
1670,N307DQ,DL
3545,N603MQ,MQ
160,N780SW,WN
69,N3LEAA,AA
6120,N11565,EV
5407,N371CA,EV
4905,N759EV,EV
798,N374JB,B6
762,N568JB,B6
679,N516UA,UA
411,N720WN,WN
1153,N928DL,DL
4293,N212WN,WN
1268,N38257,UA
625,N425UA,UA
1802,N7720F,WN
2279,N950DN,DL
1389,N468AA,AA
644,N435AS,AS
1431,N75858,UA
1504,N663JB,B6
1643,N4XFAA,AA
1926,N905DL,DL
2251,N3HUAA,AA
1676,N87531,UA
1453,N66814,UA
6196,N758SK,OO
739,N8655D,WN
569,N564UW,US
4830,N355SW,WN
16,N514SW,WN
1940,N724UW,US
116,N351AA,AA
409,N177US,US
3655,N517MQ,MQ
2954,N614MQ,MQ
1127,N959DL,DL
210,N451UA,UA
5413,N752EV,EV
1531,N3CTAA,AA
466,N769SW,WN
153,N791AS,AS
1292,N499AA,AA
1492,N69804,UA
1007,N657JB,B6
1670,N273WN,WN
1341,N860AA,AA
4984,N948SW,OO
2485,N4XJAA,AA
5035,N870AS,EV
362,N579AS,AS
2279,N964DN,DL
659,N463UA,UA
599,N304JB,B6
1628,N333NB,DL
1652,N022AA,AA
1288,N934AT,DL
454,N746SW,WN
6532,N693BR,OO
528,N480UA,UA
2955,N653MQ,MQ
1983,N813AW,US
2780,N220WN,WN
