FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
1279,N928FR,F9
410,N944WN,WN
670,N584AS,AS
1732,N766US,US
4826,N554CA,OO
748,N634VA,VX
1193,N76516,UA
241,N838VA,VX
1049,N649SW,WN
1073,N3FRAA,AA
1634,N16701,UA
280,N853UA,UA
235,N445UA,UA
1281,N3HWAA,AA
5152,N855AS,EV
4448,N16147,EV
1159,N205WN,WN
29,N848VA,VX
11,N440AS,AS
458,N916WN,WN
723,N946DL,DL
1447,N596NW,DL
3312,N922MQ,MQ
341,N590AA,AA
584,N527JB,B6
4753,N48901,EV
2276,N4XJAA,AA
3479,N908MQ,MQ
60,N402WN,WN
53,N935DN,DL
1993,N171US,US
2333,N369NW,DL
900,N464WN,WN
4578,N12195,EV
102,N797MX,WN
4991,N925SW,OO
1814,N648SW,WN
6,N372AA,AA
335,N280WN,WN
804,N750SA,WN
2912,N508MQ,MQ
453,N763JB,B6
416,N299WN,WN
4132,N397SW,WN
3337,N825MQ,MQ
4396,N421LV,WN
2100,N918DH,DL
1056,N963DN,DL
403,N652AW,US
4515,N268WN,WN
894,N507AY,US
3953,N12563,EV
1190,N960DL,DL
434,N222WN,WN
1086,N948DN,DL
6033,N12195,EV
1328,N4YBAA,AA
756,N723UW,US
4653,N16541,EV
25,N7706A,WN
1029,N3AHAA,AA
5531,N936EV,EV
5527,N938SW,OO
1815,N703UW,US
4567,N11127,EV
5426,N561SW,OO
805,N518AS,AS
1236,N732SW,WN
406,N589AS,AS
5210,N686BR,EV
1679,N3LUAA,AA
488,N785SW,WN
64,N768AS,AS
1321,N205FR,F9
1078,N762SW,WN
1036,N238JB,B6
1237,N912DL,DL
146,N935FR,F9
1245,N7733B,WN
3352,N507MQ,MQ
1970,N813AW,US
116,N968AT,DL
66,N794JB,B6
609,N925FR,F9
579,N402UA,UA
3415,N435WN,WN
526,N656JB,B6
1074,N27421,UA
2236,N918DE,DL
3620,N516MQ,MQ
1316,N917DN,DL
1563,N703JB,B6
167,N795AS,AS
187,N476HA,HA
5339,N909SW,OO
124,N8607M,WN
5501,N728SK,OO
647,N7739A,WN
7390,N308SW,OO
2478,N418WN,WN
1212,N587NW,DL
2153,N997DL,DL
433,N551UW,US
462,N624AG,DL
2499,N995AT,DL
3502,N526MQ,MQ
6445,N783SK,OO
3599,N292WN,WN
2425,N852AA,AA
442,N525NK,NK
1517,N7747C,WN
3478,N512MQ,MQ
3917,N760SW,WN
5783,N14173,EV
1460,N367NW,DL
6292,N971SW,OO
1544,N77520,UA
3690,N644MQ,MQ
844,N224WN,WN
3414,N359SW,WN
520,N851UA,UA
1261,N567AA,AA
32,N786AA,AA
1015,N4XNAA,AA
751,N317AS,AS
4571,N7705A,WN
2637,N709BR,OO
3961,N27200,EV
442,N526NK,NK
878,N527VA,VX
4524,N8648A,WN
5427,N579SW,OO
2305,N904DA,DL
1699,N36247,UA
2174,N236WN,WN
1586,N904DE,DL
3932,N17138,EV
371,N483UA,UA
4546,N11181,EV
152,N794JB,B6
312,N847VA,VX
1691,N852AA,AA
3741,N367SW,WN
260,N644SW,WN
310,N710SW,WN
2376,N3DBAA,AA
489,N652SW,WN
559,N455UA,UA
2172,N928DN,DL
1291,N24202,UA
3604,N923MQ,MQ
531,N403UA,UA
2353,N365AA,AA
1679,N376NW,DL
2336,N919DL,DL
713,N112US,US
4589,N14171,EV
1946,N157UW,US
1057,N76514,UA
4743,N707SA,WN
5378,N755EV,EV
1974,N831AW,US
308,N430UA,UA
4403,N750SA,WN
4511,N933WN,WN
3553,N218WN,WN
1713,N576UW,US
5013,N937EV,EV
10,N257WN,WN
1967,N284JB,B6
5299,N915SW,OO
2169,N184DN,DL
1595,N576AA,AA
1857,N6703D,DL
785,N549UA,UA
6380,N122SY,OO
239,N486HA,HA
2518,N7709A,WN
362,N4WPAA,AA
6377,N824AS,OO
1822,N935AT,DL
382,N559AA,AA
2270,N931DL,DL
2244,N3LDAA,AA
1743,N78509,UA
2699,N904WN,WN
64,N763AS,AS
1156,N18243,UA
3316,N958WN,WN
1602,N913JB,B6
3425,N661MQ,MQ
240,N477HA,HA
1757,N635DL,DL
4546,N760SW,WN
6330,N965SW,OO
6345,N964SW,OO
3666,N612MQ,MQ
231,N618NK,NK
4375,N550WN,WN
922,N374NW,DL
4558,N12540,EV
5524,N742SK,OO
531,N433UA,UA
1333,N3745B,DL
1071,N75425,UA
765,N524VA,VX
2518,N929WN,WN
1762,N181DN,DL
1069,N8616C,WN
1294,N287WN,WN
5451,N678CA,EV
2617,N464SW,OO
4132,N494WN,WN
1110,N223FR,F9
2233,N907DE,DL
2461,N981DL,DL
5208,N110SY,OO
6347,N118SY,OO
6499,N951SW,OO
1753,N179JB,B6
3142,N615SW,WN
5474,N860AS,EV
194,N7712G,WN
1701,N615SW,WN
2726,N899SK,OO
358,N814UA,UA
2158,N950UW,US
622,N635NK,NK
4357,N16963,EV
424,N799SW,WN
761,N8322X,WN
3225,N813MQ,MQ
607,N228WN,WN
3680,N857MQ,MQ
1311,N3HFAA,AA
1201,N17245,UA
4453,N612SW,WN
1936,N191UW,US
1861,N909DE,DL
5240,N723EV,EV
1240,N37422,UA
516,N184US,US
4688,N603SK,OO
2070,N831AW,US
304,N849UA,UA
3299,N634MQ,MQ
1098,N984DL,DL
19,N524SW,WN
5931,N16961,EV
302,N414UA,UA
1522,N654SW,WN
4179,N11548,EV
2217,N298WN,WN
4590,N440SW,OO
2096,N960DL,DL
5503,N882AS,EV
4546,N11536,EV
5173,N778SK,OO
4197,N13202,EV
3739,N727SW,WN
2963,N7738A,WN
964,N8637A,WN
4747,N12135,EV
1138,N979AT,DL
1146,N337JB,B6
3436,N649MQ,MQ
4680,N454SW,OO
2279,N4YEAA,AA
4609,N12564,EV
1570,N3EWAA,AA
5319,N750EV,EV
1699,N499AA,AA
2972,N683MQ,MQ
2426,N712SW,WN
321,N584JB,B6
2221,N349NB,DL
648,N275WN,WN
283,N5ECAA,AA
1633,N514AA,AA
4473,N920WN,WN
6409,N909SW,OO
320,N7722B,WN
970,N956AT,DL
380,N3KAAA,AA
3206,N602MQ,MQ
6299,N593ML,OO
636,N832UA,UA
4128,N14977,EV
192,N3HGAA,AA
1683,N23708,UA
4860,N12142,EV
2534,N129DL,DL
423,N706AS,AS
201,N484HA,HA
2946,N670MQ,MQ
4499,N12552,EV
2387,N396AA,AA
1555,N827DN,DL
1401,N637JB,B6
282,N8314L,WN
955,N918WN,WN
4484,N812SK,OO
1436,N597JB,B6
5121,N751EV,EV
6064,N12563,EV
5604,N528CA,EV
1676,N4XXAA,AA
1065,N33714,UA
4982,N568SW,OO
824,N358NW,DL
4362,N12122,EV
842,N505JB,B6
4494,N14543,EV
5558,N871AS,EV
4541,N659BR,OO
2212,N954DL,DL
760,N673DL,DL
4699,N659BR,OO
1734,N930DN,DL
916,N942JB,B6
1687,N3GLAA,AA
4295,N16112,EV
1867,N705UW,US
4530,N8884E,OO
2053,N659JB,B6
3430,N641MQ,MQ
2465,N992DL,DL
3471,N546MQ,MQ
307,N488HA,HA
1738,N810AW,US
1712,N27722,UA
2458,N454AA,AA
4589,N820SK,OO
1869,N349NW,DL
351,N3DMAA,AA
5192,N607LR,EV
117,N206FR,F9
2211,N3BJAA,AA
1027,N603SW,WN
2484,N571AA,AA
1047,N34222,UA
2912,N526MQ,MQ
2290,N915DN,DL
2310,N904DL,DL
3486,N271LV,WN
4654,N29515,EV
1362,N494AA,AA
118,N477HA,HA
531,N760US,US
4261,N7715E,WN
268,N455UA,UA
3038,N647MQ,MQ
427,N386SW,WN
1429,N77296,UA
27,N845VA,VX
945,N419WN,WN
175,N3BHAA,AA
501,N633VA,VX
3468,N636MQ,MQ
350,N487UA,UA
558,N950UW,US
1433,N461WN,WN
3771,N766SW,WN
548,N453AS,AS
7368,N439SW,OO
1233,N899AT,DL
3325,N535MQ,MQ
1021,N920FR,F9
3955,N15910,EV
5477,N580SW,OO
1132,N14219,UA
2002,N830AW,US
4635,N441SW,OO
483,N294JB,B6
671,N8308K,WN
334,N470AA,AA
747,N614NK,NK
322,N799AS,AS
1446,N292JB,B6
1256,N77525,UA
341,N4UCAA,AA
2159,N950DL,DL
619,N526NK,NK
1603,N37281,UA
4741,N606SK,OO
1931,N8317M,WN
566,N606SW,WN
730,N906DE,DL
212,N3GDAA,AA
925,N720WN,WN
129,N479AA,AA
3946,N13955,EV
3306,N671MQ,MQ
462,N152UW,US
5787,N14173,EV
2148,N934DN,DL
2107,N955AT,DL
1926,N556UW,US
1078,N423WN,WN
4175,N786SW,WN
5134,N760EV,EV
333,N427UA,UA
2586,N938DN,DL
89,N635VA,VX
872,N917WN,WN
3560,N405WN,WN
4970,N495WN,WN
4973,N922EV,EV
2593,N933DN,DL
4492,N438SW,OO
1705,N8329B,WN
4970,N288WN,WN
5911,N15985,EV
4425,N779SW,WN
3036,N677MQ,MQ
2501,N321NB,DL
2562,N912DL,DL
1934,N932DL,DL
243,N3JRAA,AA
1252,N817DN,DL
963,N7740A,WN
6471,N110SY,OO
410,N656AW,US
386,N481AA,AA
4459,N8326F,WN
1308,N739GB,WN
6111,N11127,EV
3101,N517MQ,MQ
2441,N6702,DL
2007,N151UW,US
408,N624NK,NK
1571,N33294,UA
1080,N022AA,AA
4364,N18102,EV
1020,N24706,UA
1630,N706JB,B6
362,N933WN,WN
2368,N937AT,DL
4673,N603QX,OO
238,N3KLAA,AA
2318,N348NB,DL
1141,N78285,UA
1086,N87507,UA
878,N522VA,VX
4610,N823SK,OO
983,N6706Q,DL
639,N504NK,NK
1829,N826DN,DL
365,N477HA,HA
1543,N69834,UA
328,N486HA,HA
3419,N939MQ,MQ
4589,N800SK,OO
1247,N479AA,AA
1707,N733UW,US
3502,N937WN,WN
4721,N946WN,WN
1171,N3MEAA,AA
894,N820UA,UA
312,N429UA,UA
3514,N713SW,WN
3683,N685MQ,MQ
921,N503NK,NK
1776,N8643A,WN
312,N339JB,B6
303,N492HA,HA
657,N807AW,US
866,N603JB,B6
495,N7703A,WN
1936,N176UW,US
637,N408AS,AS
4326,N14907,EV
1429,N78285,UA
259,N809UA,UA
2862,N275WN,WN
1453,N3733Z,DL
1762,N195UW,US
3042,N490WN,WN
2680,N910AT,DL
1146,N3HLAA,AA
391,N543UA,UA
6228,N709SK,OO
2318,N316NB,DL
593,N629VA,VX
5533,N919EV,EV
90,N569JB,B6
3213,N613SW,WN
1051,N969DL,DL
166,N855VA,VX
454,N522SW,WN
6133,N14923,EV
443,N3769L,DL
1154,N570AA,AA
1598,N3BXAA,AA
595,N956WN,WN
4765,N14558,EV
470,N763SW,WN
534,N772UA,UA
29,N952DL,DL
523,N764US,US
260,N630WN,WN
5447,N858AS,EV
1927,N187US,US
2330,N989AT,DL
178,N8326F,WN
4010,N658SW,WN
4318,N16147,EV
3261,N13123,EV
1320,N5FAAA,AA
6232,N758SK,OO
2060,N717UW,US
1527,N3FNAA,AA
670,N546AS,AS
1574,N37465,UA
3535,N814MQ,MQ
4210,N8618N,WN
1246,N74856,UA
1312,N812DN,DL
548,N284JB,B6
940,N600WN,WN
1103,N583NW,DL
1318,N5BVAA,AA
1450,N69816,UA
1999,N161UW,US
460,N595JB,B6
886,N918DL,DL
633,N469AS,AS
413,N169UW,US
3132,N653MQ,MQ
256,N787AA,AA
2411,N968DL,DL
4744,N15973,EV
5370,N912SW,OO
1997,N915US,US
4663,N463WN,WN
3268,N34110,EV
2004,N616SW,WN
4549,N7707C,WN
19,N589HA,HA
431,N202WN,WN
3637,N505MQ,MQ
2186,N399DA,DL
106,N7705A,WN
1225,N8625A,WN
5961,N13914,EV
4457,N765SW,WN
3159,N678MQ,MQ
1422,N38727,UA
1768,N321NB,DL
5142,N612QX,EV
2995,N546MQ,MQ
1590,N5EPAA,AA
1452,N3LEAA,AA
5613,N133EV,EV
4464,N216WR,WN
3686,N519MQ,MQ
426,N384SW,WN
124,N796AS,AS
3277,N931MQ,MQ
975,N4XTAA,AA
1579,N429WN,WN
966,N254WN,WN
213,N588JB,B6
4,N385SW,WN
1451,N713SW,WN
2302,N578AA,AA
1433,N386SW,WN
852,N705UW,US
1732,N822AW,US
1098,N911DE,DL
904,N638JB,B6
2905,N696MQ,MQ
5804,N11127,EV
312,N5DJAA,AA
523,N465WN,WN
3526,N512MQ,MQ
4469,N13975,EV
4118,N258WN,WN
5187,N707SK,OO
1702,N575UW,US
4116,N21144,EV
2999,N604MQ,MQ
2565,N3732J,DL
626,N589JB,B6
2018,N536UW,US
1132,N3GJAA,AA
1563,N16709,UA
1207,N8643A,WN
1077,N3747D,DL
4916,N228PQ,EV
1337,N678DL,DL
5516,N295SW,OO
100,N8617E,WN
2711,N648SW,WN
178,N8650F,WN
5633,N963SW,OO
3476,N694MQ,MQ
817,N601NK,NK
4631,N13989,EV
1136,N77510,UA
1889,N922DX,DL
689,N685SW,WN
6249,N108SY,OO
1860,N533US,DL
3212,N7701B,WN
951,N588JB,B6
5318,N958SW,OO
1726,N825DN,DL
662,N565UW,US
194,N489HA,HA
1310,N4XHAA,AA
307,N488UA,UA
2214,N273WN,WN
403,N468UA,UA
223,N788SA,WN
1537,N950DL,DL
6238,N566SW,OO
681,N351JB,B6
377,N484HA,HA
614,N7714B,WN
681,N838AW,US
986,N908DL,DL
395,N3CAAA,AA
676,N565AS,AS
3415,N256WN,WN
4083,N617SW,WN
657,N631AW,US
223,N8627B,WN
454,N719SW,WN
2232,N959DL,DL
1440,N915DE,DL
2082,N362SW,WN
495,N507AY,US
5020,N760EV,EV
4112,N10575,EV
1834,N781WN,WN
2169,N961UW,US
1159,N37462,UA
1267,N3CXAA,AA
4355,N13988,EV
155,N3MDAA,AA
2399,N920AT,DL
205,N3LNAA,AA
4107,N642WN,WN
954,N273WN,WN
994,N648JB,B6
4210,N500WR,WN
103,N505AA,AA
2504,N247WN,WN
2304,N812DN,DL
785,N672AW,US
394,N486HA,HA
783,N6704Z,DL
452,N586UW,US
4453,N21154,EV
219,N294JB,B6
1972,N519UW,US
2783,N670MQ,MQ
978,N409WN,WN
249,N370SW,WN
5206,N594SW,OO
4641,N803SK,OO
4725,N10575,EV
4825,N187PQ,OO
1479,N11206,UA
1906,N756SA,WN
3767,N220WN,WN
894,N580UW,US
2267,N280WN,WN
65,N3BFAA,AA
6410,N472CA,OO
1466,N4XSAA,AA
1760,N3733Z,DL
289,N448UA,UA
1256,N227FR,F9
5224,N113SY,OO
1745,N326US,DL
2330,N956AT,DL
227,N489HA,HA
2237,N781WN,WN
1219,N3BCAA,AA
2550,N904EV,EV
1541,N5DMAA,AA
4997,N710EV,EV
3587,N7741C,WN
1057,N77871,UA
365,N954FR,F9
2140,N258WN,WN
2266,N858AA,AA
4160,N12564,EV
1109,N534US,DL
2942,N852MQ,MQ
983,N543UA,UA
682,N950WN,WN
1923,N337NB,DL
486,N425UA,UA
1069,N635SW,WN
413,N7740A,WN
345,N253WN,WN
4297,N775SW,WN
379,N650SW,WN
1555,N54711,UA
690,N459AS,AS
2372,N646SW,WN
2384,N323US,DL
3179,N429WN,WN
1157,N755SA,WN
1127,N75854,UA
5174,N752SK,OO
1835,N671DN,DL
617,N820AW,US
1049,N3CKAA,AA
115,N236JB,B6
724,N700UW,US
1933,N3773D,DL
2212,N434AA,AA
1358,N659DL,DL
4557,N446SW,OO
637,N172US,US
2144,N965UW,US
4884,N846AS,EV
4168,N11544,EV
1158,N712SW,WN
3582,N672MQ,MQ
781,N561UW,US
619,N505NK,NK
2600,N466SW,OO
15,N413WN,WN
3476,N374SW,WN
4588,N373SW,WN
1630,N37409,UA
2394,N3LAAA,AA
1784,N628SW,WN
34,N600WN,WN
4808,N825SK,OO
4386,N415WN,WN
786,N573UW,US
542,N287WN,WN
2514,N892AT,DL
240,N3LGAA,AA
1293,N905FR,F9
7387,N443SW,OO
295,N859AA,AA
3198,N276WN,WN
1136,N616DL,DL
235,N412UA,UA
1029,N3ARAA,AA
2945,N854MQ,MQ
5261,N789SK,OO
5208,N134EV,EV
1521,N987AT,DL
5434,N908SW,OO
2964,N614MQ,MQ
4490,N14558,EV
4567,N441SW,OO
668,N442WN,WN
477,N255WN,WN
2255,N8635F,WN
1453,N623JB,B6
297,N5DGAA,AA
3970,N340LV,WN
1102,N32404,UA
1733,N553UW,US
254,N832UA,UA
1254,N139DL,DL
3602,N928MQ,MQ
2499,N969AT,DL
3573,N7748A,WN
116,N390SW,WN
4639,N13908,EV
3551,N653MQ,MQ
3037,N640MQ,MQ
2276,N7724A,WN
363,N713AS,AS
1117,N595JB,B6
64,N666DN,DL
3741,N694SW,WN
2161,N612SW,WN
3276,N759GS,WN
1811,N215WN,WN
1261,N456WN,WN
3846,N8307K,WN
4493,N463SW,OO
6402,N973SW,OO
2525,N335NW,DL
3530,N539MQ,MQ
1695,N273WN,WN
2076,N755US,US
4255,N737JW,WN
5307,N971SW,OO
470,N763SW,WN
1786,N928WN,WN
5245,N962SW,OO
1873,N764US,US
3270,N15910,EV
115,N8628A,WN
4529,N448SW,OO
1821,N813DN,DL
2757,N264LV,WN
2265,N258WN,WN
2147,N697SW,WN
6314,N926SW,OO
5396,N748EV,EV
4639,N751SW,WN
6456,N930EV,OO
5980,N13124,EV
333,N526SW,WN
6452,N986CA,OO
2372,N922DX,DL
309,N901WN,WN
880,N562JB,B6
3924,N11548,EV
802,N614SW,WN
102,N247WN,WN
1133,N937WN,WN
1357,N525US,DL
1302,N434AA,AA
379,N670SW,WN
2636,N988CA,OO
5214,N764SK,OO
833,N402UA,UA
1023,N481WN,WN
1245,N321NB,DL
1581,N15712,UA
4583,N22909,EV
2611,N670SW,WN
4604,N162PQ,OO
1166,N12116,UA
4242,N13124,EV
1424,N37277,UA
1242,N14219,UA
4147,N11107,EV
1057,N3FAAA,AA
3603,N929WN,WN
1791,N644AW,US
3180,N422WN,WN
70,N5EBAA,AA
475,N320AS,AS
3644,N817MQ,MQ
3226,N237WN,WN
1716,N993DL,DL
1968,N636WN,WN
1658,N6704Z,DL
1167,N327NB,DL
139,N401WN,WN
4389,N448WN,WN
1748,N562UW,US
4312,N12900,EV
3927,N11165,EV
493,N767UW,US
1952,N915AT,DL
864,N822AW,US
3134,N530MQ,MQ
1334,N3FWAA,AA
6127,N13988,EV
1286,N4XDAA,AA
2293,N5BTAA,AA
403,N672AW,US
2536,N877AS,EV
1273,N8318F,WN
3839,N670SW,WN
3471,N508MQ,MQ
2610,N466SW,OO
1033,N855AA,AA
4860,N24128,EV
797,N923DL,DL
1896,N806AW,US
1075,N77510,UA
696,N473UA,UA
5605,N787SK,OO
5060,N146PQ,EV
593,N183UW,US
1146,N25705,UA
1837,N810AW,US
1296,N434AA,AA
596,N480UA,UA
1744,N69838,UA
2613,N962WN,WN
384,N476UA,UA
1649,N669DN,DL
946,N230WN,WN
1573,N54241,UA
1091,N246LV,WN
1041,N3HDAA,AA
1674,N26215,UA
1035,N473AA,AA
4524,N16961,EV
2497,N481WN,WN
5114,N753EV,EV
163,N796AA,AA
2701,N351JB,B6
2460,N904DE,DL
4405,N18557,EV
302,N8602F,WN
591,N265WN,WN
994,N640SW,WN
2980,N509MQ,MQ
1925,N187US,US
3122,N8629A,WN
752,N611AS,AS
1466,N324NB,DL
1803,N435WN,WN
459,N399WN,WN
2169,N948UW,US
1838,N924DL,DL
1589,N27908,UA
3269,N28529,EV
347,N629JB,B6
5969,N14198,EV
6394,N926SW,OO
512,N587UA,UA
260,N384SW,WN
1294,N921DN,DL
816,N563AS,AS
6330,N578SW,OO
2118,N562WN,WN
1756,N8651A,WN
2527,N676DL,DL
793,N559AS,AS
581,N559WN,WN
1184,N324JB,B6
350,N3KJAA,AA
4876,N267WN,WN
1073,N208WN,WN
1713,N663DN,DL
2015,N916DE,DL
4485,N11109,EV
375,N210WN,WN
216,N489HA,HA
1788,N479WN,WN
4879,N751EV,EV
5203,N750EV,EV
1701,N33264,UA
5149,N857AS,EV
2050,N820AW,US
4019,N960WN,WN
5684,N16961,EV
2466,N566AA,AA
6413,N951SW,OO
122,N477HA,HA
303,N494UA,UA
2569,N903EV,EV
469,N576UA,UA
3026,N658MQ,MQ
458,N602SW,WN
188,N503NK,NK
245,N345SA,WN
134,N903WN,WN
5665,N12552,EV
4971,N936EV,EV
5655,N103SY,OO
1475,N938DL,DL
3688,N609MQ,MQ
396,N796SW,WN
2560,N359NW,DL
5229,N924SW,OO
457,N507AY,US
609,N906WN,WN
695,N531NK,NK
2002,N801AW,US
1543,N4YJAA,AA
691,N814UA,UA
995,N325NB,DL
561,N171US,US
2299,N970AT,DL
1289,N492AA,AA
4994,N755SK,OO
472,N438WN,WN
793,N8315C,WN
5197,N612QX,EV
2611,N906DL,DL
4304,N16918,EV
4712,N24128,EV
5951,N13969,EV
4749,N8306H,WN
1816,N733UW,US
2053,N960DL,DL
122,N506JB,B6
4355,N15973,EV
1011,N941WN,WN
16,N388HA,HA
4587,N608SK,OO
628,N257WN,WN
5246,N748SK,OO
1246,N364NW,DL
379,N508NK,NK
1717,N667AW,US
459,N395SW,WN
4473,N231WN,WN
1247,N919DE,DL
2349,N627DL,DL
1573,N73270,UA
3373,N611MQ,MQ
589,N8630B,WN
2885,N670SW,WN
1198,N972DL,DL
4562,N441SW,OO
200,N564AA,AA
1475,N962DL,DL
1891,N921DN,DL
1180,N5CHAA,AA
1835,N665DN,DL
3059,N626MQ,MQ
5159,N728SK,OO
1008,N370SW,WN
2586,N465SW,OO
52,N527SW,WN
908,N846VA,VX
1941,N802AW,US
1854,N895AT,DL
3195,N654MQ,MQ
932,N283JB,B6
5462,N752EV,EV
943,N492WN,WN
4671,N603QX,OO
1011,N241WN,WN
239,N488HA,HA
2068,N193UW,US
6133,N13550,EV
4465,N13566,EV
131,N928FR,F9
4858,N8321D,WN
6,N193JB,B6
30,N786AA,AA
1259,N945DL,DL
3411,N621MQ,MQ
1758,N365NW,DL
156,N37277,UA
268,N452UA,UA
5163,N703SK,OO
1344,N957AT,DL
3860,N7716A,WN
246,N444UA,UA
1103,N3BYAA,AA
790,N949DL,DL
1717,N644AW,US
1769,N652DL,DL
747,N114UW,US
512,N284JB,B6
1359,N213FR,F9
362,N944WN,WN
5053,N878AS,EV
1574,N586NW,DL
709,N706AS,AS
5040,N931EV,EV
1712,N658DL,DL
8,N922DX,DL
765,N548UA,UA
1096,N3APAA,AA
2576,N417SW,OO
626,N229JB,B6
428,N913WN,WN
4111,N8639B,WN
5299,N679SA,OO
124,N8607M,WN
1790,N8316H,WN
791,N625AS,AS
1066,N932WN,WN
4664,N12126,EV
1730,N834AW,US
2483,N905DL,DL
1051,N916DE,DL
3414,N520MQ,MQ
247,N920FR,F9
1133,N627SW,WN
1511,N508JB,B6
3043,N663MQ,MQ
1809,N955DN,DL
1408,N4XYAA,AA
1219,N3BWAA,AA
4822,N810SK,OO
4296,N12921,EV
3951,N13997,EV
2145,N533US,DL
4020,N259WN,WN
4819,N604SK,OO
4164,N618WN,WN
315,N296JB,B6
1830,N7722B,WN
6528,N970SW,OO
3275,N825MQ,MQ
172,N462WN,WN
1569,N57852,UA
1095,N8626B,WN
406,N517AS,AS
725,N627AS,AS
4933,N713EV,EV
1498,N370NW,DL
357,N3CVAA,AA
5303,N928EV,OO
3599,N847MQ,MQ
698,N509AY,US
4626,N616QX,OO
5436,N976SW,OO
786,N955WN,WN
1475,N944DL,DL
1658,N764SW,WN
4638,N13202,EV
4885,N622SW,WN
1367,N960DN,DL
698,N520UW,US
894,N854UA,UA
4381,N779SW,WN
4446,N487CA,OO
1536,N14250,UA
2226,N683DA,DL
1217,N126DL,DL
4517,N912EV,OO
19,N552AS,AS
1411,N373AA,AA
1947,N923DN,DL
803,N909DE,DL
1109,N712JB,B6
695,N478UA,UA
1483,N76502,UA
3345,N833MQ,MQ
298,N472UA,UA
6287,N585SW,OO
1633,N27477,UA
3339,N523MQ,MQ
4555,N939WN,WN
156,N27724,UA
3435,N815MQ,MQ
3015,N685MQ,MQ
661,N627DL,DL
994,N657SW,WN
936,N903DE,DL
5409,N917SW,OO
4723,N10156,EV
4700,N13995,EV
3370,N3AEMQ,MQ
3693,N906MQ,MQ
4681,N810SK,OO
2447,N712SW,WN
425,N488UA,UA
2155,N658SW,WN
6138,N14993,EV
559,N520AS,AS
1480,N69819,UA
4558,N910EV,OO
1276,N481AA,AA
181,N492HA,HA
1250,N926FR,F9
780,N741SA,WN
470,N162UW,US
1665,N905DA,DL
1522,N69818,UA
561,N485UA,UA
64,N763AS,AS
850,N8602F,WN
762,N491UA,UA
1125,N17730,UA
4963,N691WN,WN
748,N176UW,US
6512,N970SW,OO
2045,N652SW,WN
