FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
3433,N695MQ,MQ
286,N838UA,UA
3527,N632MQ,MQ
2569,N414WN,WN
1092,N78448,UA
5438,N398CA,EV
5377,N134EV,EV
901,N905JB,B6
5296,N137EV,EV
1824,N900DE,DL
126,N4YMAA,AA
4415,N11140,EV
3429,N932MQ,MQ
1773,N434WN,WN
487,N481UA,UA
2240,N374SW,WN
2321,N8314L,WN
301,N265WN,WN
385,N4WKAA,AA
1671,N384DA,DL
2267,N664DN,DL
685,N929FR,F9
969,N5ELAA,AA
2246,N586NW,DL
541,N233LV,WN
3491,N8650F,WN
76,N3DJAA,AA
4285,N14991,EV
341,N371NW,DL
1505,N586AA,AA
634,N809AW,US
4590,N800SK,OO
4460,N453SW,OO
1503,N3CNAA,AA
219,N504NK,NK
3745,N7723E,WN
398,N485HA,HA
570,N671UA,UA
756,N918FR,F9
40,N378SW,WN
4136,N12924,EV
207,N296JB,B6
751,N431UA,UA
1174,N353NB,DL
1421,N633SW,WN
826,N738CB,WN
259,N505NK,NK
3465,N814MQ,MQ
152,N489HA,HA
3056,N821MQ,MQ
1990,N597JB,B6
1095,N582AA,AA
5226,N701SK,OO
3357,N620MQ,MQ
3104,N382SW,WN
349,N473UA,UA
2388,N324NB,DL
5265,N708EV,EV
690,N303AS,AS
1878,N955WN,WN
2378,N3JKAA,AA
2634,N988CA,OO
4406,N10575,EV
303,N615NK,NK
1033,N852AA,AA
715,N485WN,WN
5793,N11565,EV
1371,N746JB,B6
5769,N833AS,EV
16,N525SW,WN
3475,N661MQ,MQ
1082,N73278,UA
44,N769AS,AS
1582,N3JVAA,AA
1761,N905DL,DL
4670,N12552,EV
1639,N612SW,WN
3174,N522MQ,MQ
379,N503NK,NK
1302,N915DL,DL
3494,N518MQ,MQ
3744,N462WN,WN
1360,N3FSAA,AA
5068,N754EV,EV
1922,N716UW,US
2545,N670DN,DL
1575,N57111,UA
572,N191UW,US
74,N567AA,AA
6346,N566SW,OO
1434,N531JB,B6
221,N987DL,DL
4466,N937WN,WN
233,N220WN,WN
379,N530NK,NK
586,N714CB,WN
251,N433UA,UA
3483,N7728D,WN
691,N664DN,DL
780,N487WN,WN
283,N905JB,B6
4649,N659BR,OO
5448,N937SW,OO
2360,N8320J,WN
1161,N3JVAA,AA
861,N606JB,B6
428,N786UA,UA
336,N659SW,WN
2692,N944SW,OO
4352,N16954,EV
4641,N7721E,WN
1444,N206JB,B6
297,N798SW,WN
1281,N3DYAA,AA
2672,N957AT,DL
305,N367NW,DL
520,N815UA,UA
2213,N993DL,DL
2600,N901DE,DL
2245,N933DN,DL
2208,N488AA,AA
1143,N38268,UA
84,N3CGAA,AA
81,N477AA,AA
2540,N905EV,EV
4626,N732SW,WN
4973,N784SK,OO
558,N323AS,AS
1234,N38268,UA
1180,N66828,UA
686,N542UW,US
220,N020AA,AA
4500,N430SW,OO
4461,N548CA,OO
901,N903JB,B6
4979,N909SW,OO
1,N528VA,VX
5262,N792SK,OO
4438,N13958,EV
395,N3731T,DL
1279,N560AA,AA
1292,N575AA,AA
2988,N504MQ,MQ
2017,N238WN,WN
2010,N978DL,DL
1825,N967UW,US
2177,N946UW,US
4921,N8621A,WN
130,N7737E,WN
4988,N612QX,EV
5437,N931EV,EV
180,N588NK,NK
1639,N951WN,WN
1186,N3BGAA,AA
221,N3JRAA,AA
1104,N213FR,F9
469,N585UW,US
888,N867DA,DL
1614,N604SW,WN
4358,N11189,EV
3623,N691MQ,MQ
1308,N179JB,B6
265,N923FR,F9
301,N601NK,NK
1506,N14214,UA
5363,N612QX,EV
1279,N24702,UA
4796,N459SW,OO
2546,N360NW,DL
2519,N924AT,DL
711,N782SA,WN
50,N385HA,HA
758,N505UA,UA
355,N447UA,UA
6018,N11119,EV
1492,N680DA,DL
1228,N959AT,DL
1889,N8327A,WN
2373,N8637A,WN
3351,N607MQ,MQ
5342,N847AS,EV
1809,N805AW,US
414,N423AS,AS
4200,N13988,EV
5949,N16525,EV
6213,N923SW,OO
382,N4YFAA,AA
2224,N4YNAA,AA
1502,N3CFAA,AA
4331,N17146,EV
3455,N217AG,OO
1605,N37281,UA
1297,N940DL,DL
660,N560UW,US
4637,N8328A,WN
4640,N16963,EV
3405,N655MQ,MQ
4435,N13975,EV
1998,N986AT,DL
4751,N12563,EV
3299,N604MQ,MQ
3392,N699MQ,MQ
1272,N69835,UA
1292,N363NW,DL
4835,N445WN,WN
5617,N732SK,OO
635,N585UW,US
1964,N388SW,WN
837,N937UW,US
5579,N764SK,OO
9,N553AS,AS
731,N745VJ,US
5204,N787SK,OO
371,N783SW,WN
6166,N14573,EV
4695,N8650F,WN
384,N481HA,HA
6490,N726SK,OO
1237,N15710,UA
4483,N687SW,WN
2139,N958UW,US
5575,N983SW,OO
2143,N822DN,DL
1320,N3BNAA,AA
397,N489HA,HA
5270,N847AS,EV
2148,N961UW,US
76,N524AS,AS
5537,N752EV,EV
678,N632SW,WN
5492,N962SW,OO
2028,N326US,DL
3144,N218WN,WN
370,N558AS,AS
1661,N553NW,DL
1157,N958DL,DL
5046,N936EV,EV
4369,N16559,EV
6100,N48901,EV
1896,N809AW,US
499,N536UW,US
5207,N970SW,OO
398,N475WN,WN
331,N446UA,UA
3479,N602MQ,MQ
865,N472UA,UA
3049,N658MQ,MQ
188,N505NK,NK
1128,N953DL,DL
1896,N123UW,US
144,N606NK,NK
267,N460UA,UA
3006,N830MQ,MQ
3671,N525SW,WN
598,N8324A,WN
1651,N934DN,DL
1290,N952DN,DL
2939,N845MQ,MQ
3311,N668MQ,MQ
60,N796AS,AS
2279,N935DN,DL
478,N758SW,WN
4514,N14116,EV
1228,N959AT,DL
2501,N324NB,DL
122,N953FR,F9
1921,N715UW,US
4540,N630SK,OO
5474,N568SW,OO
571,N208WN,WN
383,N477HA,HA
1194,N53441,UA
4609,N441SW,OO
6264,N567SW,OO
5646,N566SW,OO
2386,N130DL,DL
4198,N27962,EV
1639,N39297,UA
315,N830UA,UA
675,N476UA,UA
4747,N613QX,OO
1052,N37468,UA
5417,N937EV,EV
1787,N562UW,US
4278,N13955,EV
5396,N701BR,OO
10,N526AS,AS
181,N220WN,WN
379,N477UA,UA
2771,N791SW,WN
1317,N206JB,B6
4350,N13964,EV
5629,N789SK,OO
4397,N10575,EV
629,N172US,US
440,N721TW,DL
6326,N110SY,OO
1733,N903WN,WN
1816,N830DN,DL
2867,N625SW,WN
117,N484HA,HA
769,N952DN,DL
362,N4YEAA,AA
1888,N904DE,DL
5159,N740EV,EV
4900,N608SW,WN
1743,N994DL,DL
1821,N8608N,WN
1714,N138DL,DL
931,N955WN,WN
169,N634VA,VX
124,N604NK,NK
4667,N11107,EV
4227,N16561,EV
1162,N73251,UA
231,N3AYAA,AA
2541,N905DE,DL
2931,N855MQ,MQ
1241,N27421,UA
327,N632JB,B6
788,N502NK,NK
246,N469AS,AS
1717,N679AW,US
3112,N689MQ,MQ
2154,,US
1459,N76288,UA
993,N466WN,WN
772,N944WN,WN
330,N628VA,VX
1926,N188US,US
2024,N535UW,US
605,N543UA,UA
4675,N675BR,OO
938,N520SW,WN
1639,N243WN,WN
514,N910DL,DL
541,N587UA,UA
5418,N563SW,OO
5155,N754EV,EV
1285,N24212,UA
2206,N3KGAA,AA
212,N3DEAA,AA
4976,N582CA,EV
280,N851UA,UA
2982,N7740A,WN
6357,N125SY,OO
5280,N857AS,EV
1462,N27903,UA
2533,N815DN,DL
6437,N108SY,OO
6452,N776SK,OO
2219,N328NW,DL
5630,N928EV,OO
5262,N708EV,EV
2058,N915DE,DL
1803,N939UW,US
1549,N903DA,DL
1864,N929DN,DL
2550,N879AS,EV
5597,N135EV,EV
431,N538UW,US
1427,N13718,UA
1803,N917DN,DL
2926,N679MQ,MQ
2329,N975DL,DL
1697,N395DN,DL
710,N273AY,US
2593,N466SW,OO
754,N938FR,F9
1477,N24729,UA
4131,N202WN,WN
2210,N476AA,AA
3484,N611MQ,MQ
2080,N8653A,WN
2875,N432WN,WN
1626,N183DN,DL
387,N564AA,AA
2234,N3DPAA,AA
7364,N561SW,OO
3612,N827MQ,MQ
3685,N608MQ,MQ
1071,N4YTAA,AA
6346,N291SW,OO
432,N932FR,F9
394,N497UA,UA
902,N943FR,F9
446,N640AW,US
6441,N730SK,OO
113,N3GDAA,AA
5361,N984CA,OO
4966,N900EV,EV
2416,N365NB,DL
616,N934JB,B6
2527,N904EV,EV
1170,N3767,DL
2069,N122US,US
331,N502AA,AA
495,N483WN,WN
908,N628VA,VX
1670,N3LXAA,AA
140,N236WN,WN
373,N618AS,AS
172,N371SW,WN
110,N488HA,HA
1161,N18220,UA
693,N799AS,AS
592,N844VA,VX
1150,N69830,UA
684,N910AW,US
2347,N358NW,DL
4419,N12157,EV
2713,N286WN,WN
3406,N628MQ,MQ
970,N978AT,DL
4701,N817SK,OO
2058,N526SW,WN
5330,N710EV,EV
1637,N332NB,DL
2377,N424AA,AA
725,N548UW,US
4290,N16149,EV
1285,N581AA,AA
4200,N487WN,WN
1108,N76514,UA
550,N553WN,WN
2515,N876AS,EV
2788,N258WN,WN
6205,N797SK,OO
371,N766JB,B6
1061,N949WN,WN
1600,N41135,UA
317,N703SW,WN
4244,N34111,EV
114,N640VA,VX
1112,N30913,UA
676,N557WN,WN
3671,N508SW,WN
1403,N272WN,WN
1110,N460UA,UA
181,N493HA,HA
1162,N190DN,DL
6336,N507CA,OO
5689,N827AS,EV
959,N343NB,DL
461,N464AS,AS
4609,N459SW,OO
49,N5CGAA,AA
1732,N915AT,DL
1705,N68452,UA
2938,N611MQ,MQ
1037,N37274,UA
2539,N905EV,EV
279,N485UA,UA
5174,N938SW,OO
1578,N694DL,DL
738,N620SW,WN
4363,N7721E,WN
508,N475HA,HA
2958,N8601C,WN
1929,N827AW,US
1320,N758SW,WN
719,N522NK,NK
1754,N933WN,WN
3944,N14188,EV
4199,N17560,EV
3050,N905MQ,MQ
4962,N847AS,EV
503,N817AW,US
2067,N820AW,US
786,N760SW,WN
5324,N717EV,EV
346,N912DE,DL
2558,N938DL,DL
1552,N77518,UA
6113,N17146,EV
1547,N66828,UA
1209,N374DA,DL
1511,N3GEAA,AA
654,N156UW,US
1218,N4XKAA,AA
3326,N7718B,WN
2571,N907EV,EV
3113,N678MQ,MQ
1401,N825DN,DL
5617,N794SK,OO
4460,N453SW,OO
1293,N37263,UA
4448,N815SK,OO
2147,N522SW,WN
352,N849VA,VX
2968,N502MQ,MQ
2415,N956AT,DL
4976,N107SY,OO
4247,N15985,EV
1849,N725UW,US
3457,N510MQ,MQ
1060,N6706Q,DL
493,N8631A,WN
3609,N690MQ,MQ
2211,N3KDAA,AA
566,N848UA,UA
1503,N3GGAA,AA
3234,N918MQ,MQ
1240,N905DA,DL
205,N480HA,HA
3325,N652MQ,MQ
2527,N352SW,WN
4344,N919WN,WN
1709,N679AW,US
1074,N3LJAA,AA
1445,N354JB,B6
973,N8317M,WN
1085,N348AA,AA
885,N537AS,AS
1071,N458WN,WN
4775,N463SW,OO
3851,N913WN,WN
793,N218FR,F9
262,N579JB,B6
1482,N41140,UA
687,N585AS,AS
6422,N912SW,OO
5155,N926EV,EV
2115,N351JB,B6
5443,N927EV,EV
1143,N392DA,DL
1826,N583UW,US
6159,N27190,EV
2111,N349NB,DL
6350,N716SK,OO
543,N477HA,HA
313,N488HA,HA
699,N806AW,US
72,N77510,UA
6008,N14993,EV
1221,N8609A,WN
451,N614NK,NK
612,N723SW,WN
72,N78524,UA
152,N492HA,HA
632,N177US,US
1676,N14230,UA
443,N631NK,NK
162,N634VA,VX
3585,N0EGMQ,MQ
2270,N585AA,AA
1683,N490WN,WN
2507,N968AT,DL
1636,N38473,UA
746,N434UA,UA
1507,N73278,UA
5672,N13964,EV
1027,N18220,UA
3190,N616MQ,MQ
381,N203JB,B6
790,N390DA,DL
2563,N903EV,EV
3315,N947WN,WN
250,N631NK,NK
1148,N77520,UA
827,N554WN,WN
6379,N122SY,OO
1761,N624AW,US
9,N791AA,AA
97,N3BEAA,AA
586,N669AW,US
5484,N973SW,OO
4386,N430WN,WN
1331,N336NB,DL
3638,N509MQ,MQ
2601,N206JB,B6
3286,N667MQ,MQ
167,N399AA,AA
6201,N712SK,OO
2941,N951WN,WN
346,N970DL,DL
3628,N648MQ,MQ
1082,N3AKAA,AA
1128,N203FR,F9
1055,N37281,UA
397,N3CPAA,AA
4339,N751SW,WN
5205,N127SY,OO
4747,N13965,EV
1354,N467AA,AA
539,N397SW,WN
3125,N627MQ,MQ
663,N212UA,UA
25,N3FKAA,AA
512,N482WN,WN
5664,N14916,EV
4816,N8624J,WN
818,N708SW,WN
2514,N892AT,DL
789,N487WN,WN
2943,N206WN,WN
1784,N947DL,DL
3705,N451WN,WN
333,N416WN,WN
2224,N763JB,B6
5460,N562SW,OO
3622,N398SW,WN
4747,N632SK,OO
367,N637VA,VX
207,N436UA,UA
2611,N995DL,DL
6240,N106SY,OO
1582,N902DE,DL
5621,N742SK,OO
259,N458UA,UA
198,N8620H,WN
480,N514AS,AS
132,N932FR,F9
411,N827JB,B6
6372,N782SK,OO
2074,N968DL,DL
1916,N679DA,DL
2507,N880AS,EV
2306,N4XWAA,AA
4525,N11192,EV
1160,N361NW,DL
3127,N260WN,WN
4606,N16963,EV
597,N656AW,US
232,N536JB,B6
5059,N716EV,EV
1933,N161UW,US
3538,N630MQ,MQ
405,N658JB,B6
2569,N6709,DL
2303,N481AA,AA
791,N464UA,UA
4464,N949WN,WN
6089,N11193,EV
648,N846UA,UA
2776,N637MQ,MQ
4338,N14174,EV
1182,N910DN,DL
3286,N653MQ,MQ
1700,N110UW,US
4153,N775SW,WN
376,N649SW,WN
555,N7736A,WN
3493,N224AG,OO
5173,N758SK,OO
3144,N8642E,WN
846,N323JB,B6
1370,N3FUAA,AA
2496,N220WN,WN
1375,N358NB,DL
1924,N128UW,US
325,N488HA,HA
6518,N938SW,OO
6420,N770SK,OO
4673,N16149,EV
1380,N228JB,B6
1296,N941DL,DL
677,N560UW,US
733,N502NK,NK
1327,N3747D,DL
338,N636JB,B6
586,N669AW,US
64,N765AS,AS
3001,N629MQ,MQ
2792,N5PBMQ,MQ
6320,N742SK,OO
1094,N3ETAA,AA
3496,N256WN,WN
2991,N825MQ,MQ
1440,N933DL,DL
1357,N405WN,WN
1177,N33714,UA
227,N553AA,AA
172,N345SA,WN
5069,N838AS,EV
4152,N14959,EV
2607,N335NW,DL
1226,N3730B,DL
559,N309AS,AS
1551,N3KPAA,AA
3020,N502MQ,MQ
730,N510JB,B6
242,N962WN,WN
4574,N12552,EV
662,N592AS,AS
5599,N741EV,EV
5449,N308SW,OO
493,N467UA,UA
1293,N3FCAA,AA
1128,N24715,UA
1371,N3BUAA,AA
4741,N641CA,OO
628,N257WN,WN
3385,N418WN,WN
2247,N962DL,DL
1158,N53442,UA
1708,N649SW,WN
6283,N105SY,OO
878,N524VA,VX
1577,N68805,UA
98,N950DN,DL
1357,N5FBAA,AA
1760,N38417,UA
1072,N340NW,DL
1252,N678DL,DL
1050,N932FR,F9
184,N7AWAA,AA
1569,N699DL,DL
635,N706SW,WN
1915,N137DL,DL
494,N541UW,US
5591,N860AS,EV
1224,N990AT,DL
4100,N523SW,WN
1651,N8632A,WN
1802,N401WN,WN
2513,N8325D,WN
432,N842UA,UA
850,N836AW,US
2531,N880AS,EV
1892,N556UW,US
3275,N676MQ,MQ
2140,N678DL,DL
4426,N441WN,WN
1632,N758SW,WN
892,N525NK,NK
4615,N548CA,OO
3198,N611MQ,MQ
7395,N463SW,OO
2061,N640SW,WN
108,N530AS,AS
1983,N989DL,DL
106,N764AS,AS
1980,N964DN,DL
1110,N3FMAA,AA
711,N789JB,B6
1094,N597JB,B6
2597,N904DL,DL
1990,N375SW,WN
4758,N11184,EV
2959,N646MQ,MQ
2999,N675MQ,MQ
5412,N611QX,EV
2206,N936DN,DL
4762,N487CA,OO
54,N529JB,B6
1109,N479AA,AA
822,N641JB,B6
1615,N318US,DL
5413,N963SW,OO
5808,N10575,EV
2105,N964DN,DL
2274,N457WN,WN
6271,N934SW,OO
400,N614AS,AS
2915,N909MQ,MQ
3431,N825MQ,MQ
244,N807UA,UA
5005,N873AS,EV
208,N608SW,WN
1451,N516JB,B6
159,N3FFAA,AA
1086,N27733,UA
843,N808UA,UA
2589,N687SW,WN
4654,N11164,EV
4016,N207WN,WN
1004,N3DSAA,AA
1984,N965DN,DL
5516,N560SW,OO
2957,N544MQ,MQ
437,N443WN,WN
5764,N835AS,EV
5667,N13964,EV
2631,N987DL,DL
3255,N0EGMQ,MQ
1044,N36280,UA
156,N8322X,WN
4793,N825SK,OO
418,N703TW,DL
7380,N460SW,OO
2009,N347NB,DL
905,N588JB,B6
214,N758SW,WN
1166,N254WN,WN
2086,N358NW,DL
2950,N648MQ,MQ
1284,N365NB,DL
4862,N24103,EV
2478,N4YFAA,AA
1794,N607AT,DL
1321,N924FR,F9
6245,N776SK,OO
323,N564AA,AA
5184,N371CA,EV
1648,N915AT,DL
2331,N482WN,WN
4312,N8320J,WN
50,N595NW,DL
1711,N519UW,US
2168,N136DL,DL
1485,N14231,UA
1547,N404WN,WN
1495,N5BRAA,AA
1201,N630JB,B6
363,N471UA,UA
1052,N3JBAA,AA
2381,N5FCAA,AA
858,N559AS,AS
1293,N533US,DL
1354,N481WN,WN
1270,N910DE,DL
437,N427UA,UA
1025,N309JB,B6
599,N216JB,B6
3623,N640MQ,MQ
1060,N3LMAA,AA
1759,N818DA,DL
5207,N861AS,EV
1069,N223FR,F9
4355,N947WN,WN
2091,N652AW,US
1503,N17719,UA
6538,N960SW,OO
1071,N373DA,DL
688,N522UA,UA
119,N736SA,WN
5541,N921EV,EV
787,N8326F,WN
2982,N604MQ,MQ
4,N381HA,HA
4670,N161PQ,OO
1826,N535UW,US
3295,N814MQ,MQ
5174,N607LR,EV
706,N508JB,B6
4187,N14143,EV
1745,N802AW,US
179,N373SW,WN
416,N836AW,US
3054,N414WN,WN
1784,N167US,US
4319,N16170,EV
3945,N604SW,WN
1618,N245WN,WN
3174,N505MQ,MQ
450,N625NK,NK
190,N437WN,WN
1958,N915AT,DL
5791,N13978,EV
4703,N824SK,OO
5642,N932EV,OO
1544,N942DN,DL
1237,N340LV,WN
12,N385HA,HA
5361,N927SW,OO
387,N565AA,AA
4558,N382SW,WN
6606,N897SK,OO
1686,N953DN,DL
5324,N740EV,EV
1522,N531JB,B6
846,N179JB,B6
4911,N439WN,WN
2403,N359NW,DL
503,N821DN,DL
3686,N537MQ,MQ
1880,N814DN,DL
576,N454UA,UA
159,N439WN,WN
749,N507AY,US
2258,N513AA,AA
1202,N471AA,AA
742,N954FR,F9
3115,N539MQ,MQ
4516,N633SK,OO
4740,N15912,EV
543,N298WN,WN
2305,N499AA,AA
661,N67171,DL
712,N211FR,F9
1085,N988DL,DL
1178,N780SW,WN
5324,N604QX,EV
550,N820UA,UA
3814,N346SW,WN
1434,N519US,DL
1453,N571AA,AA
1343,N223FR,F9
404,N8618N,WN
1335,N485AA,AA
3183,N611MQ,MQ
1164,N73251,UA
861,N659JB,B6
3614,N690MQ,MQ
580,N118US,US
626,N201FR,F9
746,N630JB,B6
1918,N612DL,DL
3453,N218AG,OO
3489,N820MQ,MQ
1527,N66803,UA
2326,N719SW,WN
148,N8638A,WN
326,N812UA,UA
2058,N521UW,US
3045,N620MQ,MQ
4510,N416SW,OO
6437,N114SY,OO
17,N850AA,AA
2429,N426WN,WN
55,N931DL,DL
2044,N953AT,DL
2253,N488AA,AA
34,N660SW,WN
3572,N615MQ,MQ
1200,N612SW,WN
1194,N37293,UA
5243,N786SK,OO
703,N517JB,B6
4152,N11106,EV
396,N215UA,UA
4391,N259WN,WN
2679,N193JB,B6
43,N3ERAA,AA
1773,N965UW,US
642,N476WN,WN
1779,N665JB,B6
1931,N8633A,WN
4631,N7746C,WN
1038,N298WN,WN
2495,N556AA,AA
2296,N4XMAA,AA
677,N402UA,UA
2064,N8626B,WN
1029,N3DMAA,AA
1347,N581AA,AA
1959,N748SW,WN
1659,N919DE,DL
698,N590JB,B6
1826,N171US,US
2472,N907DL,DL
6275,N762SK,OO
1680,N674DL,DL
1772,N567UW,US
562,N660AW,US
6287,N929EV,OO
2290,N4YJAA,AA
1483,N3FYAA,AA
608,N436WN,WN
4099,N380SW,WN
4732,N8923A,OO
3450,N277WN,WN
5932,N19554,EV
328,N521JB,B6
6076,N31131,EV
5571,N976SW,OO
1262,N26210,UA
1618,N3KAAA,AA
1321,N213FR,F9
3219,N6EAMQ,MQ
44,N484WN,WN
1435,N827JB,B6
30,N899AT,DL
2163,N964DN,DL
4200,N7744A,WN
449,N763US,US
318,N823UA,UA
1559,N69824,UA
1114,N371NW,DL
692,N490UA,UA
5071,N750EV,EV
1830,N535UW,US
4968,N713SK,OO
5148,N882AS,EV
2333,N3AJAA,AA
