FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
5297,727,633,ORD,MKE
1577,1406,820,MSY,LAX
415,1958,1615,SFO,JFK
2099,731,600,ATL,SDF
1931,1540,815,BWI,LAS
1059,1210,1030,MDW,LIT
3051,859,700,ORD,HPN
4528,1105,1005,DSM,DTW
2238,1500,1320,DCA,ATL
1836,1020,745,PHX,ATL
1757,1955,1250,ATL,SNA
1855,1853,1515,MIA,LGA
2134,1332,1105,PHX,MSP
2841,848,700,DSM,DFW
1553,1402,715,ATL,LAS
1843,1712,1558,ATL,CLT
2965,840,700,STL,RSW
19,1205,1100,HOU,DAL
4476,1518,1330,BOS,CLE
720,2157,1650,DCA,DEN
1860,1825,1750,MSY,TPA
5737,1835,1712,PVD,IAD
1491,1847,1514,DEN,SFO
3162,1850,1700,MSP,ATL
477,1843,1515,PHX,PDX
103,1515,1425,AUS,DAL
342,858,808,ITO,HNL
233,1825,1730,LAS,ONT
174,2220,2045,MCI,MDW
6474,1754,1703,DEN,OKC
6040,1148,930,DTW,ORD
2290,2345,2015,PIT,DFW
314,1345,1211,DFW,ATL
5732,2315,2157,BDL,IAD
172,1900,1030,JFK,LAX
3255,916,730,IAH,TUL
382,1059,945,ORD,RIC
893,1530,1215,DEN,LAX
5251,1709,1531,SGF,ORD
3465,958,815,RDU,JFK
1538,1202,829,SFO,EWR
220,955,820,MSY,BNA
16,1517,655,JFK,SFO
813,2351,2150,PHL,ATL
687,930,620,MCO,PVD
3929,909,630,JAX,EWR
3590,1050,920,SFO,SAN
5536,2019,1725,ATL,PIA
5475,1650,1500,DEN,MKE
205,1718,1557,SFO,LAX
588,1725,1550,MSY,BNA
2130,2224,2100,BOS,DCA
513,1505,1220,SEA,SNA
6020,711,605,DEN,ISN
2533,1120,850,PHX,ATL
2238,1500,1320,DCA,ATL
5004,2036,1940,MBS,DTW
1498,952,700,LGA,FLL
341,1018,927,HNL,ITO
4804,1720,1332,PHX,SEA
1208,1613,1330,SLC,PDX
2002,1620,1419,BOS,CLT
1261,1932,1759,IND,ATL
912,1500,1355,DAL,MAF
4691,2228,1952,LAN,MSP
152,1320,1305,LAS,AMA
1789,1853,1745,JAX,ATL
2121,1701,1452,ATL,DTW
1247,2115,1945,BWI,IND
1982,822,625,CLT,FLL
5946,756,550,ORD,BHM
5494,1053,955,MLI,ATL
1433,1430,1140,ATL,LGA
1644,1532,1231,JFK,FLL
1088,1040,600,DFW,LAS
1714,1725,1310,LGA,DAL
285,1820,1645,DEN,ATL
6052,1625,1559,ORD,LEX
487,1010,750,SAN,CLT
5592,712,600,DEN,CPR
1545,711,620,IAH,AUS
1466,2222,1915,TPA,EWR
1821,1539,1255,CLT,MSY
1767,1420,1205,ATL,FNT
376,1300,1133,DFW,IND
858,1026,800,CLT,ALB
1648,1405,1310,ONT,LAS
651,2355,2125,BWI,FLL
344,1915,1730,DEN,PHX
5467,658,530,SFO,ONT
124,1616,800,JFK,LAX
3506,950,750,BWI,GRR
1163,1115,1049,JAN,ATL
215,1103,804,MSP,DEN
1121,725,535,ATL,PBI
1027,2255,2110,SJC,DEN
3212,1335,1248,ORD,TYS
2395,900,645,DFW,BHM
1599,1245,1100,PIT,ATL
1267,1955,1755,DTW,ATL
1864,1212,625,MSP,SAN
890,2359,2215,DFW,CLT
4828,910,705,SEA,PHX
4724,1610,1025,TPA,PHX
562,721,613,LAS,LAX
311,1317,1120,ORD,BOS
254,2345,1610,ALB,LAS
373,1310,1110,SEA,OAK
3385,2310,2045,BDL,ATL
4036,705,540,LAX,SMF
2909,2017,1838,DFW,JAN
1193,32,2240,PDX,SFO
3870,1125,1005,SAN,SJC
1802,1515,1245,CLT,BOS
4615,2130,1817,EWR,BNA
1751,1435,1053,MCO,ORD
2181,1418,1300,DCA,LGA
689,1955,1615,MDW,ABQ
1126,910,640,MCO,BHM
1270,1650,1437,ATL,PNS
3003,2023,1925,ORD,MSN
1933,902,730,ORD,PHL
1598,2242,1930,MIA,EWR
784,1013,830,MSP,ATL
2002,1332,1055,CLT,MEM
862,1555,1340,MCO,CMH
4273,1754,1615,MCI,ORD
5424,1947,1730,HYS,DEN
4393,1720,1440,SEA,LAS
5052,1919,1800,OAJ,ATL
559,1425,1140,BUF,TPA
908,1620,1450,LAS,SFO
124,2015,1810,DAL,BNA
1094,706,600,DEN,DFW
1011,1135,1000,LAS,SFO
676,2020,1855,SMF,PDX
275,1901,1408,SJU,BDL
1568,1225,1122,DFW,OKC
2372,1515,1251,DFW,MIA
477,1845,1550,PHX,SFO
4441,1255,1100,CLE,LGA
255,1330,1000,LAX,JFK
269,1704,1520,SNA,IAH
4589,1223,1117,LGB,SLC
1110,1633,1320,PHL,ORD
135,2246,1859,PHX,JFK
750,720,600,JFK,BOS
3217,1450,1325,JFK,ORF
336,1550,1320,TUL,DEN
451,1426,1100,MCO,BOS
1266,1015,700,FLL,BDL
2350,1642,1530,ATL,CAE
4762,907,620,SLC,PSP
520,1009,750,BUR,SEA
1003,1122,847,MCO,CLE
5466,652,600,LAX,CLD
901,1035,722,FLL,JFK
4101,1149,1015,MEM,IAH
1695,616,2212,EWR,SEA
5631,1930,1816,BUR,SFO
1988,2158,1935,SFO,DTW
437,1514,1340,PHX,SLC
1971,1710,1650,LAX,PHX
1103,907,600,DFW,LGA
748,1727,1140,STL,SEA
1732,1830,1005,EWR,SFO
1577,2215,1950,LAX,MSY
2036,1504,1355,CLT,ATL
3494,1250,1140,ORD,SYR
7378,2309,2150,BTM,SLC
5498,1605,1445,ATL,MYR
61,2235,2130,HOU,DAL
939,1150,1021,DEN,IAH
1346,1352,1215,CAK,ATL
4475,740,600,SLC,PHX
2127,1255,1100,FLL,ATL
2091,926,730,DFW,CLT
3031,1238,959,ATL,LGA
1479,1518,1240,FLL,DCA
4999,1244,1230,MOB,ATL
110,1030,822,LAX,ATL
1217,1210,927,TPA,ILG
5336,1421,1301,ONT,SFO
413,1050,935,ATL,CLT
4981,936,905,EVV,DTW
1415,1550,1330,DFW,PIT
2322,1453,1005,MIA,MSP
42,1810,1501,JFK,SJU
3414,1425,1310,DFW,AMA
152,1320,1305,LAS,AMA
986,1452,1113,STT,MIA
1011,1800,1525,OKC,DEN
945,2215,1935,BWI,BNA
2027,2356,1950,MSP,PHX
4462,927,820,GSO,IAD
741,1121,741,SRQ,BOS
2499,940,720,SLC,ATL
1958,824,700,SLC,JAC
4374,1515,1245,DAL,DCA
610,855,615,ATL,STL
5242,2336,2000,PIT,IAH
37,1635,1530,HOU,DAL
913,1615,1440,SFO,LAS
194,1445,1150,ATL,DFW
3405,2331,2215,DSM,ORD
346,1418,1145,ATL,EWR
1020,2145,1925,OMA,DEN
4028,1925,1810,MDW,DSM
888,1235,1125,MAF,DAL
2158,925,725,DTW,ATL
5203,2040,1829,DTW,EWR
167,2034,1701,OAK,JFK
605,900,600,FLL,EWR
1852,1445,1315,MDW,EWR
165,1641,1342,ATL,DFW
4193,1658,1445,MSP,EWR
2697,2116,1948,GJT,PHX
3760,1145,1025,HOU,MAF
1316,1247,755,DFW,SNA
448,800,630,DEN,IDA
402,1925,1745,OAK,DEN
5556,919,725,MSP,IAD
2999,1434,1225,CVG,ORD
1316,1158,945,LGA,ATL
2125,1938,1800,DCA,BOS
2013,2335,1735,BUF,PHX
2027,1846,1635,PHX,LAS
6484,1054,938,SFO,RNO
4406,2045,1805,SLC,LAX
2557,1230,1055,BRO,DFW
5029,824,615,ATL,MOB
5060,2221,1925,IAH,MSP
4179,805,620,IAH,GSP
2614,1148,810,AUS,JFK
4802,2017,1815,SJC,SEA
491,1640,1359,MSY,JFK
3868,1835,1735,SNA,LAS
1481,836,600,ATL,LIT
465,1530,1505,BUR,PHX
496,1135,850,PHX,SMF
687,1925,1725,CLT,EWR
1676,1643,825,EWR,SNA
877,2050,1850,DTW,ATL
1613,1557,1419,ATL,IND
1066,1002,952,BNA,ATL
2353,2255,2030,DFW,ORD
4389,738,540,ORD,MEM
4345,1809,1708,IAH,CRP
251,920,820,DAL,AUS
2639,1124,917,DTW,MKE
2001,1255,1000,ATL,LGA
122,524,50,PDX,ANC
5189,1855,1727,MSP,MDW
4522,1415,1235,SLC,FCA
2589,1848,1548,JFK,FLL
523,1841,1750,RNO,PHX
323,1248,820,SJU,ATL
5404,1504,1338,ORD,STC
5196,1619,1505,DSM,ATL
3780,1705,1605,DAL,SAT
2592,2349,1815,MSY,LAX
5171,1527,1236,ATL,MLI
448,1348,1020,RSW,DFW
1326,1025,700,ATL,OMA
404,1307,1015,LAS,JFK
662,940,800,SFO,SAN
4871,1531,1514,MOB,ATL
5228,1041,923,IAH,ATL
720,859,709,ATL,RSW
1817,2011,1815,RSW,CLT
4739,1235,950,FLL,MSY
774,2102,1800,PHL,SJU
4289,1801,1442,IAH,COS
5273,1318,1141,PHF,ATL
3261,847,750,ORD,GSP
6430,1913,1424,SAT,LAX
1011,930,805,SFO,SNA
315,2000,1715,LAX,MCO
1521,1617,1425,ATL,DAY
776,1208,915,PHX,SFO
6128,1634,1535,AEX,IAH
4132,1525,1410,BWI,BUF
899,1845,1640,LAS,MDW
3487,1515,1420,MDW,ATL
1567,437,2230,ORD,SAN
2674,820,705,OAK,LAX
1167,1824,1700,ORD,RDU
6082,705,600,ORD,ATW
4143,1512,1447,MKE,CLE
4972,1615,1440,PHX,SLC
1999,1507,1355,CLT,ATL
4567,1045,925,SAN,SJC
134,2048,1840,MCO,SJU
490,1835,1730,LAS,LAX
1630,15,2040,FLL,DFW
2957,1250,1020,MCO,PIT
4327,1815,1600,MCO,CMH
2439,1912,1740,ATL,DAB
2634,1035,932,ORD,MKE
6517,910,830,LAX,TUS
5429,735,600,ORD,PAH
101,2040,1830,HOU,RDU
888,2040,1900,MSP,ATL
1695,1725,1610,SJC,SNA
214,1912,1839,HNL,LIH
5398,840,753,SMF,SFO
193,820,700,LAS,IAH
1621,1600,1133,EWR,IAH
578,1031,730,PHL,ORD
4209,1905,1735,BWI,FNT
1655,1428,1220,LAX,ATL
4338,1640,1431,IAH,CMH
4128,841,720,MOB,IAH
2049,1033,915,PHL,PIT
278,1646,1048,ORD,SEA
3638,1403,1243,ORD,COU
1294,1557,1400,IAH,MIA
1259,2209,2043,OKC,ATL
303,1515,1145,DEN,SJC
152,1320,1305,LAS,AMA
592,1820,1700,PSP,SFO
966,928,630,BOS,RSW
2789,1910,1700,DFW,CID
472,1647,1420,LAX,SEA
1907,744,630,DTW,GRR
2193,1304,1115,SEA,MSP
1268,2119,1820,PHL,ORD
3107,2253,2100,GRR,ORD
4383,2006,1741,IAH,DTW
858,2050,1855,SJC,AUS
676,1225,700,MCO,DEN
5354,1610,1555,ORD,MBS
1493,1334,1135,DFW,CLT
222,929,720,SFO,SEA
4213,805,555,ATL,DTW
36,1235,1000,TPA,BWI
7372,2301,2150,BJI,MSP
2602,1705,1540,CMH,BWI
786,807,600,LGA,ATL
1353,1123,1100,PNS,ATL
333,1700,1522,DFW,MFE
5581,829,625,LAX,MSP
288,825,700,BNA,MDW
5912,1926,1745,DIK,DEN
2341,945,815,OAK,ABQ
219,2002,1840,SFO,LAX
2486,1130,939,MDT,ATL
4040,1730,1445,RSW,PIT
49,2041,1935,SAN,DFW
1494,1050,944,DFW,AUS
476,2252,2020,PVD,MCO
1055,1940,1840,MDW,ATL
2614,2123,1820,LGA,MIA
438,1815,1555,PHX,LAX
469,1155,1045,LAX,LAS
1146,2253,2045,RIC,FLL
1555,1935,1725,BWI,MCO
433,1104,832,PBI,DCA
3002,2120,1940,BWI,MHT
1530,1105,902,ORD,MCO
1703,1348,1020,SFO,PHL
4461,930,805,IAH,MAF
5162,931,820,FAY,ATL
124,1235,1135,BNA,BWI
498,850,720,OAK,SAN
1012,916,600,BOS,ORD
379,1517,1325,SFO,DFW
5265,1233,1126,IAH,DFW
514,1845,1515,PHX,PDX
1189,2233,2055,DCA,BOS
170,1350,1235,LAS,LAX
3202,1804,1530,IND,JFK
1954,1000,845,SNA,SJC
1990,920,730,PVD,CLT
3263,1128,1055,ACT,DFW
133,2007,1630,LAX,JFK
1070,1941,1920,MOB,ATL
1207,2043,1830,BZN,ATL
1658,1250,710,ATL,SLC
3533,1341,1140,DTW,LGA
4165,1925,1625,CHS,MDW
768,1335,1125,BWI,MCO
302,2235,2105,SAN,IAH
32,1635,835,PHL,SEA
5934,1851,1747,ORD,SCE
4220,1802,1646,IAH,BRO
4997,2233,2140,AZO,DTW
4572,1703,1459,GSP,EWR
33,1500,1115,OGG,LAX
606,1105,745,BWI,MCI
2575,1510,1350,RNO,LAS
1766,1335,1225,OAK,ONT
1618,1650,1412,EWR,TPA
615,1322,945,SFO,JFK
1029,1721,1600,DCA,JFK
871,1620,1010,MCO,PHX
3257,933,816,LGA,IAD
1863,822,655,PHL,RDU
201,1041,700,LAX,BOS
795,1157,830,AUS,JFK
374,1840,1740,MSY,HOU
4421,1525,1315,FNT,ORD
38,2200,2100,SFO,PHX
223,2038,2001,LIH,HNL
374,1705,1600,HOU,HRL
773,1225,951,PDX,ATL
4146,2230,2035,PDX,DEN
3298,1441,1255,ORD,XNA
1768,723,615,ATL,CAE
298,520,2204,LAX,HNL
665,1258,915,RSW,BOS
2253,1305,1100,ATL,DTW
2070,2352,2220,CLE,CLT
2639,1120,912,DTW,MKE
2284,2250,2010,DCA,ORD
1690,1406,1300,IAH,DFW
3939,1505,1418,IAH,LCH
777,1020,940,MSY,TPA
3401,1715,1615,DFW,SHV
449,2321,2109,BOI,PHX
4828,910,705,SEA,PHX
329,1855,1745,LAX,LAS
954,2245,2125,SJC,LAS
4981,1251,1025,DTW,EVV
4587,1419,1314,MSP,FSD
4403,1905,1640,ATL,MSY
1636,658,2245,EWR,LAX
36,1600,1500,DAL,HOU
721,919,715,DEN,DCA
2298,2240,2030,SJC,AUS
1416,1123,941,ATL,CMH
2625,1241,1050,HDN,ATL
2363,659,600,DFW,OKC
4765,1602,1505,BUR,SLC
5745,2310,2152,BDL,IAD
1686,1040,815,TPA,IAD
384,2318,2125,SFO,PDX
1279,1800,1426,IAH,EGE
221,1900,1700,SFO,AUS
321,850,745,DEN,DFW
1463,1109,705,FLL,ORD
4534,1940,1702,MKE,IAH
5397,1350,1257,LAR,DEN
583,1120,900,DTW,LGA
4534,1304,1154,MSP,ATW
463,2352,2110,SEA,LAX
2353,1425,900,MKE,LAS
1926,1922,1805,MCI,ATL
386,1745,1430,JAX,DFW
4480,1834,1712,MSP,BIS
294,1708,1623,OGG,LIH
1673,905,705,ATL,RIC
1197,1221,825,OGG,LAX
1165,1245,1135,LAS,SAN
958,2255,2000,DAL,DEN
878,1700,1200,DAL,LAX
4324,1019,845,MAF,IAH
342,1920,1800,SJC,SAN
700,855,750,ORD,ROC
1445,1930,1815,HOU,MSY
200,1815,715,HNL,GUM
1972,2200,2025,STL,MCO
847,1249,1107,DEN,ORD
2035,2340,2225,JAX,CLT
2548,950,830,BTR,DFW
6072,1255,1200,MLI,ORD
2206,1907,1635,DCA,MIA
2342,1535,1415,ATL,JAX
622,955,822,SLC,DEN
247,1942,1859,HNL,KOA
3612,2243,2140,XNA,DFW
2801,1618,1420,TVC,ORD
1789,1950,1810,BNA,EWR
2699,1005,855,STL,BNA
1969,2114,1742,FLL,BOS
185,720,555,JFK,ROC
1058,1525,1355,MCO,ATL
45,1335,1210,DEN,SLC
363,2040,1840,SEA,SJC
5166,1030,835,DEN,ELP
1820,2059,1510,CLT,PHX
2230,2340,2200,DTW,BWI
7364,1614,1505,SLC,CNY
1676,1650,1558,MSP,IND
1263,1815,1600,PHX,SNA
4498,1651,1525,BIL,SLC
1909,659,530,PHL,BOS
1433,2115,1900,SFO,IAH
3099,953,915,ACT,DFW
149,810,620,HOU,FLL
1787,2102,1815,PDX,CLT
306,1359,1155,SFO,SEA
775,2115,1815,SEA,TPA
5257,1410,1241,SFO,JAC
329,1305,906,RSW,ORD
5924,1729,1457,TYS,ORD
1232,1241,945,ATL,SJU
3370,1009,848,DCA,JFK
4142,1240,1121,ORD,SAV
1364,1225,1135,HOU,AUS
1437,1315,930,BWI,OKC
219,1000,800,SFO,AUS
4753,1257,1010,SLC,ONT
2187,1159,1030,TPA,ATL
3186,2130,1949,DFW,CVG
3536,2000,1821,LGA,RDU
482,1203,815,PHX,JFK
3263,1239,1155,DFW,ACT
2730,2015,1705,MCO,BDL
378,745,600,MDW,MEM
240,1901,1828,HNL,LIH
790,1022,800,SLC,LAS
692,1012,730,PHX,CLT
19,2029,1658,SAN,BOS
1280,1730,1505,PHL,TPA
782,934,645,DEN,LAS
1798,855,640,HOU,MCI
2413,1935,1715,MDW,FLL
116,1750,1455,HOU,ABQ
1528,1650,1213,DFW,LAS
527,1335,1110,MDW,HOU
480,2320,2140,BHM,MDW
112,1617,1030,MIA,DEN
1798,2147,2010,PHL,CLT
1334,1634,1500,ATL,MCO
4831,1641,1344,IAH,MSP
412,1239,955,PHX,SMF
4783,2143,2009,HLN,SLC
736,2221,2115,SFO,PHX
1964,910,655,LAS,MKE
892,2317,2045,DTW,MCO
347,1947,1830,LGB,OAK
372,1600,1325,DAL,ABQ
2144,1350,1225,MCO,ATL
484,2341,1950,STL,PHX
2269,1610,1430,ATL,MCO
6074,1839,1721,ROC,IAD
1028,935,600,ORD,DEN
1176,1904,1700,SFO,AUS
5055,2037,1910,CHO,ATL
1668,1055,720,SFO,EWR
1924,2345,2155,BWI,ATL
1521,1617,1425,ATL,DAY
4431,1518,1308,EWR,SAV
4826,1252,1219,LAX,PHX
791,1655,1500,OAK,DAL
2290,2000,1825,MDW,EWR
881,1335,1207,AUS,ATL
2061,730,650,MCI,IND
784,2258,2012,DEN,LAS
454,1935,1705,MCI,DEN
779,1850,1032,JFK,LAX
3146,1845,1640,LAS,MSY
1740,658,2239,PHL,SFO
5927,2040,1946,DEN,TUL
1211,2113,2008,LAX,SLC
2943,1310,1040,MCI,FLL
2426,1925,1815,LAS,SAN
3849,1515,1400,HOU,MSY
1558,1030,804,LAX,TPA
2612,815,750,MKE,DTW
144,1250,1122,DFW,ATL
211,1905,1620,SFO,ORD
410,1325,1200,SNA,DEN
2187,1315,1135,MDW,LGA
4652,805,615,IAH,XNA
1341,2349,2130,DFW,MIA
372,1438,1305,MFE,DFW
2989,1245,1139,DFW,LBB
1724,635,519,PHL,RDU
2515,1130,1032,DFW,SJT
861,1135,820,FLL,BNA
1586,1033,800,BUF,MCO
1152,1200,1015,DAL,STL
152,1409,1332,ITO,OGG
2276,1025,920,OAK,PHX
2957,720,600,DFW,AMA
1593,1808,1450,CLT,DFW
629,1211,1030,CLT,MCO
4661,1642,1555,LAN,DTW
1032,1550,1115,BOS,HOU
929,728,2355,ATL,SEA
5209,1720,1325,ORD,ASE
4204,1640,1010,IND,LAS
7438,1418,1215,SLC,EKO
568,1215,950,LAX,PDX
635,738,623,LAX,LAS
705,2025,1832,DEN,MSY
1616,1729,1604,BOS,BUF
1002,1453,1323,DEN,BIL
146,1900,1731,DFW,ATL
4943,1650,1442,MSP,EWR
2253,945,659,DFW,MSP
147,2200,2050,BDL,BWI
5422,2355,2235,ONT,SFO
2266,1917,1530,MIA,DFW
1107,1641,1415,DEN,EWR
599,1937,1805,DCA,BDL
1443,1418,1120,ATL,IAH
339,1225,908,MCO,IAH
5352,1059,939,OAJ,ATL
262,1324,1015,DEN,SNA
2231,850,600,HOU,MDW
1487,1055,850,DFW,OMA
2652,2130,1945,SLC,PHX
3049,2205,2105,LAS,BUR
291,2118,1820,PHX,SFO
846,1721,1600,IAH,ATL
2320,1223,910,MCO,JFK
2343,2300,2055,ORD,DFW
610,29,2015,IND,DEN
1377,1133,1040,ABQ,DFW
687,2130,1950,BNA,HOU
1608,1249,950,IAH,ORD
919,1835,1705,SFO,LAS
833,2346,2000,SFO,BOS
1281,1400,1029,PHX,EWR
1895,1506,1245,ATL,PHL
2933,2120,2015,EVV,ORD
4125,2235,2050,DAL,STL
1860,1655,1500,MIA,ATL
556,1013,650,PHX,BWI
5585,1645,1551,DEN,ASE
1420,1910,1133,DTW,SFO
112,1813,1603,DEN,BWI
3404,1023,940,TYR,DFW
321,854,650,SEA,SJC
4640,954,700,SLC,LGB
883,1041,700,LIH,OAK
415,949,605,SFO,JFK
2342,1347,1230,MTJ,DFW
1680,2139,1410,ATL,SFO
2322,1453,1005,MIA,MSP
1972,1236,810,JFK,AUS
1553,2013,1644,SJU,FLL
168,947,755,SFO,DFW
2565,1301,1041,SLC,LAS
1379,1925,1825,TUL,DFW
1916,2103,1855,CLT,SYR
177,2205,1935,BOI,OAK
5314,1212,1116,LAX,SBA
5745,1852,1745,IAD,PIT
1715,1949,1700,MSY,LGA
65,2306,1955,ABQ,JFK
1264,2240,2135,MCO,MIA
798,1109,919,GRR,ATL
2512,750,615,DFW,BRO
4126,1116,1015,BTR,IAH
544,1850,1640,LGA,ATL
527,2146,1635,IAH,LAX
2,2157,1410,DCA,SEA
69,2213,1840,SFO,MIA
720,1641,1535,LAS,LAX
2432,825,640,ATL,CHO
5486,1358,1027,RDU,IAH
4170,2256,1940,EWR,MKE
1426,1647,1358,IAH,ORD
1860,1951,1745,ATL,MIA
447,720,600,LGB,OAK
345,1332,915,LGA,IAH
1309,1505,1200,DFW,TUS
6412,1752,1550,SFO,SAT
2679,2031,1859,EWR,BOS
4458,1458,1402,GRR,DTW
400,1447,1300,SFO,PDX
4397,1625,1300,HOU,PHX
258,1254,1210,KOA,HNL
407,1351,1120,PHX,MSP
424,2034,1755,LAX,SEA
1066,1845,1720,LAS,HOU
1764,1044,730,MSP,DEN
736,2105,1317,IAD,SAN
285,2105,1645,LGA,IAH
4512,1640,1334,HPN,ORD
2002,1330,1055,CLT,MEM
1564,1410,1250,RDU,ATL
1431,1023,700,LAX,EWR
526,2009,1424,IAH,SFO
1,1605,810,DCA,SFO
1855,1853,1515,MIA,LGA
1509,1855,1619,MSP,MCO
3122,2245,2120,MSP,MDW
1691,1028,853,IAH,MCO
1413,1940,1900,LIT,ATL
759,1835,1715,DEN,SLC
1118,2135,1953,JFK,CLT
601,1255,1020,MCI,DEN
3165,2011,1800,MQT,ORD
1630,2248,2104,SAT,ATL
647,1935,1455,SAT,LAX
4979,1427,1205,OKC,ORD
925,1940,1835,BUR,OAK
1672,1602,1105,AUS,LAX
5973,1158,955,TUL,ORD
3688,1315,1104,DFW,MGM
1046,932,715,MDT,MCO
2680,2206,2100,BOS,EWR
1643,1835,1630,DTW,EWR
298,1245,1017,LGA,MCO
1981,2109,2010,GRR,DTW
282,1910,1905,SAN,PHX
106,1750,1425,HOU,PHX
5165,1632,1526,MSN,MSP
4529,1143,1035,SBN,DTW
4607,1426,1318,FAR,MSP
794,1440,1040,ABQ,SEA
66,1750,1702,YAK,CDV
668,848,610,PHL,RSW
2401,1417,1252,JFK,BUF
557,1659,1410,DFW,PHL
5130,1824,1614,HPN,ATL
1231,1407,628,LAX,HNL
4874,1120,958,ATL,LEX
335,1720,1405,DEN,SMF
465,1340,955,PHX,JFK
4984,2259,1951,LIT,DEN
477,1747,1459,JAX,JFK
3256,1143,955,FAR,ORD
1322,906,715,DTW,PHL
4211,1805,1645,LAX,SFO
4325,1440,1249,EWR,CLT
4465,1752,1235,ATL,ASE
1106,1411,825,MSP,SFO
2518,2031,1915,BTR,DFW
4614,1741,1601,BHM,IAH
5629,741,605,SFO,PSP
2281,1155,1050,MKE,ATL
223,2112,1721,RSW,ORD
1400,922,600,IAH,DEN
1773,1420,1130,IAH,PHL
4399,930,805,IAH,MAF
1093,35,2220,SEA,DFW
1281,2106,1910,MIA,ATL
2217,1520,1345,LAS,ATL
458,2044,1855,BZN,DEN
5302,1754,1654,TRI,ATL
2079,1252,1145,LGB,LAS
1724,1733,1515,BDL,ATL
1507,1422,1205,SLC,ATL
2260,1850,1624,SFO,ATL
734,2318,1955,DTW,DFW
2070,2125,1915,CLT,BDL
1379,1311,1030,FLL,DCA
1154,1631,1542,BNA,DTW
2297,1453,1345,JAX,ATL
124,1720,1640,BNA,CLE
1198,1832,1702,RIC,ATL
706,2008,1805,LAX,DTW
1887,1445,1155,FLL,PHL
1802,1320,1140,DCA,ATL
1469,1711,1528,LAX,IAH
5474,1648,1603,ATL,CSG
5767,2049,1942,IAD,PIT
5628,732,625,SFO,RNO
2017,2030,1913,JFK,BOS
4228,1638,1535,BTR,IAH
268,1213,1055,IAH,MSY
34,750,2320,JFK,SFO
4568,1210,1058,IAH,LRD
3058,1423,1135,BWI,ORD
1492,1850,1630,CLE,ORD
1602,1426,1130,SEA,IAH
4119,2226,2107,RIC,EWR
783,1947,1855,LAS,DEN
4733,1955,1745,SEA,SJC
113,1535,1335,OAK,SEA
1251,2252,2125,MCI,DFW
3291,2239,2130,MAF,DFW
42,1100,935,STL,BWI
1343,1235,1036,DFW,CLT
1947,2037,1755,FLL,DCA
2322,2355,2105,EWR,MIA
5328,2044,1720,MKE,DEN
3625,1135,1000,PDX,SMF
1614,949,710,ATL,LIT
463,1853,1559,CLT,ORD
724,557,2358,ORD,SFO
1451,2005,1705,LGA,MDW
239,1940,1730,SEA,SFO
2263,1724,1520,SEA,DTW
361,1249,901,LIH,SFO
1199,1552,1505,STL,ATL
5686,1821,1719,PIT,IAD
1195,1705,1345,AUS,JFK
3266,2110,2023,DEN,OKC
947,1700,1600,LAS,DAL
3077,1325,1155,GEG,DEN
1622,1922,1725,BOS,DTW
1026,1509,740,IAD,LAS
1256,1000,600,MIA,ORD
2940,1307,945,CHS,DFW
3476,833,650,MIA,CHS
894,1148,830,DEN,SAN
4671,1314,1146,SLC,DEN
4992,1400,1248,ATL,BQK
4877,1615,1510,SAN,LAS
822,635,2305,PDX,OGG
6407,1629,1043,MSP,SFO
1007,1957,1730,LGB,SEA
4511,2215,1940,IND,RSW
2039,1914,1710,ATL,DCA
403,1645,1350,STL,DEN
794,700,600,DAL,AUS
771,1432,940,SJU,PHL
2516,1350,1235,CRP,DFW
144,1215,840,DEN,SEA
2513,1545,1440,MLU,DFW
1193,945,810,ATL,GSO
1915,1918,1740,BUF,BOS
732,1025,800,PHL,MCO
1140,1640,1230,LGA,DFW
5737,1559,1432,IAD,CAE
609,2225,2035,MKE,TPA
2004,1948,1620,PHL,MSP
4754,2046,1940,SBN,DTW
5783,838,740,LFT,IAH
651,1545,1330,PIT,MDW
1125,1333,1125,FLL,RDU
783,1927,1835,LAS,DEN
1783,2225,2020,BOS,CLT
5511,1717,1703,ORD,DTW
2222,638,530,ATL,TLH
2413,929,800,LAX,DFW
396,1304,1225,OGG,HNL
1216,1922,1645,ATL,EWR
3273,1358,1229,CHO,LGA
3120,1045,855,SEA,SMF
5684,1820,1736,CLL,IAH
2380,2059,1528,STL,LAX
5191,2317,1830,OKC,LAX
5398,840,753,SMF,SFO
1080,959,715,ATL,STL
1711,2326,2159,DFW,ATL
1728,1046,800,MCO,PHL
408,42,1925,DFW,OAK
4129,2035,1735,BWI,MEM
1274,1210,1029,JFK,CHS
1923,1652,1329,MIA,LGA
258,1605,1340,TPA,CAK
982,925,635,ATL,BDL
5176,1351,1240,LAX,ASE
3675,1910,1330,MDW,RNO
700,2256,1515,FLL,LAX
4626,1220,915,IAH,MSP
502,114,1646,JFK,SFO
4498,1654,1525,BIL,SLC
333,336,2355,SJU,MCO
3607,920,750,MDW,EWR
1377,1454,1215,DFW,ABQ
1988,1352,1150,ALB,CLT
4975,950,855,GSP,ATL
3115,753,600,ORD,MEM
4992,1219,1108,BQK,ATL
4604,2353,2007,AUS,SLC
3190,1805,1640,BWI,BDL
1660,2225,1945,SLC,OAK
5087,1400,1133,ATL,MLU
1245,1041,655,MSP,MSO
1078,1320,1200,STL,DCA
