FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
1519,1207,850,PBI,DTW
2783,1735,1505,RSW,IND
2583,1141,850,SLC,LAX
2053,1036,810,CLT,SYR
751,905,700,SFO,SEA
3361,1421,1240,RDU,JFK
1724,1036,630,PHL,IAH
1053,1927,1750,RNO,DFW
159,805,705,LAS,BUR
4741,1713,1505,SEA,PHX
700,2125,1915,BWI,TPA
608,1145,1050,MSY,MCO
2157,1229,1117,SEA,SLC
1629,1127,1100,RNO,SLC
1844,1625,955,PHL,PHX
1214,1550,1310,PHX,MSY
1041,1725,1459,SAV,JFK
319,1558,1305,MCO,EWR
250,1126,830,EWR,FLL
2362,16,1600,JFK,LAX
2082,1934,1755,PHL,CLT
1259,2013,1656,IAH,LGA
1639,1935,1820,BWI,ROC
921,1250,925,PBI,BOS
468,1203,905,PHX,SFO
749,2147,1920,TPA,DCA
1594,1821,1509,RSW,EWR
895,1756,1330,ORD,PHX
2429,2002,1905,SGF,ATL
464,1956,1650,TPA,EWR
2215,2148,2037,FSD,MSP
590,2125,2015,MDW,STL
29,1410,1000,OGG,SEA
7,935,830,HOU,DAL
2599,1145,830,TPA,DAL
1953,1110,930,SAN,CVG
3381,1150,1029,DFW,CRP
745,2044,1810,SEA,ATL
4386,1005,850,RDU,BWI
689,1054,945,SEA,GEG
291,2025,1700,AUS,JFK
1815,1955,1645,LGA,BNA
4220,1802,1646,IAH,BRO
332,1110,910,MCI,MCO
4751,1015,615,TPA,MKE
525,928,731,FLL,CLT
2842,1500,1230,PHX,CMH
4707,745,625,DTW,PLN
5458,1125,1010,SFO,SBP
1936,2307,1935,CLT,MSP
5663,1615,1305,SAV,IAH
1554,1250,1135,SNA,DFW
2035,1839,1758,SJU,STT
3467,1600,1355,PDX,TUS
3633,2020,1845,ORD,EVV
3034,2043,1930,JLN,DFW
2955,1653,1515,MGM,DFW
284,1309,1156,SFO,PHX
489,1810,1520,ATL,LGA
889,1716,1535,DCA,BOS
550,1710,1543,PHX,AUS
2046,2215,1646,ATL,PHX
506,1819,1515,ATL,SJU
616,1104,840,ATL,MEM
1975,1501,1130,ATL,MSP
6018,2317,1941,BNA,DEN
1113,1125,900,DFW,PIT
2155,2145,1935,LAX,ATL
116,2125,1830,TPA,HOU
383,830,2255,DEN,HNL
6063,2058,1934,DEN,ABQ
1418,649,520,ATL,MCO
5383,1829,1712,MSP,OMA
1248,926,655,EWR,TPA
4739,1235,950,FLL,MSY
3207,1115,745,RSW,BDL
2230,2340,2050,PHL,BNA
151,2135,1815,ORD,DEN
5450,1348,1257,LAR,DEN
2005,756,620,ATL,MLB
1010,2011,1715,LAS,EWR
107,656,614,HNL,KOA
1280,851,720,ATL,DAB
1279,1810,1431,IAH,EGE
8,2102,1900,ATL,MIA
594,2007,1730,DEN,MIA
5022,2212,2054,ILM,ATL
1605,1853,1740,ONT,DFW
1722,1642,1110,PHL,DEN
1992,1123,830,FLL,DCA
5201,831,830,ORD,GRR
1700,942,615,DEN,SAN
954,2245,2125,SJC,LAS
307,815,631,ORD,LGA
6,1805,1555,JAX,BWI
4623,1049,1000,PDX,SEA
266,1210,850,DCA,MSY
131,1928,1825,DEN,DFW
4146,1955,1720,DEN,PHL
2005,1644,1530,CLT,ATL
3439,1026,730,TYS,DFW
2191,1034,700,TPA,BOS
979,1619,1515,TRI,ATL
3228,1040,900,PDX,OAK
1284,1429,640,EWR,LAS
394,948,715,HPN,MCO
1643,1835,1630,DTW,EWR
2332,2123,1830,SLC,LAX
238,2010,1845,SAN,OAK
1349,1730,1522,LAX,DTW
1079,2100,1925,HOU,JAX
5641,1405,1324,COS,DEN
4371,2325,1940,DCA,HOU
3326,2355,1630,BWI,LAS
101,1255,955,LGA,MDW
382,1439,1345,OKC,DFW
2914,1405,1340,ORD,SDF
1760,1346,1058,CLT,MSY
3647,1420,1225,GEG,PHX
1205,524,2327,ORD,LAX
461,812,700,CLT,ATL
1870,2100,1625,SAT,SAN
1053,1855,1815,MSY,ATL
794,840,730,MAF,DAL
420,932,600,ORD,DEN
1039,1033,638,AUS,BOS
939,1920,1620,PBI,TTN
689,2305,2015,RSW,DTW
3401,1715,1615,DFW,SHV
1176,2212,1830,SFO,EWR
1884,1735,1650,STL,ATL
4570,829,715,MSP,DAY
566,1940,1735,MDW,RSW
2268,1129,909,ATL,JAN
7381,1227,1112,COD,SLC
1773,1520,1250,MCI,DEN
1002,1135,1030,IAH,DFW
188,2040,1840,MYR,LGA
2677,1510,1250,MDW,FLL
2569,1450,1330,DFW,LIT
648,2320,2210,PVD,BWI
4,805,700,DAL,HOU
3128,1101,850,CVG,ORD
4136,1520,1405,OAK,LAX
579,2025,1800,MCO,BWI
2253,945,659,DFW,MSP
4386,1801,1504,IAH,ELP
1513,1215,1045,DFW,ATL
3321,1448,1345,CWA,ORD
1143,1408,1300,GUC,DFW
45,2025,1729,LAS,JFK
1575,1615,1313,RDU,ORD
1184,1008,815,ATL,PBI
243,1838,1544,DEN,LAS
3001,2251,2130,LRD,DFW
1123,1618,1400,SLC,ATL
1291,1108,730,ATL,MSP
8,630,2250,LAS,HNL
6123,1606,1320,GSP,ORD
1549,1119,700,TPA,MSP
5640,1354,1228,SFO,SBA
796,906,733,IND,ATL
759,2140,1935,SFO,SEA
2071,1304,1130,PHX,SLC
664,824,2345,PHX,KOA
4933,924,812,GSO,ATL
4988,1434,1257,ORD,OMA
4699,1756,1625,MEM,IAH
1159,1305,1052,DFW,RDU
2626,1110,1025,SAN,LAX
2279,2138,1925,SJC,MSP
1083,1237,1029,RDU,BOS
4134,930,715,IAH,MCI
1194,2303,2002,DFW,DEN
1828,1127,1015,ATL,SAV
3195,1839,1750,DFW,ABI
5553,1905,1633,DTW,CID
1853,123,2159,SJU,FLL
2253,1030,850,DTW,BWI
1252,1740,1415,MCO,DFW
1527,1320,1100,MCO,BWI
1053,2052,1900,ATL,PBI
1364,1726,1610,MCI,ATL
92,1500,858,ORD,SAN
1820,1653,1539,CHS,ATL
2025,1020,831,BWI,ATL
10,559,2150,JFK,LAX
1351,544,2215,MCO,LAX
816,1006,845,BOS,BUF
1982,2235,1935,LGA,MIA
357,2010,1720,MIA,BWI
4565,1918,1745,SLC,OKC
1738,1817,1307,IAH,SNA
94,1915,1906,BNA,ATL
6492,2016,1845,COD,DEN
1294,2304,1830,MIA,MSP
279,1202,702,IAH,LAS
264,1531,1004,PHL,DEN
1636,1515,1150,RSW,DFW
1219,1302,940,MIA,LGA
2337,1954,1801,ATL,DAY
3281,1705,1605,MDW,ATL
334,1310,1132,DFW,MFE
380,1700,1415,DEN,LAS
828,1105,835,MCI,DEN
5289,722,605,ATL,GNV
5663,1611,1257,LEX,IAH
249,1755,1448,DFW,EWR
1368,1010,850,MCI,ATL
400,1520,1229,PHX,OAK
3385,2310,2045,BDL,ATL
3062,1339,1135,ORD,OKC
866,2105,1500,BWI,SLC
4900,1650,1545,FLL,TPA
3493,1842,1545,MIA,BHM
2874,2053,1950,XNA,DFW
1592,1416,1130,EWR,MCO
1148,755,635,SAN,SJC
3584,1330,1240,SPS,DFW
2098,1310,1145,PIT,CLT
2865,1130,840,RSW,CAK
674,1615,1450,TPA,ATL
1152,2054,1920,ICT,ATL
972,20,2105,BOS,MDW
542,1605,1515,SJC,PHX
484,2340,2205,PHX,SLC
5257,735,540,ATL,DHN
156,1725,1150,STL,LAX
611,1401,1140,ATL,PHL
2319,1240,1015,MSP,LGA
3499,1705,1600,LAX,LAS
826,2255,1540,OAK,KOA
871,1118,900,ATL,JAN
494,1715,1545,MCO,ATL
1917,2010,1845,SAN,OAK
146,2025,1715,LGA,MDW
689,750,600,DEN,MKE
4256,2215,2115,LAS,DEN
2181,1418,1300,DCA,LGA
794,1719,1455,PHL,MCO
1791,1619,1506,CHS,ATL
2013,1029,935,RDU,CLT
2227,1844,1640,IAH,MIA
1703,2059,1300,IAD,SFO
3092,2203,2115,CLL,DFW
2490,2155,2030,CMH,BWI
625,1802,1650,ORD,DCA
7374,1528,1431,BRD,MSP
4921,1308,1200,DTW,ERI
2013,831,645,CLT,PIT
1522,1318,1055,PDX,LGB
1996,2213,2020,PVD,CLT
6441,1645,1536,SFO,SLC
4179,1610,1250,HOU,EWR
251,1510,1335,SFO,LAS
1970,915,835,MSY,ATL
5919,724,615,ORD,CLT
2352,1027,820,JFK,ATL
5232,2217,1943,BIS,DEN
1845,1545,1350,STL,EWR
4153,2254,2105,TUS,IAH
3310,1250,1100,ICT,MDW
743,1841,1608,ATL,EWR
2959,2224,2030,FAR,ORD
375,803,605,DFW,STL
3478,2035,1905,MSP,MDW
2011,1109,941,CVG,ATL
2509,2018,1955,ORD,DTW
4193,1945,1845,BWI,RDU
1983,1820,1700,ATL,SAV
1709,831,645,CLT,PIT
2371,1120,750,MCO,DFW
1713,1410,1115,MSP,DEN
3067,1525,1415,AMA,DFW
1437,942,603,SFO,EWR
941,1525,1245,SLC,OAK
478,1610,1510,LAS,BUR
686,2127,1825,ATL,AUS
1379,1013,800,ATL,BHM
1533,1614,1315,MSP,FLL
1258,1048,940,JAX,ATL
115,811,736,HNL,OGG
4730,1900,1700,ATL,SBN
975,1909,1756,DEN,DTW
683,935,855,STL,CMH
1348,855,605,RSW,IAD
43,1239,1110,BET,ANC
5149,1239,1215,GPT,ATL
5504,1459,1344,SFO,MFR
1304,1455,1357,CAE,ATL
2543,1130,948,DTW,DCA
2220,1843,1543,ATL,OKC
231,2140,1617,ORD,LAS
3830,2200,2050,MKE,BWI
2698,1605,1310,FLL,PHL
12,815,630,HOU,MEM
467,835,700,PHX,AUS
1058,2250,2145,LAX,LAS
2361,1728,1615,ORD,DCA
344,1804,1610,OAK,SEA
1533,2045,1705,MIA,BOS
1522,1341,1143,HDN,IAH
4680,1221,1112,EUG,SLC
3540,844,600,MIA,PNS
5175,1911,1735,ONT,IAH
5586,1819,1700,LGA,RIC
3008,1556,1400,IND,ORD
201,1840,1450,GUM,HNL
4253,1611,1316,CAE,ORD
1569,1610,1515,AUS,DFW
209,912,800,LAS,LAX
2328,1048,810,DTW,MCO
4755,1831,1651,PHX,SLC
4664,1133,1015,LIT,IAH
1278,1900,1750,CHS,ATL
102,2333,1910,SEA,ANC
319,800,615,ATL,MCO
2312,1756,1645,MCO,MIA
1169,1019,813,MCO,RIC
772,1820,1645,LAS,FNT
5360,2215,1940,SAT,DTW
4863,1251,1148,IAH,AEX
814,1416,1056,DEN,LAX
802,1200,945,MDW,DAL
1383,556,2300,ATL,SAN
2041,1915,1759,ATL,CLT
804,1345,1110,DTW,MCO
3053,910,825,ORD,CMH
6113,1640,1608,ORD,ERI
856,1843,1715,CLT,BWI
1334,1223,1015,MCO,SJU
6502,1608,1043,SAT,SFO
5409,2030,2010,MDW,DTW
1276,2222,1845,RIC,DFW
2486,1130,939,MDT,ATL
1218,1430,1151,DFW,MSP
2083,1029,645,SLC,BOS
530,830,630,ORD,TPA
2001,1306,1000,FLL,PHL
235,1307,1005,EWR,FLL
4742,1450,1400,LAS,ELP
1556,1412,1115,MIA,PHL
160,1138,1015,BOS,PHL
1583,2240,1825,ORD,PHX
4595,2057,1925,MEM,IAH
2367,2046,1853,DFW,STL
1576,1325,1225,LAS,SNA
1151,1406,1300,DEN,DFW
413,1656,1450,SEA,PHX
1397,622,2305,SEA,OGG
17,1020,700,SEA,EWR
912,1706,1400,ATL,ORD
4830,1205,959,ISN,MSP
246,958,715,ORD,IAH
1334,1250,644,ORD,SAN
1189,2023,1918,SAT,IAH
5779,1050,912,IAH,LIT
3464,1425,1303,ORD,DSM
1794,1926,1735,EWR,DTW
994,1226,1055,MCI,DFW
748,2245,2045,SEA,SFO
4881,1230,945,FLL,BWI
1614,1120,1015,FLL,TPA
6082,705,600,ORD,ATW
2241,1610,1514,LAX,SLC
1852,651,500,CLT,EWR
853,1805,1625,BUF,CLT
1791,1805,1625,TPA,CLT
1320,1300,800,STT,JFK
1124,2120,1745,DFW,BOS
2118,1202,1030,ATL,MCO
5095,1928,1920,GTR,ATL
2276,845,725,PHX,ABQ
1684,2013,1737,JFK,MCO
2868,1420,1115,ALB,FLL
1366,1610,1420,DFW,TPA
3659,657,525,DFW,SGF
3312,1849,1735,DFW,BPT
4541,757,525,SLC,LWS
4321,940,655,LAS,PHL
425,2039,1830,CLT,JFK
201,1932,1730,SEA,SJC
6150,701,607,IAD,RIC
2396,2006,1812,ATL,RSW
2227,10,2125,MCO,EWR
260,2020,1835,DAL,STL
939,941,724,IAH,DTW
2883,1600,1450,PVD,BWI
477,850,600,SEA,LAX
1578,1455,1355,IAH,SAT
5137,1934,1900,BTR,ATL
803,1149,955,EWR,CLT
52,2000,1900,DAL,HOU
2688,2125,2059,BFL,PHX
404,1335,1019,DEN,LAX
1404,1605,1310,ATL,MCI
259,948,700,FLL,ACY
1480,2050,1905,JFK,CLT
969,952,610,MIA,DFW
3284,1830,1629,LGA,DAY
2380,1124,1007,ATL,JAX
1164,2235,2146,ONT,SLC
5608,1403,1345,MSN,DTW
603,2055,1905,BWI,ATL
111,1943,1720,SNA,ORD
538,1840,1740,DAL,SAT
281,1329,1050,SEA,ATL
556,1750,1438,DEN,SAN
504,912,650,DCA,FLL
2190,1922,1800,LGA,DCA
936,1809,1210,ORD,SAN
1206,2045,1818,LAS,IAD
3627,1735,1450,SLC,LAX
1299,2330,2120,PHX,CVG
3957,1245,1015,SEA,MKE
140,2205,2100,MKE,BWI
4959,1128,1020,DTW,ERI
703,2040,1744,MIA,PHL
2078,1550,1501,SAN,SLC
2705,1533,1450,SBP,PHX
3047,750,655,ORD,TYS
4526,2240,2130,RDU,BWI
1612,1906,1555,BOS,ORD
554,1940,1840,SNA,LAS
2240,1335,1210,ATL,RDU
5601,937,605,ATL,FSD
3606,2037,1820,DTW,ORD
1782,2113,1320,CLT,SEA
138,1933,1658,BDL,MCO
1405,2227,1940,MCO,DTW
2479,2230,2046,MDT,ATL
3426,1510,1410,LAS,AUS
2311,1853,1525,MIA,JFK
1979,740,635,ORD,CLT
4927,1535,1300,PHL,PBI
5791,1417,1320,LFT,IAH
7391,1310,1122,GCC,SLC
823,642,525,ATL,CLT
759,1333,1159,PHL,BOS
4360,1810,1525,BOI,LAS
1466,1820,1649,ATL,GSO
386,1741,1430,JAX,DFW
1327,940,733,LAX,CMH
1251,1548,1230,DEN,LAX
1864,1528,1359,CLT,PIT
1265,2050,1840,LAX,CMH
1409,940,830,ORD,DCA
668,843,605,PHL,RSW
4818,1300,1019,SLC,SMF
1339,1040,828,DFW,RDU
466,1539,1240,BOS,RSW
1212,1228,645,MSP,LAX
1693,1050,945,ORD,ATL
1050,1725,1425,MCO,BDL
2204,849,600,MIA,MSY
1312,1003,615,MIA,STL
2171,935,810,DAL,MSY
1913,1637,1531,MSP,DTW
281,1730,1625,BWI,RDU
1159,1205,850,DAL,LGA
4540,1320,1215,LBB,DAL
1407,810,515,IAH,ORD
862,1359,1154,DCA,MCO
1648,1505,1205,ATL,MDW
935,2005,1835,PHX,SAT
3143,1900,1530,MCO,MDW
4118,1403,1159,DTW,EWR
5474,1537,1455,CSG,ATL
706,1846,1135,CLT,LAS
2403,2040,1935,SAT,DFW
756,1639,1129,MSP,LAS
685,2225,2100,SNA,DEN
975,1406,1245,MSY,DFW
374,2330,1800,BDL,DEN
723,1534,1332,DEN,DCA
301,1734,1426,FLL,JFK
781,740,615,OAK,LAX
356,1152,810,IAH,HDN
2198,1114,824,DTW,MSP
994,1226,1055,MCI,DFW
1584,1702,1454,ROC,ATL
847,1104,700,OGG,SAN
2889,1431,1250,SFO,LAS
320,807,605,SFO,SEA
476,2200,1925,SEA,MDW
1858,1529,1224,ATL,AUS
432,1015,910,DAL,MAF
314,1205,1045,SNA,OAK
1574,2325,2110,ORD,MIA
1459,2105,1825,SFO,ORD
1121,725,535,ATL,PBI
1427,2149,2020,BWI,BOS
172,1655,1345,BOS,MKE
5262,1816,1708,DEN,CVG
923,1750,1635,SFO,LAX
97,2306,2029,DEN,JFK
863,1359,1250,CLT,CHS
1125,1326,1118,FLL,RDU
2075,1525,1225,ATL,MCI
650,943,710,DTW,TPA
1051,1605,1440,SAN,DEN
2366,1729,1605,DAL,ATL
1802,1350,1110,BDL,TPA
4975,1126,1025,ATL,GSP
397,1301,925,SJU,MIA
6023,1120,945,OMA,ORD
1709,846,510,CLT,MSP
1683,1200,1135,LAS,SLC
3298,1222,1035,XNA,ORD
6011,2022,1800,CLE,ORD
1108,2140,1830,FLL,HOU
1705,1727,1610,PIT,PHL
4776,1050,905,STL,MSP
2031,1450,1310,PHL,CLT
2063,1326,1200,CLT,DCA
503,959,725,PHX,CMH
1699,1835,1820,MDW,DTW
3232,1535,1426,DFW,AMA
2591,1115,1005,SJC,LAX
905,1300,1125,SFO,LAS
6279,1152,958,DEN,TUS
908,1205,830,FLL,DAL
6344,1110,859,SFO,DFW
506,1100,845,ABQ,MDW
1482,925,555,DEN,SFO
238,913,800,SFO,PHX
6571,917,821,YUM,PHX
5236,1540,1345,ORD,MEM
1763,1211,1119,CHS,CLT
1098,1418,1225,SMF,DFW
536,1305,1150,BWI,ISP
4202,2345,2157,SAV,IAD
3123,1355,1308,DFW,TYR
5917,813,600,ORD,JAN
261,2100,1415,ATL,LAS
2226,1005,650,TPA,DFW
141,1905,1712,SEA,DEN
1704,2359,2214,BDL,CLT
157,1240,1146,DEN,DSM
4752,2145,2045,EUG,SLC
1354,1310,1115,DFW,MCO
293,2318,1945,LAX,JFK
897,2254,1900,PHX,BOS
4918,1232,1145,AGS,ATL
197,1637,1355,SFO,ORD
654,1656,1520,PHX,DFW
4211,2125,1840,ABQ,LAX
5158,2256,2105,BFL,IAH
4326,1710,1510,CLT,EWR
616,2259,1435,JFK,SFO
569,1720,1355,DEN,SJC
153,915,720,ORD,MCO
3629,1016,820,LIT,ORD
2505,1450,1010,CMH,DEN
4507,911,741,MEM,IAH
5544,1112,830,BIS,DEN
4257,2105,1540,MDW,LAS
2135,1705,1400,DEN,RNO
1602,1245,600,ATL,LAS
4,2050,1220,JFK,LAX
1985,849,650,ATL,DAY
3266,1829,1614,DAY,ORD
2049,831,30,PHL,LAX
139,1517,1220,LAX,MIA
992,2058,1840,ORD,MSY
4747,1100,930,MCO,ATL
1090,1721,1315,TPA,MSP
445,2306,1950,LAX,JFK
2494,1355,1400,BHM,ATL
599,1937,1805,DCA,BDL
3072,1625,1437,DFW,COU
1090,2125,2000,BOS,DCA
3203,1928,1715,CLE,ORD
3210,1530,1425,DFW,LBB
160,1335,1100,TPA,DCA
1330,1905,1712,DTW,CLT
1023,1345,1215,LAS,SFO
1243,1917,1735,CHS,DCA
397,1720,1135,FLL,DEN
4384,1810,1655,OAK,LAX
3041,1339,1135,DFW,DSM
880,1545,1450,LAS,OMA
442,1144,910,LAX,SEA
3071,1744,1420,GSO,DFW
227,2255,2040,MSP,DFW
5195,1140,1015,SFO,SNA
2178,1420,1300,MSY,AUS
5221,1123,725,DTW,SAT
298,2320,2105,CLE,MDW
4240,943,820,BUF,EWR
4703,1945,1813,LAX,SMF
5902,745,550,ORD,TUL
1912,1650,1118,ATL,SLC
1888,2125,1830,ATL,MDW
628,1221,808,FLL,ORD
4506,1617,1256,CRW,IAH
2,2205,1440,LAX,HNL
5215,1654,1505,IAH,MEM
5205,2048,1915,CLE,RDU
828,1105,835,MCI,DEN
2258,1840,1635,DFW,MCO
2454,1640,1400,ABQ,SAN
6117,2119,2020,ATW,ORD
1379,1925,1825,TUL,DFW
1722,1646,1525,IAH,MSY
745,1420,1235,PHX,DEN
4679,1338,1059,JAX,EWR
2358,1935,1729,DFW,MCO
495,1016,645,PHX,PHL
4721,2200,1910,SFO,MDW
610,1004,700,BOS,FLL
573,910,630,PDX,SAN
2415,2351,2145,EWR,ATL
4894,1336,1219,FAY,ATL
1272,1030,812,DEN,MCO
306,1620,1330,CLT,MDW
4517,2215,2050,HOU,OKC
698,2110,2010,ELP,HOU
2011,29,2359,LAX,PHX
3357,1910,1714,ORD,TUL
213,1712,1355,LGB,JFK
3004,1405,1308,ORD,MSN
1027,1716,1541,BWI,BOS
450,1753,1514,DEN,FLL
644,1846,1835,ONT,PHX
3694,1425,1420,ORD,FWA
345,1151,930,PHX,MSP
755,1812,1657,IAH,MSY
1839,1321,1125,MSP,PHL
4745,2024,1838,EWR,CLE
878,2140,1805,DCA,DAL
3217,1450,1323,JFK,ORF
5369,1319,1149,STC,ORD
3599,1045,830,SDF,LGA
1105,2040,1455,DTW,PHX
1680,1320,1050,SFO,ATL
2599,2229,1949,ABQ,LAX
2380,917,810,JAX,ATL
5504,1459,1344,SFO,MFR
1333,830,710,MHT,BWI
1374,1745,1650,OAK,SLC
1625,1840,1525,MCO,STL
407,1914,1750,LAX,DEN
1981,1213,945,ATL,PHL
4279,2340,2010,MCI,PHX
4105,1503,1304,STL,IAH
1148,1300,825,SAT,SAN
2533,2140,1915,PHX,LAX
896,725,600,BWI,ALB
361,1243,901,LIH,SFO
759,1615,1355,SLC,LAS
2125,955,800,HOU,CHS
1351,2015,1650,MCO,BOS
3056,1900,1715,SPI,DFW
2384,1500,1346,LAS,LAX
1401,1339,1025,MIA,EWR
4479,1244,1058,IAH,PNS
1244,109,2015,SJU,EWR
1604,9,2110,JFK,SJU
2101,854,730,TPA,ATL
622,1841,1608,ATL,EWR
5948,1801,1640,ORD,AVP
4251,831,630,DTW,EWR
5344,1313,1210,TRI,ATL
1851,835,657,LAS,MSP
1333,1631,1500,MCI,DFW
2315,1225,954,DFW,ORD
3017,2304,2155,AMA,DFW
1579,1913,1615,IAD,ORD
3690,1721,1610,ORD,MLI
2527,1355,1201,DFW,MOB
308,1335,1010,IAH,LGA
714,1719,1530,PHL,BOS
3114,1500,1435,ORD,DTW
5248,1850,1715,MDW,MSP
953,1645,1145,HOU,LAS
2257,1555,1310,SLC,SNA
3037,2212,2130,PIA,ORD
1971,1620,1355,PHX,ATL
734,1218,600,ORD,SFO
83,935,732,DFW,MCO
1934,1340,1200,CLT,CLE
1146,1620,1510,BUF,BWI
1011,1455,1205,DEN,LAS
1669,640,625,SAN,TUS
1684,2124,2015,MSY,IAH
5273,1540,1343,ATL,PHF
1105,1335,1116,DFW,PBI
196,842,600,PHL,MIA
5542,2016,1827,ORD,MEM
2007,948,700,FLL,PIT
194,1210,925,BOI,LAS
5051,1253,1020,DTW,CID
5599,2205,2010,MFR,DEN
7,1920,1635,DEN,LGA
822,1742,1440,BOS,PBI
1200,617,45,IAH,SFO
1303,2215,1650,ATL,SLC
956,1722,1600,IAH,ATL
1987,851,740,ORD,CLT
2610,904,750,LAX,MRY
1542,644,2240,JFK,SEA
1529,2124,2030,COS,DFW
236,1517,700,JFK,SEA
763,1246,950,PHL,ORD
2085,1213,945,LAX,CLT
5356,2128,2015,LAX,SBP
151,1116,840,PBI,ACY
351,1245,900,SFO,BOS
244,1502,1150,RSW,EWR
4611,2114,1830,SAN,SEA
2026,1445,1245,ATL,FLL
3686,1802,1450,HPN,ORD
4696,1605,1351,OKC,MSP
1290,2147,1835,EWR,SJU
2167,1049,835,SLC,DTW
1292,2203,1845,IAH,DEN
5077,750,635,DTW,TVC
5637,1350,1045,TUS,SFO
5007,942,810,ORF,ATL
3251,1525,1355,MSP,STL
695,1322,1140,CLT,TPA
1887,1449,1139,MCO,ORH
2994,1315,1215,DAL,SAT
4644,942,836,LGB,SLC
2308,1535,1405,ATL,SDF
1391,1051,940,MCO,MIA
5640,1350,1228,SFO,SBA
3277,1000,950,ORD,GRR
598,1405,1250,OAK,BUR
2609,1330,1150,OAK,DEN
1090,915,755,SNA,DFW
1569,2025,1746,LAX,IAD
2161,1220,940,ALB,MCO
1132,2037,1904,BIL,DEN
185,28,2055,LAX,JFK
487,2055,1720,LAX,BOS
1822,1849,1730,ATL,CHS
2903,1123,1005,BTR,DFW
2419,1650,1145,DFW,LAX
5295,1940,1830,ATL,VLD
215,1437,1400,HNL,OGG
628,1212,940,LAS,BLI
1667,1210,1028,DFW,MSY
69,2150,2037,JNU,KTN
1082,1122,830,LGA,MIA
3212,1950,1755,TPA,RDU
21,2210,1930,SEA,ORD
1927,942,745,ATL,FLL
178,2021,1225,BOS,LAS
734,1850,1110,PHL,LAS
1053,1927,1750,RNO,DFW
781,1552,1400,RIC,BOS
4622,1018,814,ATL,IAD
1327,1605,1355,PHX,SAN
1410,1156,1055,IAH,SAT
326,931,700,JFK,TPA
129,1705,1435,LAX,MSY
2545,1625,1455,DFW,TYS
4546,1930,1710,DAL,FLL
802,1350,1105,PHX,SJC
572,1852,1715,PHX,SLC
203,1918,1555,PBI,BOS
2197,748,605,ATL,CMH
617,903,700,PHX,BOI
4288,1815,1700,ONT,SMF
526,1353,1120,JFK,TPA
601,29,2158,SEA,LAS
1889,1718,1630,CHA,ATL
252,1715,1335,DCA,DFW
654,1529,1247,JFK,PBI
458,1025,655,SLC,JFK
5330,1729,1530,GSO,LGA
780,1630,1540,AUS,HOU
2380,2059,1528,STL,LAX
1773,2250,2025,ISP,MCO
3151,1510,1335,STL,MCO
2272,1517,1326,ATL,PIT
