FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
4265,1215,1049,IAH,MAF
5079,1217,950,CHS,LGA
6436,716,525,SFO,PDX
1368,1430,1040,BOS,MCI
5297,727,633,ORD,MKE
4089,1617,1256,CRW,IAH
1752,2247,1755,SJU,PHL
2596,1420,1205,SAN,MSY
2707,1455,1330,SNA,SFO
37,2205,2100,SAN,DFW
1518,1142,830,DFW,HDN
1761,1025,854,SFO,LAX
612,1910,1810,OAK,PHX
1987,1350,1235,HOU,MSY
622,1905,1612,EWR,PBI
2980,1903,1810,OKC,DFW
2179,1318,1200,DCA,LGA
12,1245,1200,LAS,ICT
1515,1514,1410,MCO,MIA
680,2231,1943,FLL,MSY
474,1346,940,MSP,PHX
3,835,730,HOU,DAL
1971,1035,640,BWI,HOU
1455,1030,856,DFW,ATL
5293,958,906,AVL,ATL
3857,1655,1530,SAN,SFO
1159,1448,1046,IAH,SLC
1604,654,2339,SFO,HNL
2578,1935,1935,LAS,PHX
5567,1512,1416,SGF,ATL
2025,1020,831,BWI,ATL
1638,2220,1950,DCA,MIA
1874,1719,1612,MKE,ATL
1927,1610,1450,DEN,AUS
1059,1435,1250,DFW,DAY
6484,1057,941,SFO,RNO
4601,818,655,MSP,GRB
264,1125,805,DCA,MSY
4742,1938,1802,BNA,ORD
4466,2130,2020,LAX,SJC
480,1102,800,LAS,JFK
892,810,700,ATL,TLH
6379,1120,809,SAT,ORD
1708,1023,910,DEN,MSP
688,2035,1745,ORD,IAH
2869,1520,1420,MSY,HOU
4390,725,605,IAD,CLE
1111,1930,1810,DEN,SAT
6156,1820,1510,MSN,DEN
5403,1803,1606,MKG,ORD
4742,1004,705,SLC,SNA
1828,937,835,SAV,ATL
2576,1411,910,SJU,JFK
172,1905,1725,BWI,BOS
448,615,30,CLT,SLC
2467,1700,1430,PHX,ATL
5415,947,830,MRY,LAX
526,1224,845,PHX,GEG
6566,1724,1600,GJT,PHX
2522,2305,2149,FAR,MSP
5604,1557,1537,MOB,ATL
1660,1130,600,DFW,SMF
785,2004,1600,LIH,LAX
10,617,2200,JFK,LAX
4567,2030,1755,FLL,BWI
4007,1655,1540,BWI,CMH
937,920,755,SFO,LAX
4974,720,627,DEN,BIS
4232,933,900,ORD,CLE
4211,1134,835,TYS,IAH
3284,1548,1356,DAY,LGA
6345,1855,1722,SLC,DEN
1965,2224,2209,PNS,ATL
2476,2016,1935,MSY,ATL
648,1740,1455,MCO,BUF
2309,1055,818,DFW,ORD
354,1340,1230,BWI,PIT
2568,1100,1010,DFW,SPS
1330,940,715,MCO,IAD
1704,2240,1920,MIA,IAH
115,723,600,JFK,SYR
1643,1225,945,ABQ,SAN
534,1900,1028,BOS,SFO
675,2010,1730,PDX,ORD
4951,1408,1132,ATL,SHV
3012,1101,955,LBB,DFW
27,1949,1850,LAS,DFW
343,1605,1455,OAK,BUR
4,555,2230,LAX,HNL
5505,1247,1120,FAT,DEN
1744,1811,1452,IAH,LGA
1979,2218,2145,RNO,SLC
1347,1740,1610,CMH,ATL
3190,1023,915,MAF,DFW
1430,1210,855,TPA,BDL
4838,905,540,ATL,GRB
2384,1450,1340,LAS,LAX
4703,2217,2105,BRO,IAH
2493,1649,1655,BHM,ATL
3308,1930,1655,DAL,DCA
5602,1954,1718,ATL,LFT
1080,959,715,ATL,STL
5315,1830,1723,DEN,RAP
2363,2320,2204,MCI,ATL
1627,1311,1135,FAT,DFW
5921,1519,1345,BNA,ORD
5307,1912,1825,SBA,LAX
4701,938,805,SMF,LAX
3036,1408,1255,DFW,XNA
411,1624,1300,LAX,JFK
1525,2200,1715,HOU,LAS
469,1215,1030,CAK,ATL
1697,1557,1400,STL,MIA
1695,600,2156,EWR,SEA
706,19,2135,EWR,FLL
3563,1340,1305,MCI,IND
4503,1248,1130,BRO,IAH
150,1918,1710,DCA,TPA
740,1651,850,PHL,SAN
7380,1750,1700,CDC,SLC
1560,515,43,SEA,ANC
361,1243,901,LIH,SFO
4371,802,600,IAH,HSV
338,1422,1255,DEN,SLC
423,1920,1555,LAX,JFK
4587,1628,1525,MSP,FSD
1797,1005,655,DAL,LGA
4567,1245,1050,EWR,GSP
215,1437,1400,HNL,OGG
377,2330,1610,BWI,LAS
2487,2010,1905,MCO,MIA
3288,650,606,DFW,SPS
2135,1000,726,LGA,TPA
5543,1712,1436,BOI,SFO
3483,1750,1440,BOI,SAN
750,720,600,JFK,BOS
2464,1523,1315,DFW,BNA
1053,2052,1900,ATL,PBI
267,1250,1206,HNL,KOA
2469,1718,1619,MDW,ATL
3134,1234,1040,STL,LGA
2609,2010,1840,LAX,SMF
254,2132,1426,LAX,OGG
1782,1630,1332,LGA,MIA
4687,1547,1335,CVG,EWR
3692,1728,1700,ROW,DFW
2320,2351,1855,SJU,JFK
1644,1650,1400,MCO,ISP
115,2019,1913,DEN,MSP
1193,1302,955,SAT,DEN
1457,1915,1622,SLC,SEA
710,2345,2055,SLC,SJC
1435,2006,1911,AUS,IAH
4255,1500,1302,EWR,CHS
1796,2355,2155,SEA,DEN
944,700,559,DFW,HOU
4374,1515,1245,DAL,DCA
674,1909,1810,CHS,CLT
6469,1900,1800,CID,ORD
3093,1320,1126,ORD,TUL
1433,2140,1905,DAL,ABQ
1073,1934,1553,CLE,IAH
1549,1325,755,MCO,DEN
2632,1239,1143,ORD,MKE
4984,1810,1506,IAH,ABQ
3028,1609,1448,DFW,LRD
5034,1206,1106,ATL,VLD
1051,1625,1430,PHX,IAH
720,2250,1730,DAL,SFO
1819,915,600,HOU,EWR
445,2306,1950,LAX,JFK
4635,2245,2145,SUN,SLC
381,1937,1847,HNL,ITO
122,1245,855,MCO,MKE
1567,1044,745,PBI,HPN
1678,950,830,RNO,DEN
1834,2241,1815,SJU,CLT
3092,2206,2115,CLL,DFW
608,2005,1720,PHX,TPA
1665,1845,1433,MSP,TUS
1070,1941,1920,MOB,ATL
7407,2247,2200,TWF,SLC
3456,1224,1110,DSM,ORD
1353,2015,1920,OAK,SLC
597,1530,1435,SJC,PHX
776,2343,2209,SRQ,ATL
1695,832,730,MIA,MCO
4087,1212,953,IND,EWR
2207,1802,1650,CHS,ATL
1184,1008,815,ATL,PBI
4752,2259,2153,EUG,SLC
3657,1049,1015,ROW,DFW
408,1013,710,PHX,TPA
523,1225,1115,LAS,MCI
856,2100,1946,DCA,CLT
170,2350,2145,CMH,MDW
3146,1845,1640,LAS,MSY
3134,1632,1320,LGA,STL
5595,1554,1245,AUS,DEN
4742,1004,705,SLC,SNA
360,1450,1350,LAS,BUR
832,1930,1634,SLC,DCA
1826,1508,1459,LAS,PHX
5901,2219,1944,FSD,DEN
193,1343,1240,BOS,JFK
3454,1315,1110,ATL,BWI
796,906,733,IND,ATL
5756,1347,1246,PIT,IAD
4272,1658,1536,DCA,CLE
388,1710,1700,SAN,PHX
1122,950,810,RSW,ATL
2972,1412,1315,SHV,DFW
335,1335,1200,SMF,LAS
1251,1715,1450,DEN,MIA
2628,1445,915,BNA,LAS
3342,1143,840,LEX,DFW
5569,1552,1525,PIA,DTW
211,1505,1205,AUS,DEN
426,2201,1927,JFK,TPA
2176,1944,1730,ATL,BNA
557,2005,1820,STL,PHL
612,526,25,MSP,LAS
3107,2254,2110,GRR,ORD
1879,932,740,DTW,CLT
719,2127,1800,SFO,PHL
4848,1030,853,SLC,DEN
1670,1124,1004,ATL,CHS
1748,1608,1330,MCO,PHL
826,1400,1255,BUR,SMF
2242,1550,1345,MDW,RSW
4299,1050,850,FLL,ATL
810,1014,710,ATL,IAH
395,1321,1029,MCO,HPN
1694,1258,955,LGA,MIA
2075,1145,1026,MCI,ATL
1099,931,630,MCO,LGA
1294,1007,845,RDU,ATL
3739,1530,1200,DEN,SEA
50,1930,1830,DAL,HOU
2374,1430,1200,MSP,MCO
5223,933,745,EWR,DTW
5571,1516,1410,PIT,DTW
546,1740,1630,ABQ,MCI
1029,1923,1810,JFK,DCA
917,1012,725,MCO,TTN
360,1150,930,OAK,HOU
2384,1702,1555,LAX,LAS
6369,723,600,SFO,TUS
718,1200,750,LGA,DFW
3547,1630,1115,DAL,OAK
5170,1931,1827,SAT,IAH
1867,858,600,ATL,TUL
2326,1039,845,ATL,FLL
2230,1820,1613,LAX,ATL
236,1832,1755,OGG,HNL
5631,2114,2000,BUR,SFO
1722,843,700,CLT,CLE
555,2144,2111,HNL,OGG
256,1632,1334,BOS,RSW
1388,2020,1900,OAK,SNA
1594,2151,2036,TUL,ATL
1673,1340,1141,IAH,MIA
4398,1352,1231,DCA,CLE
6456,1702,1425,BIS,DEN
1916,945,710,MDW,HOU
2711,1521,1435,FLG,PHX
1001,1954,1830,TUS,DFW
1595,1944,1640,ATL,SJU
1112,2300,2000,EWR,FLL
854,1434,700,DTW,SFO
2277,1137,815,FLL,JFK
1767,1416,1159,ATL,FNT
2114,1355,1230,BOS,DCA
1132,1312,600,DTW,SEA
1869,2355,2135,SAT,STL
608,1145,1050,MSY,MCO
1475,1744,1640,SAV,ATL
2572,2235,1715,SDF,PHX
408,42,1925,DFW,OAK
1038,1145,1035,PVD,BWI
6210,2106,2030,DEN,ICT
154,1615,1455,SAN,SMF
3473,1845,1535,DEN,ONT
176,1415,909,MSP,LAS
1621,1724,1439,TPA,DTW
344,755,622,DEN,BZN
2402,625,2245,JFK,LAS
152,1326,1040,BOS,MCO
4403,2045,1940,MDW,ATL
4603,723,600,EWR,ORF
103,810,705,MKE,DCA
1411,1420,1310,OAK,BUR
494,1500,1315,ATL,RIC
454,1113,811,PHL,ORD
136,945,755,MCI,MKE
1162,1146,947,MIA,ATL
1144,1658,1525,DCA,DTW
1179,1347,1115,DCA,MIA
6181,724,600,IAD,SYR
313,1126,1020,DEN,DFW
705,2230,2135,OAK,SLC
1829,1930,1750,TPA,CLT
876,1406,1035,PBI,LGA
962,908,600,BOS,SJU
5585,2217,1943,BIS,DEN
2935,900,600,ATL,MCI
1554,2155,1445,ATL,LAX
1140,2045,1733,DFW,LGA
5602,1653,1605,LFT,ATL
1602,1324,940,BWI,DFW
2293,1045,900,SFO,DFW
2387,1049,930,DAB,ATL
360,2250,1535,MCO,LAS
4554,2247,1948,TYS,IAH
1472,1835,1548,DFW,ELP
397,1301,925,SJU,MIA
1798,2147,2010,PHL,CLT
4571,2315,2030,PHX,SJC
2346,1345,1240,SNA,LAS
2433,1955,1455,DFW,LAX
3958,1757,1603,MEM,ORD
330,817,600,ORD,PBI
179,920,805,SMF,PHX
3,2146,1840,SEA,DCA
420,1500,1250,SEA,ABQ
1946,1805,1618,CLE,ATL
2045,1912,1730,DTW,DCA
6531,1455,1335,LAX,SAT
147,1031,915,LGB,OAK
166,2238,1940,MSN,DEN
881,1335,1207,AUS,ATL
1264,1659,1050,ORD,LAX
343,1605,1455,OAK,BUR
93,1935,1720,SAN,ORD
1780,1121,940,CLE,CLT
3599,1945,1725,BWI,RSW
1422,739,600,EWR,CLE
1208,759,646,JFK,IAD
2238,2335,1915,BOS,DFW
5495,1659,1428,FSD,DEN
6038,735,600,ORD,LNK
1672,1814,1645,LAX,AUS
694,1845,1455,HNL,PHX
6121,1632,1433,ORD,FAR
327,1210,1023,ORD,LGA
4545,2218,1900,CHS,IAH
4551,1221,1145,ORD,CLE
420,1505,1200,EWR,ORD
850,1920,1150,SAN,LIH
1522,1230,1005,PDX,LGB
2559,1058,1010,DFW,SPS
5645,1525,1414,SFO,SBA
5404,1948,1718,ATL,BTR
231,1130,910,CHS,BNA
604,1420,1135,PHX,OAK
448,1810,1630,BWI,GRR
711,1828,1535,MIA,PHL
5491,1759,1600,SFO,DFW
4823,942,820,SJC,LAX
5926,1247,1005,TUL,DEN
2478,1516,1454,JAN,ATL
1648,1505,1205,ATL,MDW
1459,2100,1815,SFO,ORD
204,1505,1207,BOS,PBI
1183,1035,855,BNA,DFW
4,935,845,ELP,DAL
2360,2055,2045,SAN,PHX
5575,1815,1708,DEN,FAR
5306,2008,1922,CLD,LAX
137,1015,734,DFW,DCA
2200,950,815,SAN,RNO
1174,1854,1605,LGA,PBI
6503,2113,1940,EUG,SFO
6232,1659,1528,JAC,DEN
2276,1025,920,OAK,PHX
811,1455,1330,TPA,ATL
1512,1526,1234,EWR,RSW
715,1831,1715,BOS,PHL
2580,1345,1255,SAN,LAX
6077,1021,850,DEN,TYS
1788,1452,1140,MCO,LGA
6536,2338,2200,SBA,DEN
1438,2324,2145,DCA,ATL
2614,1319,1025,SAF,LAX
1647,2120,2000,BWI,CMH
461,827,620,CLT,JFK
2059,1622,1420,MIA,CLT
340,2211,1905,FLL,EWR
424,1010,700,PHX,ORD
1473,1515,1343,DFW,ATL
562,1230,735,DAL,LAX
1122,1228,1041,ATL,RSW
2292,2147,1845,JFK,MIA
4200,1400,1226,LGA,CLE
4296,1435,1251,ICT,IAH
469,1700,1550,MEM,MCO
442,1729,1305,LGA,IAH
6097,2014,1900,BRO,IAH
3925,1850,1825,BUR,PHX
2172,1703,1535,TPA,ATL
5482,919,545,DEN,SBA
653,1206,900,PBI,JFK
232,1640,1045,ORD,LAX
2283,845,630,ATL,DTW
3320,848,800,LAW,DFW
3302,1825,1630,SEA,OAK
5555,921,815,ATL,CAE
4383,1111,720,DTW,IAH
5185,2001,1720,BIS,DEN
6433,1854,1745,LAX,SLC
126,1325,1145,PHX,DFW
4684,2006,1827,IAH,SDF
1142,935,725,BWI,MCO
1142,1955,1657,ATL,HOU
290,1432,1000,JFK,AUS
61,934,715,DFW,MIA
1989,2147,1957,CLT,DTW
4672,1006,710,SLC,BUR
3256,1150,955,FAR,ORD
394,1510,1119,EWR,MSY
6280,1212,1042,SNA,SFO
587,2206,2039,SNA,SFO
1218,2224,1915,MIA,EWR
976,38,1959,DTW,DEN
313,900,700,SEA,SFO
6512,650,535,LAX,FAT
3012,1101,955,LBB,DFW
1111,1930,1810,DEN,SAT
1358,742,2337,JFK,PDX
1814,1432,815,PHL,PHX
5,1210,915,LAX,DCA
2345,2010,1737,DFW,ORD
4611,1806,1630,IAH,TUL
193,905,610,MCO,ISP
2041,1957,1930,JAN,ATL
1831,1027,725,CLT,ORD
869,910,705,PHX,DEN
3659,840,600,MCI,DEN
847,1640,1420,PHL,MCO
1071,1210,1020,PDX,SJC
84,2027,1845,ATL,TPA
4654,1638,1535,BTR,IAH
1011,5,2115,PHL,MDW
4543,1230,1100,STL,MSP
5537,1010,810,ATL,EYW
345,805,610,SEA,OAK
519,1000,700,SEA,SNA
1745,1900,1655,SDF,MCO
4253,1910,1716,IAH,CAE
5304,1243,1114,BIS,MSP
1740,2207,1930,PHL,RSW
4523,1201,1010,ASE,ATL
3656,1305,1205,DFW,SJT
16,1245,1140,SAT,DAL
2999,1527,1500,ORD,CVG
534,1900,1028,BOS,SFO
122,525,50,PDX,ANC
4210,1300,1005,PHX,BNA
2372,1556,1431,TPA,ATL
7368,655,534,DTW,ESC
6259,2252,2208,COS,DEN
330,1948,1554,DCA,IAH
1466,1820,1649,ATL,GSO
388,1914,1220,DTW,LAS
439,1205,935,GEG,LAS
3632,1040,740,PBI,PHL
4632,1626,1415,IAH,MCI
364,1349,1226,MSY,DFW
6323,1347,1255,LAX,SAN
1075,1941,1632,MCO,PVD
4655,835,610,SLC,LAS
2278,1436,1055,MIA,DFW
1130,2212,1807,ANC,ORD
3500,1239,1123,ORD,SYR
3462,2120,1830,CMH,MIA
2006,1050,805,MSY,LGA
936,1730,1610,LAX,SFO
2724,1148,1100,SBP,PHX
1666,743,630,ATL,JAX
1732,942,750,IAH,MIA
1029,1923,1810,JFK,DCA
3674,1030,705,TPA,PVD
647,1134,1115,ONT,PHX
2904,1615,1435,DFW,CVG
6399,1035,928,DEN,DSM
1531,1500,1320,ATL,TPA
6386,2003,1725,BOI,SFO
2228,1553,1220,STT,MIA
1741,1238,1135,PDX,SLC
685,2049,1803,SFO,ORD
4036,1725,1405,BOS,BNA
904,1509,1226,TTN,FLL
2069,1648,1455,IAH,CLT
3378,1630,1503,JFK,DCA
1354,1405,1220,MDW,TPA
62,1615,1332,SEA,KTN
2041,1300,1005,DEN,LAS
644,1030,746,EWR,PBI
1686,1141,605,STL,LAX
296,1331,1252,OGG,HNL
1913,845,700,PHL,BOS
5208,2100,1950,RAP,DEN
3398,1535,1427,ORD,GRB
266,820,720,MSY,HOU
837,1604,1050,HNL,ATL
793,1715,1555,MDW,MCI
2824,1013,910,AEX,DFW
267,2155,2030,SJC,SAN
1430,1551,1425,MSP,ORD
276,1155,1017,DEN,IAH
4643,1240,1000,LAN,MSP
610,29,2015,IND,DEN
2619,1215,1050,SMF,LAX
5552,1545,1401,BDL,DTW
2728,1824,1755,BFL,PHX
106,210,2140,SEA,ANC
306,1552,800,MIA,LAX
66,1622,1528,CDV,ANC
2310,1348,1045,ATL,DFW
4275,1207,1030,IAH,MOB
5115,1833,1640,LGA,CAE
2640,1035,835,ICT,ORD
5299,809,718,MKE,ORD
1983,2255,2050,HOU,STL
2180,733,625,BOS,EWR
1646,1409,1055,MIA,JFK
5543,1140,1041,SFO,BOI
2449,1253,1045,DTW,LGA
586,1029,905,ROC,JFK
1243,1415,1250,SLC,MSO
4088,1945,1640,IAH,ABQ
2091,1347,1025,CLT,DFW
1556,1025,742,PHL,MIA
5384,1556,1500,ATL,CHA
5588,1119,1025,GSP,ATL
886,1015,848,JFK,RDU
957,930,555,DEN,SEA
1254,940,715,ORD,MIA
5438,1752,1704,DEN,PUB
4831,2040,1820,SAN,PDX
4537,1451,1110,EWR,MEM
3491,1235,1055,DFW,CVG
832,1030,720,MCO,IAH
1264,845,600,EWR,PBI
4391,930,600,DEN,SFO
3484,1935,1825,SAN,BOI
5911,1407,1310,PIA,ORD
1294,2301,2030,HPN,MCO
3643,745,605,DFW,JAN
1508,1602,1305,JFK,MIA
1992,1956,1540,MCO,MSP
1800,1455,1120,DEN,SFO
4822,1611,1314,CVG,MSP
1811,1040,745,TPA,PHL
569,2201,1605,MCO,PHX
2454,845,515,MIA,BOS
1073,1308,1120,PDX,MSP
1642,1939,1740,ATL,CAK
3256,1410,1216,ORD,FAR
2059,1115,955,DEN,SAT
157,1145,1005,OTZ,ANC
786,2008,1715,PHX,MKE
6531,1455,1335,LAX,SAT
54,2101,1805,ATL,IAH
1041,1416,1105,CLT,DFW
1926,2204,1410,PHL,LAX
565,2040,1740,ATL,AUS
2201,2221,1910,TPA,DFW
710,2345,2055,SLC,SJC
1751,1302,1135,LAS,MSP
3437,1143,940,TVC,ORD
1671,2025,1640,DCA,HOU
791,1655,1500,OAK,DAL
4617,1416,1235,SLC,FCA
1609,1615,1415,ORD,MCO
1174,1040,900,DFW,MFE
5242,741,550,ORD,TUL
5545,2120,1940,ELP,DEN
34,750,2320,JFK,SFO
4500,2045,1750,DCA,MKE
5407,1042,851,BTV,DTW
3060,1736,1630,LSE,ORD
1436,2154,2010,BWI,DTW
1746,1025,620,PHL,DFW
2062,945,755,LGA,CLT
906,1510,1340,LAS,SFO
2929,1830,1710,ORD,RST
2730,2015,1705,MCO,BDL
3019,2359,2150,OKC,ORD
2469,1435,1210,TPA,BWI
1352,2028,1941,LFT,ATL
3633,1355,1120,ISP,PBI
2053,1327,1140,TPA,CLT
1165,1505,1255,SFO,SEA
225,2220,1915,TPA,JFK
1560,1953,1720,DFW,MIA
4632,1118,938,DTW,IAD
2674,1055,855,GEG,OAK
2224,1755,1217,ORD,LAS
4459,912,615,SLC,SJC
499,930,630,SEA,SAN
1993,1030,755,LAX,CLT
1100,1008,600,LGA,DFW
4526,1910,1740,SLC,DEN
1713,2215,2035,BWI,IND
1897,2122,1415,CLT,LAS
582,909,650,SNA,PDX
4141,1019,845,MAF,IAH
395,2211,1931,LAS,PHL
5181,1241,937,ASE,LAX
441,2135,1855,SEA,LAS
4640,1535,1415,SMF,LAX
4314,2207,2017,CLE,LGA
407,1909,1745,LAX,DEN
4006,1015,830,LAX,MCI
1994,1345,710,JFK,PHX
868,2229,2045,PDX,SFO
2880,900,730,SAN,SFO
3631,1830,1645,LGA,DTW
1184,1015,725,DFW,ABQ
5211,701,547,DEN,DRO
2609,2140,1830,TUL,PHX
5587,1752,1433,ATL,RST
498,1450,1240,PHX,ONT
572,1905,1745,DEN,SLC
1450,1525,1210,ATL,SAT
2858,1525,1345,DEN,MDW
1991,1113,940,ORD,PHL
2441,1402,645,ATL,SNA
952,1809,1519,BOS,MCO
126,22,2232,BOS,MYR
526,1224,845,PHX,GEG
602,1810,1700,DEN,SDF
3136,1213,1055,DFW,MLU
2147,1548,1259,ATL,LGA
672,1307,1028,ORD,IAH
4454,2154,2030,OAK,LAX
1804,926,730,DFW,CLT
2587,1214,725,MIA,MSP
1139,1200,1045,ONT,OAK
2985,2113,2045,ROW,DFW
5436,2155,2005,CHA,DTW
1891,1913,1755,JAX,CLT
76,1740,1410,SEA,JNU
2207,2304,2155,CHS,ATL
798,1353,1145,ATL,GRR
1773,1950,1610,MCO,MCI
1172,1950,1845,BDL,BWI
586,620,525,IAH,AUS
1871,1856,1715,CLT,TPA
1695,1553,1421,CMH,ATL
614,2141,1615,ATL,PHX
1370,1624,1400,ORD,MIA
1681,2159,1815,TPA,ORD
1522,528,2330,ORD,SFO
3102,1340,955,PHX,EWR
1596,1514,957,DCA,DEN
4269,1818,1700,CLE,IAD
5349,1230,1053,ORD,DLH
303,905,605,ATL,MCI
324,1225,930,LAS,EWR
4588,2200,1905,SAN,BWI
2323,2025,1829,DFW,OMA
4355,920,629,ATL,EWR
4465,1154,1005,SBN,ATL
1880,703,2340,ATL,SFO
672,2132,1845,LGA,FLL
1144,1050,1015,BUR,PHX
4428,811,630,IAH,JAX
256,1632,1334,BOS,RSW
173,1420,1330,ABQ,DAL
325,1915,1720,MCI,HOU
222,915,725,DAL,STL
3550,1320,935,LGA,XNA
1918,1535,829,ATL,SNA
2791,1520,1410,ONT,OAK
4716,820,616,MSP,ISN
1598,1829,1529,EWR,MIA
179,1800,1430,TPA,MCI
5468,2344,2300,SMF,SFO
459,1730,1550,ATL,TPA
711,1854,1645,DTW,LGA
1614,1116,1030,ELP,DFW
4208,1350,1230,SMF,ONT
3013,2311,2105,CVG,ORD
1707,2145,1956,RDU,DTW
1115,1829,1500,DFW,BOS
546,2026,1745,PHX,CLT
2208,1751,1415,CLE,DFW
1680,1320,1050,SFO,ATL
4851,1225,1116,SUN,SLC
2752,1443,1250,GRR,ORD
2681,2156,2100,MRY,PHX
6316,930,606,ORD,COS
733,1653,1310,SJU,MCO
1286,1023,850,BOS,PIT
3079,724,600,DFW,JLN
4503,1147,1033,DFW,IAH
1293,1037,745,EWR,FLL
425,2138,1732,FLL,ORD
5161,935,616,IAH,TUS
600,1125,850,SLC,MDW
6177,721,600,IAD,EWR
5324,1420,1317,MSP,FAR
2513,740,545,BWI,MHT
4767,1506,1345,OAK,LAX
143,2155,1900,LAX,MIA
1412,1116,1106,BNA,ATL
1269,734,535,ATL,ORF
5054,2041,1745,DTW,OMA
1589,1347,1145,ATL,FLL
4554,825,600,TPA,IND
1779,1812,1709,LGB,LAS
12,1350,1230,MDW,MCI
305,915,600,ATL,BOS
4486,824,600,MSP,BNA
160,1420,1125,MSP,DEN
1321,2215,1950,IAD,FLL
4658,1632,1530,MSP,FAR
1981,2109,2010,GRR,DTW
544,1453,836,ORD,SFO
450,1348,1055,PHX,MCO
6466,953,700,SLC,LAX
4144,2306,2059,CHS,EWR
1882,2048,1520,DTW,SLC
2268,2222,1845,FLL,DFW
830,2320,2210,ALB,BWI
3610,835,635,DTW,LGA
1110,1627,1314,PHL,ORD
6365,1743,1650,MSN,ORD
1210,1303,700,ORD,LAX
796,1025,805,LAS,IAD
2032,1715,1559,JAX,CLT
1647,2142,1847,IAH,ORD
258,1955,1855,DAL,SAT
2601,721,630,LAX,SAN
562,2018,1755,LAX,PDX
1789,1203,615,CLT,PHX
1151,1733,1345,SJU,TPA
4589,806,635,IAH,JAN
1363,911,630,DTW,TPA
5394,1548,1419,SFO,OTH
1250,510,2330,MIA,DEN
1740,2207,1930,PHL,RSW
1648,1114,922,DEN,PHX
2572,920,731,DFW,MEI
831,2205,1745,OGG,SEA
866,655,2305,SEA,KOA
1418,820,645,ATL,MCO
1829,1645,935,CLT,LAS
4125,2235,2050,DAL,STL
1525,1819,1630,BWI,ATL
2317,1400,1200,ORD,RSW
130,1835,1715,LAS,SMF
2957,1715,1555,BWI,ALB
3676,1555,1445,RDU,BWI
1697,2025,1640,MIA,STL
5240,1105,710,ORD,ASE
2425,1808,1305,DFW,LAX
4273,849,735,ORD,CLT
1420,1840,1655,BHM,MDW
379,1517,1325,SFO,DFW
4997,1235,1200,LAX,PHX
344,2301,1715,MIA,DEN
267,2258,1850,HNL,LAX
3235,1915,1704,DFW,CID
5535,1321,1003,DEN,SAN
4456,813,717,IAH,CRP
751,1912,1615,DFW,PHL
482,1750,1550,MCI,MCO
4451,1009,841,LAX,OAK
3206,1143,1145,ORD,GRR
1910,1516,1345,DFW,ATL
7375,2111,2008,BRD,MSP
720,2014,1722,DEN,LAS
2966,1950,1640,ATL,SAT
1657,1245,1130,DEN,MSP
238,1654,1425,DCA,MIA
1155,1234,1145,GEG,SLC
5327,1606,1540,MSN,DTW
917,1603,1250,DFW,LGA
430,1710,1430,BDL,MCO
346,1121,1048,HNL,LIH
315,1744,1545,SEA,SFO
891,1339,1205,CLT,IND
5654,1417,1331,MRY,SFO
2206,2240,1959,MIA,DCA
3369,2003,1915,BMI,ORD
1553,943,659,MIA,DCA
770,2230,2055,SNA,IAH
2217,1210,1145,LAX,PHX
3553,1720,1450,XNA,LGA
1731,1258,1135,ORD,PHL
304,950,600,DFW,SLC
555,1810,1525,SEA,PSP
1980,855,720,MCI,MSP
827,2120,1930,BWI,JAX
1209,2235,2105,MCO,ATL
515,1553,1518,ORD,CLE
62,943,800,JNU,ANC
634,1111,725,PHX,SEA
847,1057,700,OGG,SAN
3330,1930,1810,DFW,CRP
6352,1835,1745,SFO,BOI
2201,2205,1855,TPA,DFW
5327,1848,1508,DTW,IAH
1703,1110,830,LAX,IAD
1181,2228,2030,DTW,ATL
596,1902,1616,PHX,SMF
6352,2230,1925,TUS,SFO
1169,1205,1015,LAX,IAH
960,2000,1740,PDX,LAS
956,1719,1600,IAH,ATL
5939,2236,2151,RIC,IAD
541,1507,1310,CLT,EWR
1791,1600,1535,BHM,TPA
5984,2143,2005,SGF,ORD
5200,1335,1208,IAH,OKC
2532,2134,1758,LAX,BOS
1967,1051,810,CLT,BOS
865,52,2115,RSW,BOS
947,1530,1420,DAL,LIT
941,1525,1245,SLC,OAK
516,2305,1740,MKE,LAS
3059,948,735,CVG,ORD
4386,1505,1245,LAS,MCO
508,808,600,ATL,ECP
627,1511,1320,EWR,CLT
758,1501,1205,PHL,ORD
2172,1925,1745,ATL,TPA
1140,2045,1733,DFW,LGA
6280,1212,1042,SNA,SFO
1961,1022,700,CLT,IAH
1264,859,614,EWR,PBI
201,2044,1730,FLL,JFK
1677,925,800,MEM,DFW
719,2131,2020,LAX,LAS
6438,849,610,ORD,AUS
2290,1640,1315,MCO,DFW
5485,1042,956,AEX,ATL
4533,2129,1850,GEG,LAX
3354,1624,1520,LBB,DFW
1895,1506,1245,ATL,PHL
706,1846,1135,CLT,LAS
2512,755,613,DFW,BRO
3255,809,720,LCH,IAH
4465,1635,1200,TUL,LAS
658,1025,920,SAT,DAL
959,1834,1708,MSP,MCI
2778,2035,1750,ATL,MCI
2989,1245,1139,DFW,LBB
1700,1615,1245,MCO,SAT
1413,2357,2255,SAT,DFW
1694,1714,1355,MIA,LGA
2168,1126,915,LAX,MSP
5377,1447,1230,IAH,DTW
2564,1811,1630,ATL,IND
4507,1722,1525,SBN,ATL
