FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
5304,1243,1114,BIS,MSP
3778,1950,1855,DAL,AUS
1142,1427,1145,BDL,PBI
4,915,830,ELP,DAL
766,1620,815,BWI,SEA
5934,1851,1747,ORD,SCE
1138,1545,1135,LGA,DFW
1708,2233,2115,BOS,PHL
2013,828,659,CLT,DCA
2419,1646,1145,DFW,LAX
1566,1424,1212,DEN,MCO
947,1350,1010,LIT,PHX
1694,1258,955,LGA,MIA
3226,2310,2040,TYS,ORD
842,950,700,PHX,OAK
4396,1810,1415,FLL,MDW
1611,1001,835,DEN,DTW
430,935,710,MDW,HOU
2304,2315,2151,TPA,ATL
2257,2102,1750,DFW,PHX
222,929,720,SFO,SEA
3471,2103,1930,LGA,RDU
1398,2340,2055,AUS,ORD
3056,2043,1900,SPI,DFW
1989,948,840,ORD,CLT
1712,1524,705,EWR,SNA
2132,2326,2200,BOS,DCA
2488,1537,1130,EWR,DFW
2169,1228,1055,MCO,ATL
5352,1310,1135,ATL,OAJ
3473,2303,2105,DAY,LGA
2875,1908,1725,MEM,ORD
1403,2112,1910,ATL,IAD
2170,1430,1140,SLC,LAX
1683,1920,1717,ORD,MCO
2529,1617,1415,FSD,DFW
1347,1650,1503,DSM,DFW
5197,1844,1742,DTW,CAK
4518,1837,1642,MSP,XNA
1164,1640,1335,FLL,EWR
1372,1111,910,ATL,HSV
48,1900,1800,DAL,HOU
4217,1737,1536,STL,IAH
4534,2008,1735,MKE,IAH
5431,1105,1018,MKE,ORD
352,1805,930,BOS,SFO
4200,2025,1535,DAL,SAN
1857,933,811,SEA,SLC
92,1500,858,ORD,SAN
2171,920,800,DCA,LGA
5254,745,600,ORD,FSD
4394,1210,910,AUS,DEN
3592,1510,1425,MIA,EYW
1406,2213,2106,MSY,IAH
312,1704,1353,BOS,ORD
3941,903,900,ORD,LAN
1071,926,800,DTW,PIT
465,1307,845,ORD,PHX
1418,1235,1115,HDN,DFW
3417,1531,1345,ORD,BDL
1201,1608,1300,LGA,ORD
193,905,610,MCO,ISP
454,2130,2005,MDW,MCI
1146,1532,1430,BOS,EWR
860,1619,825,SEA,HNL
6105,749,545,IAH,CLT
4620,2143,1955,RAP,SLC
2187,2050,1835,MDW,MSY
5535,1620,1407,MSO,DEN
4996,1812,1700,IAH,MFE
22,2200,1420,SEA,HNL
1606,1735,1506,LAX,ORD
4728,2055,2035,MDW,CLE
167,39,2335,FAI,ANC
496,2200,1915,PHX,SMF
635,1251,903,OGG,LAX
55,943,800,SCC,ANC
3340,1333,1130,TYS,LGA
408,1312,1130,SJC,PDX
4817,925,805,BNA,FLL
2230,1509,1245,MSP,DFW
1182,1608,1439,BOS,RIC
1390,1125,622,DFW,SAN
2618,1644,1400,ELP,LAX
1730,1254,1135,DCA,CLT
5586,1953,1823,ATL,FAY
1273,906,705,IAH,MIA
126,2149,2010,MYR,FLL
2900,1730,1414,DFW,RAP
695,1032,810,LAS,BWI
1483,2257,1945,MIA,LGA
155,852,817,HNL,OGG
1984,655,500,CLT,FLL
1142,1427,1145,BDL,PBI
257,1518,1434,HNL,KOA
2022,1840,1545,FLL,PHL
1267,945,605,TPA,MDW
1924,2345,2155,BWI,ATL
2872,1225,1120,ORD,DBQ
2081,1054,800,DTW,RSW
2783,925,605,DEN,ONT
2496,1755,1600,PHX,DEN
200,1140,745,MCO,MKE
2601,820,715,SAT,DAL
1217,1340,918,EWR,DFW
1144,2355,2135,MCO,BWI
6150,939,829,RDU,IAD
1741,2130,1920,DCA,TPA
2030,903,600,ATL,MDW
528,2058,1708,HNL,LAX
6024,1033,757,OKC,DEN
434,1108,805,LAS,JFK
3261,1335,1139,IAH,CLT
1219,2332,2201,LAX,DEN
3428,1813,1705,AMA,DFW
381,1159,945,JAC,ORD
1438,1426,1140,EWR,PBI
1144,1750,1335,LGA,DFW
272,841,600,LGA,FLL
2134,701,600,BOS,LGA
506,1011,800,PHX,LAS
452,1430,611,EWR,LAX
2609,2140,1830,TUL,PHX
2631,755,558,ORD,ICT
5928,1813,1620,MEM,ORD
400,1447,1300,SFO,PDX
392,2105,1630,SAT,SAN
3480,1230,1155,LAX,PHX
2371,1556,1530,MSN,DTW
44,1725,1300,RSW,MSP
854,1615,1325,ALB,MDW
3586,1004,815,LGA,CMH
1160,1648,952,DTW,LAS
141,1832,1741,HNL,ITO
4671,632,520,IAH,HRL
1464,1640,1323,DEN,GEG
2275,1918,1725,SMF,DFW
438,2047,1700,PHX,JFK
294,1708,1623,OGG,LIH
590,903,700,PHX,BOI
3476,1835,1525,ATL,BOS
1941,1008,650,ATL,MHT
5995,1008,747,CAK,ORD
206,1140,800,MIA,DFW
640,2003,1720,PHX,MCO
627,1650,1540,BUR,SMF
1571,1745,1635,OAK,BUR
5244,1537,1227,JAC,SFO
4724,1754,1640,ORD,CAE
2484,1130,940,DTW,PHL
1721,743,600,SFO,DEN
508,2019,1739,IAH,DCA
1737,746,550,PHX,IAH
632,507,2235,JFK,PHX
579,1720,1600,BWI,BDL
5331,1446,1310,DEN,GCC
2151,1033,735,LGA,MIA
316,1620,1507,CLT,ATL
387,1810,1625,ATL,RIC
2504,935,815,STL,RDU
4884,927,815,LEX,ATL
6271,1434,1331,DEN,FAR
4448,945,540,FLL,MDW
1044,2304,1930,SFO,EWR
1208,2216,1700,CVG,SLC
44,1425,1120,ATL,MKE
4783,2143,2009,HLN,SLC
867,2128,1304,JFK,LAX
1857,1256,1003,SLC,SEA
2267,2052,1351,ATL,SAN
169,2050,1725,LAX,EWR
4585,727,600,ORD,MCI
761,945,701,SFO,ORD
5449,1502,1352,ELM,DTW
558,2309,1959,DEN,SAN
5335,943,800,SFO,CEC
5035,1429,1230,DTW,RIC
2053,1036,810,CLT,SYR
1044,935,700,DAL,BWI
2327,1125,735,DCA,HOU
4986,2248,2035,HPN,ATL
1353,1645,1530,PHX,ELP
1209,1642,1340,JAX,BOS
1436,1055,1015,ORD,PIT
1286,1805,1610,DFW,OMA
2966,2255,2045,PHL,ATL
5125,2104,1845,ATL,JAN
651,1105,740,HOU,PHX
3464,1425,1303,ORD,DSM
4306,1017,910,DAL,IAH
503,2101,1727,SFO,BOS
478,2355,1650,DTW,LAS
1555,2124,2040,ELP,DFW
2011,1841,1555,PBI,PHL
490,1555,1236,IAH,DEN
4989,1539,1320,CMH,ORD
790,1021,800,SLC,LAS
5395,941,735,BOS,DTW
1723,1220,1050,LAX,DEN
1793,1652,1350,DTW,PBI
923,1750,1635,SFO,LAX
564,829,550,LAX,MCO
570,1540,1232,BOS,FLL
483,700,600,LAS,OKC
742,1343,1157,DEN,PHX
1424,1508,1225,DTW,MCO
711,1320,1150,PDX,SMF
1733,1903,1534,DEN,SFO
2591,1725,1345,SJU,MCO
917,702,545,JFK,BOS
1171,1936,1753,RSW,ATL
6456,1702,1425,BIS,DEN
162,1630,810,EWR,LAX
19,1255,920,HNL,SMF
2953,1845,1550,SAN,BWI
3198,2055,1950,AEX,DFW
3389,1605,1450,MHT,BWI
2626,1110,1020,SAN,LAX
4115,1720,1703,ORD,CVG
5623,1332,1011,MEM,DEN
4516,2004,1813,IAH,MEM
2409,2130,1800,TPA,ORD
1110,1633,1320,PHL,ORD
7390,2234,2125,GCC,RKS
2131,1555,1525,ATW,DTW
1108,2140,1830,FLL,HOU
1236,1738,1725,PNS,ATL
4598,1348,1152,IAH,CVG
607,1235,1110,SMF,PDX
5221,1126,730,DTW,SAT
319,800,615,ATL,MCO
6191,1251,1114,BFL,DEN
2266,1949,1815,DEN,ATL
1571,1745,1635,OAK,BUR
4492,1940,1655,BUF,TPA
2629,1320,1025,SAF,LAX
4790,1506,1415,PDX,SEA
1295,1655,1520,DFW,CVG
2053,1655,1454,FNT,ATL
4407,2135,1925,FNT,ORD
236,1517,700,JFK,SEA
4974,2300,2055,PHX,LAS
687,1520,1505,SNA,PHX
4643,1343,1305,MSP,LAN
2998,1600,1430,DFW,BTR
85,1914,1530,SFO,JFK
4714,1206,1000,CLT,EWR
5686,2100,1934,IAD,BDL
7393,1026,918,SLC,SGU
880,2144,1350,SEA,HNL
6273,1545,1300,SLC,SFO
2176,1650,1645,BNA,ATL
3932,1636,1431,IND,ORD
469,2128,1746,SFO,EWR
64,1702,1630,KTN,WRG
6452,1118,1001,LAS,LAX
4593,1017,902,HRL,IAH
1879,1810,1605,BOI,PHX
4389,1310,1209,CID,ORD
4739,740,617,LAX,SJC
2698,1218,1130,PHX,FLG
1662,1455,1215,DFW,ABQ
2251,955,840,CLT,ATL
5222,1632,1315,CVG,IAH
1486,1459,1245,LGA,ATL
1151,1401,1145,SFO,MSP
5164,1636,1131,IAH,ONT
3728,1135,955,LAS,STL
1664,1720,1610,DFW,SAT
1543,1533,1242,ATL,ALB
1190,1220,1055,DEN,STL
307,815,631,ORD,LGA
5995,1008,747,CAK,ORD
136,945,755,MCI,MKE
5972,2208,2105,DAL,IAH
722,1303,1009,BOS,PBI
985,1745,1600,MSY,DTW
4471,951,804,EWR,CLT
5044,1111,720,DTW,AUS
260,2020,1835,DAL,STL
970,1105,940,SFO,SNA
714,1744,1455,SLC,PDX
4635,940,700,PHX,CLE
111,1154,905,ANC,SEA
1640,1858,1615,LGA,RSW
3845,815,720,MSY,MCO
1233,1200,1025,ORF,ATL
2159,15,2110,PVD,MDW
2521,1310,1205,SAN,LAS
4453,1207,1030,IAH,MOB
2121,1733,1600,DCA,BOS
4834,1925,1715,CVG,BNA
1115,1755,1545,TUS,LAS
299,2230,1952,EWR,TPA
2537,805,641,DFW,MLU
244,1040,805,SEA,ORD
1053,1655,1515,PHX,SLC
4816,2125,1840,HOU,ELP
1472,1431,600,EWR,SFO
4818,1640,1535,LBB,DAL
3676,1415,1230,BWI,PWM
976,38,1959,DTW,DEN
192,610,2150,BOS,LAX
231,1330,1200,BWI,CHS
6099,1318,1006,SHV,DEN
330,817,600,ORD,PBI
1791,1619,1506,CHS,ATL
1096,1915,1745,JFK,BOS
297,1035,620,LGA,DAL
5583,1815,1712,DEN,FAR
6368,1306,1045,ICT,DEN
250,1220,900,DEN,SNA
1627,1040,845,FLL,ATL
1416,900,730,CMH,ATL
1172,1151,720,EWR,IAH
3301,1550,1100,DAL,LAX
5909,1115,1038,ORD,CAK
514,2212,1404,JFK,LGB
5354,1610,1555,ORD,MBS
400,2059,1655,BOS,MSY
64,2025,1743,SEA,KTN
1471,1458,1221,ATL,LIT
1630,2248,2104,SAT,ATL
1115,858,600,TPA,EWR
2169,1228,1055,MCO,ATL
2559,1006,815,ATL,RSW
126,1555,1400,SEA,OAK
1146,943,715,ATL,MEM
1089,2059,1915,DCA,BOS
2064,1025,700,CLT,DFW
3641,852,700,DSM,DFW
2220,930,632,DFW,COS
4270,1957,1915,COS,DEN
205,1230,1215,LAS,TUS
4557,1203,852,SDF,IAH
4472,803,545,DTW,MKE
5553,1905,1633,DTW,CID
1932,907,730,PHL,CLT
827,915,805,OAK,BUR
4,805,700,DAL,HOU
413,2025,1655,LAX,JFK
5246,1633,1525,IAH,DFW
64,2025,1743,SEA,KTN
823,1700,1435,MCO,DCA
2515,1027,730,SLC,LAX
3606,2037,1820,DTW,ORD
5580,1222,1046,ORD,MSP
217,655,545,MDW,ROC
1169,1930,1324,ORD,LAX
106,1355,1110,PHX,SMF
35,1735,1635,MSY,HOU
1974,2104,1840,DCA,FLL
1168,1036,815,ORD,FLL
5513,1903,1759,ATL,CAE
1421,2146,2048,XNA,ATL
641,2200,1925,BDL,MCO
1457,2205,2110,AUS,DFW
1626,2013,1810,ATL,FLL
5723,1357,1234,PVD,IAD
5356,2128,2015,LAX,SBP
1225,2238,2145,GRR,DTW
1494,1032,715,IAH,EWR
3041,925,625,DEN,LAS
900,1300,1025,LAX,MKE
465,1307,840,ORD,PHX
1092,1616,1246,SFO,EWR
288,1702,1320,MCO,ORD
150,1234,1050,DCA,ATL
3638,1403,1243,ORD,COU
203,1901,1252,EWR,BZN
555,2129,1810,SLC,PHL
1121,916,700,LGB,PDX
3182,1410,1310,FSM,DFW
55,1516,1415,ANC,FAI
5243,1855,1701,IAH,PBI
6056,945,800,ORD,BNA
861,1135,820,FLL,BNA
924,1800,1640,OAK,SNA
5392,1349,1215,OTH,SFO
1568,1039,945,OKC,DFW
936,1146,931,ACY,RSW
5723,1357,1234,PVD,IAD
6609,1701,1525,PHX,GJT
679,1336,959,PHX,JFK
588,1525,1430,BNA,DCA
788,1730,1040,MSY,SEA
205,1145,850,TUS,MDW
664,1855,1310,DFW,SEA
3630,1355,1138,DFW,PIA
420,725,2310,JFK,LAX
3563,930,700,MCO,BHM
2269,1321,1155,MCO,ATL
5398,1038,944,SFO,SMF
5026,2049,1900,DTW,CHA
2191,1355,1230,TPA,ATL
7,1643,1215,OGG,DFW
2014,2156,1755,PHL,DFW
1841,1623,1430,RSW,CLT
1481,1013,821,RIC,BOS
1198,2105,1914,ATL,RIC
3618,1656,1510,LIT,ORD
5282,2052,2005,CID,DTW
814,2219,1930,HPN,FLL
482,13,1915,SJU,JFK
5129,1026,852,MDW,MSP
2337,1954,1801,ATL,DAY
3185,2114,1955,COU,ORD
367,950,812,ORD,OMA
1781,1952,1850,MSY,CLT
4579,1655,1517,IAH,MOB
624,926,600,ORD,DEN
5302,1754,1654,TRI,ATL
1077,1732,1600,ATL,RDU
2170,917,800,LGA,DCA
5200,1442,1321,SFO,SLC
2032,1144,815,RSW,LGA
391,1725,1630,DAL,AUS
1331,2015,1909,ORD,ATL
4598,1243,1115,LNK,MSP
1375,1417,1035,RSW,ORD
5611,2152,2051,VLD,ATL
2711,2205,1700,MCI,SAN
942,2005,1845,LAX,SFO
565,2259,2016,SFO,ORD
1246,1125,935,ATL,PBI
2773,1105,900,MSY,DCA
4864,1748,1618,TUL,IAH
281,814,600,DFW,MIA
3674,1925,1555,HOU,LGA
1963,1020,905,LAX,OAK
1769,2347,2217,MCI,CLT
684,1519,1115,LIH,PHX
3413,1105,850,PHX,SDF
1712,2054,1822,MSP,TPA
2343,943,735,EWR,ATL
1484,1209,1105,DFW,AUS
5034,1206,1106,ATL,VLD
1747,648,515,CLT,PIT
836,1420,1130,ATL,LGA
2605,801,655,LAX,SLC
5535,1428,1226,DTW,BTV
4202,2005,1755,MDW,DAL
762,2225,2055,MDW,LGA
245,1738,1540,LAS,ORD
3059,1805,1645,DFW,CRP
2407,705,655,GEG,BOI
1513,1000,700,ATL,DFW
1444,2250,2005,EWR,PBI
1071,1737,1452,EWR,RSW
5920,810,742,ORD,TVC
1677,1145,1005,DFW,MEM
1090,914,755,SNA,DFW
235,2209,2030,PDX,SFO
4146,2055,1910,HSV,IAH
1330,825,700,DAL,ICT
3318,1412,1245,DFW,LFT
1516,1116,950,MSP,ORD
166,1640,1445,DFW,STL
1847,1445,1340,MDW,STL
2210,1222,805,HNL,SEA
451,1431,1105,MCO,BOS
401,1657,1400,DFW,DEN
6480,2043,2000,DEN,FSD
2987,755,615,ORD,SYR
34,750,2320,JFK,SFO
1355,2243,1910,MIA,BOS
2746,2020,1810,BWI,TPA
1410,1156,645,IAH,SAN
2597,1806,1730,MSY,ATL
523,1405,1300,LAX,LAS
3034,1915,1730,AUS,TPA
1117,2049,1247,EWR,LAX
1977,843,645,CLT,DTW
1817,1713,1355,CLT,IAH
1066,2143,1845,BOS,RSW
1531,1141,700,FLL,MSP
1781,2255,2000,PHL,MDW
1925,1207,1005,ATL,BWI
4560,2007,1827,ORD,MCI
507,2017,1330,BOS,PHX
208,1330,1255,LAS,ABQ
2132,1128,940,SAT,ATL
285,1230,1113,JFK,ROC
1226,2047,1900,ORD,LGA
235,1925,1825,LAS,SNA
987,1012,700,SLC,PHL
1149,1424,1212,DEN,MCO
313,1126,1020,DEN,DFW
3399,1823,1725,FSM,DFW
940,1905,1900,SAN,PHX
5392,1349,1215,OTH,SFO
848,1711,1325,BOS,MSP
2875,1925,1815,LAS,RNO
5731,1830,1701,CAE,IAD
371,316,2355,BQN,FLL
1054,1315,1020,PHX,SFO
2153,1620,1500,LGA,BOS
633,1525,1345,MDW,BDL
190,2136,1330,JFK,SAN
2269,1321,1155,MCO,ATL
5225,2206,2054,CID,ATL
1756,848,559,CLT,STL
625,1503,1235,SAN,ORD
4978,1210,742,IAH,BOI
1701,1007,830,PHL,BOS
1751,1409,1241,ORD,PHL
4649,2008,1845,SLC,BZN
324,2250,1840,LGA,DAL
5958,1423,1110,EWR,BNA
1151,1733,1345,SJU,TPA
5567,1047,911,LAS,SFO
1142,1213,1115,LAS,DEN
1057,820,600,SFO,IAH
411,2232,2001,SNA,ORD
4415,1353,1044,SAV,IAH
159,1455,1235,SAN,ORD
359,2035,1848,ORD,LGA
865,2015,1805,STL,FLL
6245,1057,923,PSP,IAH
3130,1401,1245,JAN,DFW
2489,2110,1940,LAX,DFW
5906,2000,1539,IND,DEN
2998,1700,1535,DFW,BTR
677,1354,1200,SEA,DEN
818,815,645,SMF,LAX
1672,900,750,DEN,DAL
162,1645,1535,BNA,DCA
112,1020,810,DEN,BWI
398,1020,845,OMA,MDW
5591,920,723,DEN,TUS
1052,1540,1327,TPA,SJU
5211,851,746,SAT,IAH
5163,1002,640,ATL,LNK
2866,755,655,STL,MCI
4909,1349,1215,BOS,RIC
1459,1602,1430,LAS,IAH
344,1808,1610,OAK,SEA
4498,1654,1525,BIL,SLC
3947,2050,1930,HOU,MAF
2400,2112,1945,BIS,MSP
4835,800,635,LAS,SDF
2002,33,2310,BUF,JFK
1753,1355,1025,SJU,FLL
1945,2143,2009,CLE,CLT
1973,1452,1310,IND,CLT
3681,713,605,DFW,FSM
865,814,640,CLT,BWI
608,2000,1850,ATL,JAX
214,1912,1839,HNL,LIH
5591,757,625,DTW,LEX
906,1258,955,JFK,ORD
1719,1410,1201,LAX,DTW
239,1800,1723,LIH,HNL
124,1225,625,MDW,SAN
2339,2205,2000,ATL,DCA
3168,1925,1720,DFW,PNS
3546,1450,1330,BWI,BDL
1242,946,645,ATL,HOU
4977,2244,2025,OKC,MSP
4463,1722,1653,LAS,SLC
7362,1219,1110,SLC,CNY
3297,1045,940,BNA,BWI
1728,1042,800,MCO,PHL
3931,2140,1950,MDW,MCO
482,2135,2020,SMF,LAX
1234,1200,632,ORD,LAS
2546,1930,1810,RNO,DEN
2269,1413,1040,FLL,BOS
3258,2119,1810,CVG,DFW
3041,925,625,DEN,LAS
2480,855,630,ATL,MDT
1924,1254,1130,BWI,CLT
5122,1337,1300,MLU,ATL
870,2035,1845,DAL,MCO
906,1425,1241,DEN,PHX
2720,1046,945,YUM,PHX
3150,1219,931,CVG,MIA
3295,1907,1720,JFK,RDU
15,1435,1030,HNL,SAN
801,1145,1035,DAL,AMA
2429,2002,1905,SGF,ATL
3364,1120,929,RDU,LGA
4648,1445,1345,GJT,SLC
1750,2250,2040,JFK,ATL
1867,730,600,SAN,OAK
1186,1500,845,IAD,PHX
372,1110,825,PHX,SJC
620,940,825,SAN,DAL
2378,1115,950,SFO,LAX
344,755,622,DEN,BZN
1980,2004,1900,LAS,LGB
1388,854,515,MIA,DFW
7383,1418,1255,SLC,CPR
1152,635,2320,SFO,HNL
2488,1537,1130,EWR,DFW
5442,1600,1323,ATL,AEX
4561,1604,1505,SJC,SLC
4507,1435,1255,LAS,STL
1065,1426,1140,EWR,PBI
941,1945,1825,SFO,LAX
1971,1315,1105,ATL,BWI
3134,1234,1040,STL,LGA
1670,2000,1758,ORD,BOS
27,1735,1435,GSP,HOU
3585,2045,2018,ORD,CMH
363,1100,720,LAX,BOS
1972,1236,810,JFK,AUS
3837,1120,940,HOU,IND
3465,1152,1025,JFK,RDU
3256,1410,1210,ORD,FAR
2841,848,700,DSM,DFW
1855,1342,1245,CLT,RDU
372,1945,1630,TPA,DAL
1619,1845,1625,MSP,LGA
3270,915,722,BNA,IAH
219,1900,1815,LIH,OGG
1124,1657,1230,BOS,DFW
136,600,135,SEA,ANC
2057,836,600,CLT,BOS
488,1900,1556,LAS,JFK
354,1650,1420,MCO,BWI
4595,2057,1925,MEM,IAH
448,2212,2053,OAK,LGB
4450,721,600,LAX,OAK
4516,2216,2105,HRL,IAH
3662,1407,1345,ORD,TOL
5633,854,800,DEN,COS
4462,840,600,RSW,IND
1445,2127,1900,LAS,IAD
1080,959,715,ATL,STL
1221,1835,1502,MCO,ORD
771,2006,1710,PDX,DCA
3238,1339,1130,DFW,CID
2954,1025,700,HOU,LGA
943,1930,1800,HOU,TPA
3615,1713,1510,CLE,JFK
2108,1258,1140,DEN,MSP
2483,1723,1600,OKC,ATL
231,1130,910,CHS,BNA
386,1741,1430,JAX,DFW
243,1905,1750,BWI,ISP
1756,1649,1523,IAH,TPA
1294,1556,1349,IAD,MCO
736,1745,1410,DCA,DAL
477,1747,1459,JAX,JFK
604,1649,1459,PDX,PHX
6233,1504,1343,SFO,ACV
1822,2024,1803,PDX,LGB
3546,1255,1154,ORD,CMI
523,1841,1750,RNO,PHX
1180,1437,1142,MCO,EWR
55,1330,1209,FAI,BRW
2629,1138,841,ELP,LAX
280,1018,912,LAS,LGB
3160,2048,1840,CMH,ORD
356,2252,1720,ORD,LAS
1764,1042,725,MSP,DEN
1062,2255,1850,ORD,SLC
246,2035,1545,LIT,LAS
1463,1958,1643,LAX,EWR
2522,710,618,DFW,LAW
1129,1508,1155,RSW,JFK
4098,1124,1026,AEX,IAH
2318,541,2155,MIA,LAX
2325,2004,1745,ORD,DFW
4137,2253,2152,ORF,IAD
408,1312,1130,SJC,PDX
4238,2035,1915,MOB,IAH
777,2237,2005,LAS,FLL
3805,2100,1955,MEM,TPA
815,2246,2035,SYR,ATL
1667,1302,1026,CHS,BOS
1126,1505,1415,DEN,MCI
1053,1346,1210,SFO,LAS
850,1050,845,MSY,BWI
4530,1834,1730,MSP,FSD
492,2314,2027,DFW,PHL
2140,1135,1030,ISP,BWI
4374,1515,1245,DAL,DCA
1172,1533,1210,ORD,DEN
1679,1255,1030,CLE,BNA
1132,1530,1211,DFW,PHX
3339,1515,1410,SJC,BUR
360,901,718,DEN,BZN
576,1740,1505,PHX,CMH
5547,920,559,DEN,ONT
1057,820,600,SFO,IAH
3932,1115,940,STL,DAL
3957,1838,1625,CVG,ORD
1729,1010,805,CLT,EWR
2914,1405,1340,ORD,SDF
1165,1740,1315,ICT,LAS
1425,2241,2000,DEN,EWR
2318,1248,1115,BZN,MSP
1448,2342,2155,LGA,DTW
4503,1248,1130,BRO,IAH
5300,2155,2100,MKE,ORD
4856,1557,1440,SJC,LAX
4251,915,705,LAS,PIT
2325,1955,1740,ORD,DFW
1389,2130,1437,DTW,LAS
243,805,630,STL,DAL
6219,1932,1850,COS,DEN
919,1630,1350,MCO,TTN
2394,1704,1545,SNA,DFW
1252,905,610,LGA,MIA
2159,15,2110,PVD,MDW
1087,1525,1225,MCO,ROC
2224,1755,1210,ORD,LAS
1442,2105,1755,FLL,DTW
2159,15,2110,PVD,MDW
6116,1031,926,DEN,TUL
400,2054,1650,BOS,MSY
333,1655,1520,DFW,MFE
1593,2304,2018,EWR,MCO
4667,2330,1945,EWR,MSP
5506,1630,1640,MGM,ATL
799,1455,1335,BOS,BWI
1796,2344,2215,PHL,CLT
474,846,635,PHX,LAS
695,1831,1805,LAX,PHX
2293,2047,1910,ELP,ATL
3066,2215,2120,FSM,DFW
1453,838,720,DFW,IAH
646,859,515,PHX,SEA
1499,2045,1745,RSW,DTW
3245,1725,1524,DFW,DSM
2521,1310,1205,SAN,LAS
3002,1504,1345,BTR,DFW
2054,2334,2140,SMF,MSP
1139,1004,800,ATL,DCA
477,2321,1950,IAH,PHX
43,1239,1110,BET,ANC
4386,1915,1805,LAS,MCI
32,1630,1530,LIT,DAL
1452,2025,1825,HOU,MCI
5200,743,640,DTW,CLE
1262,711,2300,JFK,LAX
386,2015,1825,DFW,JAX
2495,1030,700,FLL,BDL
3111,809,600,DFW,CAE
1430,1210,855,TPA,BDL
589,1100,900,SEA,MSP
15,1105,1000,HOU,DAL
2163,1740,1210,MDW,LAS
2278,1435,1055,MIA,DFW
6400,1007,830,SFO,EUG
591,919,820,SJC,PHX
5295,1650,1530,MDT,DTW
174,1900,1610,LGA,FLL
2227,2346,2100,MCO,EWR
1102,2351,1910,BOS,IAH
4471,1220,1030,RSW,ATL
4570,1218,1157,ORD,DAY
319,1335,1155,BWI,BOS
883,2253,2000,MCO,JFK
3207,1800,1435,GRR,DFW
12,1350,1230,MDW,MCI
5362,1502,1411,LAX,SBA
3267,1407,1320,GRK,DFW
242,2002,1737,SLC,IAH
2744,1620,1315,DAL,LGA
3949,1405,1233,ORD,MCI
583,851,600,MCO,JFK
4646,1510,1312,EWR,CHS
2026,1153,950,FLL,ATL
647,1134,1115,ONT,PHX
5337,709,615,DEN,MAF
4433,1805,1545,CLE,ORD
1600,2220,1938,IND,MSP
6411,2130,2025,CID,ORD
699,2245,1930,MKE,DEN
1273,1435,1325,STL,MDW
1823,2205,1952,SEA,DTW
427,857,645,IAD,TPA
4688,2100,1926,MSP,STL
1435,1836,1225,ORD,SFO
3392,944,730,CLE,ORD
29,1720,1225,DFW,ONT
247,1353,1225,DEN,IAH
1219,1815,1528,DEN,BOS
1140,903,605,RSW,CLE
2076,1248,1115,PHL,CLT
1853,1014,745,PHX,ATL
2022,1840,1545,FLL,PHL
1949,2351,2155,MIA,ATL
2678,1645,1310,MCO,MDW
595,2201,2128,HNL,OGG
1299,2014,1630,KOA,LAX
2540,2235,2155,TYR,DFW
6367,840,705,MSP,ORD
6133,633,602,ORD,ERI
3294,840,650,ORD,XNA
2352,1840,1610,MCO,BHM
369,1820,1327,DFW,SAN
53,1810,1530,DTW,MSP
1235,705,2316,IAD,LAX
5227,2049,1935,ELM,DTW
4422,1644,1517,PIT,EWR
1473,1515,1343,DFW,ATL
1296,2037,1855,PIT,ATL
6306,2227,1945,SGF,DEN
912,1500,1355,DAL,MAF
975,1245,1010,BWI,FLL
321,840,720,MHT,BWI
6580,1040,948,FLG,PHX
5374,935,815,ONT,SFO
1544,2236,1729,IAD,DEN
4541,758,525,SLC,LWS
144,2255,2050,SEA,PHX
173,1420,1330,ABQ,DAL
4900,2135,2010,TUL,HOU
3089,2048,2005,ABI,DFW
4797,946,840,SNA,SLC
593,1446,1010,ORD,PHX
3561,925,910,LAS,LBB
469,1642,1106,EWR,DEN
357,1408,1324,HNL,KOA
4378,1329,1038,IAH,ELP
1072,515,2130,EWR,LAS
363,1713,1546,IAH,ATL
3141,600,600,ORD,FWA
122,2230,1910,MCO,DFW
3945,1858,1640,SDF,ORD
968,2349,2104,BWI,ORD
688,809,2349,BOS,LAX
713,1430,1250,IAH,MCO
1134,2254,1840,EWR,IAH
605,1244,950,RSW,DTW
1794,1926,1735,EWR,DTW
3653,1355,1250,ELP,PHX
4968,1626,1301,PBI,IAH
5542,1053,1000,DTW,LAN
4335,1808,1528,JAX,EWR
1063,2248,2259,BHM,ATL
6238,1318,1153,ACV,SFO
1060,621,2300,TPA,LAX
4575,933,835,SMF,SLC
1402,2355,2110,RDU,ORD
490,1330,1055,SAN,SEA
1124,1700,1235,BOS,DFW
5219,1757,1603,MEM,ORD
250,1553,1325,MSP,MCO
653,1343,1211,LAX,SFO
5937,2054,1946,SAF,DEN
4729,1302,1130,BNA,ORD
1691,1441,1010,RSW,MSP
2182,1522,1400,LGA,DCA
61,1246,1151,CDV,YAK
1419,1441,1206,LAX,ORD
332,1500,1130,RDU,DFW
1600,1810,1710,AUS,DFW
1831,849,600,SLC,PDX
936,1150,933,ACY,RSW
3158,1100,925,SGF,ORD
879,1415,1300,LAX,DAL
4149,552,545,ORD,FNT
1381,937,630,DFW,EWR
6523,711,645,LAX,PHX
3676,1555,1445,RDU,BWI
