FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
4532,2003,1905,MTJ,DEN
450,50,2145,PBG,FLL
5448,1629,1525,DTW,GRR
315,1241,1131,JFK,SYR
3166,2230,2040,PIA,DFW
921,830,705,MKE,MSP
405,1320,1127,DFW,MCO
47,2155,1915,SJC,ORD
4607,1434,1304,XNA,IAH
2,2015,1700,SFO,DCA
5655,2233,1930,TUS,SFO
710,2256,2009,LGA,FLL
2421,839,830,BNA,ATL
3395,2150,1830,HOU,PHX
4742,1434,1320,MSP,GRB
787,1955,1626,ATL,MSP
5345,1549,1544,ORD,FWA
2418,1625,1520,SAT,DFW
2621,1605,1445,LAX,SJC
2078,2005,1710,SLC,SAN
136,550,130,SEA,ANC
2242,1044,920,GEG,MSP
986,954,745,LGA,ATL
1942,1815,1535,ATL,EWR
2267,1250,1052,SAN,ATL
854,1824,1730,DCA,PHL
3055,1422,1240,HSV,DFW
882,720,605,LAS,LAX
407,1440,1205,FLL,BWI
3605,1015,735,MCO,CAK
1418,912,800,BOS,JFK
1551,1324,1015,BOS,ORD
6404,1002,829,EUG,SFO
2058,825,815,ONT,PHX
563,1121,900,PDX,LAX
402,2250,2145,LAS,LAX
775,1230,935,PHL,SJU
4274,1505,1035,SJU,ATL
2426,1225,726,DFW,LAX
5389,1906,1742,LGA,ROC
4959,850,600,HOU,MDW
2967,1138,825,SAV,DFW
1344,1819,1249,ATL,JAC
1655,1428,1220,LAX,ATL
1141,1710,1635,ORD,CLE
4962,1335,1216,ROA,ATL
4691,1007,805,DAY,EWR
2433,1955,1455,DFW,LAX
43,1325,950,HNL,SJC
1559,1837,1445,HNL,LAX
309,1649,1500,ATL,PBI
154,834,600,JFK,PBI
4493,1245,1115,BZN,SLC
784,1325,1055,LAX,SEA
3442,2214,2125,CMI,ORD
4711,819,710,EWR,DCA
1326,950,801,ORD,TUL
173,1000,715,FLL,BWI
622,2312,1635,JFK,PHX
1613,1415,1405,SAN,PHX
1353,1850,1720,SLC,PHX
591,1239,955,PHX,SJC
4177,1840,1535,RSW,FNT
1714,1935,1755,MKE,LGA
306,1614,1450,PSP,SFO
868,22,1934,DFW,LAX
1217,1510,1320,PHX,DEN
2222,1640,1355,DFW,PHL
1220,2038,1825,ILG,MCO
748,2129,1339,JFK,LAS
2413,1135,1000,ORD,MSP
6286,1152,1022,SFO,SBA
4028,1925,1810,MDW,DSM
1794,1337,1205,CLT,PIT
1399,1544,1405,STL,DFW
5410,1922,1800,EAU,ORD
2300,2347,2235,ICT,DFW
1837,644,515,CLT,BWI
61,1815,1600,MCO,CMH
1862,1022,700,CLT,IAH
819,1540,1220,DEN,SAN
657,1544,1400,CLE,EWR
616,1104,840,ATL,MEM
2321,1905,1645,ORD,DFW
6369,714,600,SFO,TUS
148,1131,925,MIA,CLT
1273,1315,956,MIA,IAH
2297,1347,1250,AUS,DFW
299,2055,1755,MCO,LGA
204,1750,1635,MDW,ROC
5166,1047,939,DEN,MTJ
901,1650,1444,ATL,DTW
575,1721,1445,MSY,JFK
940,1735,1620,CLT,ATL
1648,2144,1851,LAX,IAD
442,1835,1614,FSD,DEN
38,1730,840,FLL,SEA
144,2005,1710,PHX,MKE
2527,1855,1720,STL,DAL
457,1419,1235,IAD,BOS
5230,1629,1508,ORD,STL
2358,1642,1315,MCO,DFW
4344,1805,1650,MDW,CLT
2204,1603,1310,SLC,LAX
4664,1133,1015,LIT,IAH
1718,1258,1125,LAX,DEN
612,948,725,LAS,SEA
5527,2111,1940,DEN,MSN
712,452,2110,JFK,LAS
2317,1116,730,RSW,ORD
303,1017,717,SLC,MCO
3200,1049,942,DFW,LBB
1254,940,715,ORD,MIA
915,10,2029,SFO,JFK
1198,636,145,ATL,DEN
4387,2230,2115,OAK,LAX
5464,2129,2033,MLI,ATL
4572,1919,1744,SLC,FAR
2290,2000,1825,MDW,EWR
1495,1705,1359,DFW,EGE
4544,1702,1555,ATW,MSP
627,2207,2105,OAK,PHX
2989,1148,1040,LBB,DFW
2243,1320,845,OMA,LAS
2158,1915,1800,BOS,LGA
3305,1706,1530,LGA,RDU
1285,750,642,DFW,IAH
1757,1954,1250,ATL,SNA
355,1000,850,LAS,SAN
5478,2119,2025,LAR,DEN
301,1652,1555,LAS,DEN
524,2158,1940,BUR,SEA
705,25,2130,FLL,EWR
1849,1505,1205,LGA,MDW
1003,1630,1148,DFW,PSP
762,1020,920,ORD,ATL
2648,1021,745,JFK,TPA
3492,2251,1940,CAE,DFW
1678,1914,1725,BWI,ATL
5186,1054,910,SFO,SAN
474,1351,940,MSP,PHX
6292,714,540,DEN,SLC
765,819,645,MSP,PIT
5048,1208,1056,GSO,ATL
2526,1512,1215,LGA,MIA
1579,1155,840,MIA,DTW
2276,735,434,BDL,SJU
2140,2110,1850,SLC,LAS
1212,1640,1519,DFW,SDF
1767,1300,1015,RSW,DCA
187,1100,945,DSM,MDW
6259,2252,2208,COS,DEN
4808,1253,1043,SEA,PHX
1157,456,2150,LAX,OGG
5501,646,550,ATL,VLD
3362,821,709,MAF,DFW
422,1305,930,LAX,JFK
1015,2225,1736,DFW,SAN
1828,937,835,SAV,ATL
4135,1626,1415,IAH,MCI
4106,1612,1558,ORD,CVG
44,2220,1515,SJC,HNL
1991,905,530,ATL,MSP
1499,829,730,LAS,DFW
1950,1435,1150,PHL,FLL
6298,1433,1336,DEN,MOT
3758,850,610,LAX,MDW
3433,1145,1009,DFW,JAN
286,1200,805,IAH,SLC
3527,1009,920,PNS,MIA
2569,1900,1800,DAL,HOU
1092,2015,1845,LAX,SFO
5438,1851,1545,SAT,MSP
5377,1447,1230,IAH,DTW
901,1035,722,FLL,JFK
5296,1809,1600,ATL,VPS
1824,1939,1735,ATL,BWI
126,1325,1145,PHX,DFW
4415,1353,1044,SAV,IAH
3429,1010,815,DFW,CVG
1773,1950,1610,MCO,MCI
487,2050,1323,IAD,LAS
2240,1145,1005,RDU,MCO
2321,2200,1815,DCA,DAL
301,1015,905,ONT,SJC
385,1040,825,DFW,BNA
1671,1514,1215,JFK,MIA
2267,2052,1351,ATL,SAN
685,2341,2130,DEN,MCO
969,952,610,MIA,DFW
2246,527,2140,SEA,HNL
541,1110,855,LAX,ATL
3491,2035,1740,PHX,MDW
76,1734,950,IAD,LAX
4285,2210,1907,GSP,IAH
341,1620,1350,SLC,ORD
1505,1313,1205,PSP,DFW
634,2142,1555,PIT,PHX
4590,2006,1900,SEA,GEG
4460,1636,1526,FAR,MSP
1503,1120,859,DFW,FLL
219,1355,1105,ATL,ORD
3745,1600,1025,CMH,PHX
398,2055,2012,KOA,HNL
570,1149,930,SFO,IAH
756,750,603,DEN,PHX
40,1700,1600,DAL,HOU
4136,1350,1140,IAH,CMH
207,1209,1055,JFK,PWM
751,1006,700,MIA,EWR
1174,1854,1605,LGA,PBI
1421,2005,1730,MDW,SAT
826,1400,1255,BUR,SMF
259,948,700,FLL,ACY
3465,1152,1025,JFK,RDU
152,1409,1332,ITO,OGG
3056,2043,1900,SPI,DFW
1990,512,206,EWR,SJU
1095,1414,1300,ONT,DFW
5226,2020,1840,ORD,BNA
3357,1910,1714,ORD,TUL
3104,1625,1415,CMH,MCO
349,1130,832,DEN,LAS
2388,1422,845,MSP,SNA
5265,737,600,LGA,PIT
690,900,800,GEG,SEA
1878,755,650,LAS,DAL
2378,1422,1255,LAX,SFO
2634,1035,932,ORD,MKE
4406,1210,1032,IAH,XNA
303,2037,1808,MCO,ACY
1033,1736,1355,MIA,BOS
715,1630,1445,MDW,TPA
5793,1408,1200,JAN,ORD
1371,26,2130,FLL,LGA
5769,2048,1922,IAD,LGA
16,915,755,HOU,MSY
3475,1410,1305,ORD,CID
1082,1411,600,EWR,SEA
44,1435,1329,ANC,BET
1582,1016,705,BOS,MIA
1761,1433,1230,PHL,ATL
4670,1334,1156,OMA,ORD
1639,2130,2020,BHM,BWI
3174,3,2220,LIT,ORD
379,805,630,MYR,ACY
1302,1154,1033,SDF,ATL
3494,1043,800,SYR,ORD
3744,1105,900,DEN,RDU
1360,510,2325,BNA,LAX
5068,1608,1453,CID,ATL
1922,2323,2220,RIC,CLT
2545,1823,1655,MCO,ATL
1575,1353,1022,ORD,DEN
572,1852,1715,PHX,SLC
74,1220,1109,DFW,HOU
6346,718,630,SFO,MRY
1434,813,605,MCO,SJU
221,1753,1500,ATL,LGA
4466,2130,2020,LAX,SJC
233,1825,1730,LAS,ONT
379,805,630,MYR,ACY
586,2010,1830,LAX,HOU
251,1905,1758,SFO,PHX
3483,1735,1440,MCO,ROC
691,1030,730,SLC,DCA
780,1105,850,PHX,LIT
283,1901,1557,MCO,JFK
4649,1739,1615,BZN,SLC
5448,1930,1810,ONT,SFO
2360,2055,2045,SAN,PHX
1161,1108,1000,TPA,MIA
861,1854,1354,SJU,BOS
428,1542,1150,IAD,IAH
336,1720,1620,DAL,TUL
2692,1348,1215,PHX,GJT
4352,1812,1600,CVG,EWR
4641,930,915,SNA,PHX
1444,2158,1910,EWR,PBI
297,2000,1855,MDW,ATL
1281,1400,1029,PHX,EWR
2672,1021,859,BOS,LGA
305,912,600,ATL,BOS
520,740,610,ORD,MSP
2213,1335,1205,MLB,ATL
2600,1449,1159,LGA,PBI
2245,1024,740,MSP,RSW
2208,1751,1415,CLE,DFW
1143,1910,1616,EWR,PBI
84,1055,940,JFK,BOS
81,7,2245,TUS,DFW
2540,2236,2155,TYR,DFW
4626,1740,1620,RNO,LAS
4973,1259,1111,SUN,DEN
558,904,640,LAX,PDX
1234,1708,920,IAD,LAX
1180,126,2206,ORD,DEN
686,1231,655,PHL,DEN
220,2014,1910,MIA,TPA
4500,938,925,BNA,CVG
4461,1255,1126,LAX,OAK
901,1035,722,FLL,JFK
4979,1147,900,SYR,ORD
1,1605,810,DCA,SFO
5262,1828,1720,DEN,CVG
4438,923,645,IAH,HOB
395,1558,1255,JFK,SJU
1279,1019,835,OMA,DFW
1292,1144,1045,TUL,DFW
2988,1215,1103,DFW,AMA
2017,1225,955,MSY,EWR
2010,1350,1215,DFW,ATL
1825,2117,1810,IAH,PHL
2177,1216,1100,DCA,LGA
4921,650,555,MDW,PIT
130,1835,1715,LAS,SMF
4988,1524,1305,DTW,ATW
5437,901,810,GSP,ATL
180,1421,1130,LGA,FLL
1639,1755,1525,ROC,MDW
1186,1458,1135,DFW,BOS
221,1340,1150,SFO,DFW
1104,855,600,FLL,CLE
469,619,120,CLT,DEN
888,2040,1900,MSP,ATL
1614,2155,2045,LAS,SAN
4358,1339,1210,IAH,GPT
3623,2209,2055,CRP,DFW
1308,953,841,JFK,IAD
265,1915,1757,SNA,DEN
301,922,645,FLL,BWI
1506,1759,1138,ORD,SFO
5363,1856,1555,DTW,LIT
1279,1147,859,EGE,EWR
4796,857,834,MSN,DTW
2546,2110,1819,SLC,SAN
2519,949,728,ATL,VPS
711,1110,940,SMF,LAS
50,655,1625,JFK,HNL
758,1539,700,JFK,SFO
355,1039,910,IAH,TPA
6018,2317,1941,BNA,DEN
1492,1209,800,MSP,PHX
1228,1535,1311,ATL,JAN
1889,1825,1610,CMH,MCO
2373,2335,2110,BUF,MDW
3351,1708,1355,SAV,DFW
5342,1952,1723,ATL,EVV
1809,503,2240,EWR,PHX
414,2315,2230,PDX,SEA
4200,1157,1029,CLE,DCA
5949,2028,1920,IAH,DAL
6213,2204,2005,FAR,ORD
382,1625,1523,DFW,OKC
2224,1125,925,LAS,ORD
1502,2122,1825,EWR,MIA
4331,1930,1725,TUS,DEN
3455,1717,1500,PDX,BUR
1605,1350,1100,LAS,EWR
1297,1650,1508,ATL,SRQ
660,1816,1800,SNA,PHX
4637,2020,1855,DEN,STL
4640,1522,1331,EWR,DAY
3405,2331,2215,DSM,ORD
4435,1021,845,LBB,IAH
1998,2100,1945,MCI,DTW
4751,1030,820,IAH,CMH
3299,1645,1601,DFW,ACT
3392,944,730,CLE,ORD
1272,1219,749,ORD,PHX
1292,2216,2005,DFW,DTW
4835,1220,1050,SNA,SFO
5617,2010,1850,IAH,MSY
635,1611,950,FLL,PHX
1964,810,605,LAS,MKE
837,1849,1540,PHL,STT
5579,951,821,MSP,ORD
9,1027,705,SEA,MCO
731,2010,1805,MIA,CLT
5204,1244,1055,ORD,BOS
371,1510,1355,SMF,BUR
6166,1551,1433,IAD,BUF
4695,1900,1310,MDW,SAN
384,1452,1418,HNL,LIH
6490,1522,1355,PSP,SFO
1237,1209,901,LGA,ORD
4483,1340,1200,SJC,PDX
2139,919,800,LGA,BOS
5575,1632,1315,DEN,ONT
2143,1801,1624,LAS,ATL
1320,1550,1235,DFW,BDL
397,2208,2125,HNL,KOA
5270,939,825,ATL,BQK
2148,1407,1300,BOS,LGA
76,1740,1410,SEA,JNU
5537,1011,810,ATL,EYW
678,2030,1740,BWI,BHM
5492,1015,923,ORD,MSN
2028,1500,1215,MCO,DTW
3144,2255,2005,ATL,MDW
370,1046,900,SMF,SEA
1661,1713,1506,PHL,ATL
1157,1427,1215,DTW,BDL
5046,1255,1210,ATL,CSG
4369,1536,1351,IAH,GSP
6100,2113,2016,PIA,ORD
1896,902,710,PHL,DTW
499,2119,1910,CLT,MIA
5207,1721,1546,SAN,SFO
398,1110,930,PHX,DAL
331,1423,1107,DEN,SNA
3479,1056,910,AZO,ORD
865,1405,1129,LAX,ORD
3049,1043,1034,ORD,IND
188,723,600,LAS,OAK
1128,2019,1856,SDF,ATL
1896,850,725,PHL,PIT
144,1250,1122,DFW,ATL
267,1930,1115,PHL,SFO
3006,900,638,LGA,SDF
3671,945,815,MAF,HOU
598,2010,1720,AUS,DCA
1651,1251,1120,LAS,MSP
1290,2344,2150,DTW,ATL
2939,1415,1230,DFW,FWA
3311,2005,1710,DFW,DRO
60,1200,910,SEA,KTN
2279,2138,1925,SJC,MSP
478,2355,1650,DTW,LAS
4514,1016,940,ORD,CLE
1228,1236,1215,JAN,ATL
2501,1823,1337,MSP,GEG
122,1823,1535,DFW,DEN
1921,2118,2000,JAX,CLT
4540,948,832,SFO,SLC
5474,1231,1145,CLD,LAX
571,1715,1500,DEN,BWI
383,1212,1119,HNL,ITO
1194,1420,1308,MSY,IAH
4609,1936,1746,SBN,ATL
6264,1336,1234,FAT,SFO
5646,1203,1040,SBA,SFO
2386,1818,1129,ATL,LAS
4198,1045,818,IAH,BNA
1639,501,2143,LAX,KOA
315,1030,923,DEN,DFW
675,1004,815,DEN,ORD
4747,1420,1317,SEA,GEG
1052,925,800,EWR,BOS
5417,2140,2150,MGM,ATL
1787,1709,1440,CLT,BOS
4278,2242,1930,MHT,ORD
5396,1514,1310,FWA,ORD
10,539,2115,MCO,SEA
181,2155,2050,BUR,OAK
379,1412,958,FLL,ORD
2771,750,555,BWI,GRR
1317,1843,1720,JFK,BOS
4350,2054,1918,BHM,IAH
5629,741,605,SFO,PSP
4397,1002,833,XNA,IAH
629,2134,2115,SNA,PHX
440,1505,1135,LAX,JFK
6326,1439,1351,SFO,BOI
1733,2135,1935,GEG,OAK
1816,1535,1045,ATL,DEN
2867,1250,1130,LAX,SAT
117,926,843,HNL,KOA
769,2313,2210,MKE,ATL
362,2217,2000,MKE,DFW
1888,1648,1530,ATL,CHS
5159,2049,1900,EYW,ATL
4900,1650,1545,FLL,TPA
1743,1600,1349,ATL,ECP
1821,1955,1420,MDW,LAS
1714,1639,1405,MSP,MCO
931,2005,1240,BWI,LAS
169,2045,1725,LAX,EWR
124,2359,2157,ORD,RSW
4667,1650,1435,MSP,EWR
4227,1203,852,SDF,IAH
1162,1839,1700,ORD,LGA
231,1524,1325,LAS,ORD
2541,1420,1245,ATL,TPA
2931,1200,1101,ORD,BMI
1241,59,2001,SJU,EWR
327,1922,1629,MCO,EWR
788,603,2312,DTW,LAS
246,1123,845,SAN,SEA
1717,3,2210,FLL,CLT
3112,1532,1415,CRP,DFW
2154,1717,1600,BOS,LGA
1459,1602,1430,LAS,IAH
993,1140,1000,IND,ATL
772,2025,1855,OAK,LAS
330,1230,1110,LAX,SFO
1926,2204,1410,PHL,LAX
2024,1210,825,PHX,SEA
605,1128,950,DEN,ORD
4675,1925,1631,SLC,BUR
938,815,700,DAL,AMA
1639,1755,1525,ROC,MDW
514,2022,1805,BDL,ATL
541,1301,930,SFO,JFK
5418,1849,1742,SFO,SBP
5155,1843,1505,DTW,IAH
1285,1747,1438,SFO,IAD
2206,1904,1635,DCA,MIA
212,1220,1025,SFO,DFW
4976,2223,2115,MHT,LGA
280,1831,1720,BOS,EWR
2982,1215,1050,SAN,OAK
6357,1013,839,ORD,MSP
5280,1702,1650,VPS,ATL
1462,1920,1350,IAH,SFO
2533,2140,1915,PHX,LAX
6437,2233,2005,DFW,ORD
6452,2233,1743,AUS,LAX
2219,1353,1135,MSP,LGA
5630,1651,1533,LAX,BOI
5262,917,705,DTW,PVD
2058,1000,738,JFK,MCO
1803,1019,730,PHX,CLT
1549,1119,700,TPA,MSP
1864,1627,1305,DCA,MSP
2550,2011,1850,RAP,DFW
5597,1050,1000,LFT,ATL
431,605,2305,CLT,LAS
1427,1650,1250,IAD,IAH
1803,1505,1330,ATL,RDU
2926,843,650,IND,ORD
2329,2006,1700,ATL,DFW
1697,904,700,ATL,IAD
710,1644,1400,PHL,MIA
2593,943,730,LAX,RDM
754,1849,1705,DEN,PHX
1477,944,759,CLE,EWR
4131,2000,1850,JAX,ATL
2210,1107,1000,SAT,DFW
3484,1732,1420,CAE,DFW
2080,1955,1635,MCO,AUS
2875,1925,1815,LAS,RNO
1626,2013,1810,ATL,FLL
387,1343,1220,LAX,AUS
2234,1545,1440,MIA,TPA
7364,1448,1345,CNY,SLC
3612,1053,1005,CLL,DFW
3685,2113,1955,COU,ORD
1071,1545,1435,DFW,HOU
6346,646,600,SFO,MRY
432,2140,1920,OMA,DEN
394,955,715,SFO,CLE
902,750,600,TTN,ATL
446,747,550,PHX,MCI
6441,1645,1536,SFO,SLC
113,2350,2115,DEN,MIA
5361,1355,1318,ORD,CMX
4966,1037,845,ATL,HSV
2416,743,615,DTW,PIT
616,2259,1435,JFK,SFO
2527,1355,1201,DFW,MOB
1170,2207,1955,LAX,CMH
2069,1648,1455,IAH,CLT
331,1357,1215,ORD,LGA
495,730,600,MDW,PHL
908,1620,1450,LAS,SFO
1670,1710,1400,BOS,ORD
140,805,605,STL,SAT
373,1320,1130,SEA,SMF
172,910,700,MCO,RIC
110,738,706,HNL,LIH
1161,1951,1210,CLE,SFO
693,1505,1405,SEA,GEG
592,1825,1700,PSP,SFO
1150,1025,825,DEN,MSY
684,1519,1115,LIH,PHX
2347,1827,1710,MSP,MSN
4419,1618,1355,XNA,EWR
2713,1355,1140,MKE,MSY
3406,1745,1700,SPS,DFW
970,1643,1343,ATL,DAL
4701,938,805,SMF,LAX
2058,2120,2010,MAF,DAL
5330,1749,1555,GSO,LGA
1637,1653,1520,BWI,DTW
2377,1315,1152,DFW,ICT
725,1625,1445,MCO,CLT
4290,1815,1706,DEN,IND
1285,750,642,DFW,IAH
4200,1450,1335,SAN,SJC
1108,1744,1448,SEA,IAH
550,1320,825,HOU,SAN
2515,1002,905,SJT,DFW
2788,940,600,MCO,MDW
6205,1440,1132,DEN,PSP
371,903,600,FLL,LGA
1061,1245,1120,OAK,SAN
1600,1838,1520,LAX,EWR
317,2010,1655,OAK,BWI
4244,1558,1321,OKC,DEN
114,735,2355,IAD,LAX
1112,930,720,SFO,IAH
676,2020,1855,SMF,PDX
3671,745,630,HOU,MSY
1403,2125,2005,LAX,SMF
1110,1633,1320,PHL,ORD
181,1402,1309,HNL,ITO
1162,600,2140,JFK,LAX
6336,938,837,RNO,SFO
5689,1402,1231,CAE,IAD
959,1834,1708,MSP,MCI
461,2022,1740,SEA,LAX
4609,1934,1745,SBN,ATL
49,2041,1935,SAN,DFW
1732,1820,1626,ATL,CLE
1705,1720,932,IAD,LAX
2938,2233,1925,FWA,DFW
1037,1848,1520,ORD,DEN
2539,930,702,DFW,FSD
279,2011,1538,EWR,IAH
5174,1757,1622,DEN,LIT
1578,1431,1135,DTW,RSW
738,1915,1755,RNO,LAS
4363,1920,1740,RDU,MCO
508,1117,1032,OGG,LIH
2958,1635,1505,SLC,DEN
1929,1337,1015,CLT,IAH
1320,1905,1315,STL,SFO
719,1937,1845,LAS,DEN
1754,1040,905,ATL,MCO
3944,1911,1648,OMA,EWR
4199,1238,1102,LGA,CLE
3050,2158,2010,VPS,DFW
4962,1527,1400,ATL,ROA
503,1004,721,PHX,CMH
2067,1706,1605,CLT,RDU
786,845,600,HOU,DCA
5324,1420,1317,MSP,FAR
346,1103,855,EWR,ATL
2558,1144,900,ATL,EWR
1552,2334,2039,PBI,EWR
6113,1640,1608,ORD,ERI
1547,1203,958,LAS,ORD
1209,1050,620,SEA,ANC
1511,1710,1446,DFW,FLL
654,1708,1330,PHX,JFK
1218,1430,1151,DFW,MSP
3326,2125,1910,DEN,MCO
2571,2037,1910,MEI,DFW
3113,905,618,DFW,MSN
1401,627,2310,ATL,SMF
5617,1636,1131,IAH,ONT
4460,1812,1702,MSP,FAR
1293,118,1942,EWR,DEN
4448,8,2000,IAH,SLC
2147,1000,710,HOU,ELP
352,1805,930,BOS,SFO
2968,1720,1555,ORD,STL
2415,2351,2145,EWR,ATL
4976,2158,1610,STL,SFO
4247,1825,1645,EWR,GSO
1849,1440,1319,JAX,CLT
3457,1940,1835,ORD,ROC
1060,940,659,LAX,MCO
493,2245,2000,BWI,MDW
3609,1507,1320,EVV,DFW
2211,726,131,MIA,PHX
566,949,700,SFO,PIT
1503,1120,859,DFW,FLL
3234,1925,1805,DFW,CHA
1240,1323,1105,TUS,ATL
205,641,609,HNL,OGG
3325,1235,1120,DFW,XNA
2527,1220,1005,MDW,FLL
4344,1805,1650,MDW,CLT
1709,811,610,CLT,EWR
1074,2155,1945,ORD,FLL
1445,1756,1530,CLT,BOS
973,925,800,LAS,IND
1085,1149,830,MIA,JFK
885,1225,855,OGG,SJC
1071,2010,1535,DAL,LAS
4775,1654,1503,FCA,SLC
3851,1500,1355,BUR,OAK
793,1914,1730,PDX,DEN
262,635,330,BOS,SJU
1482,1848,1518,EWR,STT
687,1950,1750,SEA,DEN
6422,1922,1823,ORD,PIA
5155,1955,1720,ATL,AEX
2115,1141,920,JAX,DCA
5443,2036,1759,ATL,AEX
1143,1600,1500,PDX,SLC
1826,1508,1459,LAS,PHX
6159,1342,1205,MCI,ORD
2111,1241,1215,GPT,ATL
6350,2234,2150,ASE,DEN
543,1840,1805,HNL,OGG
313,1240,1201,LIH,HNL
699,1546,810,RDU,LAX
72,2228,1700,AUS,SFO
6008,1114,1038,ORD,LEX
