FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
5665,810,708,IAH,SHV
2038,1812,1620,PVD,CLT
6360,1714,1421,SLC,SFO
202,1450,1220,OKC,DEN
5533,938,805,BIL,DEN
2847,935,835,ORF,BWI
2303,855,620,DFW,ORD
5205,1128,833,AUS,ORD
3476,1719,1450,LGB,SEA
7429,1158,1107,PIH,SLC
434,1330,1055,BWI,FLL
1201,1655,1420,ORD,AUS
1041,1701,1440,SAV,JFK
1186,1420,1300,ATL,JAX
565,1334,1210,CVG,ATL
1685,2136,2004,SFO,SAN
1418,1628,1320,DFW,HDN
2006,900,615,EWR,FLL
2820,1603,1520,MIA,EYW
1218,1440,1115,DEN,PDX
1109,1016,730,MSP,RSW
445,2144,1845,MCO,SWF
590,1555,1431,BOS,DCA
341,2150,1905,SLC,MDW
1620,804,645,MSP,OMA
1035,1915,1800,DFW,TUL
4490,1257,1125,MAF,IAH
1579,1528,1011,IAD,DEN
2283,1340,800,HOU,OAK
5613,2100,1810,ATL,PVD
2194,2128,2104,GPT,ATL
142,1045,915,SMF,SAN
2582,950,710,LAX,MCO
4775,1918,1734,SLC,FCA
3141,610,602,ORD,FWA
983,540,2330,MCO,SLC
3965,1515,1255,PHL,MCO
1278,1400,1153,DFW,DTW
2258,1023,810,MSP,JAX
1318,1119,1005,CLT,ATL
4278,1105,935,DEN,CMH
3948,1234,957,FSD,DEN
1010,1130,930,DAL,BNA
5908,918,720,DEN,DIK
3843,1805,1600,ATL,DTW
1300,1148,645,DFW,SNA
2208,527,2230,ATL,SAN
3027,1000,857,ORD,MSN
2428,1813,1722,TYS,ATL
21,2210,1930,SEA,ORD
5380,1814,1720,DEN,MAF
4750,1425,1350,ORD,CLE
1507,1424,1205,SLC,ATL
5253,628,530,IAH,SAT
1374,1900,1710,JFK,CHS
4772,2137,1825,OMA,SLC
2405,1922,1855,MEM,ATL
4652,1445,1356,LAN,DTW
596,23,2135,MSP,FLL
2259,1320,915,MIA,ORD
371,2020,1930,HNL,ITO
1998,2102,1820,CLT,MSY
1207,920,625,DFW,PHL
590,1555,1431,BOS,DCA
480,1640,1445,PHX,IAH
2757,1345,1335,ONT,PHX
143,1225,1200,SNA,PHX
1472,1155,1145,SAN,PHX
1762,1800,1710,SJC,PHX
5609,2111,2024,CID,DTW
2103,1858,1650,CVG,MCO
5585,2121,1940,ELP,DEN
3263,1129,1050,ACT,DFW
3258,1350,1253,IAH,GRK
5538,1119,939,SFO,MFR
3767,1145,735,LGA,HOU
5946,1325,1158,RAP,ORD
2086,1905,1800,SJC,ONT
500,1847,1500,PHX,SEA
5363,1856,1555,DTW,LIT
4495,1258,1150,SLC,BOI
199,2356,2240,LAS,IAH
1640,1256,1050,DTW,ATL
1629,1127,1100,RNO,SLC
5491,732,600,ATL,OAJ
69,1759,1425,FLL,BOS
630,2107,1800,LGA,ORD
1171,1457,1205,SFO,ORD
1497,1026,815,MSP,PHL
462,1730,1610,SAN,OAK
604,1058,825,LAS,DCA
3492,1910,1730,BWI,BOS
6232,1412,1336,DEN,ICT
4657,2134,2000,VPS,IAH
2043,1617,1312,ATL,MKE
2218,1500,1105,HNL,LAX
2880,645,540,ORD,MSN
1726,1900,1657,ATL,FLL
1099,1120,700,MCO,MSP
1483,909,835,LAS,SLC
438,1815,1555,PHX,LAX
1881,1750,1615,ATL,CVG
1347,1740,1610,CMH,ATL
2443,1313,1052,ATL,BUF
1563,1620,1510,DFW,TUL
1521,1556,1425,DAY,ATL
1970,1229,1030,CLT,EWR
117,926,843,HNL,KOA
402,1715,1625,DEN,TUL
4683,1500,1219,SLC,FAT
1695,1725,1610,SJC,SNA
3106,1854,1810,TYR,DFW
4121,705,640,LAX,PHX
1725,730,600,SAN,SMF
893,1135,1015,LAX,SJC
200,1836,1630,ATL,IAD
3698,705,559,DFW,MAF
5427,1245,1152,SFO,SMF
4641,2049,2008,FAT,SLC
1596,1940,1450,DFW,SNA
4202,2345,2157,SAV,IAD
5161,1324,1205,MCI,DTW
2048,1156,1005,LGA,DTW
565,1710,1545,AUS,MSY
11,1215,845,HNL,SFO
81,852,600,ANC,SEA
2047,1452,1159,ATL,LGA
2496,1240,1000,IAD,MDW
3285,1304,1215,DFW,GRK
2485,1207,950,PSP,ORD
261,935,815,SNA,DEN
2522,2305,2149,FAR,MSP
2365,830,600,ATL,EVV
366,1540,1500,STL,ATL
943,1930,1800,HOU,TPA
1292,1144,1045,TUL,DFW
603,955,700,PHL,MDW
768,1710,850,BOS,SAN
1837,2329,2152,AUS,ATL
6347,2032,1504,AUS,SFO
1526,1031,800,LGA,MCO
450,1348,1055,PHX,MCO
4790,1357,1300,PDX,SEA
1091,825,625,DFW,CLT
1512,1329,1212,MSP,MKE
6099,1318,1006,SHV,DEN
5515,1815,1733,DEN,FSD
5582,1920,1623,ATL,ORD
1137,2010,1721,MIA,IAD
1,1600,800,DCA,SFO
865,1049,720,OGG,OAK
5238,1412,1305,ATL,CAE
463,2235,1959,PHX,CLT
1940,12,2220,ALB,CLT
2348,1755,1422,DFW,SLC
2417,1449,1255,AUS,MCO
4465,1130,1025,LAS,BUR
1480,2101,1909,PHX,DEN
744,2054,1922,EWR,BOS
1441,925,635,LAS,JFK
122,2005,1825,MDW,LGA
1819,915,600,HOU,EWR
491,1015,811,PHX,DEN
267,1338,1218,IAH,MSY
2621,1920,1820,SAT,HOU
2286,1105,955,DFW,SAT
2235,1336,1100,PHX,DTW
1713,926,710,DCA,PBI
579,2040,1810,PDX,SAN
6245,1057,923,PSP,IAH
4297,724,600,EWR,MHT
300,511,2359,TPA,DEN
3641,852,700,DSM,DFW
1923,1014,735,CLT,MEM
4669,1220,1100,BIL,SLC
6296,1417,1247,SFO,SNA
1718,1655,1524,LAX,DEN
6006,1527,1502,ORD,SDF
4412,2244,2106,LGA,CLE
206,2255,2115,DCA,ATL
887,1837,1610,PDX,ATL
236,1530,715,JFK,SEA
4143,1935,1730,SEA,PHX
2007,948,700,FLL,PIT
3106,2015,1925,DFW,TYR
596,2028,1556,BOS,IAH
1627,1040,845,FLL,ATL
271,718,600,IAH,MSY
4028,1740,1245,DSM,LAS
5125,2048,1759,DTW,DSM
362,2114,1404,SFO,LIH
1624,1135,1025,SAN,DAL
1567,2152,1959,SAN,ATL
1759,1945,1655,DEN,LGA
1689,2311,2015,MSP,MIA
3390,1010,645,LGA,LIT
349,2300,2105,MIA,ATL
169,2225,2045,RIC,ATL
1456,1544,1345,DFW,MCO
1492,1209,800,MSP,PHX
242,2155,2040,CLE,BWI
2194,2122,2000,LGA,DCA
3613,2325,2020,PVD,MDW
40,2043,1710,MSP,SLC
537,1100,1045,SAN,TUS
4121,1800,1615,DEN,BOI
4562,850,725,LAS,OAK
6433,1849,1740,LAX,SLC
599,1840,1725,CLE,BWI
141,1915,1722,SEA,DEN
6441,2114,2000,BUR,SFO
246,1220,955,MCO,BWI
2408,2305,2040,PWM,ATL
4249,1355,1250,ELP,HOU
4110,1405,1135,TPA,BWI
3623,2209,2055,CRP,DFW
6167,1558,1455,ORD,CWA
576,2159,1814,JFK,MSY
3028,1940,1825,ORD,ROC
3222,1350,1112,DFW,MSN
808,1902,1445,BOS,STT
4578,1418,1040,BHM,DEN
4670,1137,1000,MCI,ORD
3374,2145,1959,RDU,JFK
562,721,600,DEN,MSP
2762,2225,2100,MDW,BNA
3854,2300,2135,RDU,ATL
656,1853,1615,SYR,MCO
2703,1800,1615,HOU,MCO
2447,1451,1330,LAX,DFW
711,720,620,SAT,DAL
1047,2104,1950,BOS,EWR
355,1956,1805,ORD,LGA
1509,1550,1305,MIA,BWI
943,2145,2015,DEN,HOU
311,1001,730,MCO,ACY
1109,1552,1400,SLC,DFW
5490,1442,1302,SFO,PSP
2638,2100,1857,ORD,ICT
380,1700,1415,DEN,LAS
3821,2020,1850,SAN,SFO
292,1950,1235,ATL,LAX
1783,1112,755,PBI,DTW
1865,2133,1949,MSP,CLT
1281,1359,1029,PHX,EWR
3739,1530,1200,DEN,SEA
2711,1615,1610,SAN,PHX
520,542,100,MCI,LAS
2236,5,2035,PBI,DFW
1210,2229,2005,BOS,JAX
917,1605,1330,GSP,MDW
4766,1726,1700,LAS,SLC
5534,756,530,ATL,BTR
5478,2119,2025,LAR,DEN
4138,925,720,PHX,DEN
2432,825,640,ATL,CHO
377,1525,1505,LAS,TUS
1987,1350,1235,HOU,MSY
3211,725,600,BWI,CLE
612,1632,804,EWR,SFO
3813,1227,1035,ORD,MEM
6240,958,830,SFO,TUS
2918,2253,2015,FAR,DFW
329,1710,1615,LAS,DEN
312,1934,1844,ITO,HNL
4130,1622,1300,EWR,STL
2383,1755,1545,ATL,DTW
5970,2355,2105,CLT,ORD
1690,1406,1300,IAH,DFW
2218,2131,2000,BHM,DFW
2345,2334,2130,ORD,DFW
5781,1640,1544,LFT,IAH
1415,1033,840,IAH,FLL
5245,1010,908,TRI,ATL
6311,2319,2226,PSP,LAX
1922,1625,1425,DEN,BNA
2858,1010,745,RDU,BNA
5408,1142,945,MKG,ORD
325,1747,1440,TPA,JFK
5703,1546,1400,IAD,ATL
2348,1652,1120,DTW,SLC
151,1330,610,ATL,LAX
309,940,700,HOU,BWI
529,1304,1228,HNL,OGG
1,805,700,HOU,DAL
768,1820,1625,ATL,PBI
730,1642,1045,ORD,LAX
2051,1240,940,MIA,PHL
2623,832,745,SAN,LAX
1176,1014,855,SNA,DFW
455,1127,840,SEA,LAX
16,1605,1445,SAN,OAK
268,2300,2120,SJC,DFW
4806,1900,1735,OAK,LAX
285,2330,1507,EWR,SFO
1529,2340,2135,BOI,DEN
1059,1803,1623,PHL,BOS
2252,1310,1050,SEA,DFW
4544,1720,1726,ORD,SBN
4396,1345,1335,MDW,DTW
970,518,2340,FLL,DEN
782,1310,1125,CAK,LGA
2685,1600,1005,MKE,LAX
3449,1106,1000,DRO,DFW
2237,1810,1430,DCA,DFW
1391,1547,1252,ATL,HOU
5191,2317,1830,OKC,LAX
820,1429,1250,LAS,SFO
3244,1752,1700,GRB,ORD
927,1040,925,ABQ,HOU
3421,2322,2125,FNT,ORD
1225,1305,1045,BWI,PBI
1985,935,700,DAL,ELP
175,750,620,DEN,ATL
4753,932,835,ONT,SLC
804,2150,1850,PHL,STL
3056,1325,1200,SFO,LAX
3391,2137,1938,CMH,LGA
95,2340,2050,ANC,SEA
3607,1240,955,SJC,MDW
4578,1426,1318,FAR,MSP
1878,2255,2115,CLT,TPA
1886,1714,1610,RIC,CLT
1878,2210,1950,MCO,DCA
896,1415,1305,LAS,SAN
705,946,640,FLL,LGA
388,1136,829,DFW,EWR
6490,1932,1805,PSP,SFO
4267,1900,1835,MKE,CLE
2678,1316,1200,BOS,LGA
1909,2045,1935,STL,MDW
5306,1955,1836,ATL,MYR
121,1110,940,PHX,OKC
5205,1128,833,AUS,ORD
1065,1855,1658,ORD,BOS
5321,1420,1314,MSP,FSD
598,2152,1935,SAN,PDX
1629,1426,1207,SLC,RNO
5625,1641,1536,MMH,SFO
326,1400,1205,DFW,STL
2461,1928,1900,MEM,ATL
5074,1519,1330,BHM,LGA
2101,741,600,DCA,BOS
693,2049,1900,ORD,LGA
5454,1115,1014,GRR,DTW
1761,2221,1945,PBI,DCA
394,1216,1041,LAS,SFO
1156,1403,625,ATL,PDX
3922,1405,1140,EWR,ATL
4743,1700,1545,SAN,SJC
499,1350,1130,MCO,CMH
231,1313,1222,LGB,SLC
1159,2025,1745,DCA,BNA
3441,800,620,DFW,TLH
1933,1345,1000,SJU,MCO
6400,1000,825,SFO,EUG
1140,1745,1505,TPA,PIT
1007,1957,1730,LGB,SEA
842,1350,1025,MCI,PHX
744,1643,1455,MSP,ATL
167,2310,1835,DAL,LAS
2914,1405,1340,ORD,SDF
5337,2030,1900,RIC,LGA
1268,2020,1805,DEN,BWI
5665,1140,1033,IAH,LFT
2437,1425,1305,LAX,DFW
5628,732,625,SFO,RNO
1648,1040,934,MDW,ATL
330,815,605,ORD,PBI
406,740,600,SJC,PDX
1978,836,655,CLT,TPA
4566,2315,2105,PHX,SAN
1377,1454,1215,DFW,ABQ
1883,1536,1516,LAS,SLC
1059,1110,1005,DAL,LBB
262,1537,1335,DFW,RSW
1281,1519,1455,MEM,ATL
1432,2151,2115,LIT,ATL
4903,825,735,LAS,ELP
5125,810,815,BHM,ATL
436,1745,1525,TPA,CMH
4362,1000,845,AMA,DAL
1520,1118,905,IAD,TPA
1122,1645,1555,BNA,TPA
2608,2146,1859,ATL,LGA
3034,1550,1350,ATL,DTW
2832,2155,1735,OKC,LAS
1039,1033,638,AUS,BOS
6486,1637,1531,CPR,DEN
1592,1349,645,ATL,SAN
4509,1845,1715,ORD,SAV
188,1825,1645,MCI,BNA
1721,1445,1320,PHL,RDU
1555,1955,1624,SFO,EWR
1608,915,520,MSP,BOI
3869,930,815,SJC,SNA
917,1603,1250,DFW,LGA
595,1040,915,SFO,PSP
4278,1855,1600,PHL,MDW
2974,705,600,ORD,CMI
145,2244,2005,SAN,MIA
1117,2055,1247,EWR,LAX
1783,1050,750,MCO,JFK
2044,1431,1010,PHL,SAT
5347,1740,1630,MRY,LAX
2423,1605,1245,CMH,DFW
2380,2059,1528,STL,LAX
115,718,555,JFK,SYR
611,18,2129,LAS,JFK
184,2340,1800,FLL,DEN
2161,2142,1915,ATL,PHL
856,2245,1540,SJC,KOA
481,1740,1500,RSW,DCA
3324,1820,1700,MDW,ALB
3066,2213,2120,FSM,DFW
4984,1040,740,IAH,MKE
3447,1646,1600,GRK,DFW
6323,1007,904,SAN,LAX
1480,2050,1905,JFK,CLT
84,2035,1615,SEA,ANC
631,803,600,SEA,PHX
866,1814,1600,ATL,BNA
3623,1243,1200,TYR,DFW
249,840,700,HOU,GSP
1447,933,730,DFW,RSW
462,1730,1610,SAN,OAK
1805,5,2220,IAH,CLT
4258,1700,1600,DAL,HOU
1176,1711,1510,BUF,ATL
1274,910,759,DFW,SAT
1702,1555,1445,LAS,SAN
607,1235,1110,SMF,PDX
86,1258,705,ORD,PDX
4821,1255,1155,BUR,SJC
2905,850,815,ORD,MQT
3920,1610,1325,AVP,ORD
1529,2124,2030,COS,DFW
984,1930,1703,LAX,MSY
4248,2208,2112,LFT,IAH
2007,855,625,LAX,MSY
3364,1255,1045,DFW,BHM
136,617,2350,JFK,PHX
2568,2032,1530,SJU,JFK
5242,1448,1255,DTW,DCA
5125,810,815,BHM,ATL
1998,1220,1021,ATL,BHM
2368,1631,1445,MSP,BWI
3244,1930,1815,ORD,GRB
2798,2138,1840,TLH,DFW
784,1013,830,MSP,ATL
4295,1655,1140,DAL,OAK
606,2144,2015,OMA,ORD
4833,2040,1920,PHX,ELP
4783,2143,2009,HLN,SLC
3420,1108,1015,CLL,DFW
281,1359,1100,PBI,EWR
398,1812,1657,IAH,MSY
2069,1339,1220,CLT,JAX
4257,1500,1400,LAS,BUR
3614,1520,1430,DFW,ABI
221,1335,1150,SFO,DFW
6522,1414,1150,PHX,LAX
1857,1256,1003,SLC,SEA
4504,1626,1535,SAN,LAX
108,1130,850,LAX,MDW
2305,1148,920,SFO,MSP
2986,1420,1325,MSY,MCO
5555,948,838,ATL,CAE
5187,847,640,ATL,GTR
5065,2010,1730,ATL,SGF
1716,1105,1000,SAN,LAS
4212,1255,1005,PHL,MDW
289,912,720,DCA,BOS
3546,1255,1154,ORD,CMI
1734,1815,1532,EWR,MCO
2722,1111,952,ABQ,PHX
5219,1335,1217,ORD,SYR
593,1446,1010,ORD,PHX
2085,852,600,SLC,GEG
602,903,850,LAS,PHX
216,2155,1648,IAH,LAX
5081,2119,2045,BTR,ATL
677,1641,900,PHL,LAS
1983,1005,900,SAN,LAS
5581,933,630,ATL,GRK
184,1710,1405,DEN,RNO
762,857,619,LGA,PBI
4825,1550,1430,LAX,SJC
3838,915,600,BWI,SJU
1774,2006,1830,ATL,RDU
1157,1550,1335,TUS,LAS
1737,1802,1359,IAH,SLC
1250,1321,1205,MCI,ATL
5553,1608,1525,CID,DTW
3451,2253,2035,PDX,BUR
5348,1614,1455,LEX,ATL
2242,1550,1345,MDW,RSW
1241,700,2237,EWR,SFO
4111,2247,2112,BHM,IAH
1619,1901,1630,MSP,LGA
931,1845,1525,DEN,SAN
4881,910,600,BWI,LIT
458,2310,2050,SAT,STL
850,1050,845,MSY,BWI
1410,1444,1219,BOS,JAX
528,1206,810,RSW,ORD
1725,730,603,SFO,LAX
28,1135,905,EWR,MCO
473,1923,1807,ORD,BWI
6495,846,700,LAX,COS
1116,1449,1351,MDW,ATL
5392,1248,915,DTW,DFW
175,1618,1455,LAS,MSP
5198,1613,1257,CLT,IAH
938,1845,1730,LAX,SFO
2537,805,641,DFW,MLU
3632,1240,1026,DFW,HSV
562,1102,740,SFO,PHL
239,1020,720,FLL,PIT
501,2235,1910,MCI,PHX
1274,910,759,DFW,SAT
863,1612,1455,ATL,CLT
370,716,525,SFO,PDX
4552,2130,1955,MDW,BNA
151,1159,1025,OME,ANC
580,2232,2110,DEN,SLC
3168,1604,1355,SDF,LGA
5655,1129,1004,SFO,BUR
4359,2035,1925,JAN,IAH
533,2235,1955,SEA,PSP
1435,1123,840,SFO,ORD
5971,1850,1745,DAL,IAH
1,1225,840,HNL,LAX
5557,2230,2010,CAE,LGA
2427,1015,640,ATL,ATW
1824,930,805,BOS,BWI
1145,2256,2016,LAX,ORD
29,1410,1000,OGG,SEA
5034,1040,939,VLD,ATL
1290,2147,1835,EWR,SJU
5571,1516,1410,PIT,DTW
1651,1845,1333,MSP,LAS
420,725,2310,JFK,LAX
1161,1300,1155,MIA,TPA
1436,1834,1712,SFO,LGB
1511,1626,1143,DTW,DEN
2,730,630,DAL,HOU
5319,1002,759,GSO,LGA
1304,2045,1920,CLT,IAD
2536,806,630,MSP,MDW
6002,1235,1130,IAH,DAL
847,1249,1107,DEN,ORD
2969,909,830,ORD,CVG
2117,2020,1900,COS,ATL
1990,1054,950,SAV,ATL
5549,922,845,LAX,TUS
170,750,2350,EWR,LAX
5,1210,915,LAX,DCA
3550,859,630,XNA,LGA
5126,2316,2015,ATL,DFW
3208,1832,1600,BIS,DFW
235,1455,1221,IAH,IAD
486,1445,1340,LAS,LAX
2169,1506,1330,ATL,MCO
4169,1339,1138,IAH,BHM
1513,1000,700,ATL,DFW
6613,1006,750,PHX,PSP
1181,2053,1930,ATL,CLT
3323,950,815,SFO,LAS
1273,1036,832,MSY,DTW
442,1729,1305,LGA,IAH
1236,1710,1650,LAX,PHX
712,521,2355,RSW,DEN
6459,841,655,ORD,BNA
2260,2030,1437,ORD,SEA
3834,1135,1030,ISP,BWI
3261,1527,1440,GRK,DFW
110,1725,1605,SFO,SNA
3470,1430,1225,SBA,PDX
2035,1836,1755,SJU,STT
113,2344,2115,DEN,MIA
791,1855,1730,LAS,OAK
5478,2118,2025,LAR,DEN
5199,1640,1525,SFO,SLC
2401,816,650,LAX,DFW
1937,740,600,DTW,BWI
1705,1,2107,SEA,IAH
725,835,645,IAH,MCI
4657,715,555,LAS,RNO
1874,2021,1815,DCA,MCO
4386,2040,1900,PDX,OAK
3490,1745,1615,BHM,DAL
639,1331,1053,TPA,DTW
3335,1155,800,BWI,AUS
702,1632,1315,BOS,ORD
2531,1950,1858,DFW,GRK
678,1629,1330,PHL,SJU
1354,1150,925,TPA,MSY
3328,1940,1845,AUS,DAL
209,1956,1830,LAX,SFO
643,2203,2005,LAS,CLT
975,1630,1448,DFW,MSY
3366,830,625,LGA,ATL
178,935,715,LAS,BNA
1783,1100,759,MCO,JFK
687,1920,1630,HOU,ELP
321,945,700,LAX,FLL
5650,1418,1248,SFO,SNA
392,2005,1915,ITO,HNL
2383,1755,1545,ATL,DTW
6307,950,730,SFO,MSP
4515,1307,1218,GRR,DTW
5783,1453,1354,LFT,IAH
1261,1140,1035,PIT,BWI
1706,1808,1453,EWR,SJU
192,1639,1548,ITO,HNL
1907,759,645,DTW,GRR
2905,900,812,ORD,MQT
741,1121,741,SRQ,BOS
2536,2104,2000,MLU,DFW
5179,1521,1410,LAX,ASE
186,1451,1140,BOS,ORD
733,1720,1530,TPA,RDU
732,906,745,ATL,JAX
1127,1657,955,CLE,LAS
2950,1253,1145,RST,ORD
2908,800,705,DFW,ABI
114,940,905,STL,GRR
124,2359,2157,ORD,RSW
165,1740,1705,HNL,OGG
185,805,620,ATL,RIC
3168,1653,1510,PNS,DFW
6210,2106,2030,DEN,ICT
1194,1925,1641,SLC,PDX
309,1339,1141,IAH,MIA
296,2007,1845,RNO,DEN
558,904,640,LAX,PDX
2193,1855,1610,MCO,PHL
271,1306,1027,ORD,IAH
350,2238,2120,ACY,MYR
168,2105,2010,ONT,LAS
3071,1744,1420,GSO,DFW
5570,1424,1350,BTR,ATL
1625,2315,1935,SJU,MCO
351,1603,1500,IAH,DFW
688,2255,2145,LAX,SJC
5336,1421,1301,ONT,SFO
2579,1800,1714,LAX,SAN
619,800,620,PDX,OAK
4995,2215,2045,CHO,LGA
4150,1840,1625,LAS,BUF
2617,1815,1515,LGA,FLL
528,2058,1708,HNL,LAX
1275,1725,1400,JFK,STT
6583,1523,1435,PHX,TUS
401,1120,855,MDW,HOU
38,1425,1325,HOU,HRL
4660,1100,948,EWR,MHT
5508,1950,1729,ATL,JAN
4228,2243,2112,MAF,IAH
7390,2102,2003,RKS,SLC
1316,1648,1200,ATL,DEN
2646,2051,1730,SLC,EWR
597,542,115,FLL,MSP
658,656,550,CLT,ATL
1398,2036,1910,CHO,ATL
265,1325,915,LIH,LAX
3613,1435,1327,ORD,ATL
3030,1130,1038,ORD,BUF
1475,1943,1825,ATL,SAV
121,2130,1845,FLL,MSY
1142,2055,1755,CLT,ORD
1726,1900,1657,ATL,FLL
3610,1100,911,LGA,DTW
1693,1429,1130,ATL,ORD
2416,2010,1650,MCO,AUS
781,1448,1200,ATL,LGA
1510,1,1950,MCO,MSP
793,1721,1620,STL,CLT
1618,1117,910,IAD,MCO
1525,1950,1835,MSY,DAL
4424,751,606,RDU,EWR
590,1054,900,LAX,IAH
378,948,829,BOS,EWR
3146,1845,1640,LAS,MSY
5967,1812,1549,DEN,BNA
814,1949,1815,RDU,PHL
759,1825,1630,SEA,MCI
155,2337,1740,ORD,LAX
2461,1718,1555,LAX,DFW
1288,910,525,MSP,MSO
4896,1945,1725,MCO,IND
3279,1734,1425,GSP,DFW
6359,1211,1125,SFO,MRY
227,1840,1715,MSP,MCI
1624,1034,719,DFW,PHX
4108,2015,1830,HOU,MEM
4486,1404,1246,EWR,ROC
2479,1555,1435,LAX,DFW
5437,1613,1448,DEN,RKS
1108,1220,1055,SAN,SMF
95,715,140,ATL,SLC
2193,1205,1100,STL,MDW
5730,1841,1712,LGA,IAD
1564,1410,1250,RDU,ATL
3666,1115,1003,ORD,LSE
2333,2108,1918,SLC,MSP
1698,2008,1750,PDX,DFW
371,1915,1649,DFW,FLL
1868,1002,824,AUS,ATL
773,1224,951,PDX,ATL
1514,2145,2015,OMA,MDW
6118,1600,1430,IAD,CLT
3693,1523,1415,LIT,DFW
1308,1111,805,ATL,AUS
3492,1410,1315,SAN,SLC
1298,615,2258,LAX,KOA
2106,957,830,BOS,DCA
1885,1750,1510,IND,RSW
1693,2003,1401,ORD,SEA
3220,920,700,PHX,LAX
638,655,2215,PHX,OGG
352,715,600,MSY,DAL
2018,1259,1125,ATL,MCO
1732,631,515,CLT,ORF
375,803,605,DFW,STL
5316,711,600,LAX,MRY
1777,1600,1345,OMA,DEN
1299,1159,930,DCA,MIA
356,2252,1720,ORD,LAS
1386,2335,2015,MCO,DFW
824,2101,1855,DCA,MCO
5033,800,605,DTW,CLT
1588,715,600,MDW,STL
871,1049,830,ATL,JAN
1457,2205,2110,AUS,DFW
2006,1859,1759,CLT,RDU
5541,1758,1430,IAH,ASE
562,2010,1755,LAX,PDX
123,1135,815,LAX,JFK
1889,1822,1630,BDL,CLT
1886,1521,1215,CLT,MCI
261,1851,1715,LAS,SFO
3542,1327,1145,MIA,CHS
4768,2112,1822,IAD,HSV
1739,2146,1815,MIA,LGA
4487,1241,1200,COS,DEN
746,1322,1134,LAX,IAH
768,1638,1420,PHL,MCO
4692,1353,1141,MSP,BNA
695,1831,1805,LAX,PHX
1538,2119,1612,MSP,LAS
731,2009,1805,MIA,CLT
14,1533,950,ATL,SLC
5604,759,630,SFO,ACV
340,1635,820,FLL,SFO
1538,2119,1612,MSP,LAS
3130,1401,1245,JAN,DFW
471,1214,1000,PHX,SNA
2356,758,608,DTW,RDU
480,1034,801,IAH,DCA
1466,2140,1846,BUF,FLL
2135,914,640,LGA,TPA
134,1155,1035,OKC,HOU
2340,1305,1045,CAK,TPA
1837,2329,2152,AUS,ATL
5587,1346,1215,RST,ATL
913,1605,1425,LAX,MCI
5802,1831,1737,TYR,IAH
1747,1256,850,MIA,ORD
2061,648,515,CLT,PIT
4275,800,600,DAL,BHM
186,1451,1140,BOS,ORD
2472,1808,1700,ATL,AVL
1711,750,605,DEN,MDW
364,1645,1355,TPA,FNT
4862,811,625,IAH,TUL
1112,2157,2030,ATL,MCO
259,1400,1205,PDX,DEN
2068,1320,730,CLT,PHX
1752,1835,1755,MDW,PIT
1533,2048,1805,ATL,EWR
1258,1145,700,DFW,LAS
4443,2023,2000,MKE,CVG
520,1309,1050,CLE,ORD
1172,1950,1845,BDL,BWI
2798,1700,1605,DEN,MCI
4356,2101,1936,IAH,MAF
2522,710,618,DFW,LAW
1964,2002,1835,ATL,JAX
2843,910,810,LAS,BUR
5920,810,742,ORD,TVC
4558,1125,1010,PHX,ABQ
337,1132,820,MCO,BDL
1767,1300,1015,RSW,DCA
6469,708,600,ORD,CID
5485,1010,916,DEN,COS
3390,1010,645,LGA,LIT
5640,955,830,SBA,SFO
3321,1448,1345,CWA,ORD
4648,1447,1346,GJT,SLC
715,1355,1125,DAL,DCA
285,940,740,PHX,MCI
3670,1428,1215,CMH,ORD
1474,1219,1026,CLE,ATL
1391,1254,1150,MIA,MCO
729,308,2325,BQN,MCO
1989,2240,2120,OAK,SNA
710,1644,1400,PHL,MIA
1131,1240,925,DFW,LGA
908,1635,1505,LAS,SFO
48,2330,1945,DCA,DAL
1138,2340,1640,CLE,LAS
1701,1156,840,FLL,JFK
224,900,553,LGA,ORD
617,905,142,PHX,ANC
170,1350,1235,LAS,LAX
1085,1150,830,MIA,JFK
5292,740,600,ORD,DLH
3151,1200,1015,ORD,XNA
2370,2356,2125,IAD,MIA
319,1700,1625,BNA,CHS
428,2257,2037,MSP,TPA
5905,1711,1400,BDL,ORD
6307,950,730,SFO,MSP
1291,900,605,DFW,MKE
1431,1639,1252,HNL,LAX
124,1545,1330,CLE,MDW
1329,1525,1140,SJU,MCO
3288,650,606,DFW,SPS
1716,1105,1000,SAN,LAS
2307,835,630,DFW,OMA
6585,1359,1315,TUS,PHX
1715,2016,1717,PHX,ORD
1062,2027,1900,SAN,DEN
6399,1035,928,DEN,DSM
1992,1123,830,FLL,DCA
715,1350,1130,DAL,DCA
2385,1140,830,JAX,DFW
5240,1105,710,ORD,ASE
2547,2017,1730,ATL,LGA
1805,2010,1725,MCO,DTW
5200,1228,1055,PSP,SFO
2170,1430,1135,SLC,LAX
443,1102,800,JAC,JFK
4620,1715,1350,IAH,TUS
622,1307,1020,DTW,RSW
813,1839,1529,FLL,HPN
3542,1114,930,CHS,MIA
341,2311,2130,BZN,DEN
5168,1034,927,DEN,GJT
4834,1950,1840,LAS,SAN
1085,1110,935,PHX,AUS
221,1900,1700,SFO,AUS
648,1955,1810,ORF,MCO
3460,853,635,ONT,PDX
6400,1141,1010,SFO,EUG
3698,1358,1310,GRB,ORD
6034,1848,1610,ELM,ORD
2575,1334,1230,LAX,ABQ
