FLIGHT_NUMBER,SCHEDULED_ARRIVAL,SCHEDULED_DEPARTURE,DESTINATION_AIRPORT,ORIGIN_AIRPORT
1929,1343,1205,CLT,IND
4666,1554,1500,LGB,SLC
769,857,805,LAS,DEN
6077,1027,845,DEN,TYS
1574,2325,2110,ORD,MIA
5471,835,710,DEN,RKS
5176,2323,2140,LGA,DTW
2333,2108,1918,SLC,MSP
993,1430,1215,MCO,IND
1026,1630,1550,ELP,AUS
2451,1020,700,MIA,LGA
964,800,625,DEN,HOU
674,1820,1510,ATL,STT
2020,925,701,LAX,MEM
106,210,2140,SEA,ANC
317,1300,1125,SFO,SAN
5733,2110,1921,IAD,ATL
4542,1638,1545,AZO,DTW
6284,1149,1033,LAX,LAS
6298,1433,1336,DEN,MOT
1227,1417,840,RSW,DEN
4535,1530,1418,LAX,LAS
1837,928,740,MSP,CLT
1115,1505,1245,LAS,BHM
6268,2331,2234,FAT,SFO
361,451,2355,SJU,BOS
1079,820,625,DFW,CLT
567,2300,2105,PHX,DEN
244,929,725,SFO,PDX
459,1132,940,DEN,PHX
2445,2050,1800,DTW,BNA
3494,1058,815,SYR,ORD
6249,1726,1155,DFW,SFO
507,2148,2140,ECP,ATL
465,1426,1256,DEN,CLE
2409,2137,1805,TPA,ORD
6455,1138,1035,FAT,SFO
5498,1413,1305,MYR,ATL
5908,918,720,DEN,DIK
5156,1205,645,IAH,BFL
4463,1722,1653,LAS,SLC
3162,1605,1405,ATL,FLL
4138,2236,1937,TYS,IAH
5613,1244,1206,BTR,ATL
1525,1735,1525,RDU,MIA
1456,733,600,ATL,RDU
2288,1305,1202,DFW,AUS
4224,2220,2046,MKE,EWR
2702,1008,820,PHX,GJT
3161,705,550,DFW,XNA
4461,1419,1258,LAX,OAK
3479,1255,1145,ONT,SJC
1201,1736,1500,ANC,SEA
2289,1755,1555,LAS,MDW
1482,1650,1515,MSP,MDW
3266,1308,1145,MIA,TLH
769,1819,1545,MCO,PHL
6211,1930,1806,LAX,SAT
3957,1815,1530,PHX,SMF
1617,1814,1517,ATL,HOU
4425,5,2125,BWI,BNA
5257,1354,1223,SFO,JAC
2267,1251,1052,SAN,ATL
2251,820,700,RNO,LAS
3496,1055,850,FAT,SEA
1627,1900,1350,DFW,FAT
1249,950,630,ATL,PWM
502,1133,900,SNA,SEA
2767,1448,1215,ROC,ORD
2340,1654,942,DTW,SEA
4209,2024,1643,EWR,MEM
1634,1742,1258,BOS,IAH
188,1730,1405,RSW,DFW
2477,2000,1835,LAX,DFW
4114,2025,1445,HOU,OAK
2981,1230,1106,ORD,RIC
3240,2000,1740,DFW,PIA
4545,2235,1907,RDU,IAH
1635,755,625,DFW,ATL
2969,2305,2150,SAN,SJC
912,1316,1210,ORD,ATL
3155,1357,1310,CMI,ORD
448,1217,736,BOS,IAH
336,1900,1750,MAF,DAL
405,841,700,PDX,SJC
5334,1558,1500,ATL,ABY
2372,1823,1645,ATL,TPA
310,2150,2005,FNT,BWI
7,1315,900,HNL,LAS
2957,713,559,DFW,AMA
4331,1411,1226,DEN,DIK
733,1331,1103,LAX,ORD
6302,1815,1726,LAX,PSP
2584,1445,1145,BDL,FLL
1584,1702,1454,ROC,ATL
1830,1101,920,JFK,CLT
954,1820,1630,ATL,CAK
3032,2148,2005,GRI,DFW
5906,1421,1302,DEN,SAF
2159,2154,1845,MCO,JFK
2436,1054,835,SEA,DTW
2050,835,740,RDU,CLT
1740,649,2230,PHL,SFO
22,953,700,BOS,PBI
7388,1705,1713,EKO,SLC
4258,1044,840,IAH,CLT
2332,955,740,ORD,DFW
563,1125,900,PDX,LAX
310,441,2100,FLL,LAX
2583,1141,850,SLC,LAX
211,1328,1140,GUC,IAH
2545,1430,1135,TYS,DFW
4460,1634,1526,FAR,MSP
1559,912,544,DEN,SFO
6223,1456,1329,SFO,ASE
5063,1349,1220,ATL,FAY
5440,1948,1720,ATL,BTR
1971,1710,1650,LAX,PHX
363,1713,1546,IAH,ATL
501,1703,1531,OMA,ORD
151,805,630,OME,ANC
222,1515,655,BOS,LAX
626,1001,800,LAS,PDX
348,2315,2012,JFK,SJU
1330,2226,1855,DTW,DFW
4617,1344,1122,IAH,BNA
2341,1949,1524,RSW,MSP
1574,1019,745,MSP,MCO
426,2250,2110,SMF,DEN
566,1259,1010,MOT,DEN
5743,2327,2159,CAE,IAD
179,1400,855,MCI,LAX
5306,2128,2045,LAX,CLD
3758,850,610,LAX,MDW
4320,1600,1430,TUL,IAH
309,1213,1055,IAH,MSY
4622,1217,1114,SJC,SLC
1354,1310,1115,DFW,MCO
232,2030,1900,DFW,ATL
817,6,2310,LAS,DFW
2284,1210,1125,SMF,SLC
5646,1203,1040,SBA,SFO
4234,2234,1922,PVD,ORD
4153,2254,2105,TUS,IAH
1633,1304,1008,ATL,HOU
2872,1915,1805,BNA,RSW
180,1421,1130,LGA,FLL
1813,1455,1300,BOI,DEN
1293,1915,1658,MIA,STX
2575,819,645,MSP,PIT
1140,2045,1733,DFW,LGA
1616,850,740,DFW,AUS
1582,1703,1530,OMA,ATL
5513,1720,1624,CAE,ATL
6143,720,600,ORD,CWA
1605,1547,1335,DFW,MIA
3469,1915,1734,ORD,FSD
1968,1452,910,MSP,LAX
3565,830,715,BUF,BWI
771,2006,1710,PDX,DCA
2275,408,2320,SJU,BDL
1819,915,600,HOU,EWR
110,1725,1605,SFO,SNA
1869,904,615,SLC,ONT
6237,716,606,DEN,DFW
1578,1452,1352,IAH,SAT
933,1645,1530,SFO,LAX
751,905,700,SFO,SEA
3172,1445,1345,CID,ORD
1953,1632,1450,IND,CLT
27,1405,1300,HOU,DAL
5543,648,545,ATL,CAE
1817,1455,1230,IND,MCO
726,1859,1130,PIT,LAX
675,948,837,FLL,MCO
4869,1953,1740,ATL,VPS
1370,1625,1400,ORD,MIA
2201,2221,1910,TPA,DFW
698,2142,1800,HNL,PHX
1413,2357,2255,SAT,DFW
2010,1350,1215,DFW,ATL
1042,2105,1902,SEA,DEN
4739,740,618,LAX,SJC
1322,906,715,DTW,PHL
6443,1102,845,OKC,ORD
2017,1606,1420,JFK,CLT
3654,1607,1255,HPN,ORD
232,2030,1859,DFW,ATL
2131,811,720,LGB,SLC
1033,135,2120,EWR,IAH
770,1225,937,DEN,LAS
5184,1448,1255,LGA,CHS
1011,1725,1258,EWR,IAH
823,1700,1435,MCO,DCA
1886,1714,1610,RIC,CLT
5713,1356,1231,LGA,IAD
1218,909,549,DEN,LAX
865,1049,720,OGG,OAK
3327,1735,1620,CRP,DFW
1674,2159,2051,PDX,SLC
4790,1514,1427,SEA,PDX
338,2110,1904,ATL,DTW
2109,1136,1000,DCA,BOS
3136,1055,800,DFW,DRO
1285,1920,1710,PHX,LAS
2062,945,755,LGA,CLT
862,1359,1154,DCA,MCO
3138,1645,1540,SJC,ONT
1588,37,1950,AUS,LAX
1941,825,600,CLT,PVD
1225,2238,2145,GRR,DTW
2098,1820,1520,LGA,MDW
680,1226,1055,PHX,SLC
267,1250,1206,HNL,KOA
4011,1855,1650,DEN,TPA
1706,1100,840,LAX,DTW
477,1747,1459,JAX,JFK
885,1659,1500,GRR,ATL
1445,2030,1530,DFW,SAN
4111,2247,2112,BHM,IAH
401,1558,1255,JFK,SJU
3346,1840,1620,MDW,FLL
956,1719,1600,IAH,ATL
2544,2217,2010,FSD,DFW
2218,1300,1120,RDU,TPA
1959,1115,820,TPA,DTW
802,1350,1105,PHX,SJC
1006,1642,1359,SEA,LGB
4300,1500,1114,EWR,MSP
1114,1413,1002,LGA,DFW
3569,2145,1910,DAL,DCA
2244,1359,1222,DCA,DTW
1804,1644,1333,DTW,FLL
271,1306,1027,ORD,IAH
1283,2059,1920,SLC,DEN
2004,1928,1525,PHL,DFW
5992,1236,1150,DEN,OMA
3271,1602,1434,CLE,DCA
7390,2234,2125,GCC,RKS
3154,1234,1015,DFW,VPS
5794,847,720,OKC,IAH
573,1455,1340,LAS,MCI
5360,2215,1940,SAT,DTW
195,1403,1231,LAS,IAH
2047,1452,1159,ATL,LGA
669,2238,1941,MSP,DEN
5968,1008,817,ELP,DEN
1921,1902,1759,CLT,RDU
1610,1116,610,DTW,DEN
2783,1435,1010,IND,DEN
586,1925,1850,BNA,RDU
1722,1733,1535,BOS,DTW
585,810,600,ATL,DTW
2066,1207,1025,CLT,TPA
179,1407,1030,SFO,JFK
124,920,630,DFW,DEN
2040,16,1600,JFK,SFO
4525,2300,2150,MDW,STL
4750,1422,1350,ORD,CLE
596,2100,2024,OGG,HNL
2777,1550,1445,SNA,LAS
4386,1825,1710,OAK,BUR
1483,915,843,LAS,SLC
1177,1335,1205,GEG,DEN
948,1615,1230,BWI,DAL
880,2142,1350,SEA,HNL
486,2359,2242,ROC,JFK
1536,1750,1411,SFO,EWR
2151,1520,1400,LGA,BOS
575,1721,1445,MSY,JFK
3925,1825,1708,IAH,MFE
3245,1725,1524,DFW,DSM
7,935,830,HOU,DAL
2278,1430,1316,MKE,MSP
859,1855,1255,MDW,LAX
1468,1515,1120,FLL,MCI
5048,1413,1250,ATL,GSO
2038,1707,1520,DCA,ATL
2888,1420,1235,ATL,DCA
1774,1620,1500,RDU,ATL
2539,930,702,DFW,FSD
2594,1520,1355,SMF,LAX
4726,1720,1629,ORD,MSN
1083,1248,1150,AUS,DFW
1447,933,730,DFW,RSW
2272,830,645,BNA,HOU
55,1236,1118,FAI,BRW
3128,1101,850,CVG,ORD
1463,1420,1155,ORD,FLL
922,1114,815,ATL,SJU
5654,1203,1034,SFO,ACV
5639,1543,1005,MSP,LAX
1437,1832,1650,DTW,BWI
506,2125,2015,DAL,LIT
1090,2308,2200,JAX,ATL
5459,1348,1241,SBP,SFO
1761,59,1620,BOS,SFO
3334,1309,1220,PIA,ORD
1632,834,657,ORD,MSP
1529,1543,1214,SNA,EWR
873,1120,630,HOU,LAS
2067,1706,1605,CLT,RDU
1278,1109,735,DTW,DFW
3171,1450,1220,PBI,BWI
2609,2012,1840,LAX,SMF
624,1855,1414,DTW,DEN
4399,1512,1403,MLU,IAH
424,2135,1855,BUF,TPA
4905,1440,1330,FLL,TPA
274,1305,1030,IND,RSW
3225,2310,2010,LGA,MDW
1521,1819,1633,ATL,DAY
1140,1745,1505,TPA,PIT
1691,1625,1455,BWI,SDF
1811,1040,745,TPA,PHL
692,1735,1135,SAT,SEA
4024,905,620,DAL,MDW
1416,1249,1003,EWR,PBI
2305,1005,730,DFW,ORD
278,2015,1555,ORD,PHX
3600,2040,1850,DFW,GPT
788,603,2312,DTW,LAS
301,922,645,FLL,BWI
785,1837,1550,TPA,PHL
5485,1345,1110,ATL,AEX
1505,2004,1745,SFO,MSP
4765,1037,845,GRR,ORD
466,1720,1530,SDF,BWI
763,1802,1640,DCA,CLT
2097,1708,1530,CLT,MCO
136,945,755,MCI,MKE
1916,2114,1955,BOS,BUF
400,2215,2050,CMH,BWI
1808,2100,1945,JFK,IAD
4671,1314,1146,SLC,DEN
1068,1409,1220,ATL,RSW
1044,1205,1145,LAS,MAF
4115,1715,1658,ORD,CVG
289,1135,1025,ALB,BWI
335,900,705,DAL,STL
4226,1638,1325,PVD,ORD
1619,953,600,SFO,BOS
1226,925,804,BOS,BWI
2522,1010,940,MEM,ATL
2938,2235,1925,FWA,DFW
1581,1330,1100,DFW,DCA
2411,1331,1155,ATL,CVG
322,1419,1135,DCA,ORD
2464,1523,1315,DFW,BNA
2621,1415,1305,SJC,LAX
1224,1417,1205,ATL,BHM
315,2225,1930,MSP,DEN
5621,1905,1808,DEN,TUL
152,1320,1305,LAS,AMA
667,2220,1950,SEA,DFW
1630,1701,1415,JFK,RSW
2141,1339,1205,ORF,ATL
599,1840,1725,CLE,BWI
5918,1712,1534,MCI,ORD
1596,1510,956,DCA,DEN
1674,2301,2155,PDX,SLC
35,1140,800,HNL,PHX
1126,1615,1245,MCO,SAT
1863,2215,1905,CHS,HOU
315,805,605,DEN,BNA
2418,725,520,PHX,LAS
2188,640,2305,ATL,SEA
348,1913,1700,ACY,TPA
5570,2018,1801,ORD,DFW
2106,2131,1940,EWR,DTW
409,1540,1355,PDX,SJC
2293,1054,900,SFO,DFW
3497,1610,840,ATL,SFO
504,2130,1915,EWR,ATL
1148,1930,1518,LGA,DFW
1639,1502,1259,ATL,DCA
3126,1645,1540,BDL,BWI
222,2130,1610,AUS,SFO
1100,1239,1005,BOS,ATL
5335,943,800,SFO,CEC
5233,1945,1749,ASE,ORD
186,1451,1140,BOS,ORD
423,1507,1140,LAX,JFK
1579,1247,1100,ORD,LGA
4790,1033,920,MSP,CID
4208,634,530,IAH,SHV
3925,1435,1235,MDW,BOS
4169,1032,840,IAH,BHM
1890,1750,1625,MCI,MSP
5121,1054,852,CLT,DTW
143,725,605,STL,OMA
2582,828,705,LAX,SJC
2464,1235,1055,BNA,DFW
5359,1209,1208,ORD,MKG
4304,1030,845,LAX,MCI
4265,1434,1304,XNA,IAH
2338,1922,1600,FLL,JFK
3939,1840,1724,MFE,IAH
850,1201,1135,BNA,CLT
317,2154,1436,IND,SFO
167,1805,1655,LAS,SAN
617,915,152,PHX,ANC
2766,2238,2050,PIA,DFW
297,1743,1659,HNL,KOA
5995,1008,747,CAK,ORD
262,1324,1015,DEN,SNA
2537,805,641,DFW,MLU
3492,2251,1940,CAE,DFW
1279,1147,859,EGE,EWR
4945,2142,1945,AZO,ATL
1725,1404,1200,LAS,ORD
1516,1116,950,MSP,ORD
3826,1545,1045,HOU,LAX
1481,1800,1430,EWR,STT
4036,1725,1405,BOS,BNA
5017,2206,2149,MOB,ATL
447,720,600,LGB,OAK
2926,935,912,ORD,IND
1732,952,810,SFO,SAN
1185,2049,1845,IAH,MIA
689,1245,1120,LAS,OAK
3301,1550,1100,DAL,LAX
5584,1240,1145,IAH,SAT
1570,1130,1020,LAX,SJC
3382,1748,1610,BNA,LGA
4456,813,717,IAH,CRP
898,1545,1440,LAS,LAX
97,1135,844,DFW,DCA
34,2345,1630,LAX,OGG
1546,1700,1126,ATL,PHX
400,2054,1650,BOS,MSY
4521,2119,1821,SLC,SJC
3483,1750,1440,BOI,SAN
1451,1610,1505,MCI,STL
3597,1210,1040,SMF,LAS
5470,1632,1545,SMF,SFO
4697,2036,1925,MSP,OMA
1165,1430,1300,ATL,MCO
158,925,600,DEN,PDX
1983,1817,1700,ATL,SAV
4541,2140,1855,ELP,LAX
549,2311,1955,DFW,PHX
5314,1905,1723,DTW,DCA
521,1325,1015,FLL,BUF
338,729,647,KOA,HNL
4416,1502,1308,CLE,LGA
4062,1400,1055,SAT,DEN
2436,1054,835,SEA,DTW
3590,1050,920,SFO,SAN
5505,2019,1815,GSO,LGA
5369,1835,1645,DTW,GSO
439,1205,935,GEG,LAS
6313,1652,1321,DEN,SJC
2361,1525,1240,DCA,ORD
1711,2326,2159,DFW,ATL
5375,2357,2257,SBP,LAX
651,1212,823,SJU,TPA
215,1558,1447,DEN,AUS
608,2000,1850,ATL,JAX
320,1750,1445,DFW,EWR
5685,1126,940,IAD,ATL
3295,1647,1459,RDU,JFK
1693,1426,1050,MCO,ORD
1701,1950,1505,ATL,DEN
278,1504,1210,PHX,ORD
2976,1858,1805,OKC,DFW
1458,1533,1340,ATL,RSW
1,1307,1000,FLL,JFK
6559,1951,1943,PSP,PHX
4753,1256,1010,SLC,ONT
4681,1700,1440,CLE,ORD
3545,1901,1812,MIA,EYW
996,1810,1514,LGA,FLL
1053,1620,1335,DCA,MDW
3929,1100,858,EWR,IND
782,2210,1745,FLL,MKE
1508,1600,1306,JFK,MIA
1412,1415,1158,ATL,BNA
99,2230,1945,ANC,SEA
3125,1403,1220,GRI,DFW
168,947,755,SFO,DFW
2039,1912,1710,ATL,DCA
5756,1357,1234,PVD,IAD
4457,1309,1218,GRR,DTW
1748,1604,1330,MCO,PHL
2955,1930,1720,DFW,MGM
302,1145,940,MCI,MCO
810,1028,725,ATL,IAH
6167,1545,1442,ORD,CWA
4821,1255,1155,BUR,SJC
1496,1110,800,BOS,ORD
296,1830,1725,SAT,DFW
989,1859,1717,DCA,BOS
1096,1915,1745,JFK,BOS
2310,1348,1045,ATL,DFW
2542,2213,2154,JAN,ATL
5675,1407,1210,CLT,EWR
6131,1607,1600,ORD,FNT
4181,2200,2020,FNT,BWI
52,1008,720,BOS,MCO
4570,1535,1325,CLE,MDW
4301,801,600,EWR,CHS
2496,1520,1310,DEN,IAD
1287,2202,1900,TPA,IAH
1328,1224,1130,OKC,DFW
973,1755,1450,FLL,ISP
1654,2046,1335,ATL,LAX
3923,2000,1835,SFO,SNA
111,2155,2055,BUR,SJC
2955,1930,1720,DFW,MGM
5954,1634,1527,CID,ORD
1093,1810,1232,EWR,DEN
1160,1648,952,DTW,LAS
2122,2120,1905,SLC,LAS
1950,1100,755,FLL,PHL
1178,1532,1402,RIC,ATL
145,940,905,HNL,OGG
4630,1440,1337,IAH,TYR
4862,1641,1544,AEX,IAH
3212,1950,1755,TPA,RDU
1144,1744,1335,LGA,DFW
362,2335,1800,BWI,ABQ
287,851,745,ORD,MDT
1105,1425,1205,PHX,LAX
4716,820,616,MSP,ISN
816,1145,930,SFO,SEA
4460,1438,1210,SLC,LWS
2849,1608,1455,DSM,ORD
435,1022,700,PHX,FLL
180,1421,1130,LGA,FLL
1777,1845,1559,RSW,DCA
556,2043,2007,OGG,HNL
1809,1106,930,PHL,BOS
2545,2105,1930,ATL,MCO
409,1942,1755,PDX,PHX
531,1104,930,LAX,SFO
7383,1230,1106,CPR,SLC
2717,1356,1215,PHX,SLC
1982,825,500,CLT,DFW
2305,1355,1145,ORD,DFW
3079,724,600,DFW,JLN
993,1715,1510,BWI,MCO
2276,833,600,LGA,MCO
476,2200,1925,SEA,MDW
105,1758,1455,ATL,BOS
660,1656,1407,EWR,TPA
1576,1844,1625,PHX,SNA
5176,2112,2010,ERI,DTW
1739,2146,1815,MIA,LGA
912,1700,1530,BHM,DAL
1890,851,545,ATL,DFW
1488,1358,1145,LGA,ATL
4537,1042,835,MEM,EWR
1746,2015,1805,OAK,GEG
766,1455,1050,LGA,DAL
5030,1242,1015,ATL,HPN
20,2210,1455,SMF,HNL
4773,1908,1633,SLC,PSC
272,841,600,LGA,FLL
6415,1629,1441,DEN,GTF
891,840,600,DAL,ABQ
1203,1748,1540,IAD,MCO
1124,2114,1745,DFW,BOS
1456,830,710,SMF,BUR
6093,2038,1810,CRW,ORD
2302,1758,1629,BUF,JFK
959,1539,1435,DEN,DFW
2238,2320,1950,BOS,STL
858,2345,1625,SAN,OGG
5609,1805,1615,PDX,SFO
1309,955,830,IAD,CVG
251,1205,1050,OAK,LAX
2912,1131,810,LGA,STL
5163,47,2155,ABQ,LAX
1218,2042,1905,SMF,DEN
415,2340,2015,LAX,JFK
1321,2215,1950,IAD,FLL
174,2005,1900,MDW,ROC
2319,1325,1052,DFW,ORD
4835,1220,1050,SNA,SFO
1962,1202,1015,PHL,DTW
1092,1949,1746,ATL,EYW
1588,859,730,ATL,MYR
1492,1850,1630,CLE,ORD
131,1329,1150,PHX,DFW
149,2247,1935,JFK,ORD
150,1233,1050,DCA,ATL
1227,2141,1505,JFK,PHX
3578,1350,1105,MHT,MCO
835,1334,955,DFW,SLC
4167,1645,1523,IAH,JAN
4216,2303,2110,MEM,EWR
607,1425,1305,LAX,SMF
400,1804,1451,JFK,STT
178,1537,1453,KOA,HNL
1959,1450,1210,DTW,TPA
1246,1530,1253,CVG,FLL
2596,826,600,ATL,MEM
3950,2015,1741,TUL,DEN
5172,2238,1950,ATL,IAH
2694,2118,2000,BOS,LGA
164,2035,1920,SMF,BUR
4518,1810,1435,CLE,DFW
5030,1242,1015,ATL,HPN
1631,1401,645,ATL,SNA
548,1753,1515,HPN,TPA
1222,1327,940,HNL,LAX
379,1517,1325,SFO,DFW
711,844,630,DEN,RSW
567,857,630,PHX,SAN
3256,1410,1210,ORD,FAR
2490,810,700,MSP,IND
3397,1220,650,MDW,LAS
346,2255,1955,LGA,ORD
1016,843,725,JAX,FLL
4575,856,720,MAF,IAH
4728,1030,923,IAH,LFT
426,2201,1927,JFK,TPA
1702,2045,1750,FLL,PHL
1070,840,715,HOU,ATL
2994,1930,1844,DFW,ACT
725,1100,807,PHX,ORD
2450,1241,940,ATL,DFW
1525,1820,1630,BWI,ATL
1449,1421,1154,DEN,EWR
1068,1410,1220,ATL,RSW
1060,1900,1057,DCA,SFO
956,1320,1145,SAN,SFO
4687,1246,930,EWR,BNA
5441,825,718,SBP,SFO
2311,1459,1235,SEA,DFW
3214,1115,1045,ORD,DTW
6387,2348,2225,PSP,SFO
2273,1935,1830,SAT,DFW
6516,2108,1850,FCA,DEN
3303,1850,1525,DEN,PDX
422,2149,1450,SFO,OGG
750,830,730,MSY,HOU
4446,1708,1535,COS,SLC
601,29,2158,SEA,LAS
371,903,600,FLL,LGA
1875,1818,1625,PBI,CLT
308,1605,1110,HOU,LAS
5084,1418,1130,ATL,TUL
1943,1029,850,CLT,BWI
1284,1430,641,EWR,LAS
2116,1039,900,DCA,JAX
150,1517,1135,BWI,DFW
1972,1355,1200,CLT,PBI
4159,1230,1054,LGA,CLE
5193,924,800,DTW,TVC
5723,1118,1011,IAD,PIT
1569,1544,745,IAD,SFO
2396,2006,1812,ATL,RSW
6416,1146,1013,SFO,SNA
243,1310,1150,MSY,DFW
3209,1805,1600,DAL,BNA
1563,1744,1109,SJU,ORD
562,1049,801,DEN,LAS
2797,1100,1000,LAS,LAX
1994,1227,820,PHL,IAH
2715,1630,1500,MDW,MSP
1978,838,700,CLT,IND
1051,1625,1430,PHX,IAH
2235,1846,1743,MSP,DTW
6619,1824,1755,BFL,PHX
1460,1337,1021,DFW,PHX
928,1445,1325,LAX,SFO
1699,2220,1930,DCA,MDW
15,1047,705,SFO,JFK
1094,1917,1655,MCO,IAD
1355,1133,940,EYW,ATL
31,1330,1055,DAL,BWI
994,500,2322,BOS,DEN
89,837,520,MIA,IAH
4151,1556,1441,IAD,EWR
571,1804,1640,IAH,ATL
565,1022,729,DFW,PHL
4615,1610,1541,MKE,DTW
2762,2225,2100,MDW,BNA
3489,810,600,SEA,FAT
1087,1534,1403,ATL,DAB
5422,2355,2235,ONT,SFO
5525,1259,1153,ATL,VLD
1434,813,605,MCO,SJU
1108,850,630,MCO,CLE
1706,1100,840,LAX,DTW
1241,1103,900,DFW,MCO
2045,1330,1105,CLT,BOS
1913,1808,1245,MSP,PSP
804,1345,1110,DTW,MCO
1494,1032,715,IAH,EWR
3328,650,604,DFW,ACT
1826,1010,830,OAK,DEN
204,1740,1125,ORD,SFO
214,525,58,DFW,LAS
1467,931,635,PBI,HPN
6163,1450,1121,IAH,GJT
1526,1950,1820,PHX,SAT
2273,833,700,ATL,GSO
1556,1412,1115,MIA,PHL
6398,2212,1941,BOI,SFO
1112,539,30,DFW,SFO
4843,1149,1101,PSP,SLC
1931,1540,815,BWI,LAS
4951,2217,1950,AUS,DTW
887,2130,2020,BUF,BWI
1934,1050,845,DCA,MCO
661,1550,1320,SEA,DFW
231,1815,1540,LAX,MDW
4327,2055,1855,DAL,MCO
4853,1724,1614,SUN,SLC
5310,1440,1320,LGA,MHT
1752,1155,820,IAH,PHX
4995,2140,1915,JAX,BNA
2999,855,600,ATL,HOU
3165,2011,1800,MQT,ORD
2068,1331,954,MSP,SLC
341,1705,1610,AUS,DFW
706,2008,1805,LAX,DTW
3578,1350,1105,MHT,MCO
3675,1906,1725,MEM,ORD
1695,1553,1421,CMH,ATL
528,1709,1455,BUR,SEA
4169,1546,1430,LRD,IAH
4046,1710,1425,PHX,SJC
604,1000,712,LGA,FLL
2340,1802,1515,DCA,ORD
1099,1430,1330,LAS,SAT
6351,2036,1851,RDM,DEN
1153,1122,847,MCO,CLE
349,2035,1512,TPA,DEN
4517,2215,2050,HOU,OKC
1623,104,2210,LAX,IAD
5503,1144,1056,AGS,ATL
154,2327,1955,MCO,ORD
2388,2212,2120,ABQ,DFW
490,1652,1332,IAH,DEN
5204,757,620,RDU,CLE
4015,1905,1645,BWI,PBI
1157,1300,1125,LAS,LIT
1001,2013,1900,LAS,LAX
5073,1050,815,DTW,CID
5367,2122,1846,BOS,JAX
4349,1405,1204,ICT,ORD
234,1401,1131,SFO,IAH
1246,1811,1244,MCO,DEN
744,1155,800,MCO,MKE
3339,1515,1410,SJC,BUR
6337,914,800,DEN,CPR
2703,1228,1135,FLG,PHX
2305,1818,1230,MSP,SFO
3124,755,615,PHX,DAL
5779,1420,1301,LIT,IAH
5293,1251,1105,SGU,DEN
1817,2000,1805,RSW,CLT
1784,1630,1358,JFK,MCO
3772,2120,1820,ATL,DAL
945,830,716,MSP,DTW
3843,15,1930,DTW,DEN
3397,1435,1305,MCI,MDW
3760,1145,1025,HOU,MAF
1498,2259,1941,IAH,DEN
1116,2127,1855,LGA,TPA
202,1450,1220,OKC,DEN
824,656,2230,JFK,SFO
6314,1748,1628,DSM,ORD
1379,1920,1820,TUL,DFW
4486,1120,935,DEN,MDW
490,1954,1810,DEN,PHX
959,1919,1620,DFW,DEN
2186,1725,1600,LGA,DCA
1737,837,735,MIA,TPA
2509,2249,1430,JFK,SFO
909,1730,1600,SFO,LAS
4966,1550,1515,MDW,PIT
1709,1120,820,SFO,IAD
5166,1035,913,DEN,SGF
4378,900,805,AUS,DAL
23,825,535,DCA,MDW
3092,2206,2115,CLL,DFW
5346,1045,1000,CLD,LAX
1,1225,840,HNL,LAX
7369,945,830,APN,DTW
1110,1841,1615,ORD,DFW
3310,1030,925,MDW,STL
4107,1305,1130,ATL,TPA
4654,1655,1340,RSW,GRR
2175,1955,1830,BWI,ALB
5769,2048,1922,IAD,LGA
207,1209,1055,JFK,PWM
1732,1820,1626,ATL,CLE
5082,2154,2005,BTV,DTW
2240,1335,1210,ATL,RDU
2,1729,900,JFK,LAX
561,1123,1110,LAS,PHX
2392,1137,900,PHX,MSP
4811,755,600,BNA,AUS
1913,905,730,PHL,CLT
688,1913,1600,LGA,ORD
3495,1220,1000,SAN,PDX
3928,1905,1750,BWI,BUF
1768,1424,1059,DCA,MSP
3574,1213,929,CMH,MIA
2486,1042,945,SAN,SLC
726,755,605,MDW,ICT
1295,1305,1116,ATL,PIT
4015,2005,1410,PIT,PHX
2142,1111,1000,BOS,LGA
4809,1525,1415,BDL,BWI
3757,1950,1350,MDW,LAX
138,1250,1042,ACY,MCO
1677,925,800,MEM,DFW
1226,950,831,BOS,BWI
309,1130,920,DFW,BNA
1872,1639,1435,DCA,MCO
1128,1728,1526,PDX,DEN
3923,2026,1900,PNS,IAH
1119,1615,1325,ALB,MDW
1210,1308,705,ORD,LAX
2122,1200,1030,OAK,LAS
5936,920,814,DEN,ISN
1180,1924,1300,SJU,DFW
1011,1455,1205,DEN,LAS
16,2220,1455,SAN,HNL
761,1812,1610,MIA,CLT
3098,920,730,ORD,SGF
190,1950,1825,SAN,OAK
2085,852,600,SLC,GEG
6445,2020,1928,LAX,PSP
4288,632,520,IAH,MFE
73,1210,1005,CLT,PHL
1453,1226,707,MSP,SEA
5068,1609,1453,CID,ATL
2706,2059,2055,PSP,PHX
3423,1443,1335,ALO,ORD
2352,1840,1610,MCO,BHM
1150,2100,1905,HOU,FLL
5425,1326,1210,CRW,ATL
1941,941,630,ATL,MHT
3350,732,600,JFK,RDU
1780,837,600,CLT,MEM
3258,1238,1010,PIT,ORD
1122,1645,1555,BNA,TPA
1478,1930,1810,BWI,BDL
2791,2238,2130,MAF,DFW
6033,1455,1350,IAH,SHV
2953,1845,1550,SAN,BWI
417,2040,1700,LAX,JFK
6470,1927,1628,SLC,LAX
3269,1013,845,BNA,ORD
4373,2131,2005,EWR,DCA
6441,1645,1536,SFO,SLC
6310,1254,1155,PSP,LAX
5282,2052,2005,CID,DTW
1378,2000,1759,ATL,ORF
