FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
460,N640AW,US
2618,N866AS,OO
1836,N549UW,US
1293,N3BCAA,AA
144,N197JB,B6
1678,N67812,UA
1412,N481AA,AA
2527,N352SW,WN
791,N614AS,AS
2242,N8318F,WN
2387,N917DE,DL
1705,N318US,DL
4390,N271LV,WN
512,N206WN,WN
3529,N7701B,WN
1972,N189UW,US
1701,N33264,UA
1022,N4XGAA,AA
1387,N675DL,DL
3315,N511MQ,MQ
4666,N21130,EV
5581,N738SK,OO
1980,N527JB,B6
1115,N247JB,B6
5474,N568SW,OO
1951,N840VA,VX
420,N831AW,US
920,N927FR,F9
627,N673AW,US
2416,N458WN,WN
3629,N519MQ,MQ
3913,N402WN,WN
1378,N323NB,DL
323,N566AA,AA
3190,N376SW,WN
2428,N906AT,DL
1927,N523UW,US
972,N608NK,NK
3141,N660MQ,MQ
720,N478UA,UA
1216,N298WN,WN
2411,N914DE,DL
121,N606NK,NK
755,N439WN,WN
810,N854VA,VX
223,N935JB,B6
289,N453UA,UA
2405,N401WN,WN
1399,N365NW,DL
4362,N528SW,WN
966,N580JB,B6
1640,N68821,UA
423,N214WN,WN
5803,N13975,EV
532,N8641B,WN
2486,N3HBAA,AA
625,N767UW,US
498,N618WN,WN
625,N760US,US
3299,N634MQ,MQ
38,N670SW,WN
2246,N592NW,DL
219,N522NK,NK
599,N318JB,B6
1453,N3733Z,DL
1493,N27205,UA
4921,N846AS,EV
596,N677AW,US
2283,N6714Q,DL
143,N521SW,WN
291,N3DTAA,AA
519,N816UA,UA
264,N768JB,B6
136,N368SW,WN
302,N487HA,HA
2728,N821AS,OO
4479,N13914,EV
3929,N12569,EV
1529,N24224,UA
740,N601AW,US
5237,N740SK,OO
1592,N17105,UA
1554,N655JB,B6
674,N102UW,US
1438,N3HFAA,AA
598,N7722B,WN
2392,N3AUAA,AA
2784,N658MQ,MQ
1788,N545UW,US
1160,N75433,UA
139,N8314L,WN
5252,N582CA,EV
97,N3KDAA,AA
5969,N29917,EV
2500,N879AS,EV
2155,N364SW,WN
1431,N56859,UA
754,N424WN,WN
1837,N228JB,B6
725,N658DL,DL
3365,N512MQ,MQ
3009,N651MQ,MQ
5588,N927EV,EV
403,N594JB,B6
2010,N203UW,US
4969,N116SY,OO
5317,N871AS,EV
758,,US
677,N912UY,US
5599,N917SW,OO
1643,N12109,UA
2186,N954UW,US
1856,N910WN,WN
740,N668AW,US
463,N163US,US
3024,N7707C,WN
669,N535UA,UA
24,N527SW,WN
1587,N8306H,WN
4535,N824SK,OO
4261,N13553,EV
3385,N418WN,WN
1899,N340NB,DL
1497,N39475,UA
1180,N5DYAA,AA
2384,N3ERAA,AA
2518,N907EV,EV
4277,N375SW,WN
1030,N8638A,WN
686,N541UW,US
563,N587UW,US
4593,N14920,EV
1555,N24702,UA
62,N958DL,DL
4337,N909WN,WN
413,N622VA,VX
383,N253WN,WN
310,N510NK,NK
288,N812UA,UA
5104,N695CA,EV
725,N8306H,WN
851,N719SW,WN
3212,N836MQ,MQ
535,N385SW,WN
1473,N496AA,AA
436,N479UA,UA
469,N563UW,US
2581,N492SW,OO
628,N521UW,US
1218,N904WN,WN
2006,N612JB,B6
1584,N922DX,DL
126,N651SW,WN
1234,N57868,UA
2402,N3CRAA,AA
2368,N561AA,AA
585,N609AS,AS
1199,N285WN,WN
2149,N400WN,WN
3691,N853MQ,MQ
2403,N967AT,DL
715,N216JB,B6
3398,N608MQ,MQ
1633,N953AT,DL
4526,N16546,EV
4828,N606SK,OO
6521,N793SK,OO
1251,N12225,UA
3350,N822MQ,MQ
6338,N221SW,OO
2679,N451WN,WN
2489,N8626B,WN
910,N670SW,WN
2510,N830AS,EV
4720,N370SW,WN
4278,N452WN,WN
3338,N925MQ,MQ
631,N467AS,AS
1795,N200WN,WN
4272,N11176,EV
1091,N952FR,F9
1948,N959UW,US
3486,N741SA,WN
1692,N64809,UA
1221,N918DL,DL
1719,N656AW,US
2469,N3BDAA,AA
719,N509NK,NK
4827,N912EV,OO
362,N520AS,AS
1064,N661DN,DL
1648,N937AT,DL
2278,N340NB,DL
169,N855AA,AA
2682,N910AT,DL
488,N283WN,WN
2831,N605MQ,MQ
367,N442AS,AS
1255,N68452,UA
1457,N75858,UA
561,N640JB,B6
292,N522NK,NK
5498,N743SK,OO
497,N807UA,UA
1272,N66803,UA
32,N788AA,AA
2053,N584UW,US
2479,N5DEAA,AA
1659,N916DE,DL
3669,N512MQ,MQ
5640,N291SW,OO
5539,N983SW,OO
2545,N830AS,EV
1377,N471AA,AA
114,N477HA,HA
348,N623NK,NK
3322,N852MQ,MQ
5905,N15980,EV
345,N484HA,HA
358,N361VA,VX
5341,N224SW,OO
1291,N671DN,DL
2426,N921WN,WN
2568,N3749D,DL
5365,N562SW,OO
601,N8606C,WN
1997,N825AW,US
1787,N361SW,WN
3556,N806MQ,MQ
696,N626AS,AS
1795,N755US,US
1751,N563UW,US
1447,N927DN,DL
1262,N38424,UA
5005,N132EV,EV
2591,N7705A,WN
1058,N39728,UA
5441,N579SW,OO
1949,N747UW,US
500,N657AW,US
6250,N934SW,OO
3905,N480WN,WN
2110,N947DL,DL
4292,N13958,EV
5577,N744EV,EV
371,N708JB,B6
4737,N443SW,OO
460,N659JB,B6
1663,N241WN,WN
2955,N906MQ,MQ
17,N374HA,HA
2310,N980DL,DL
147,N705JB,B6
650,N446WN,WN
1950,N654AW,US
1285,N4XKAA,AA
4626,N817SK,OO
451,N636JB,B6
320,N939FR,F9
1595,N527SW,WN
48,N687SW,WN
1824,N124US,US
1525,N901DE,DL
5035,N842AS,EV
4953,N916EV,EV
3131,N853MQ,MQ
2059,N806AW,US
4736,N7720F,WN
690,N830UA,UA
2220,N954AT,DL
202,N640SW,WN
1582,N13718,UA
577,N7718B,WN
31,N755SA,WN
5122,N844AS,EV
834,N404UA,UA
602,N923WN,WN
335,N750SA,WN
700,N630WN,WN
4659,N25134,EV
4471,N732SW,WN
2930,N703SW,WN
264,N819UA,UA
948,N455WN,WN
3416,N421LV,WN
6235,N121SY,OO
5529,N122SY,OO
975,N601NK,NK
223,N709SW,WN
1377,N940DN,DL
4652,N7728D,WN
271,N7732A,WN
1099,N482AA,AA
4607,N27962,EV
4228,N13958,EV
6449,N128SY,OO
4405,N954WN,WN
4660,N8329B,WN
3917,N408WN,WN
357,N503NK,NK
2534,N880AS,EV
615,N937JB,B6
1670,N3LFAA,AA
4677,N36915,EV
1419,N999DN,DL
208,N608SW,WN
2342,N555NW,DL
1210,N18223,UA
1064,N75426,UA
1700,N258WN,WN
4018,N634SW,WN
4988,N750EV,EV
131,N858AA,AA
358,N842VA,VX
2724,N897SK,OO
1717,N631AW,US
746,N271AY,US
446,N631AW,US
374,N850UA,UA
2384,N3CJAA,AA
876,N206UW,US
4579,N240WN,WN
1108,N7741C,WN
1265,N961DL,DL
5616,N962SW,OO
1031,N7706A,WN
338,N606SW,WN
4987,N124SY,OO
3640,N508MQ,MQ
72,N5EKAA,AA
1332,N586AA,AA
474,N668AW,US
434,N183UW,US
1089,N205WN,WN
731,N766US,US
1749,N737US,US
4637,N8652B,WN
6456,N908SW,OO
746,N944UW,US
930,N8619F,WN
4701,N16559,EV
3154,N939MQ,MQ
6266,N710SK,OO
2306,N910DN,DL
1876,N819AW,US
1298,N018AA,AA
2150,N961UW,US
795,N812UA,UA
1077,N34460,UA
318,N476HA,HA
1661,N688DL,DL
4523,N608SK,OO
6324,N929EV,OO
3278,N667MQ,MQ
830,N526UA,UA
966,N768JB,B6
1267,N16701,UA
6335,N580SW,OO
1136,N8314L,WN
4622,N48901,EV
4474,N455CA,OO
2329,N409WN,WN
6201,N744SK,OO
2459,N5BTAA,AA
4457,N936SW,OO
3415,N619MQ,MQ
2054,N144DA,DL
959,N315NB,DL
5545,N929EV,OO
5334,N850AS,EV
581,N559WN,WN
3479,N640MQ,MQ
3240,N677MQ,MQ
5362,N846AS,EV
1760,N69839,UA
27,N536JB,B6
2067,N109UW,US
320,N773SA,WN
730,N403AS,AS
1431,N57863,UA
315,N476HA,HA
1038,N179JB,B6
3014,N624MQ,MQ
5246,N755SK,OO
1916,N296JB,B6
3157,N520MQ,MQ
614,N561UW,US
2536,N876AS,EV
5659,N703SK,OO
392,N966WN,WN
395,N487HA,HA
6521,N771SK,OO
5332,N937EV,EV
1695,N997DL,DL
646,N649AW,US
252,N3KKAA,AA
473,N7703A,WN
1644,N956DN,DL
2273,N4WTAA,AA
2057,N760US,US
1984,N950DN,DL
4323,N295WN,WN
782,N7703A,WN
4504,N11113,EV
4769,N461SW,OO
4383,N741SA,WN
245,N502NK,NK
5183,N851AS,EV
745,N821DN,DL
626,N317JB,B6
2504,N606SW,WN
365,N408AS,AS
246,N411WN,WN
4616,N816SK,OO
3592,N665MQ,MQ
836,N286AY,US
5176,N771SK,OO
4166,N16559,EV
958,N349NB,DL
4120,N14907,EV
4990,N793SK,OO
4753,N631SK,OO
4208,N625SW,WN
84,N634VA,VX
1762,N256WN,WN
952,N238WN,WN
1695,N961DL,DL
3678,N509MQ,MQ
1401,N637JB,B6
1144,N3CYAA,AA
1088,N567AA,AA
1450,N599AA,AA
766,N938DL,DL
936,N458WN,WN
531,N8322X,WN
6218,N727SK,OO
5454,N740EV,EV
4384,N19554,EV
4790,N617QX,OO
404,N8631A,WN
6028,N15910,EV
1535,N927DN,DL
1850,N104UW,US
830,N514AS,AS
205,N522VA,VX
5937,N24103,EV
6514,N952SW,OO
4653,N16541,EV
1537,N3BNAA,AA
1904,N808AW,US
4773,N487CA,OO
842,N570JB,B6
827,N228JB,B6
2310,N959DL,DL
5137,N759EV,EV
528,N763US,US
670,N586AS,AS
5068,N758EV,EV
544,N8315C,WN
1136,N683DA,DL
195,N604NK,NK
4208,N13124,EV
1459,N899AT,DL
4414,N12157,EV
1751,N173US,US
3586,N847MQ,MQ
419,N727TW,DL
1690,N69819,UA
1068,N597AA,AA
6003,N11548,EV
259,N924WN,WN
6238,N290SW,OO
449,N818AW,US
5657,N937SW,OO
2373,N237WN,WN
5479,N930SW,OO
4479,N802SK,OO
1039,N304JB,B6
370,N550UA,UA
378,N8610A,WN
1528,N403AA,AA
2443,N3LCAA,AA
4665,N807SK,OO
672,N829UA,UA
1882,N3750D,DL
2035,N935DN,DL
1491,N3ASAA,AA
5213,N785SK,OO
2652,N477CA,OO
507,N840UA,UA
394,N415UA,UA
3526,N969WN,WN
932,N836VA,VX
4784,N679CA,OO
759,N586UW,US
2184,N957DL,DL
893,N7730A,WN
677,N531AS,AS
1116,N333NW,DL
1104,N76522,UA
756,N934FR,F9
874,N838VA,VX
6598,N896SK,OO
1159,N4YMAA,AA
4390,N11548,EV
1446,N671DN,DL
345,N3LJAA,AA
3324,N8647A,WN
4713,N821SK,OO
1336,N3FSAA,AA
127,N488WN,WN
1471,N900PC,DL
1890,N839AW,US
3207,N676MQ,MQ
664,N926FR,F9
2779,N432WN,WN
1468,N853AA,AA
159,N266JB,B6
185,N258JB,B6
2243,N911DE,DL
193,N642VA,VX
5028,N717EV,EV
188,N508NK,NK
397,N7741C,WN
1585,N909DE,DL
5493,N932EV,OO
1699,N24211,UA
2685,N650SW,WN
378,N8312C,WN
2623,N869AS,OO
1495,N5BTAA,AA
2021,N364NW,DL
3477,N519MQ,MQ
213,N481HA,HA
578,N281WN,WN
1963,N789SW,WN
4422,N22971,EV
2998,N697MQ,MQ
3682,N526MQ,MQ
4732,N21197,EV
2312,N358AA,AA
3672,N633MQ,MQ
2429,N426WN,WN
1105,N472WN,WN
197,N491HA,HA
6330,N586SW,OO
6522,N701SK,OO
1599,N3BWAA,AA
753,N527VA,VX
947,N946WN,WN
4814,N235WN,WN
1122,N916DN,DL
5735,N835AS,EV
2790,N622MQ,MQ
6105,N11176,EV
5593,N752EV,EV
2346,N251WN,WN
2299,N3KHAA,AA
813,N559AS,AS
482,N466WN,WN
367,N480HA,HA
1164,N3ALAA,AA
1449,N619SW,WN
493,N408AS,AS
4791,N609SK,OO
1246,N25705,UA
860,N514AS,AS
1490,N11206,UA
987,N371NW,DL
4128,N13988,EV
3214,N900WN,WN
162,N786SW,WN
3053,N822MQ,MQ
4478,N11155,EV
882,N538AS,AS
1719,N820DN,DL
4792,N693CA,OO
404,N581AS,AS
2244,N933WN,WN
1614,N969DL,DL
3106,N690MQ,MQ
4327,N480WN,WN
4872,N839AS,EV
269,N485HA,HA
1661,N522US,DL
401,N604SW,WN
6573,N907SW,OO
2152,N1402A,DL
5922,N16961,EV
1479,N192JB,B6
2456,N900DE,DL
493,N713AS,AS
5197,N923SW,OO
3279,N935MQ,MQ
1297,N76265,UA
5377,N578SW,OO
3435,N855MQ,MQ
5909,N13997,EV
4171,N14188,EV
4404,N13550,EV
1384,N979AT,DL
92,N423AS,AS
3582,N642MQ,MQ
275,N612JB,B6
1613,N954DN,DL
3307,N8313F,WN
5436,N930EV,OO
333,N830UA,UA
472,N581UW,US
1814,N109UW,US
582,N546AS,AS
4585,N625CA,OO
1243,N76526,UA
2094,N960DN,DL
1865,N826DN,DL
1280,N903DE,DL
1755,N958UW,US
5339,N153PQ,EV
1033,N636JB,B6
1108,N929FR,F9
1693,N604SW,WN
4204,N8613K,WN
1739,N946DL,DL
450,N818UA,UA
5356,N853AS,EV
5548,N918SW,OO
5151,N872AS,EV
3114,N687MQ,MQ
5591,N981EV,EV
4113,N13997,EV
1864,N824AW,US
5162,N853AS,EV
4552,N769SW,WN
4160,N16546,EV
2008,N920DN,DL
4654,N14960,EV
1600,N609SW,WN
1482,N3FAAA,AA
1219,N3HBAA,AA
2055,N414WN,WN
3176,N524MQ,MQ
6290,N767SK,OO
2404,N5CKAA,AA
1416,N624JB,B6
1769,N901DE,DL
3057,N650MQ,MQ
1137,N025AA,AA
1968,N541US,DL
1855,N937DL,DL
768,N317JB,B6
2172,N952DN,DL
1133,N273WN,WN
1911,N414WN,WN
315,N128DL,DL
6116,N11106,EV
1498,N958AT,DL
1787,N361SW,WN
833,N405UA,UA
149,N648SW,WN
465,N553AS,AS
3642,N833MQ,MQ
344,N713AS,AS
1721,N962DN,DL
5255,N925SW,OO
4295,N18101,EV
349,N004AA,AA
1850,N491WN,WN
455,N454WN,WN
2958,N8647A,WN
2935,N522MQ,MQ
2251,N369SW,WN
1148,N12218,UA
459,N319AS,AS
2499,N3CJAA,AA
1883,N399WN,WN
4922,N912WN,WN
496,N614SW,WN
321,N615AS,AS
3375,N510MQ,MQ
2152,,US
4786,N912EV,OO
992,N524NK,NK
2692,N944SW,OO
4593,N779CA,OO
4504,N825SK,OO
5551,N121SY,OO
7389,N560SW,OO
1674,N3FCAA,AA
362,N489WN,WN
1984,N920DN,DL
5295,N917SW,OO
3072,N845MQ,MQ
7391,N565SW,OO
4297,N14570,EV
343,N245WN,WN
1898,N173US,US
5307,N840AS,EV
495,N470WN,WN
2144,N345NB,DL
256,N802UA,UA
2206,N923DN,DL
4648,N455SW,OO
1216,N922FR,F9
4569,N27190,EV
1435,N3JNAA,AA
1807,N341NW,DL
379,N840UA,UA
1182,N946WN,WN
2810,N546MQ,MQ
1831,N696DL,DL
5174,N538CA,EV
2222,N3BSAA,AA
1037,N27724,UA
2152,N357SW,WN
1485,N37427,UA
1754,N73275,UA
2227,N020AA,AA
421,N764US,US
1072,N219WN,WN
1452,N87512,UA
603,N676AW,US
4479,N14125,EV
1233,N932DL,DL
285,N5DHAA,AA
1462,N37267,UA
5460,N695CA,EV
2723,N289CT,WN
214,N918WN,WN
4108,N663SW,WN
1269,N3DPAA,AA
523,,US
3275,N657MQ,MQ
1538,N37474,UA
5223,N763SK,OO
3256,N696MQ,MQ
731,N435AS,AS
2329,N650SW,WN
2310,N986DL,DL
4171,N12563,EV
5984,N11127,EV
4117,N254WN,WN
1146,N8311Q,WN
2200,N3DCAA,AA
2279,N502AA,AA
2343,N814DN,DL
2344,N8307K,WN
954,N756SA,WN
656,N526AS,AS
3473,N457WN,WN
3058,N612MQ,MQ
768,N557UW,US
2276,N946DL,DL
1105,N214FR,F9
2851,N744SW,WN
614,N912UY,US
6188,N12563,EV
3622,N515MQ,MQ
1727,N934DN,DL
3008,N619MQ,MQ
5595,N507CA,OO
1448,N908DE,DL
1667,N595AA,AA
6371,N905SW,OO
2078,N360NW,DL
3266,N613MQ,MQ
354,N3KFAA,AA
1752,N69824,UA
2950,N679MQ,MQ
283,N805UA,UA
537,N379SW,WN
3592,N671MQ,MQ
1971,N822AW,US
190,N797MX,WN
278,N3ANAA,AA
334,N198JB,B6
368,N484HA,HA
871,N8320J,WN
1868,N963DN,DL
4470,N15574,EV
2245,N3ANAA,AA
1355,N3LSAA,AA
893,N530NK,NK
4741,N608SW,WN
40,N323NB,DL
4456,N659BR,OO
1389,N437AA,AA
3488,N639MQ,MQ
4126,N12126,EV
152,N763AS,AS
4711,N821SK,OO
5570,N371CA,EV
530,N703SW,WN
1466,N903DE,DL
6220,N507CA,OO
735,N654AW,US
2057,N651SW,WN
293,N783AA,AA
1241,N566JB,B6
3435,N826MQ,MQ
2404,N5BVAA,AA
5617,N732SK,OO
4674,N12160,EV
432,N651SW,WN
5429,N859AS,EV
1667,N68453,UA
374,N8302F,WN
236,N435UA,UA
190,N3FHAA,AA
5713,N827AS,EV
917,N8625A,WN
5906,N17108,EV
4122,N362SW,WN
560,N604AW,US
345,N436WN,WN
1125,N391DA,DL
746,N409AS,AS
3757,N8323C,WN
736,N558UW,US
368,N837UA,UA
784,N655DL,DL
5703,N820AS,EV
4732,N11165,EV
1133,N3JMAA,AA
5069,N860AS,EV
2072,N191UW,US
216,N533NK,NK
618,N817AW,US
3489,N818MQ,MQ
605,N621NK,NK
1245,N323NB,DL
456,N3758Y,DL
4712,N426SW,OO
6130,N11187,EV
1685,N434AA,AA
1963,N969WN,WN
1496,N962DL,DL
1092,N306DQ,DL
761,N524VA,VX
2957,N524MQ,MQ
6493,N928EV,OO
417,N588NK,NK
3938,N13914,EV
803,N240WN,WN
3159,N677MQ,MQ
714,N366SW,WN
370,N143DA,DL
3080,N527MQ,MQ
1132,N574AA,AA
912,N546UA,UA
5494,N785SK,OO
855,N589AS,AS
499,N453UA,UA
267,N5DEAA,AA
120,N3AVAA,AA
2299,N3BWAA,AA
2302,N348JB,B6
5585,N703SK,OO
766,N8643A,WN
112,N31412,UA
465,N867DA,DL
4155,N31131,EV
1766,N825AW,US
939,N752SW,WN
1708,N560WN,WN
4065,N924WN,WN
1374,N336NW,DL
4704,N14143,EV
306,N852AA,AA
657,N7706A,WN
1553,N37471,UA
3134,N8604K,WN
1210,N3JDAA,AA
3385,N778SW,WN
1469,N655DL,DL
4145,N11181,EV
1016,N329JB,B6
1329,N214FR,F9
2504,N382SW,WN
5317,N292SW,OO
4370,N17169,EV
1159,N7746C,WN
1872,N465WN,WN
796,N405UA,UA
1001,N258JB,B6
42,N3EJAA,AA
4157,N13123,EV
111,N767AS,AS
867,N952DN,DL
2305,N520AA,AA
1335,N4XDAA,AA
1537,N974DL,DL
3389,N691MQ,MQ
1678,N996DL,DL
5556,N132EV,EV
342,N628NK,NK
745,N828DN,DL
2148,N956DN,DL
2918,N935MQ,MQ
341,N4YFAA,AA
1978,N828AW,US
69,N634VA,VX
4319,N27962,EV
1625,N8309C,WN
1975,N152UW,US
386,N4XTAA,AA
1744,N923DN,DL
1190,N927AT,DL
1598,N3DDAA,AA
2098,N318NB,DL
1817,N900WN,WN
478,N946DL,DL
5098,N861AS,EV
7431,N8965E,OO
1852,N114UW,US
1254,N939FR,F9
1026,N515SW,WN
409,N516NK,NK
813,N702UW,US
1122,N495WN,WN
4671,N736SA,WN
1993,N579UW,US
3574,N265WN,WN
3433,N634SW,WN
543,N506JB,B6
3672,N931MQ,MQ
758,N937DN,DL
1341,N276WN,WN
926,N940WN,WN
1166,N7741C,WN
5533,N594SW,OO
5220,N758SK,OO
1074,N36207,UA
2522,N830AS,EV
1798,N107US,US
2613,N659SW,WN
6279,N971SW,OO
4223,N15973,EV
441,N462UA,UA
4992,N840AS,EV
952,N3734B,DL
5038,N608QX,EV
1814,N178US,US
514,N531AS,AS
1583,N3BJAA,AA
582,N284JB,B6
4492,N448SW,OO
704,N635JB,B6
5300,N919SW,OO
1726,N825DN,DL
3733,N785SW,WN
240,N706AS,AS
361,N403AS,AS
96,N426AA,AA
1847,N819DN,DL
174,N634VA,VX
4650,N437SW,OO
5044,N604QX,EV
508,N476HA,HA
1048,N8323C,WN
1809,N947UW,US
5573,N976SW,OO
2401,N862AA,AA
1530,N3KRAA,AA
6271,N934SW,OO
837,N815NW,DL
153,N231WN,WN
2361,N988DL,DL
2216,N974DL,DL
617,N462AS,AS
4626,N729SW,WN
6041,N12136,EV
1332,N3HBAA,AA
4402,N16999,EV
1515,N398AA,AA
138,N506JB,B6
4558,N491WN,WN
2789,N789JB,B6
3634,N902MQ,MQ
3018,N624MQ,MQ
6231,N730SK,OO
2523,N909EV,EV
5730,N836AS,EV
1582,N3FJAA,AA
4155,N13161,EV
6523,N793SK,OO
5607,N701SK,OO
2077,N968AT,DL
207,N481HA,HA
2218,N4YUAA,AA
1803,N935DN,DL
1945,N265WN,WN
3261,N26545,EV
5942,N21130,EV
5315,N965SW,OO
6274,N962SW,OO
343,N945WN,WN
321,N712JB,B6
1260,N125DL,DL
1868,N273JB,B6
1269,N69839,UA
4732,N11165,EV
1765,N819AW,US
1085,N5DJAA,AA
2080,N8612K,WN
3064,N925MQ,MQ
1726,N965DL,DL
1200,N69804,UA
3599,N824MQ,MQ
358,N409WN,WN
4028,N705SW,WN
1121,N26215,UA
250,N193JB,B6
1445,N77871,UA
1736,N342NW,DL
6004,N11187,EV
6360,N929SW,OO
4585,N603QX,OO
4176,N640SW,WN
5178,N912SW,OO
4445,N26141,EV
3364,N824MQ,MQ
1712,N64809,UA
2106,N365NB,DL
824,N229JB,B6
661,N592AS,AS
1146,N3LDAA,AA
1826,N585UW,US
249,N363SW,WN
2298,N3BAAA,AA
1749,N75858,UA
287,N773SA,WN
3337,N815MQ,MQ
152,N612NK,NK
6380,N108SY,OO
3236,N483WN,WN
1540,N939DL,DL
1311,N3DTAA,AA
1102,N66808,UA
782,N966DL,DL
3479,N219AG,OO
4519,N803SK,OO
2755,N646MQ,MQ
1012,N374JB,B6
5066,N600QX,EV
798,N579UW,US
1099,N277WN,WN
2920,N939MQ,MQ
2224,N808DN,DL
3563,N372SW,WN
319,N615NK,NK
487,N454UA,UA
838,N586JB,B6
976,N613NK,NK
4032,N8327A,WN
4729,N11181,EV
72,N3747D,DL
4297,N26141,EV
1581,N3EVAA,AA
2999,N620MQ,MQ
6534,N925SW,OO
1993,N198UW,US
1164,N3APAA,AA
507,N661AW,US
2,N563JB,B6
808,N250AY,US
1256,N64809,UA
3365,N9EAMQ,MQ
2453,N401WN,WN
1265,N914DE,DL
5431,N718EV,EV
486,N585UW,US
4175,N392SW,WN
5933,N14514,EV
494,N746JB,B6
6465,N983SW,OO
1284,N68823,UA
2513,N879AS,EV
3641,N628MQ,MQ
2138,N7702A,WN
1601,N15710,UA
4661,N739GB,WN
1483,N3HAAA,AA
4795,N442SW,OO
1234,N197JB,B6
2701,N233LV,WN
2199,N267WN,WN
2569,N907EV,EV
96,N578AA,AA
351,N843UA,UA
1946,N508AY,US
698,N435AS,AS
4611,N641CA,OO
382,N621SW,WN
5675,N12996,EV
6067,N12142,EV
684,N902AW,US
1552,N3759,DL
4240,N12122,EV
1860,N8633A,WN
4978,N771SK,OO
5593,N759EV,EV
1259,N37298,UA
2064,N184US,US
601,N359SW,WN
574,N602NK,NK
1462,N857AA,AA
2373,N530US,DL
1670,N294WN,WN
1531,N3AHAA,AA
305,N483HA,HA
3269,N26549,EV
756,N640SW,WN
2489,N8626B,WN
45,N370SW,WN
1627,N590NW,DL
332,N443WN,WN
3415,N638MQ,MQ
432,N225WN,WN
606,N846UA,UA
6352,N932EV,OO
873,N127UW,US
4489,N13133,EV
1252,N5CNAA,AA
1588,N323NB,DL
1988,N126UW,US
5351,N851AS,EV
1818,N6714Q,DL
4373,N14972,EV
5558,N884AS,EV
631,N802UA,UA
4144,N12922,EV
4601,N18102,EV
35,N3CRAA,AA
1089,N57868,UA
5167,N983CA,OO
4469,N617SW,WN
2687,N603AT,DL
303,N434UA,UA
152,N419WN,WN
2505,N447WN,WN
331,N129DL,DL
1457,N413WN,WN
1433,N407WN,WN
3622,N513MQ,MQ
77,N640VA,VX
4846,N453SW,OO
736,N825UA,UA
23,N637SW,WN
5565,N761ND,EV
854,N790SW,WN
4178,N13914,EV
482,N375JB,B6
772,N284AY,US
5290,N870AS,EV
1098,N192JB,B6
678,N611NK,NK
717,N533AS,AS
3925,N797MX,WN
396,N210UA,UA
267,N8632A,WN
5540,N867AS,EV
3182,N831MQ,MQ
720,N527VA,VX
1493,N3EVAA,AA
1256,N209FR,F9
4927,N7745A,WN
623,N201FR,F9
3354,N513MQ,MQ
1779,N324US,DL
198,N704X,DL
4806,N693CA,OO
285,N8302F,WN
2045,N124US,US
1889,N765SW,WN
1299,N32404,UA
1831,N686DA,DL
1591,N69810,UA
345,N762SW,WN
530,N762US,US
812,N518AS,AS
1131,N827DN,DL
1293,N68811,UA
3031,N526MQ,MQ
1867,N702UW,US
2157,N548US,DL
590,N373JB,B6
465,N452WN,WN
957,N961WN,WN
535,N966WN,WN
1227,N903WN,WN
2560,N359NW,DL
1537,N3FNAA,AA
1685,N638SW,WN
4015,N282WN,WN
235,N8617E,WN
6,N274JB,B6
1137,N442WN,WN
994,N715JB,B6
2259,N334NW,DL
270,N952WN,WN
1693,N706SW,WN
280,N486HA,HA
1525,N922DL,DL
3287,N643MQ,MQ
1236,N732SW,WN
1183,N4UCAA,AA
808,N318US,DL
5191,N772SK,OO
523,N434UA,UA
784,N6707A,DL
1058,N968WN,WN
862,N834AW,US
1593,N337NB,DL
4758,N604SK,OO
1730,N635SW,WN
5202,N954SW,OO
3917,N346SW,WN
298,N8308K,WN
2711,N821AS,OO
4181,N14168,EV
1866,N110UW,US
553,N676AW,US
1318,N265JB,B6
752,N333NB,DL
4456,N798SW,WN
601,N8306H,WN
1983,N431WN,WN
3597,N273WN,WN
4491,N12567,EV
2101,N752US,US
3388,N6EAMQ,MQ
1312,N811DZ,DL
2038,N747UW,US
897,N759GS,WN
4711,N12195,EV
5624,N916SW,OO
1537,N3CAAA,AA
1738,N578UW,US
2422,N927DA,DL
865,N547JB,B6
479,N657AW,US
3213,N8612K,WN
322,N3BBAA,AA
489,N450WN,WN
1954,N156UW,US
138,N3CUAA,AA
1998,N986AT,DL
3748,N734SA,WN
2377,N501AA,AA
1483,N340NW,DL
6232,N756SK,OO
1029,N3GEAA,AA
1971,N114UW,US
1670,N12218,UA
1102,N24729,UA
2176,N263WN,WN
441,N598UA,UA
224,N644UA,UA
310,N497UA,UA
162,N7718B,WN
1057,N956AT,DL
1596,N370NW,DL
2345,N571AA,AA
3478,N3AEMQ,MQ
1181,N251WN,WN
1307,N324JB,B6
2348,N8602F,WN
2005,N126UW,US
332,N493HA,HA
877,N517NK,NK
600,N305AS,AS
516,N178US,US
1455,N127DL,DL
573,N459AS,AS
4928,N882AS,EV
2831,N908MQ,MQ
250,N923WN,WN
1555,N822DN,DL
1102,N217JC,WN
1721,N703UW,US
664,N953FR,F9
571,N67171,DL
2666,N937AT,DL
253,N5ESAA,AA
889,N479WN,WN
4024,N8305E,WN
5073,N750EV,EV
1205,N57869,UA
1139,N914DL,DL
1567,N68823,UA
1547,N3JKAA,AA
2814,N642MQ,MQ
744,N611AS,AS
6221,N120SY,OO
1302,N893AT,DL
4691,N14573,EV
202,N639SW,WN
2301,N503AA,AA
1092,N3HNAA,AA
6224,N707SK,OO
328,N772UA,UA
406,N579AS,AS
