FLIGHT_NUMBER,TAIL_NUMBER,AIRLINE
1970,N632JB,B6
2171,N371SW,WN
1936,N994AT,DL
2679,N500WR,WN
5455,N494CA,OO
575,N954FR,F9
2417,N516JB,B6
3115,N517MQ,MQ
1712,N555LV,WN
5395,N723EV,EV
3545,N8607M,WN
4118,N13955,EV
244,N3CWAA,AA
1276,N922FR,F9
2157,N738CB,WN
5228,N398CA,EV
2281,N297WN,WN
610,N604NK,NK
460,N672AW,US
660,N629NK,NK
2055,N557UW,US
2320,N3749D,DL
3696,N939MQ,MQ
62,N767AS,AS
2521,N211WN,WN
2373,N900PC,DL
369,N5CHAA,AA
1165,N290WN,WN
2447,N911DL,DL
3389,N763SW,WN
637,N806UA,UA
285,N8633A,WN
4480,N448SW,OO
2231,N915DE,DL
4567,N648SW,WN
4734,N779CA,OO
2502,N699DL,DL
642,N642AW,US
117,N8612K,WN
4171,N16561,EV
1349,N909DA,DL
118,N785AA,AA
6084,N11193,EV
1147,N488WN,WN
4106,N11544,EV
863,N702UW,US
1715,N478WN,WN
5379,N221SW,OO
4760,N477CA,OO
3750,N654SW,WN
1506,N75428,UA
3675,N520MQ,MQ
2418,N4YAAA,AA
1099,N585NW,DL
770,N439UA,UA
2388,N558AA,AA
1013,N571JB,B6
5179,N702SK,OO
4092,N11109,EV
428,N776UA,UA
1987,N170US,US
1707,N721UW,US
1354,N297WN,WN
1476,N3KWAA,AA
4736,N11191,EV
1093,N78524,UA
2689,N975AT,DL
3493,N630MQ,MQ
416,N760US,US
2348,N549US,DL
6475,N701SK,OO
348,N215UA,UA
6488,N792SK,OO
1867,N925WN,WN
5629,N726SK,OO
2878,N7715E,WN
1764,N815AW,US
2078,N647AW,US
3437,N621MQ,MQ
1808,N273JB,B6
50,N768AS,AS
2351,N5CRAA,AA
6155,N16183,EV
4466,N937WN,WN
1014,N3DWAA,AA
379,N358SW,WN
2545,N556NW,DL
107,N657JB,B6
1362,N990AT,DL
1173,N27421,UA
213,N8612K,WN
335,N223WN,WN
2035,N958DN,DL
292,N457WN,WN
2141,N908DE,DL
3298,N352SW,WN
1189,N68836,UA
880,N7751A,WN
342,N809UA,UA
196,N8310C,WN
5347,N710EV,EV
1467,N35407,UA
2184,N957UW,US
934,N477WN,WN
2202,N283JB,B6
5265,N727SK,OO
3020,N544MQ,MQ
305,N791AS,AS
6144,N14542,EV
211,N576UA,UA
5404,N607LR,EV
5211,N708SK,OO
319,N438WN,WN
2994,N526SW,WN
1777,N766US,US
646,N668AW,US
7389,N560SW,OO
1931,N801AW,US
212,N936WN,WN
1952,N713UW,US
4582,N36915,EV
1133,N239WN,WN
5328,N858AS,EV
2330,N016AA,AA
380,N656SW,WN
322,N3CYAA,AA
851,N456WN,WN
1818,N642AW,US
1124,N555NW,DL
1395,N4WLAA,AA
541,N7705A,WN
581,N3735D,DL
1225,N651DL,DL
272,N440UA,UA
2566,N830AS,EV
431,N550UW,US
3176,N523MQ,MQ
205,N949WN,WN
1867,N994AT,DL
649,N317AS,AS
84,N3BFAA,AA
1754,N827AW,US
453,N723SW,WN
390,N779SW,WN
597,N528NK,NK
432,N717TW,DL
518,N614AS,AS
5501,N931EV,EV
4979,N909SW,OO
324,N3CYAA,AA
489,N625SW,WN
5379,N580SW,OO
747,N128UW,US
5223,N870AS,EV
282,N797MX,WN
1602,N905JB,B6
40,N958WN,WN
1133,N3LSAA,AA
528,N528AS,AS
621,N554UW,US
513,N524AS,AS
5310,N296SW,OO
4645,N13202,EV
2161,N733SA,WN
1643,N329NB,DL
1633,N294JB,B6
678,N632SW,WN
409,N580UW,US
4395,N11536,EV
648,N618AS,AS
2192,N811DZ,DL
719,N509NK,NK
1447,N3JHAA,AA
492,N121UW,US
2452,N912DE,DL
528,N471UA,UA
1746,N968AT,DL
328,N210UA,UA
2566,N649SW,WN
1369,N346NB,DL
1620,N3KYAA,AA
4501,N13566,EV
1413,N467AA,AA
34,N660SW,WN
1583,N344NB,DL
520,N551WN,WN
3556,N838MQ,MQ
66,N797AS,AS
4299,N481WN,WN
3394,N767SW,WN
4531,N430SW,OO
1114,N3GPAA,AA
413,N964WN,WN
935,N527VA,VX
4998,N552WN,WN
1772,N6705Y,DL
969,N837VA,VX
4375,N429WN,WN
2345,N586AA,AA
5228,N705SK,OO
4745,N14902,EV
2249,N4XBAA,AA
3139,N619MQ,MQ
753,N526VA,VX
1537,N78448,UA
1087,N76517,UA
6609,N906SW,OO
214,N491HA,HA
4589,N813SK,OO
559,N290AY,US
876,N8319F,WN
668,N7706A,WN
4449,N27190,EV
1445,N3GDAA,AA
192,N476HA,HA
3190,N925MQ,MQ
2099,N361NB,DL
1356,N3ALAA,AA
878,N512NK,NK
2070,N375JB,B6
2346,N3BCAA,AA
499,N657JB,B6
2908,N651MQ,MQ
2996,N935MQ,MQ
2957,N291WN,WN
3248,N909MQ,MQ
331,N487HA,HA
1669,N554NW,DL
2451,N3HGAA,AA
3476,N216AG,OO
2277,N360SW,WN
4832,N609SK,OO
493,N319AS,AS
2062,N565UW,US
1864,N918DH,DL
3242,N673MQ,MQ
1584,N4YRAA,AA
4,N373SW,WN
664,N444UA,UA
489,N625SW,WN
2400,N3ETAA,AA
221,N980DL,DL
1521,N899AT,DL
3131,N802MQ,MQ
346,N454WN,WN
1174,N76517,UA
314,N408WN,WN
5365,N585SW,OO
524,N923JB,B6
6503,N786SK,OO
332,N793SA,WN
1709,N111US,US
4969,N121SY,OO
2630,N988CA,OO
2037,N948UW,US
2536,N309US,DL
277,N456AA,AA
224,N486HA,HA
1622,N345NB,DL
4811,N448SW,OO
1079,N906DE,DL
2005,N103US,US
1619,N961DN,DL
659,N624NK,NK
2146,N925DL,DL
487,N568UW,US
1561,N7720F,WN
1807,N244WN,WN
2673,N371SW,WN
4451,N608SK,OO
3564,N7704B,WN
5556,N728SK,OO
893,N940UW,US
544,N8614M,WN
7377,N448SW,OO
290,N306JB,B6
742,N609SW,WN
6399,N934SW,OO
1801,N793JB,B6
5444,N981EV,EV
1439,N451WN,WN
883,N751AT,DL
6328,N755SK,OO
84,N629VA,VX
751,N307AS,AS
810,N904DL,DL
3470,N625MQ,MQ
1718,N34222,UA
5122,N883AS,EV
1734,N329JB,B6
2092,N755US,US
258,N477HA,HA
752,N928DN,DL
3602,N664MQ,MQ
5267,N852AS,EV
6017,N15983,EV
5591,N857AS,EV
1068,N475AA,AA
1930,N541UW,US
1905,N595NW,DL
1113,N974DL,DL
510,N642AW,US
1378,N941DN,DL
510,N652AW,US
5275,N538CA,EV
323,N439AA,AA
1215,N3DWAA,AA
2300,N376DA,DL
3298,N374SW,WN
729,N760JB,B6
2982,N609SW,WN
1034,N523SW,WN
141,N925FR,F9
3198,N459WN,WN
5621,N858AS,EV
7426,N430SW,OO
1940,N895AT,DL
4579,N437SW,OO
2287,N4XCAA,AA
46,N3ENAA,AA
1776,N190JB,B6
712,N725UW,US
1958,N353NB,DL
383,N476HA,HA
1289,N535JB,B6
1896,N315NB,DL
6298,N920SW,OO
2406,N3CWAA,AA
4641,N27152,EV
5204,N941SW,OO
5168,N771SK,OO
642,N831UA,UA
1184,N4WLAA,AA
7,N208WN,WN
3041,N8325D,WN
931,N5DYAA,AA
4738,N554CA,OO
2202,N373JB,B6
1072,N4YRAA,AA
754,N973DL,DL
626,N211FR,F9
2150,N965UW,US
1832,N967DL,DL
667,N537UA,UA
3613,N507MQ,MQ
3482,N224AG,OO
1843,N153UW,US
1132,N394DA,DL
5151,N884AS,EV
5489,N917EV,EV
5226,N756SK,OO
1196,N5DYAA,AA
6497,N951SW,OO
4315,N12922,EV
3567,N636MQ,MQ
3046,N630MQ,MQ
4605,N8923A,OO
731,N523VA,VX
5366,N708EV,EV
491,N428UA,UA
2161,N7709A,WN
3011,N649MQ,MQ
4670,N17138,EV
436,N3744F,DL
1471,N960AT,DL
863,N626AW,US
5276,N840AS,EV
5520,N719EV,EV
34,N419AS,AS
3964,N16976,EV
2139,N913DL,DL
3032,N684MQ,MQ
97,N564JB,B6
4989,N745SK,OO
2445,N353NW,DL
4411,N497WN,WN
776,N380DA,DL
5441,N566SW,OO
1622,N31412,UA
5421,N291SW,OO
1783,N182UW,US
2963,N723SW,WN
596,N776WN,WN
5673,N11551,EV
1878,N631SW,WN
525,N604SW,WN
1324,N954DL,DL
2311,N3ABAA,AA
2304,N505AA,AA
1162,N13750,UA
4471,N7701B,WN
2236,N623DL,DL
714,N291WN,WN
1116,N970AT,DL
4387,N346SW,WN
1297,N642WN,WN
1271,N214WN,WN
1587,N33266,UA
3157,N517MQ,MQ
364,N221FR,F9
4751,N629BR,OO
5919,N14148,EV
2851,N224WN,WN
755,N302DQ,DL
1790,N8315C,WN
2067,N274JB,B6
246,N5ERAA,AA
1079,N57870,UA
680,N629NK,NK
1381,N906AT,DL
316,N916DN,DL
1916,N721UW,US
4744,N14907,EV
6281,N956SW,OO
5448,N852AS,EV
240,N477HA,HA
2094,N903DA,DL
3563,N644SW,WN
1294,N66831,UA
1554,N16713,UA
304,N625NK,NK
1434,N510JB,B6
908,N7742B,WN
1760,N3741S,DL
1919,N110UW,US
1224,N3KYAA,AA
1320,N7746C,WN
5209,N768SK,OO
1602,N436AA,AA
682,N947FR,F9
3393,N813MQ,MQ
2380,N555NW,DL
1155,N37465,UA
816,N533AS,AS
695,N317JB,B6
2605,N294WN,WN
1579,N322US,DL
534,N821JB,B6
5698,N834AS,EV
6149,N34111,EV
2052,N367NW,DL
520,N446WN,WN
4735,N15572,EV
1604,N467AA,AA
849,N791SW,WN
152,N794JB,B6
4123,N7702A,WN
6521,N986CA,OO
265,N477WN,WN
6062,N14173,EV
3386,N607MQ,MQ
2170,N820AW,US
1278,N586AA,AA
4568,N29515,EV
4324,N13992,EV
1684,N34282,UA
2899,N818MQ,MQ
81,N799AS,AS
4748,N16541,EV
5205,N755SK,OO
6231,N790SK,OO
1629,N364NW,DL
322,N679DA,DL
3659,N942WN,WN
46,N839MH,DL
1637,N38268,UA
6616,N897SK,OO
2699,N602SW,WN
24,N522SW,WN
2053,N102UW,US
2784,N720WN,WN
963,N7740A,WN
820,N529UA,UA
2397,N684WN,WN
2414,N315US,DL
454,N427WN,WN
216,N516NK,NK
1206,N238WN,WN
995,N969AT,DL
5367,N507CA,OO
779,N512UA,UA
329,N3LKAA,AA
1481,N936DL,DL
1645,N87527,UA
1102,N3HGAA,AA
370,N543UA,UA
1347,N4XPAA,AA
4444,N13132,EV
1808,N549UW,US
2337,N909DA,DL
3646,N640MQ,MQ
3155,N670MQ,MQ
4541,N240WN,WN
6137,N14158,EV
2272,N960DN,DL
2326,N3HEAA,AA
2416,N571JB,B6
267,N487HA,HA
140,N7721E,WN
3675,N7749B,WN
3490,N217AG,OO
214,N796SW,WN
2444,N250WN,WN
5504,N946SW,OO
1474,N919DE,DL
4118,N18556,EV
4969,N948SW,OO
3574,N707SA,WN
588,N496UA,UA
378,N480HA,HA
1590,N408WN,WN
4427,N12195,EV
2888,N297WN,WN
1102,N918FR,F9
1537,N922DL,DL
4628,N441SW,OO
6097,N19966,EV
1971,N941WN,WN
2603,N8630B,WN
529,N8627B,WN
4739,N964WN,WN
451,N538UW,US
1808,N603AT,DL
1376,N205FR,F9
3404,N621SW,WN
1513,N018AA,AA
1614,N586AA,AA
6052,N13975,EV
82,N530AS,AS
4343,N16919,EV
5326,N740EV,EV
5969,N14950,EV
5552,N750EV,EV
3450,N277WN,WN
879,N107US,US
1482,N8631A,WN
1010,N513AA,AA
3308,N623MQ,MQ
1929,N813AW,US
4483,N807SK,OO
845,N910DN,DL
1745,N78506,UA
1709,N180US,US
28,N954DL,DL
2583,N260WN,WN
1057,N371NW,DL
1134,N533US,DL
427,N212WN,WN
40,N373SW,WN
2051,N935UW,US
1333,N499AA,AA
3920,N19966,EV
5625,N778SK,OO
3536,N3AEMQ,MQ
2357,N902DE,DL
5344,N916SW,OO
4637,N462WN,WN
659,N537UW,US
711,N804UA,UA
4716,N13989,EV
1531,N3BRAA,AA
5743,N835AS,EV
328,N623JB,B6
112,N638VA,VX
1850,N358NB,DL
162,N5DHAA,AA
472,N405UA,UA
1576,N3CHAA,AA
754,N379SW,WN
684,N205UW,US
3460,N217AG,OO
4362,N11150,EV
4652,N13903,EV
305,N508JB,B6
1309,N485AA,AA
2047,N822DN,DL
131,N459AS,AS
3266,N909MQ,MQ
2287,N501AA,AA
2628,N477CA,OO
5145,N720EV,EV
3306,N618MQ,MQ
1578,N37293,UA
4324,N649SW,WN
989,N231JB,B6
5994,N13914,EV
602,N923WN,WN
326,N3741S,DL
102,N373AA,AA
2642,N914DE,DL
187,N477HA,HA
3665,N390SW,WN
414,N835UA,UA
1899,N941UW,US
3531,N851MQ,MQ
1088,N711HK,WN
5559,N136EV,EV
752,N626AS,AS
1048,N8646B,WN
32,N440AS,AS
3937,N28529,EV
2840,N500MQ,MQ
3745,N796SW,WN
1984,N750UW,US
1058,N33284,UA
4959,N138EV,EV
4631,N416SW,OO
1582,N967DL,DL
2706,N889AS,OO
5455,N855AS,EV
1415,N37293,UA
6377,N929EV,OO
2971,N640MQ,MQ
1614,N3FJAA,AA
660,N254WN,WN
528,N272WN,WN
455,N815UA,UA
1456,N3JDAA,AA
945,N386SW,WN
2673,N967AT,DL
235,N412UA,UA
4463,N438SW,OO
3250,N8316H,WN
1181,N791SW,WN
4512,N809SK,OO
5537,N718EV,EV
5590,N760EV,EV
734,N478UA,UA
403,N657AW,US
1990,N930DL,DL
460,N647AW,US
2012,N902DE,DL
1559,N37419,UA
1670,N3GHAA,AA
645,N503NK,NK
1012,N599AA,AA
2291,N911DL,DL
1344,N214FR,F9
6328,N708SK,OO
1718,N661DN,DL
3697,N608MQ,MQ
4090,N12163,EV
1993,N359NW,DL
586,N653SW,WN
3868,N224WN,WN
4256,N13958,EV
411,N424UA,UA
1004,N17122,UA
1668,N317JB,B6
4896,N916EV,EV
5240,N846AS,EV
1521,N975DL,DL
2024,N956UW,US
3944,N13550,EV
1923,N745VJ,US
5485,N856AS,EV
5496,N920EV,EV
2606,N417SW,OO
4253,N648SW,WN
4479,N817SK,OO
367,N632VA,VX
441,N590UA,UA
2483,N926DL,DL
232,N771SA,WN
500,N520AS,AS
390,N3KRAA,AA
1903,N724UW,US
2464,N905DA,DL
1496,N69838,UA
2029,N3771K,DL
2329,N371SW,WN
135,N423AS,AS
4,N391HA,HA
900,N765SW,WN
2961,N693MQ,MQ
1679,N3CDAA,AA
566,N535UW,US
5432,N928SW,OO
6294,N237SW,OO
932,N625VA,VX
859,N719SW,WN
862,N816AW,US
4492,N783CA,OO
1027,N37253,UA
3131,N385SW,WN
5911,N26545,EV
208,N486HA,HA
5686,N836AS,EV
886,N8309C,WN
1961,N198UW,US
6144,N14902,EV
2052,N806AW,US
2947,N513MQ,MQ
5502,N608QX,EV
5187,N920EV,EV
383,N231WN,WN
365,N3GXAA,AA
1352,N633SW,WN
4256,N453WN,WN
1640,N950DN,DL
334,N851VA,VX
2222,N3BXAA,AA
3220,N539MQ,MQ
5005,N873AS,EV
1193,N16713,UA
250,N469UA,UA
2411,N3ELAA,AA
1091,N685SW,WN
4792,N915EV,OO
1196,N5CGAA,AA
6301,N916SW,OO
5330,N751EV,EV
5307,N585SW,OO
2940,N932MQ,MQ
871,N626AW,US
437,N585UW,US
4192,N779SW,WN
1555,N586NW,DL
590,N258JB,B6
138,N3FVAA,AA
1194,N37277,UA
29,N383HA,HA
1636,N541AA,AA
4385,N14125,EV
1782,N949DN,DL
4845,N446SW,OO
1783,N6710E,DL
1207,N3KAAA,AA
2858,N251WN,WN
1128,N219FR,F9
2533,N933WN,WN
2217,N6709,DL
1774,N810DN,DL
1992,N741UW,US
1584,N37464,UA
140,N536AS,AS
1816,N821AW,US
782,N964DL,DL
4995,N916SW,OO
1106,N477AA,AA
186,N487HA,HA
98,N789JB,B6
560,N601AW,US
3055,N821MQ,MQ
19,N784JB,B6
1606,N895AT,DL
4116,N13914,EV
1361,N967AT,DL
1162,N189DN,DL
30,N388HA,HA
622,N675AW,US
1613,N900WN,WN
2017,N926AT,DL
6199,N954SW,OO
3754,N217JC,WN
2601,N464SW,OO
60,N368AA,AA
1696,N904DE,DL
1694,N76522,UA
1413,N4XPAA,AA
3479,N225AG,OO
3025,N686MQ,MQ
1726,N811DZ,DL
2675,N975AT,DL
808,N585AS,AS
81,N751AT,DL
1161,N3BFAA,AA
1519,N338NW,DL
4973,N119SY,OO
5056,N850AS,EV
422,N8620H,WN
1318,N198JB,B6
422,N180DN,DL
3672,N638MQ,MQ
991,N731SA,WN
533,N187JB,B6
234,N425LV,WN
4481,N26549,EV
163,N794JB,B6
2525,N410WN,WN
4663,N15983,EV
134,N419AS,AS
1901,N672DL,DL
3843,N775SW,WN
6008,N13964,EV
4107,N16559,EV
558,N944UW,US
1254,N57855,UA
2593,N962DN,DL
6410,N221SW,OO
4281,N10575,EV
1348,N902WN,WN
791,N946DN,DL
2036,N306DQ,DL
383,N614AS,AS
4675,N463SW,OO
456,N181UW,US
577,N519UW,US
945,N635SW,WN
3479,N700GS,WN
436,N954WN,WN
4718,N446SW,OO
1909,N953UW,US
5653,N744SK,OO
2414,N3KGAA,AA
199,N7747C,WN
1981,N994AT,DL
416,N944JB,B6
1224,N87531,UA
350,N826UA,UA
6296,N707SK,OO
4513,N14950,EV
3300,N299WN,WN
742,N609SW,WN
2918,N514MQ,MQ
472,N498UA,UA
2560,N373NW,DL
4150,N14570,EV
762,N775JB,B6
1334,N249JB,B6
3768,N946WN,WN
4476,N820SK,OO
2385,N4YJAA,AA
3482,N821MQ,MQ
181,N489HA,HA
678,N657JB,B6
1684,N69806,UA
1277,N983DL,DL
3052,N620MQ,MQ
208,N635SW,WN
683,N388SW,WN
4981,N871AS,EV
2391,N302NB,DL
2305,N4XXAA,AA
2191,N3764D,DL
4617,N10575,EV
4726,N935SW,OO
307,N487HA,HA
1395,N4XCAA,AA
3154,N628MQ,MQ
4741,N625CA,OO
6064,N12563,EV
684,N249WN,WN
614,N7714B,WN
7416,N779CA,OO
726,N232WN,WN
3029,N531MQ,MQ
3415,N966WN,WN
1273,N651JB,B6
343,N518AS,AS
6332,N986CA,OO
470,N172US,US
594,N480UA,UA
568,N548UW,US
1663,N37274,UA
51,N764AS,AS
4491,N13903,EV
4387,N614SW,WN
345,N457WN,WN
304,N478HA,HA
1845,N386SW,WN
4481,N913EV,OO
3522,N200WN,WN
1060,N208FR,F9
2511,N201LV,WN
323,N4YTAA,AA
893,N709SW,WN
678,N476UA,UA
887,N265WN,WN
6466,N782SK,OO
2349,N005AA,AA
40,N685SW,WN
5183,N784SK,OO
1692,N017AA,AA
2226,N501AA,AA
1723,N39418,UA
759,N907DA,DL
5063,N979EV,EV
3922,N16559,EV
1166,N36472,UA
1105,N3GVAA,AA
1944,N905DL,DL
1799,N570UW,US
3478,N614SW,WN
1658,N69829,UA
5433,N974EV,EV
2111,N752US,US
776,N198UW,US
1038,N306JB,B6
386,N480HA,HA
867,N631NK,NK
482,N418UA,UA
1954,N576UW,US
55,N556AS,AS
812,N936DL,DL
1193,N76516,UA
4965,N153PQ,EV
12,N27205,UA
3564,N855MQ,MQ
940,N600WN,WN
4542,N16999,EV
5494,N133EV,EV
6113,N16571,EV
5315,N964SW,OO
699,N440AS,AS
204,N633NK,NK
812,N515NK,NK
1937,N173US,US
1427,N24702,UA
572,N182UW,US
1866,N103US,US
2546,N365NB,DL
6138,N36915,EV
1137,N717SA,WN
1739,N833AW,US
2510,N963WN,WN
3173,N692MQ,MQ
239,N4XCAA,AA
1856,N231WN,WN
525,N563JB,B6
4649,N404WN,WN
5990,N26549,EV
3232,N939MQ,MQ
719,N207FR,F9
338,N3GDAA,AA
455,N403WN,WN
3835,N388SW,WN
5346,N584SW,OO
4987,N919EV,EV
1472,N585AA,AA
1497,N717SA,WN
736,N498UA,UA
4758,N613SK,OO
1739,N966AT,DL
1999,N545UW,US
1477,N530US,DL
27,N855VA,VX
6209,N710SK,OO
3417,N698MQ,MQ
1519,N4YAAA,AA
650,N524NK,NK
730,N459AS,AS
5593,N843AS,EV
1341,N921AT,DL
2096,N943DL,DL
1286,N351JB,B6
572,N788SA,WN
883,N851UA,UA
4636,N910EV,OO
27,N5EJAA,AA
936,N623NK,NK
789,N309AS,AS
5292,N971SW,OO
701,N528UA,UA
6179,N11164,EV
211,N805UA,UA
2702,N635JB,B6
1255,N4XPAA,AA
3450,N629MQ,MQ
1239,N4YSAA,AA
1447,N600WN,WN
303,N278WN,WN
2064,N927DA,DL
6297,N952SW,OO
3644,N849MQ,MQ
989,N775SW,WN
446,N371SW,WN
898,N560WN,WN
1112,N3CMAA,AA
4415,N36915,EV
4742,N623SW,WN
905,N206WN,WN
238,N462UA,UA
71,N640JB,B6
1546,N33294,UA
954,N507JB,B6
295,N216FR,F9
2172,N953UW,US
3308,N634MQ,MQ
5342,N882AS,EV
2238,N948WN,WN
2603,N864AS,OO
2046,N178US,US
214,N847UA,UA
4494,N427SW,OO
1571,N37290,UA
455,N423AS,AS
1181,N3BGAA,AA
2381,N5ECAA,AA
703,N657JB,B6
871,N8602F,WN
706,N475UA,UA
1233,N555NW,DL
3597,N615MQ,MQ
2346,N450WN,WN
1168,N3EDAA,AA
4984,N745SK,OO
1624,N918DH,DL
278,N486HA,HA
3581,N633MQ,MQ
6210,N919SW,OO
4787,N809CA,OO
4518,N453SW,OO
2135,N325NB,DL
3266,N13914,EV
139,N940WN,WN
1329,N560WN,WN
5210,N984CA,OO
105,N568AS,AS
1132,N3JKAA,AA
1268,N33203,UA
4419,N12145,EV
1890,N998DL,DL
4155,N17138,EV
6466,N718SK,OO
1680,N65832,UA
2964,N646MQ,MQ
2084,N606JB,B6
75,N3GAAA,AA
4833,N805SK,OO
4953,N923EV,EV
1878,N910DL,DL
1569,N684DA,DL
765,N543UA,UA
1846,N7813P,WN
1551,N3DTAA,AA
3431,N817MQ,MQ
2999,N931MQ,MQ
2465,N900DE,DL
836,N804NW,DL
1831,N6709,DL
332,N484HA,HA
620,N902WN,WN
2478,N990AT,DL
1927,N711HK,WN
1110,N3BSAA,AA
1435,N991AT,DL
223,N624NK,NK
4657,N631SK,OO
5051,N937EV,EV
1214,N366NB,DL
178,N493HA,HA
1978,N8327A,WN
490,N623VA,VX
1889,N757UW,US
331,N608NK,NK
1629,N215WN,WN
3495,N402WN,WN
3839,N345SA,WN
1439,N608SW,WN
1215,N3749D,DL
566,N530US,DL
4343,N12552,EV
1305,N923FR,F9
1475,N953DL,DL
2371,N368NW,DL
1161,N37293,UA
2450,N597AA,AA
935,N641VA,VX
3938,N286WN,WN
4224,N12145,EV
3479,N244WN,WN
5224,N854AS,EV
128,N826DN,DL
328,N763JB,B6
1139,N17229,UA
159,N457WN,WN
7368,N779CA,OO
1269,N387SW,WN
1649,N3BTAA,AA
330,N855VA,VX
3240,N677MQ,MQ
793,N206FR,F9
2602,N468WN,WN
675,N267JB,B6
683,N396SW,WN
4589,N809SK,OO
1035,N568AA,AA
1254,N76269,UA
5245,N923EV,EV
4896,N694SW,WN
660,N673AW,US
2075,N905DA,DL
322,N687DL,DL
1001,N634SW,WN
5511,N495CA,OO
370,N579AS,AS
621,N8651A,WN
1196,N5CNAA,AA
1214,N8318F,WN
4426,N700GS,WN
3564,N806MQ,MQ
4102,N26545,EV
687,N378SW,WN
2304,N902DA,DL
2487,N3HWAA,AA
4222,N17146,EV
2218,N547US,DL
724,N614AS,AS
3438,N689MQ,MQ
1346,N926DH,DL
670,N527JB,B6
1740,N366NW,DL
363,N516AS,AS
2602,N8318F,WN
2866,N261WN,WN
265,N842UA,UA
538,N454WN,WN
1427,N69826,UA
5466,N295SW,OO
3764,N431WN,WN
4102,N918WN,WN
1592,N618DL,DL
2253,N810DN,DL
24,N581HA,HA
2411,N3CFAA,AA
1588,N76269,UA
3367,N932MQ,MQ
203,N496UA,UA
1288,N3FHAA,AA
3939,N28529,EV
4102,N399WN,WN
1371,N398SW,WN
1010,N36207,UA
2672,N717SA,WN
1276,N670SW,WN
730,N621JB,B6
4564,N915WN,WN
3851,N964WN,WN
3235,N515MQ,MQ
5915,N16561,EV
2513,N907EV,EV
765,N822AW,US
1901,N633AW,US
7393,N449SW,OO
1710,N769US,US
1139,N8308K,WN
1479,N238JB,B6
1564,N920DE,DL
405,N932FR,F9
5689,N827AS,EV
3410,N627MQ,MQ
4988,N720EV,EV
995,N495WN,WN
4485,N442SW,OO
964,N8656B,WN
73,N3DTAA,AA
2533,N395DN,DL
4096,N21537,EV
2295,N493WN,WN
3964,N12569,EV
3614,N8654B,WN
349,N8609A,WN
2539,N919DL,DL
761,N626NK,NK
2394,N3JCAA,AA
3239,N404WN,WN
5172,N969SW,OO
5686,N833AS,EV
608,N453WN,WN
4169,N14543,EV
900,N295WN,WN
296,N4XCAA,AA
135,N357SW,WN
838,N256AY,US
1100,N3DTAA,AA
5266,N583SW,OO
5267,N956SW,OO
2169,N540US,DL
1308,N201AA,AA
3450,N905MQ,MQ
785,N526UA,UA
1030,N571AA,AA
6336,N932EV,OO
5994,N15912,EV
4114,N16999,EV
2028,N137DL,DL
17,N370HA,HA
243,N237WN,WN
805,N271LV,WN
4717,N611SK,OO
4447,N439SW,OO
2592,N621SW,WN
2154,N457WN,WN
2674,N296WN,WN
5515,N707SK,OO
4890,N753EV,EV
1139,N69806,UA
4296,N14920,EV
65,N708AS,AS
736,N534UW,US
1735,N757AT,DL
2312,N369NW,DL
2537,N880AS,EV
301,N621NK,NK
3190,N931MQ,MQ
5404,N867AS,EV
344,N3KNAA,AA
1638,N3KYAA,AA
4767,N804SK,OO
2326,N7734H,WN
873,N127UW,US
4973,N856AS,EV
3018,N355SW,WN
90,N766JB,B6
4027,N632SW,WN
4126,N13903,EV
1268,N78285,UA
2053,N997DL,DL
5589,N930SW,OO
2364,N8606C,WN
1426,N33262,UA
2255,N475AA,AA
2122,N823DN,DL
2601,N435SW,OO
2370,N019AA,AA
622,N660AW,US
1437,N56859,UA
756,N233LV,WN
465,N719SW,WN
1591,N3DVAA,AA
601,N468AS,AS
232,N265WN,WN
496,N958AT,DL
1497,N37273,UA
405,N615NK,NK
1059,N492WN,WN
4924,N176PQ,EV
2623,N969WN,WN
781,N538UW,US
2632,N999DN,DL
895,N182UW,US
6274,N946SW,OO
5585,N748SK,OO
4549,N766SW,WN
4735,N14998,EV
3696,N939MQ,MQ
3126,N833MQ,MQ
497,N241WN,WN
3681,N625MQ,MQ
2762,N453WN,WN
1619,N3GKAA,AA
833,N565AS,AS
4638,N816SK,OO
3649,N0EGMQ,MQ
1871,N756SA,WN
454,N508AY,US
1910,N980DL,DL
1293,N555NW,DL
1841,N329NW,DL
4300,N14105,EV
1143,N399DA,DL
2257,N3EVAA,AA
2354,N703TW,DL
5231,N970SW,OO
5150,N760EV,EV
50,N585NW,DL
42,N3749D,DL
3620,N507MQ,MQ
415,N835VA,VX
819,N822DN,DL
49,N5DXAA,AA
1208,N474AA,AA
971,N616NK,NK
1998,N821AW,US
5614,N861AS,EV
2291,N860AA,AA
259,N419UA,UA
1781,N6713Y,DL
1242,N18220,UA
2389,N309US,DL
63,N3ECAA,AA
2009,N339NB,DL
3243,N902MQ,MQ
2294,N8650F,WN
1646,N7BWAA,AA
3622,N516MQ,MQ
1219,N757AT,DL
3552,N9EAMQ,MQ
1765,N996DL,DL
1891,N950DN,DL
844,N991AT,DL
1204,N752SW,WN
4269,N11121,EV
1756,N920DE,DL
345,N436WN,WN
3668,N8641B,WN
1364,N522SW,WN
1451,N580JB,B6
922,N525VA,VX
387,N614AS,AS
1706,N809DN,DL
1763,N711UW,US
6053,N14993,EV
1489,N3JYAA,AA
2584,N349NW,DL
5604,N292SW,OO
6437,N109SY,OO
